"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","Office of Rail and Road","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Planning Inspectorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Queen Elizabeth II Centre","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Registers of Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Rural Payments Agency","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Scottish Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Courts and Tribunals Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Prison Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Prison Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Serious Fraud Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Submarine Delivery Agency","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The Insolvency Service","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","The Insolvency Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The Insolvency Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Debt Management Office","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","UK Export Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","SEO/HEO","Heterosexual / straight","40","40","36700","36290"
"In post","2022","Communications","UK Health Security Agency","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","UK Health Security Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Hydrographic Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Space Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Valuation Office Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Vehicle Certification Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Vehicle Certification Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Vehicle Certification Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Vehicle Certification Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Revenue Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wilton Park","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wilton Park","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","G6/G7","Heterosexual / straight","40","35","57250","55180"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","SEO/HEO","Heterosexual / straight","30","30","36140","35070"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","AA/AO","Heterosexual / straight","55","45","21730","22740"
"In post","2022","Counter Fraud","Companies House","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","EO","Heterosexual / straight","45","40","25640","25010"
"In post","2022","Counter Fraud","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","1185","1035","22390","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","70","65","22200","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","AA/AO","Undeclared","210","175","22230","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","370","300","22490","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","2355","2125","28210","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","LGBO","130","125","28360","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","Undeclared","325","285","28120","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","Unknown","815","710","28510","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","625","585","34140","33170"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","30","30","34240","32660"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","85","80","33940","33180"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","145","140","34920","34080"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
