"Status","Year","Age","Disability","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","London","AA","100","95","23060","22460"
"In post","2022","20-29","Declared non-disabled","London","AO","1155","1135","26550","25110"
"In post","2022","20-29","Declared non-disabled","London","EO","3155","3115","29240","29220"
"In post","2022","20-29","Declared non-disabled","London","G6","165","165","65450","64700"
"In post","2022","20-29","Declared non-disabled","London","G7","2135","2125","54900","54110"
"In post","2022","20-29","Declared non-disabled","London","HEO","4285","4270","34650","34260"
"In post","2022","20-29","Declared non-disabled","London","SCS level","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","London","SEO","2035","2035","41630","41550"
"In post","2022","20-29","Declared non-disabled","London","Unknown","290","290","29290","27060"
"In post","2022","20-29","Declared non-disabled","Outside London","AA","1515","1475","20470","20890"
"In post","2022","20-29","Declared non-disabled","Outside London","AO","12870","12535","22900","21300"
"In post","2022","20-29","Declared non-disabled","Outside London","EO","10955","10835","26640","26820"
"In post","2022","20-29","Declared non-disabled","Outside London","G6","40","40","64220","64660"
"In post","2022","20-29","Declared non-disabled","Outside London","G7","695","690","51960","51940"
"In post","2022","20-29","Declared non-disabled","Outside London","HEO","6260","6220","31570","31600"
"In post","2022","20-29","Declared non-disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Outside London","SEO","2125","2115","38940","38650"
"In post","2022","20-29","Declared non-disabled","Outside London","Unknown","2220","2185","25650","24090"
"In post","2022","20-29","Declared non-disabled","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","HEO","150","150","33270","32560"
"In post","2022","20-29","Declared non-disabled","Overseas","SEO","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","EO","70","70","27940","27570"
"In post","2022","20-29","Declared non-disabled","Unknown","G7","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","HEO","45","45","32670","32000"
"In post","2022","20-29","Declared non-disabled","Unknown","SEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","London","AA","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","London","AO","60","60","26660","25110"
"In post","2022","20-29","Undeclared","London","EO","150","145","29300","29970"
"In post","2022","20-29","Undeclared","London","G6","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","London","G7","140","140","54230","53380"
"In post","2022","20-29","Undeclared","London","HEO","315","315","34280","34020"
"In post","2022","20-29","Undeclared","London","SEO","110","110","41810","41170"
"In post","2022","20-29","Undeclared","London","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Outside London","AA","70","65","20780","20890"
"In post","2022","20-29","Undeclared","Outside London","AO","560","545","22860","21260"
"In post","2022","20-29","Undeclared","Outside London","EO","495","490","27010","27570"
"In post","2022","20-29","Undeclared","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Outside London","G7","35","35","52510","52080"
"In post","2022","20-29","Undeclared","Outside London","HEO","275","275","31900","32290"
"In post","2022","20-29","Undeclared","Outside London","SEO","100","100","38250","38650"
"In post","2022","20-29","Undeclared","Outside London","Unknown","85","85","25940","24090"
"In post","2022","20-29","Undeclared","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","London","AA","110","105","23030","22460"
"In post","2022","20-29","Unknown","London","AO","780","770","26610","25330"
"In post","2022","20-29","Unknown","London","EO","1735","1725","29630","28650"
"In post","2022","20-29","Unknown","London","G6","95","95","66280","65440"
"In post","2022","20-29","Unknown","London","G7","1025","1025","55070","54070"
"In post","2022","20-29","Unknown","London","HEO","3185","3180","33010","32800"
"In post","2022","20-29","Unknown","London","SCS level","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","London","SEO","1120","1115","41410","40650"
"In post","2022","20-29","Unknown","London","Unknown","90","90","26780","27060"
"In post","2022","20-29","Unknown","Outside London","AA","985","945","20810","20890"
"In post","2022","20-29","Unknown","Outside London","AO","6615","6440","22650","21640"
"In post","2022","20-29","Unknown","Outside London","EO","4820","4780","26890","26590"
"In post","2022","20-29","Unknown","Outside London","G6","30","30","63700","62400"
"In post","2022","20-29","Unknown","Outside London","G7","295","295","51530","50210"
"In post","2022","20-29","Unknown","Outside London","HEO","2745","2735","31760","31560"
"In post","2022","20-29","Unknown","Outside London","SEO","840","835","39160","38800"
"In post","2022","20-29","Unknown","Outside London","Unknown","790","765","24410","23170"
"In post","2022","20-29","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","G7","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","HEO","35","35","35150","34700"
"In post","2022","20-29","Unknown","Overseas","SEO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","HEO","205","205","29860","29250"
"In post","2022","20-29","Unknown","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28310","28980"
"In post","2022","30-39","Declared disabled","London","AA","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","London","AO","130","125","27130","25630"
"In post","2022","30-39","Declared disabled","London","EO","315","295","30270","31060"
"In post","2022","30-39","Declared disabled","London","G6","210","205","66650","65500"
"In post","2022","30-39","Declared disabled","London","G7","495","480","55700","54700"
"In post","2022","30-39","Declared disabled","London","HEO","330","320","35270","35050"
"In post","2022","30-39","Declared disabled","London","SCS level","50","50","79380","74970"
"In post","2022","30-39","Declared disabled","London","SEO","290","285","42370","41760"
"In post","2022","30-39","Declared disabled","London","Unknown","70","70","32760","29450"
"In post","2022","30-39","Declared disabled","Outside London","AA","215","195","20440","20890"
"In post","2022","30-39","Declared disabled","Outside London","AO","1785","1630","22710","21260"
"In post","2022","30-39","Declared disabled","Outside London","EO","1955","1850","27330","27570"
"In post","2022","30-39","Declared disabled","Outside London","G6","70","70","65310","64220"
"In post","2022","30-39","Declared disabled","Outside London","G7","435","425","52540","52070"
"In post","2022","30-39","Declared disabled","Outside London","HEO","1145","1110","32650","33000"
"In post","2022","30-39","Declared disabled","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Outside London","SEO","740","720","40420","40000"
"In post","2022","30-39","Declared disabled","Outside London","Unknown","555","520","28840","27610"
"In post","2022","30-39","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","G6","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","G7","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","HEO","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","EO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","London","AA","140","125","23570","22900"
"In post","2022","30-39","Declared non-disabled","London","AO","1010","940","27880","25630"
"In post","2022","30-39","Declared non-disabled","London","EO","2575","2470","30080","30650"
"In post","2022","30-39","Declared non-disabled","London","G6","1980","1925","67460","65890"
"In post","2022","30-39","Declared non-disabled","London","G7","4595","4475","55660","54700"
"In post","2022","30-39","Declared non-disabled","London","HEO","2610","2560","35740","35070"
"In post","2022","30-39","Declared non-disabled","London","SCS level","590","570","79310","75330"
"In post","2022","30-39","Declared non-disabled","London","SEO","2575","2525","42610","41970"
"In post","2022","30-39","Declared non-disabled","London","Unknown","350","340","34140","34100"
"In post","2022","30-39","Declared non-disabled","Outside London","AA","1330","1230","20400","20890"
"In post","2022","30-39","Declared non-disabled","Outside London","AO","13840","12575","23260","21430"
"In post","2022","30-39","Declared non-disabled","Outside London","EO","14955","14105","27160","27380"
"In post","2022","30-39","Declared non-disabled","Outside London","G6","895","865","65820","65280"
"In post","2022","30-39","Declared non-disabled","Outside London","G7","4545","4410","52730","52070"
"In post","2022","30-39","Declared non-disabled","Outside London","HEO","10245","9895","32700","33000"
"In post","2022","30-39","Declared non-disabled","Outside London","SCS level","140","135","81570","76900"
"In post","2022","30-39","Declared non-disabled","Outside London","SEO","7475","7255","40540","40030"
"In post","2022","30-39","Declared non-disabled","Outside London","Unknown","2770","2580","30380","30210"
"In post","2022","30-39","Declared non-disabled","Overseas","AO","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Overseas","EO","35","35","26750","26510"
"In post","2022","30-39","Declared non-disabled","Overseas","G6","55","55","63910","64000"
"In post","2022","30-39","Declared non-disabled","Overseas","G7","225","225","54500","54470"
"In post","2022","30-39","Declared non-disabled","Overseas","HEO","200","200","35140","34220"
"In post","2022","30-39","Declared non-disabled","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Overseas","SEO","80","80","42370","40580"
"In post","2022","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","AO","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","EO","55","55","28290","27570"
"In post","2022","30-39","Declared non-disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","G7","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","HEO","30","30","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","SEO","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","London","AA","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","London","AO","85","80","27900","25630"
"In post","2022","30-39","Undeclared","London","EO","195","185","30640","31020"
"In post","2022","30-39","Undeclared","London","G6","130","130","67010","65550"
"In post","2022","30-39","Undeclared","London","G7","305","300","56080","54810"
"In post","2022","30-39","Undeclared","London","HEO","185","180","36120","35320"
"In post","2022","30-39","Undeclared","London","SCS level","40","35","78090","76200"
"In post","2022","30-39","Undeclared","London","SEO","190","190","43150","41970"
"In post","2022","30-39","Undeclared","London","Unknown","30","30","31630","29450"
"In post","2022","30-39","Undeclared","Outside London","AA","145","135","20690","20890"
"In post","2022","30-39","Undeclared","Outside London","AO","1030","940","23900","21410"
"In post","2022","30-39","Undeclared","Outside London","EO","1135","1080","27890","27570"
"In post","2022","30-39","Undeclared","Outside London","G6","45","45","66560","65280"
"In post","2022","30-39","Undeclared","Outside London","G7","270","265","53520","53500"
"In post","2022","30-39","Undeclared","Outside London","HEO","680","660","32780","33000"
"In post","2022","30-39","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Outside London","SEO","475","465","40770","40050"
"In post","2022","30-39","Undeclared","Outside London","Unknown","160","150","30780","30210"
"In post","2022","30-39","Undeclared","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","G7","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","HEO","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","AA","45","45","23290","23490"
"In post","2022","30-39","Unknown","London","AO","350","340","28110","25850"
"In post","2022","30-39","Unknown","London","EO","720","700","30760","30750"
"In post","2022","30-39","Unknown","London","G6","680","665","67280","66230"
"In post","2022","30-39","Unknown","London","G7","1655","1625","56160","54700"
"In post","2022","30-39","Unknown","London","HEO","1005","985","35570","35050"
"In post","2022","30-39","Unknown","London","SCS level","170","170","81280","75600"
"In post","2022","30-39","Unknown","London","SEO","1000","980","42250","41750"
"In post","2022","30-39","Unknown","London","Unknown","85","80","31070","28370"
"In post","2022","30-39","Unknown","Outside London","AA","640","585","20850","20890"
"In post","2022","30-39","Unknown","Outside London","AO","4550","4260","23390","21680"
"In post","2022","30-39","Unknown","Outside London","EO","4670","4515","28070","26820"
"In post","2022","30-39","Unknown","Outside London","G6","295","280","67930","66310"
"In post","2022","30-39","Unknown","Outside London","G7","1520","1480","53780","52670"
"In post","2022","30-39","Unknown","Outside London","HEO","3055","2970","33230","33080"
"In post","2022","30-39","Unknown","Outside London","SCS level","35","35","79510","77340"
"In post","2022","30-39","Unknown","Outside London","SEO","1965","1910","40320","40000"
"In post","2022","30-39","Unknown","Outside London","Unknown","840","760","27170","24800"
"In post","2022","30-39","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","EO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","G6","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","G7","95","95","54290","53500"
"In post","2022","30-39","Unknown","Overseas","HEO","80","80","38990","38640"
"In post","2022","30-39","Unknown","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","SEO","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","Unknown","50","50","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","AO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","G7","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","HEO","35","30","32150","31990"
"In post","2022","30-39","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","400","395","37180","34460"
"In post","2022","40-49","Declared disabled","London","AA","25","20","[c]","[c]"
"In post","2022","40-49","Declared disabled","London","AO","210","185","25860","25110"
"In post","2022","40-49","Declared disabled","London","EO","475","445","30510","31020"
"In post","2022","40-49","Declared disabled","London","G6","225","215","68410","67750"
"In post","2022","40-49","Declared disabled","London","G7","365","350","56860","56340"
"In post","2022","40-49","Declared disabled","London","HEO","340","330","36400","36300"
"In post","2022","40-49","Declared disabled","London","SCS level","125","120","87480","79360"
"In post","2022","40-49","Declared disabled","London","SEO","290","285","43240","41970"
"In post","2022","40-49","Declared disabled","London","Unknown","90","85","36090","34700"
"In post","2022","40-49","Declared disabled","Outside London","AA","295","265","20310","19830"
"In post","2022","40-49","Declared disabled","Outside London","AO","2585","2260","22500","21260"
"In post","2022","40-49","Declared disabled","Outside London","EO","3110","2860","27530","27570"
"In post","2022","40-49","Declared disabled","Outside London","G6","245","235","67240","65940"
"In post","2022","40-49","Declared disabled","Outside London","G7","685","660","53440","52780"
"In post","2022","40-49","Declared disabled","Outside London","HEO","1460","1395","32920","33000"
"In post","2022","40-49","Declared disabled","Outside London","SCS level","45","45","82900","77340"
"In post","2022","40-49","Declared disabled","Outside London","SEO","1020","990","40820","40180"
"In post","2022","40-49","Declared disabled","Outside London","Unknown","780","730","31910","31420"
"In post","2022","40-49","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","EO","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","G6","10","10","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","G7","20","20","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","HEO","20","20","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","AO","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","EO","15","15","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","London","AA","135","130","23190","22460"
"In post","2022","40-49","Declared non-disabled","London","AO","1230","1105","26530","25110"
"In post","2022","40-49","Declared non-disabled","London","EO","2655","2485","30230","30500"
"In post","2022","40-49","Declared non-disabled","London","G6","2120","2005","69310","68000"
"In post","2022","40-49","Declared non-disabled","London","G7","3350","3190","57310","57280"
"In post","2022","40-49","Declared non-disabled","London","HEO","2090","2020","36290","35700"
"In post","2022","40-49","Declared non-disabled","London","SCS level","1410","1350","87720","80310"
"In post","2022","40-49","Declared non-disabled","London","SEO","2255","2180","43580","42470"
"In post","2022","40-49","Declared non-disabled","London","Unknown","315","300","38110","38230"
"In post","2022","40-49","Declared non-disabled","Outside London","AA","1555","1445","20340","20470"
"In post","2022","40-49","Declared non-disabled","Outside London","AO","13905","12335","22840","21260"
"In post","2022","40-49","Declared non-disabled","Outside London","EO","16495","15290","27420","27570"
"In post","2022","40-49","Declared non-disabled","Outside London","G6","2380","2310","67730","66610"
"In post","2022","40-49","Declared non-disabled","Outside London","G7","6870","6630","54330","53720"
"In post","2022","40-49","Declared non-disabled","Outside London","HEO","9500","9095","33310","33080"
"In post","2022","40-49","Declared non-disabled","Outside London","SCS level","595","585","85630","79090"
"In post","2022","40-49","Declared non-disabled","Outside London","SEO","8565","8235","41550","40520"
"In post","2022","40-49","Declared non-disabled","Outside London","Unknown","2920","2705","34050","34340"
"In post","2022","40-49","Declared non-disabled","Overseas","AO","10","10","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Overseas","EO","60","60","27270","27060"
"In post","2022","40-49","Declared non-disabled","Overseas","G6","125","125","65350","64840"
"In post","2022","40-49","Declared non-disabled","Overseas","G7","180","180","56290","55620"
"In post","2022","40-49","Declared non-disabled","Overseas","HEO","145","145","34630","33970"
"In post","2022","40-49","Declared non-disabled","Overseas","SCS level","100","100","82860","75330"
"In post","2022","40-49","Declared non-disabled","Overseas","SEO","85","85","46570","40770"
"In post","2022","40-49","Declared non-disabled","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","AO","25","25","[c]","[c]"
