"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Digital, Data & Technology","Veterinary Medicines Directorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Cabinet Office (excl. agencies)","Unknown","30","30","35660","34550"
"In post","2022","20-29","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Companies House","Finance","10","10","28290","20100"
"In post","2022","20-29","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Prosecution Service","Finance","20","20","24550","25480"
"In post","2022","20-29","Finance","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Defence Equipment and Support","Finance","110","110","24000","25000"
"In post","2022","20-29","Finance","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Defence Equipment and Support","Project Delivery","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","20","20","47190","48890"
"In post","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","Finance","20","20","43870","43970"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","Finance","85","85","33570","29360"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","Property","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","45","45","30790","29180"
"In post","2022","20-29","Finance","Department for International Trade","Finance","15","15","40960","38950"
"In post","2022","20-29","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","15","15","45100","53130"
"In post","2022","20-29","Finance","Department for Transport (excl. agencies)","Finance","25","25","44620","42470"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","Commercial","30","30","30030","31990"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","Finance","110","110","32960","31990"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","Security","25","25","36530","36650"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","Finance","145","145","35920","32790"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","10","10","29600","27270"
"In post","2022","20-29","Finance","Driver and Vehicle Licensing Agency","Finance","10","10","25690","26130"
"In post","2022","20-29","Finance","Driver and Vehicle Standards Agency","Finance","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","Commercial","20","20","31280","30090"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","Digital, Data and Technology","50","50","33550","30350"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","Finance","75","75","33620","29360"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","FCDO Services","Finance","15","15","28130","26100"
"In post","2022","20-29","Finance","Food Standards Agency","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","25","25","40340","38600"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Government Legal Department","Finance","10","10","27840","26950"
"In post","2022","20-29","Finance","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Courts and Tribunals Service","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Finance","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Land Registry","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Finance","115","110","30000","26820"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","150","145","23400","21250"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Tax","25","25","30270","26820"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Unknown","50","50","40870","37930"
"In post","2022","20-29","Finance","HM Treasury (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Treasury (excl. agencies)","Finance","30","30","39450","32820"
"In post","2022","20-29","Finance","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Maritime and Coastguard Agency","Finance","10","10","27810","26450"
"In post","2022","20-29","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Met Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","Finance","185","185","33850","33000"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","Finance","40","40","38380","36050"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","National Crime Agency","Finance","10","10","[c]","[c]"
"In post","2022","20-29","Finance","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Registers of Scotland","Finance","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Scottish Courts and Tribunals Service","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Scottish Prison Service","Finance","15","10","26770","23330"
"In post","2022","20-29","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Submarine Delivery Agency","Finance","15","15","29580","30420"
"In post","2022","20-29","Finance","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Export Finance","Operational Delivery","10","10","37580","31180"
"In post","2022","20-29","Finance","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Valuation Office Agency","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Rural Payments Agency","Operational Delivery","375","370","22350","21300"
"In post","2022","20-29","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Cabinet Office (excl. agencies)","Unknown","240","240","30830","28000"
"In post","2022","20-29","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Competition and Markets Authority","Human Resources","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","15","15","28060","27230"
"In post","2022","20-29","Human Resources","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Crown Prosecution Service","Human Resources","45","45","27630","25480"
"In post","2022","20-29","Human Resources","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Defence Equipment and Support","Human Resources","35","35","23640","22830"
"In post","2022","20-29","Human Resources","Defence Equipment and Support","Other","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Defence Science and Technology Laboratory","Human Resources","10","10","27210","24000"
"In post","2022","20-29","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","20","20","38370","33640"
"In post","2022","20-29","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","25","25","35100","34020"
"In post","2022","20-29","Human Resources","Department for Education (excl. agencies)","Human Resources","40","40","28200","28000"
"In post","2022","20-29","Human Resources","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","30","30","31400","29180"
"In post","2022","20-29","Human Resources","Department for International Trade","Human Resources","40","40","39210","34260"
"In post","2022","20-29","Human Resources","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","25","25","32050","30190"
"In post","2022","20-29","Human Resources","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Transport (excl. agencies)","Human Resources","15","15","40530","34880"
"In post","2022","20-29","Human Resources","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Transport (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","70","65","33720","31990"
"In post","2022","20-29","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","75","75","28660","27570"
"In post","2022","20-29","Human Resources","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","80","80","34790","32790"
"In post","2022","20-29","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","20","20","25980","26240"
"In post","2022","20-29","Human Resources","Driver and Vehicle Standards Agency","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","40","40","35780","35700"
"In post","2022","20-29","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Government Legal Department","Human Resources","15","15","31810","30720"
"In post","2022","20-29","Human Resources","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Health and Safety Executive","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Health and Safety Executive","Operational Delivery","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","HM Courts and Tribunals Service","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","HM Land Registry","Human Resources","15","15","31780","27130"
"In post","2022","20-29","Human Resources","HM Prison and Probation Service","Human Resources","20","20","38180","31920"
"In post","2022","20-29","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","65","65","34940","33370"
"In post","2022","20-29","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","45","40","27080","26590"
"In post","2022","20-29","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","25","25","27490","26590"
"In post","2022","20-29","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","35","35","39580","33370"
"In post","2022","20-29","Human Resources","HM Treasury (excl. agencies)","Human Resources","25","20","34510","32320"
"In post","2022","20-29","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Intellectual Property Office","Human Resources","10","10","24450","24030"
"In post","2022","20-29","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Met Office","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","190","185","28380","26350"
"In post","2022","20-29","Human Resources","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","60","60","32390","30450"
"In post","2022","20-29","Human Resources","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","15","15","30910","28310"
"In post","2022","20-29","Human Resources","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","National Crime Agency","Human Resources","25","25","31740","28840"
"In post","2022","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Office of Gas and Electricity Markets","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Registers of Scotland","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Scottish Prison Service","Human Resources","15","15","25480","23330"
"In post","2022","20-29","Human Resources","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","UK Export Finance","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","UK Health Security Agency","Human Resources","70","65","32700","28970"
"In post","2022","20-29","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","UK Statistics Authority","Human Resources","20","20","29480","30210"
"In post","2022","20-29","Human Resources","Valuation Office Agency","Human Resources","10","10","32320","31000"
"In post","2022","20-29","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Government Internal Audit Agency","Internal Audit","20","20","34660","33420"
"In post","2022","20-29","Internal Audit","Government Internal Audit Agency","Other","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","10","10","33710","33300"
"In post","2022","20-29","Internal Audit","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Competition and Markets Authority","Legal","25","25","37060","33530"
"In post","2022","20-29","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Office and Procurator Fiscal Service","Legal","145","145","38160","41750"
"In post","2022","20-29","Legal","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Legal","215","215","38160","38000"
"In post","2022","20-29","Legal","Crown Prosecution Service","Operational Delivery","660","655","24120","23770"
"In post","2022","20-29","Legal","Crown Prosecution Service","Other","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","20-29","Legal","FCDO Services","Legal","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Government Legal Department","Legal","190","190","43430","43920"
"In post","2022","20-29","Legal","Government Legal Department","Other","135","130","27770","26950"
"In post","2022","20-29","Legal","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","HM Land Registry","Legal","20","20","32020","27130"
"In post","2022","20-29","Legal","HM Revenue and Customs (excl. agencies)","Legal","75","75","36480","33370"
"In post","2022","20-29","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","40","40","28100","26820"
"In post","2022","20-29","Legal","HM Revenue and Customs (excl. agencies)","Tax","30","30","41940","33370"
"In post","2022","20-29","Legal","HM Revenue and Customs (excl. agencies)","Unknown","35","35","41590","37610"
"In post","2022","20-29","Legal","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Medicines and Healthcare Products Regulatory Agency","Other","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Met Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Office of Gas and Electricity Markets","Legal","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","The Insolvency Service","Legal","5","5","[c]","[c]"
"In post","2022","20-29","Legal","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","UK Supreme Court","Legal","5","5","[c]","[c]"
"In post","2022","20-29","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","70","70","26010","24250"
"In post","2022","20-29","No function","Animal and Plant Health Agency","Operational Delivery","365","360","25270","24920"
"In post","2022","20-29","No function","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Animal and Plant Health Agency","Science and Engineering","125","125","26860","27960"
"In post","2022","20-29","No function","Animal and Plant Health Agency","Veterinarian","15","15","29380","29180"
"In post","2022","20-29","No function","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Cabinet Office (excl. agencies)","Policy","5","5","[c]","[c]"
"In post","2022","20-29","No function","Cabinet Office (excl. agencies)","Unknown","2300","2295","33240","29250"
"In post","2022","20-29","No function","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
