"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","285","[c]","40180","35950"
"New entrant CS","2022","30-39","No function","Department for International Trade","International Trade","40","[c]","40420","38160"
"New entrant CS","2022","30-39","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","10","[c]","35760","33110"
"New entrant CS","2022","30-39","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","10","[c]","40850","41040"
"New entrant CS","2022","30-39","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","90","[c]","39140","36340"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Policy","50","[c]","49070","49150"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Transport (excl. agencies)","Unknown","60","[c]","46950","42470"
"New entrant CS","2022","30-39","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","1650","[c]","26020","27570"
"New entrant CS","2022","30-39","No function","Department for Work and Pensions (excl. agencies)","Other","55","[c]","24880","21260"
"New entrant CS","2022","30-39","No function","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","45","[c]","39380","36820"
"New entrant CS","2022","30-39","No function","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Department of Health and Social Care (excl. agencies)","Policy","30","[c]","35200","32790"
"New entrant CS","2022","30-39","No function","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Driver and Vehicle Licensing Agency","Operational Delivery","115","[c]","21190","21840"
"New entrant CS","2022","30-39","No function","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Driver and Vehicle Standards Agency","Operational Delivery","110","[c]","25080","26130"
"New entrant CS","2022","30-39","No function","Education and Skills Funding Agency","Operational Delivery","20","[c]","33970","32940"
"New entrant CS","2022","30-39","No function","Education and Skills Funding Agency","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Food Standards Agency","Operational Delivery","15","[c]","27820","24470"
"New entrant CS","2022","30-39","No function","Food Standards Agency","Policy","15","[c]","32510","34850"
"New entrant CS","2022","30-39","No function","Food Standards Agency","Science and Engineering","15","[c]","32220","30350"
"New entrant CS","2022","30-39","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Health and Safety Executive","Operational Delivery","40","[c]","34100","31660"
"New entrant CS","2022","30-39","No function","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Health and Safety Executive","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Courts and Tribunals Service","Legal","30","[c]","34510","34260"
"New entrant CS","2022","30-39","No function","HM Courts and Tribunals Service","Operational Delivery","325","[c]","23000","20970"
"New entrant CS","2022","30-39","No function","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Land Registry","Operational Delivery","90","[c]","24430","22600"
"New entrant CS","2022","30-39","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Prison and Probation Service","Operational Delivery","3280","[c]","26160","24770"
"New entrant CS","2022","30-39","No function","HM Prison and Probation Service","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Prison and Probation Service","Psychology","35","[c]","27420","27700"
"New entrant CS","2022","30-39","No function","HM Prison and Probation Service","Unknown","50","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","495","[c]","23830","21250"
"New entrant CS","2022","30-39","No function","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Revenue and Customs (excl. agencies)","Tax","640","[c]","28380","26590"
"New entrant CS","2022","30-39","No function","HM Revenue and Customs (excl. agencies)","Unknown","65","[c]","27460","26590"
"New entrant CS","2022","30-39","No function","HM Treasury (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Treasury (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","HM Treasury (excl. agencies)","Policy","25","[c]","38480","32320"
"New entrant CS","2022","30-39","No function","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","10","[c]","40470","36570"
"New entrant CS","2022","30-39","No function","Institute for Apprenticeships and Technical Education","Policy","10","[c]","42770","43270"
"New entrant CS","2022","30-39","No function","Intellectual Property Office","Operational Delivery","30","[c]","23540","21810"
"New entrant CS","2022","30-39","No function","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Intellectual Property Office","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Legal Aid Agency","Operational Delivery","15","[c]","22040","20970"
"New entrant CS","2022","30-39","No function","Maritime and Coastguard Agency","Operational Delivery","25","[c]","30150","26840"
"New entrant CS","2022","30-39","No function","Maritime and Coastguard Agency","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Ministry of Justice (excl. agencies)","Operational Delivery","30","[c]","34470","33370"
"New entrant CS","2022","30-39","No function","Ministry of Justice (excl. agencies)","Policy","15","[c]","39300","38230"
"New entrant CS","2022","30-39","No function","National Crime Agency","Operational Delivery","110","[c]","35090","34140"
"New entrant CS","2022","30-39","No function","National Infrastructure Commission","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","35","[c]","54520","51360"
"New entrant CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Gas and Electricity Markets","Operational Delivery","25","[c]","26220","25000"
"New entrant CS","2022","30-39","No function","Office of Gas and Electricity Markets","Other","45","[c]","37940","30950"
"New entrant CS","2022","30-39","No function","Office of Gas and Electricity Markets","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Rail and Road","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Office of the Public Guardian","Operational Delivery","55","[c]","22200","20970"
"New entrant CS","2022","30-39","No function","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Planning Inspectorate","Other","15","[c]","35930","32780"
"New entrant CS","2022","30-39","No function","Planning Inspectorate","Planning Inspectors","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Public Health England","Knowledge and Information Management","15","[c]","37320","38150"
"New entrant CS","2022","30-39","No function","Public Health England","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Public Health England","Operational Delivery","35","[c]","37080","36330"
"New entrant CS","2022","30-39","No function","Public Health England","Science and Engineering","10","[c]","33690","32320"
"New entrant CS","2022","30-39","No function","Registers of Scotland","Operational Delivery","15","[c]","24480","22780"
"New entrant CS","2022","30-39","No function","Scottish Courts and Tribunals Service","Operational Delivery","45","[c]","21990","22000"
"New entrant CS","2022","30-39","No function","Scottish Prison Service","Operational Delivery","95","[c]","22450","21640"
"New entrant CS","2022","30-39","No function","Scottish Prison Service","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Standards and Testing Agency","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","The Insolvency Service","Operational Delivery","10","[c]","24490","21130"
"New entrant CS","2022","30-39","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","The National Archives","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","UK Health Security Agency","Medicine","15","[c]","71470","80540"
"New entrant CS","2022","30-39","No function","UK Health Security Agency","Operational Delivery","335","[c]","38220","36330"
"New entrant CS","2022","30-39","No function","UK Health Security Agency","Science and Engineering","115","[c]","36340","35610"
"New entrant CS","2022","30-39","No function","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","UK Hydrographic Office","Geography","15","[c]","29820","26740"
"New entrant CS","2022","30-39","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","UK Hydrographic Office","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","UK Statistics Authority","Operational Delivery","75","[c]","25890","19860"
"New entrant CS","2022","30-39","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Competition and Markets Authority","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Commercial","15","[c]","31170","29000"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Other","55","[c]","28980","27000"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Project Delivery","45","[c]","33830","30500"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Science and Engineering","55","[c]","39670","44000"
"New entrant CS","2022","30-39","Project Delivery","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","20","[c]","30610","29230"
"New entrant CS","2022","30-39","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","10","[c]","43400","43900"
"New entrant CS","2022","30-39","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","15","[c]","50960","54110"
"New entrant CS","2022","30-39","Project Delivery","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","15","[c]","24510","21260"
"New entrant CS","2022","30-39","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Land Registry","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","55","[c]","42580","40180"
"New entrant CS","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Met Office","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","45","[c]","37710","33000"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Submarine Delivery Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Submarine Delivery Agency","Project Delivery","15","[c]","37060","39180"
"New entrant CS","2022","30-39","Project Delivery","Submarine Delivery Agency","Science and Engineering","15","[c]","40610","43000"
"New entrant CS","2022","30-39","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Statistics Authority","Project Delivery","10","[c]","39310","36840"
"New entrant CS","2022","30-39","Project Delivery","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Education (excl. agencies)","Property","20","[c]","41900","36500"
"New entrant CS","2022","30-39","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","15","[c]","40100","38750"
"New entrant CS","2022","30-39","Property","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Work and Pensions (excl. agencies)","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","Finance","10","[c]","53510","52200"
"New entrant CS","2022","30-39","Property","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","HM Revenue and Customs (excl. agencies)","Property","10","[c]","34880","33080"
"New entrant CS","2022","30-39","Property","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Defence (excl. agencies)","Property","45","[c]","32290","33000"
"New entrant CS","2022","30-39","Property","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Scottish Prison Service","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Valuation Office Agency","Operational Delivery","65","[c]","22280","22010"
"New entrant CS","2022","30-39","Property","Valuation Office Agency","Property","40","[c]","30350","25750"
"New entrant CS","2022","30-39","Security","Cabinet Office (excl. agencies)","Unknown","30","[c]","32160","32000"
"New entrant CS","2022","30-39","Security","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Transport (excl. agencies)","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","HM Prison and Probation Service","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","15","[c]","33340","28700"
"New entrant CS","2022","30-39","Security","Ministry of Defence (excl. agencies)","Security","115","[c]","26160","25000"
"New entrant CS","2022","30-39","Security","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","UK Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","UK Statistics Authority","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Policy","10","[c]","[c]","[c]"
