"Status","Year","Ethnicity","Parent_department","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Water Services Regulation Authority","West Midlands","Outside London","125","120","54130","51630"
"In post","2022","White","Welsh Government","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","East Wales","Outside London","2995","2825","43760","38160"
"In post","2022","White","Welsh Government","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","White","Welsh Government","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","White","Welsh Government","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Government","West Wales and The Valleys","Outside London","2325","2195","39590","38160"
"In post","2022","White","Welsh Government","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Inner London - West","London","40","[c]","42640","47210"
"Leaver CS","2022","Asian","Attorney General's Departments","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","West Midlands","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Departments","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Inner London - East","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Inner London - West","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Chancellor's other departments","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Chancellor's other departments","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Chancellor's other departments","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Chancellor's other departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Chancellor's other departments","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","Inner London - East","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Inner London - West","London","30","[c]","39940","33640"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","Inner London - West","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Inner London - West","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","West Midlands","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Inner London - West","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","Inner London - West","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Inner London - West","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Hampshire and Isle of Wight","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Inner London - West","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport","Unknown","Unknown","10","[c]","[c]","[c]"
