"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Security","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Department for Transport","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Ministry of Defence","Intelligence Analysis","45","[c]","28290","28700"
"New entrant CS","2022","20-29","Security","Ministry of Defence","Security","190","[c]","24540","23540"
"New entrant CS","2022","20-29","Security","Ministry of Justice","Security","25","[c]","30270","28350"
"New entrant CS","2022","20-29","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Department for Work and Pensions","Policy","45","[c]","34920","36650"
"New entrant CS","2022","20-29","Unknown","Department for Work and Pensions","Unknown","465","[c]","24880","21260"
"New entrant CS","2022","20-29","Unknown","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","HM Revenue and Customs","Unknown","250","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","HM Treasury","Economics","10","[c]","22750","22750"
"New entrant CS","2022","20-29","Unknown","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Home Office","Commercial","15","[c]","32900","28650"
"New entrant CS","2022","20-29","Unknown","Home Office","Communications","10","[c]","33640","28650"
"New entrant CS","2022","20-29","Unknown","Home Office","Digital, Data and Technology","75","[c]","34530","30820"
"New entrant CS","2022","20-29","Unknown","Home Office","Economics","30","[c]","33270","32390"
"New entrant CS","2022","20-29","Unknown","Home Office","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Home Office","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Home Office","Operational Delivery","725","[c]","24490","24880"
"New entrant CS","2022","20-29","Unknown","Home Office","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Home Office","Other","45","[c]","28570","28650"
"New entrant CS","2022","20-29","Unknown","Home Office","Policy","70","[c]","33140","28650"
"New entrant CS","2022","20-29","Unknown","Home Office","Project Delivery","60","[c]","32580","35050"
"New entrant CS","2022","20-29","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Home Office","Social Research","35","[c]","32650","33650"
"New entrant CS","2022","20-29","Unknown","Home Office","Statistics","50","[c]","24240","22460"
"New entrant CS","2022","20-29","Unknown","Ministry of Defence","Finance","40","[c]","27010","26350"
"New entrant CS","2022","20-29","Unknown","Ministry of Defence","Medicine","35","[c]","32280","31920"
"New entrant CS","2022","20-29","Unknown","Ministry of Defence","Other","245","[c]","21800","21170"
"New entrant CS","2022","20-29","Unknown","Ministry of Defence","Policy","35","[c]","34390","33000"
"New entrant CS","2022","20-29","Unknown","Ministry of Defence","Science and Engineering","35","[c]","28530","26350"
"New entrant CS","2022","20-29","Unknown","Office of the Secretary of State for Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Scottish Government","Unknown","1050","[c]","27450","27230"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Operational Delivery","40","[c]","25530","25860"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Policy","25","[c]","29220","26820"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Chancellor's other departments","Other","15","[c]","42820","39720"
"New entrant CS","2022","30-39","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Education","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","15","[c]","32010","30220"
"New entrant CS","2022","30-39","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","HM Revenue and Customs","Social Research","10","[c]","38210","35340"
"New entrant CS","2022","30-39","Analysis","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Defence","Geography","10","[c]","31850","33000"
"New entrant CS","2022","30-39","Analysis","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Justice","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","Other","10","[c]","46170","38190"
"New entrant CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","UK Statistics Authority","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","UK Statistics Authority","Operational Delivery","15","[c]","35560","36840"
"New entrant CS","2022","30-39","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","UK Statistics Authority","Social Research","40","[c]","36090","37680"
"New entrant CS","2022","30-39","Analysis","UK Statistics Authority","Statistics","30","[c]","38470","38340"
"New entrant CS","2022","30-39","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Cabinet Office","Commercial","20","[c]","32900","30420"
"New entrant CS","2022","30-39","Commercial","Cabinet Office","Unknown","80","[c]","67350","66000"
"New entrant CS","2022","30-39","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Education","Commercial","30","[c]","34060","36500"
"New entrant CS","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Transport","Commercial","10","[c]","35800","34710"
"New entrant CS","2022","30-39","Commercial","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Department of Health and Social Care","Commercial","35","[c]","43510","40650"
"New entrant CS","2022","30-39","Commercial","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Defence","Commercial","45","[c]","32390","33000"
"New entrant CS","2022","30-39","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Justice","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Cabinet Office","Unknown","10","[c]","39460","40600"
"New entrant CS","2022","30-39","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Communications","10","[c]","38040","38620"
"New entrant CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Education","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","Communications","15","[c]","34780","32560"
"New entrant CS","2022","30-39","Communications","Department for International Trade","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Transport","Communications","15","[c]","40760","42470"
"New entrant CS","2022","30-39","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department of Health and Social Care","Communications","25","[c]","46040","43880"
"New entrant CS","2022","30-39","Communications","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Food Standards Agency","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Revenue and Customs","Operational Delivery","150","[c]","27430","26590"
"New entrant CS","2022","30-39","Communications","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Revenue and Customs","Tax","105","[c]","27240","26590"
"New entrant CS","2022","30-39","Communications","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Ministry of Defence","Communications","10","[c]","32850","33000"
"New entrant CS","2022","30-39","Communications","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Gas and Electricity Markets","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Department for Work and Pensions","Counter Fraud","185","[c]","26270","27570"
"New entrant CS","2022","30-39","Counter Fraud","Department for Work and Pensions","Operational Delivery","35","[c]","23050","21260"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","20","[c]","31370","33080"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs","Legal","20","[c]","30010","28670"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs","Operational Delivery","70","[c]","26720","26590"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs","Tax","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","HM Revenue and Customs","Unknown","90","[c]","28640","26590"
"New entrant CS","2022","30-39","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Department for Work and Pensions","Other","65","[c]","21540","21260"
"New entrant CS","2022","30-39","Debt","HM Revenue and Customs","Operational Delivery","140","[c]","21290","21250"
"New entrant CS","2022","30-39","Debt","HM Revenue and Customs","Tax","55","[c]","22090","21250"
"New entrant CS","2022","30-39","Debt","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Cabinet Office","Unknown","75","[c]","46050","49700"
"New entrant CS","2022","30-39","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","10","[c]","58080","58270"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","35","[c]","34370","33570"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","10","[c]","30090","30930"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Education","Digital, Data and Technology","65","[c]","40630","36500"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","75","[c]","40350","38750"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","15","[c]","50560","47000"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","50","[c]","33980","30730"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","120","[c]","41470","38500"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","35","[c]","37570","34560"
"New entrant CS","2022","30-39","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","30","[c]","32230","33840"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","90","[c]","34710","33080"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
