"Status","Year","Ethnicity","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Government Actuary's Department","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","Outside London","30","[c]","22760","19610"
"Leaver CS","2022","Undeclared","Commercial","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Met Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Rural Payments Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Crown Prosecution Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Government Legal Department","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Animal and Plant Health Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Defence Equipment and Support","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Defence Science and Technology Laboratory","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Transport (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","Outside London","180","[c]","25310","25990"
"Leaver CS","2022","Undeclared","No function","Driver and Vehicle Licensing Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Driver and Vehicle Standards Agency","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Health and Safety Executive","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Courts and Tribunals Service","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Courts and Tribunals Service","Outside London","45","[c]","23120","20970"
"Leaver CS","2022","Undeclared","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Prison and Probation Service","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Prison and Probation Service","Outside London","105","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Medicines and Healthcare Products Regulatory Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Public Health England","London","45","[c]","48670","51200"
"Leaver CS","2022","Undeclared","No function","Public Health England","Outside London","45","[c]","40860","32330"
"Leaver CS","2022","Undeclared","No function","Scottish Prison Service","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Health Security Agency","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Health Security Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Statistics Authority","Outside London","55","[c]","21620","19740"
"Leaver CS","2022","Undeclared","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Defence Equipment and Support","Outside London","25","[c]","[c]","[c]"
