"Status","Year","Age","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared non-disabled","Project Delivery","HM Land Registry","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","240","240","38260","37610"
"In post","2022","20-29","Declared non-disabled","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Intellectual Property Office","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Met Office","40","40","30710","30930"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Ministry of Defence (excl. agencies)","260","255","35930","33300"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Ministry of Justice (excl. agencies)","45","45","36490","34260"
"In post","2022","20-29","Declared non-disabled","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Rural Payments Agency","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Submarine Delivery Agency","285","285","28580","27540"
"In post","2022","20-29","Declared non-disabled","Project Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","UK Export Finance","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","UK Space Agency","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","UK Statistics Authority","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Wilton Park","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Defence Equipment and Support","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Department for Education (excl. agencies)","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","35","35","30740","29180"
"In post","2022","20-29","Declared non-disabled","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Department for Work and Pensions (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Driver and Vehicle Licensing Agency","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","FCDO Services","40","40","26360","26490"
"In post","2022","20-29","Declared non-disabled","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Government Property Agency","35","35","36780","35530"
"In post","2022","20-29","Declared non-disabled","Property","HM Courts and Tribunals Service","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","HM Revenue and Customs (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","100","95","27450","26350"
"In post","2022","20-29","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Valuation Office Agency","275","270","28970","26880"
"In post","2022","20-29","Declared non-disabled","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Cabinet Office (excl. agencies)","110","105","29370","27500"
"In post","2022","20-29","Declared non-disabled","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Defence Equipment and Support","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Defence Science and Technology Laboratory","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Department for Transport (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","FCDO Services","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Foreign, Commonwealth and Development Office (excl. agencies)","30","30","35640","35700"
"In post","2022","20-29","Declared non-disabled","Security","HM Prison and Probation Service","85","85","31000","29060"
"In post","2022","20-29","Declared non-disabled","Security","HM Revenue and Customs (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","550","550","27690","26670"
"In post","2022","20-29","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Crown Prosecution Service","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","185","180","34280","31990"
"In post","2022","20-29","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Disclosure Scotland","40","40","23830","21590"
"In post","2022","20-29","Declared non-disabled","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Education Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Food Standards Scotland","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Forestry and Land Scotland","85","80","26890","25940"
"In post","2022","20-29","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Home Office","2980","2910","29110","25040"
"In post","2022","20-29","Declared non-disabled","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","750","745","30250","26670"
"In post","2022","20-29","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","National Records of Scotland","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Revenue Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Scottish Forestry","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","860","860","31940","31540"
"In post","2022","20-29","Declared non-disabled","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Scottish Public Pensions Agency","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Social Security Scotland","285","285","26750","27230"
"In post","2022","20-29","Declared non-disabled","Unknown","Student Awards Agency for Scotland","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Transport Scotland","40","40","31570","31540"
"In post","2022","20-29","Declared non-disabled","Unknown","Veterinary Medicines Directorate","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","425","420","28680","25860"
"In post","2022","20-29","Declared non-disabled","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Department for Transport (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Department for Work and Pensions (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","HM Revenue and Customs (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Ministry of Justice (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Office for Budget Responsibility","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","UK Statistics Authority","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Cabinet Office (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Ministry of Defence (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","35","35","30790","26820"
"In post","2022","20-29","Undeclared","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Education and Skills Funding Agency","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","HM Treasury (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Ministry of Defence (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Grants Management","Rural Payments Agency","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Crown Prosecution Service","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Government Legal Department","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","HM Revenue and Customs (excl. agencies)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Animal and Plant Health Agency","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Cabinet Office (excl. agencies)","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Defence Electronics and Components Agency","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","65","65","44110","40800"
"In post","2022","20-29","Undeclared","No function","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
