"Status","Year","Age","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Kent","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","AO","Female","15","15","[c]","[c]"
"In post","2022","16-19","Kent","AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Lancashire","AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","AO","Female","30","30","[c]","[c]"
"In post","2022","16-19","Merseyside","AO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","AO","Female","25","25","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","AO","Male","25","25","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Southern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AA","Female","10","10","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AA","Male","10","10","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AO","Male","15","15","[c]","[c]"
"In post","2022","16-19","West Central Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AO","Female","15","15","[c]","[c]"
"In post","2022","16-19","West Midlands","AO","Male","20","15","[c]","[c]"
"In post","2022","16-19","West Midlands","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","West Midlands","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AA","Female","30","25","18310","18310"
"In post","2022","16-19","West Wales and The Valleys","AA","Male","25","20","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AO","Female","15","10","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AO","Female","20","20","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AO","Male","35","30","21390","21250"
"In post","2022","16-19","West Yorkshire","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","West Yorkshire","EO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA","Female","25","25","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA","Male","25","25","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AO","Female","130","130","26150","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AO","Male","110","110","27830","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","Female","130","125","28330","27570"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","Male","95","95","28080","27850"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G7","Male","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","HEO","Female","40","40","34460","34000"
"In post","2022","20-29","Bedfordshire and Hertfordshire","HEO","Male","35","35","34790","35820"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","Female","65","65","25700","24800"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","40","35","20910","21790"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","35","35","21240","21790"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","275","270","25660","25000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","365","365","27010","27680"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","220","215","28270","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","140","140","28730","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","5","5","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","90","90","31710","31180"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","60","60","32270","33000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","30","30","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","20","20","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","140","140","25430","24270"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","50","50","22970","23840"
"In post","2022","20-29","Cheshire","AA","Female","20","20","[c]","[c]"
"In post","2022","20-29","Cheshire","AA","Male","10","10","[c]","[c]"
"In post","2022","20-29","Cheshire","AO","Female","155","155","22910","22850"
"In post","2022","20-29","Cheshire","AO","Male","115","115","23270","23000"
"In post","2022","20-29","Cheshire","EO","Female","150","150","29760","28840"
"In post","2022","20-29","Cheshire","EO","Male","100","100","29380","28840"
"In post","2022","20-29","Cheshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","HEO","Female","45","45","33160","33000"
"In post","2022","20-29","Cheshire","HEO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Cheshire","SEO","Female","5","5","[c]","[c]"
"In post","2022","20-29","Cheshire","SEO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Cheshire","Unknown","Female","30","30","25110","24590"
"In post","2022","20-29","Cheshire","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA","Male","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AO","Female","45","45","21290","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","AO","Male","35","30","21980","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AO","Female","80","80","21740","21300"
"In post","2022","20-29","Cumbria","AO","Male","60","60","22590","21300"
"In post","2022","20-29","Cumbria","EO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Cumbria","EO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","HEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Cumbria","HEO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Cumbria","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","Unknown","Female","15","15","[c]","[c]"
"In post","2022","20-29","Cumbria","Unknown","Male","25","25","[c]","[c]"
"In post","2022","20-29","Derbyshire and Nottinghamshire","AA","Female","45","45","20560","20890"
"In post","2022","20-29","Derbyshire and Nottinghamshire","AA","Male","25","25","[c]","[c]"
"In post","2022","20-29","Derbyshire and Nottinghamshire","AO","Female","395","380","22280","21260"
