"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","HM Revenue and Customs","Heterosexual / straight","90","85","22360","21250"
"In post","2022","16-19","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","115","110","22010","21250"
"In post","2022","16-19","HM Treasury","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","16-19","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Unknown","40","40","23620","21680"
"In post","2022","16-19","Ministry of Defence","Heterosexual / straight","95","95","19330","19460"
"In post","2022","16-19","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Undeclared","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Unknown","105","105","18190","17140"
"In post","2022","16-19","Ministry of Justice","Heterosexual / straight","90","90","22920","23140"
"In post","2022","16-19","Ministry of Justice","LGBO","15","15","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Unknown","90","85","22660","21790"
"In post","2022","16-19","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Heterosexual / straight","40","35","21880","21050"
"In post","2022","16-19","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Unknown","45","40","22350","21640"
"In post","2022","16-19","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Heterosexual / straight","1150","1140","29990","26950"
"In post","2022","20-29","Attorney General's Departments","LGBO","125","125","30880","26960"
"In post","2022","20-29","Attorney General's Departments","Undeclared","80","80","29280","26950"
"In post","2022","20-29","Attorney General's Departments","Unknown","120","120","31660","26970"
"In post","2022","20-29","Cabinet Office","Heterosexual / straight","1145","1140","35960","34550"
"In post","2022","20-29","Cabinet Office","LGBO","225","225","37690","34550"
"In post","2022","20-29","Cabinet Office","Undeclared","135","135","38960","34550"
"In post","2022","20-29","Cabinet Office","Unknown","2060","2055","32570","29250"
"In post","2022","20-29","Chancellor's other departments","Heterosexual / straight","60","60","36620","35710"
"In post","2022","20-29","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Charity Commission","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Charity Commission","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Unknown","45","40","25040","24440"
"In post","2022","20-29","Competition and Markets Authority","Heterosexual / straight","115","115","39020","33610"
"In post","2022","20-29","Competition and Markets Authority","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","2095","2085","37090","33640"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","LGBO","330","330","37170","33570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Undeclared","235","235","38360","37420"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Unknown","520","515","31980","30410"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Heterosexual / straight","540","535","38830","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","LGBO","105","105","40490","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Undeclared","65","65","35470","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Unknown","55","55","38310","34020"
"In post","2022","20-29","Department for Education","Heterosexual / straight","1230","1225","35090","32940"
"In post","2022","20-29","Department for Education","LGBO","180","180","36090","32940"
"In post","2022","20-29","Department for Education","Undeclared","90","90","35430","33300"
"In post","2022","20-29","Department for Education","Unknown","295","295","35590","32940"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1465","1450","31200","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","LGBO","260","255","31980","30000"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Undeclared","180","175","30920","29750"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","625","615","28130","24920"
"In post","2022","20-29","Department for International Trade","Heterosexual / straight","585","585","38070","38160"
"In post","2022","20-29","Department for International Trade","LGBO","95","95","37980","38160"
"In post","2022","20-29","Department for International Trade","Undeclared","35","35","38080","35270"
"In post","2022","20-29","Department for International Trade","Unknown","315","310","38260","37320"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Heterosexual / straight","675","670","37260","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","LGBO","135","135","36980","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Undeclared","60","60","36880","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Unknown","170","170","35910","33210"
"In post","2022","20-29","Department for Transport","Heterosexual / straight","1395","1365","31000","28240"
"In post","2022","20-29","Department for Transport","LGBO","175","170","32720","30730"
"In post","2022","20-29","Department for Transport","Undeclared","85","85","32640","30730"
"In post","2022","20-29","Department for Transport","Unknown","605","590","29210","26470"
"In post","2022","20-29","Department for Work and Pensions","Heterosexual / straight","8070","7925","27010","27570"
"In post","2022","20-29","Department for Work and Pensions","LGBO","1065","1050","26280","27570"
"In post","2022","20-29","Department for Work and Pensions","Undeclared","520","510","27040","27570"
"In post","2022","20-29","Department for Work and Pensions","Unknown","1390","1355","27260","27570"
"In post","2022","20-29","Department of Health and Social Care","Heterosexual / straight","1620","1570","32860","32330"
"In post","2022","20-29","Department of Health and Social Care","LGBO","250","245","33570","32330"
"In post","2022","20-29","Department of Health and Social Care","Undeclared","695","680","35320","32790"
"In post","2022","20-29","Department of Health and Social Care","Unknown","300","300","37060","32790"
"In post","2022","20-29","Estyn","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Heterosexual / straight","105","105","32270","31580"
"In post","2022","20-29","Food Standards Agency","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Heterosexual / straight","830","830","33840","33230"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","LGBO","100","100","35390","33900"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Undeclared","65","65","35160","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Unknown","265","265","35950","34330"
"In post","2022","20-29","HM Land Registry","Heterosexual / straight","575","565","26360","27130"
"In post","2022","20-29","HM Land Registry","LGBO","60","60","25950","22600"
"In post","2022","20-29","HM Land Registry","Undeclared","30","30","26520","27130"
"In post","2022","20-29","HM Land Registry","Unknown","460","450","25830","22600"
"In post","2022","20-29","HM Revenue and Customs","Heterosexual / straight","6110","6000","29700","26820"
"In post","2022","20-29","HM Revenue and Customs","LGBO","785","775","29150","26590"
"In post","2022","20-29","HM Revenue and Customs","Undeclared","395","390","31260","27220"
"In post","2022","20-29","HM Revenue and Customs","Unknown","4865","4765","27430","26590"
"In post","2022","20-29","HM Treasury","Heterosexual / straight","785","775","38650","32960"
"In post","2022","20-29","HM Treasury","LGBO","115","110","37820","33210"
"In post","2022","20-29","HM Treasury","Undeclared","130","125","38210","32320"
"In post","2022","20-29","HM Treasury","Unknown","30","30","39120","34000"
"In post","2022","20-29","Home Office","Heterosexual / straight","3145","3080","29030","25040"
"In post","2022","20-29","Home Office","LGBO","245","240","31210","25630"
"In post","2022","20-29","Home Office","Undeclared","220","215","30640","25040"
"In post","2022","20-29","Home Office","Unknown","1935","1920","29610","25630"
"In post","2022","20-29","Ministry of Defence","Heterosexual / straight","4665","4635","28980","27540"
"In post","2022","20-29","Ministry of Defence","LGBO","430","430","29570","27680"
"In post","2022","20-29","Ministry of Defence","Undeclared","345","345","30240","28750"
"In post","2022","20-29","Ministry of Defence","Unknown","2245","2235","28980","28700"
"In post","2022","20-29","Ministry of Justice","Heterosexual / straight","9900","9765","26610","25210"
"In post","2022","20-29","Ministry of Justice","LGBO","1220","1205","26710","24800"
"In post","2022","20-29","Ministry of Justice","Undeclared","640","630","27360","25700"
"In post","2022","20-29","Ministry of Justice","Unknown","3985","3920","26030","24260"
"In post","2022","20-29","National Crime Agency","Heterosexual / straight","675","675","33680","32770"
"In post","2022","20-29","National Crime Agency","LGBO","65","65","33020","32770"
"In post","2022","20-29","National Crime Agency","Undeclared","65","65","34060","32770"
"In post","2022","20-29","National Crime Agency","Unknown","65","65","32990","32770"
"In post","2022","20-29","Northern Ireland Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","110","110","28730","25880"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Gas and Electricity Markets","Heterosexual / straight","230","230","30050","26880"
"In post","2022","20-29","Office of Gas and Electricity Markets","LGBO","40","40","27480","25750"
"In post","2022","20-29","Office of Gas and Electricity Markets","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Office of Gas and Electricity Markets","Unknown","85","85","32920","33400"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Government","Heterosexual / straight","2170","2140","29500","27230"
"In post","2022","20-29","Scottish Government","LGBO","380","375","29090","27230"
"In post","2022","20-29","Scottish Government","Undeclared","145","140","29640","27230"
"In post","2022","20-29","Scottish Government","Unknown","1665","1635","27260","25930"
"In post","2022","20-29","The National Archives","Heterosexual / straight","50","45","27690","26870"
"In post","2022","20-29","The National Archives","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","The National Archives","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","The National Archives","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Heterosexual / straight","90","90","36600","33000"
"In post","2022","20-29","UK Export Finance","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Heterosexual / straight","790","770","31110","30710"
"In post","2022","20-29","UK Statistics Authority","LGBO","120","120","31440","30710"
"In post","2022","20-29","UK Statistics Authority","Undeclared","70","70","30480","30710"
"In post","2022","20-29","UK Statistics Authority","Unknown","310","300","30250","30210"
"In post","2022","20-29","UK Supreme Court","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Welsh Government","Heterosexual / straight","420","415","28550","25860"
"In post","2022","20-29","Welsh Government","LGBO","45","45","29710","26820"
"In post","2022","20-29","Welsh Government","Undeclared","40","35","27960","25860"
"In post","2022","20-29","Welsh Government","Unknown","55","55","27220","25250"
"In post","2022","30-39","Attorney General's Departments","Heterosexual / straight","1670","1575","44490","48830"
"In post","2022","30-39","Attorney General's Departments","LGBO","125","120","43310","48820"
"In post","2022","30-39","Attorney General's Departments","Undeclared","100","100","46880","50500"
"In post","2022","30-39","Attorney General's Departments","Unknown","270","255","46630","50500"
"In post","2022","30-39","Cabinet Office","Heterosexual / straight","1595","1555","47100","49700"
"In post","2022","30-39","Cabinet Office","LGBO","215","215","46770","49700"
"In post","2022","30-39","Cabinet Office","Undeclared","150","150","49760","54700"
"In post","2022","30-39","Cabinet Office","Unknown","875","865","51080","54700"
"In post","2022","30-39","Chancellor's other departments","Heterosexual / straight","95","90","57080","51710"
"In post","2022","30-39","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Charity Commission","Heterosexual / straight","65","60","34020","29160"
"In post","2022","30-39","Charity Commission","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Charity Commission","Unknown","40","40","33850","30320"
"In post","2022","30-39","Competition and Markets Authority","Heterosexual / straight","260","250","60400","56830"
"In post","2022","30-39","Competition and Markets Authority","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Undeclared","25","20","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","2525","2435","43710","40140"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","LGBO","290","285","42450","40050"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","Undeclared","325","310","43980","40140"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","Unknown","555","530","36960","33640"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Heterosexual / straight","525","520","50330","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","LGBO","75","75","49510","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Undeclared","45","45","51720","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Unknown","70","65","49610","51730"
"In post","2022","30-39","Department for Education","Heterosexual / straight","1735","1660","43200","40230"
"In post","2022","30-39","Department for Education","LGBO","175","170","44050","40230"
"In post","2022","30-39","Department for Education","Undeclared","180","175","46150","49860"
"In post","2022","30-39","Department for Education","Unknown","315","300","45040","45250"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1820","1735","37330","35900"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","LGBO","200","195","37470","35900"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Undeclared","190","185","37350","35900"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Unknown","690","650","33530","29790"
"In post","2022","30-39","Department for International Trade","Heterosexual / straight","475","470","51010","51970"
"In post","2022","30-39","Department for International Trade","LGBO","60","60","49550","51970"
"In post","2022","30-39","Department for International Trade","Undeclared","50","50","50580","51970"
"In post","2022","30-39","Department for International Trade","Unknown","240","240","49160","51710"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Heterosexual / straight","810","780","46680","48200"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","LGBO","95","95","46670","48200"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Undeclared","55","55","46640","46000"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Unknown","150","140","46810","47660"
"In post","2022","30-39","Department for Transport","Heterosexual / straight","2505","2360","34070","29350"
"In post","2022","30-39","Department for Transport","LGBO","210","205","35870","30200"
"In post","2022","30-39","Department for Transport","Undeclared","380","345","31250","26700"
"In post","2022","30-39","Department for Transport","Unknown","685","645","32630","26470"
"In post","2022","30-39","Department for Work and Pensions","Heterosexual / straight","10640","9875","28470","27570"
"In post","2022","30-39","Department for Work and Pensions","LGBO","960","935","28990","27570"
"In post","2022","30-39","Department for Work and Pensions","Undeclared","935","885","29170","27570"
"In post","2022","30-39","Department for Work and Pensions","Unknown","2865","2545","28250","27570"
"In post","2022","30-39","Department of Health and Social Care","Heterosexual / straight","1810","1710","42900","40070"
"In post","2022","30-39","Department of Health and Social Care","LGBO","160","160","42870","40070"
"In post","2022","30-39","Department of Health and Social Care","Undeclared","585","565","46180","41990"
"In post","2022","30-39","Department of Health and Social Care","Unknown","390","375","45440","41040"
"In post","2022","30-39","Estyn","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","Heterosexual / straight","250","250","37900","37350"
"In post","2022","30-39","Food Standards Agency","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","Undeclared","30","30","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","Heterosexual / straight","1410","1380","46220","46170"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","LGBO","150","150","48300","51500"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","Undeclared","145","145","47440","44640"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","Unknown","475","470","48760","51500"
"In post","2022","30-39","HM Land Registry","Heterosexual / straight","620","580","30250","27130"
"In post","2022","30-39","HM Land Registry","LGBO","45","45","29790","27130"
"In post","2022","30-39","HM Land Registry","Undeclared","35","35","29480","27130"
"In post","2022","30-39","HM Land Registry","Unknown","365","345","28730","27130"
"In post","2022","30-39","HM Revenue and Customs","Heterosexual / straight","9595","9205","34670","33080"
"In post","2022","30-39","HM Revenue and Customs","LGBO","840","825","35180","33080"
"In post","2022","30-39","HM Revenue and Customs","Undeclared","765","735","34560","33080"
"In post","2022","30-39","HM Revenue and Customs","Unknown","5085","4835","30970","26820"
"In post","2022","30-39","HM Treasury","Heterosexual / straight","605","590","54740","55500"
"In post","2022","30-39","HM Treasury","LGBO","65","60","52460","54700"
"In post","2022","30-39","HM Treasury","Undeclared","85","85","53390","52850"
"In post","2022","30-39","HM Treasury","Unknown","40","40","53330","54160"
"In post","2022","30-39","Home Office","Heterosexual / straight","6670","6290","32390","28670"
"In post","2022","30-39","Home Office","LGBO","380","375","33270","28670"
"In post","2022","30-39","Home Office","Undeclared","575","550","33990","28670"
"In post","2022","30-39","Home Office","Unknown","1100","1080","33710","26820"
"In post","2022","30-39","Ministry of Defence","Heterosexual / straight","7305","7020","35290","33300"
"In post","2022","30-39","Ministry of Defence","LGBO","415","405","34610","33290"
"In post","2022","30-39","Ministry of Defence","Undeclared","720","705","36750","36300"
"In post","2022","30-39","Ministry of Defence","Unknown","2345","2275","37160","38070"
"In post","2022","30-39","Ministry of Justice","Heterosexual / straight","14245","13480","30180","28140"
"In post","2022","30-39","Ministry of Justice","LGBO","1270","1250","30940","28310"
"In post","2022","30-39","Ministry of Justice","Undeclared","1285","1225","30650","28550"
"In post","2022","30-39","Ministry of Justice","Unknown","3375","3180","29060","26560"
"In post","2022","30-39","National Crime Agency","Heterosexual / straight","1060","1035","38310","36740"
"In post","2022","30-39","National Crime Agency","LGBO","75","75","37310","36410"
"In post","2022","30-39","National Crime Agency","Undeclared","85","85","39490","36410"
"In post","2022","30-39","National Crime Agency","Unknown","110","110","40220","36740"
