"Status","Year","Age","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Finance","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Merseyside","10","10","27780","27220"
"In post","2022","20-29","Finance","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Finance","North Yorkshire","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Northumberland, and Tyne and Wear","45","45","32540","29700"
"In post","2022","20-29","Finance","Finance","Outer London - South","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Shropshire and Staffordshire","15","15","30250","29830"
"In post","2022","20-29","Finance","Finance","South Yorkshire","30","30","31790","29360"
"In post","2022","20-29","Finance","Finance","Southern Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Finance","West Central Scotland","45","35","22310","21250"
"In post","2022","20-29","Finance","Finance","West Midlands","70","70","31440","29360"
"In post","2022","20-29","Finance","Finance","West Wales and The Valleys","15","15","28050","26410"
"In post","2022","20-29","Finance","Finance","West Yorkshire","115","115","31450","28970"
"In post","2022","20-29","Finance","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Human Resources","Inner London - West","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Human Resources","West Yorkshire","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Greater Manchester","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Inner London - West","15","15","37790","37930"
"In post","2022","20-29","Finance","Operational Delivery","Merseyside","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","Southern Scotland","30","25","21840","21250"
"In post","2022","20-29","Finance","Operational Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","West Central Scotland","40","35","22780","21250"
"In post","2022","20-29","Finance","Operational Delivery","West Midlands","20","20","21600","21250"
"In post","2022","20-29","Finance","Operational Delivery","West Yorkshire","40","40","22410","21250"
"In post","2022","20-29","Finance","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Security","Inner London - West","10","10","41460","37000"
"In post","2022","20-29","Finance","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Security","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Security","West Yorkshire","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Statistics","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","West Midlands","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Tax","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Inner London - East","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Inner London - West","45","45","41540","40600"
"In post","2022","20-29","Finance","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","Cheshire","25","25","21870","21300"
"In post","2022","20-29","Grants Management","Operational Delivery","Cumbria","110","110","22190","21300"
"In post","2022","20-29","Grants Management","Operational Delivery","Derbyshire and Nottinghamshire","20","20","21420","21300"
"In post","2022","20-29","Grants Management","Operational Delivery","Devon","10","10","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","East Anglia","5","5","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","35","35","23710","21300"
"In post","2022","20-29","Grants Management","Operational Delivery","North Yorkshire","30","30","22550","21300"
"In post","2022","20-29","Grants Management","Operational Delivery","Northumberland, and Tyne and Wear","100","100","22140","21300"
"In post","2022","20-29","Grants Management","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","West Yorkshire","20","20","22930","21300"
"In post","2022","20-29","Human Resources","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","15","15","26430","25670"
"In post","2022","20-29","Human Resources","Human Resources","Cheshire","35","35","25490","21170"
"In post","2022","20-29","Human Resources","Human Resources","Derbyshire and Nottinghamshire","35","35","32570","33080"
"In post","2022","20-29","Human Resources","Human Resources","Devon","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","East Anglia","20","20","27410","26670"
"In post","2022","20-29","Human Resources","Human Resources","East Wales","50","50","28130","27570"
"In post","2022","20-29","Human Resources","Human Resources","Eastern Scotland","40","40","28160","27230"
"In post","2022","20-29","Human Resources","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","25770","23940"
"In post","2022","20-29","Human Resources","Human Resources","Greater Manchester","45","45","29360","26820"
"In post","2022","20-29","Human Resources","Human Resources","Hampshire and Isle of Wight","25","25","28910","26670"
"In post","2022","20-29","Human Resources","Human Resources","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Inner London - East","60","55","34840","32260"
"In post","2022","20-29","Human Resources","Human Resources","Inner London - West","365","360","36320","33210"
"In post","2022","20-29","Human Resources","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Lancashire","25","25","24490","21280"
"In post","2022","20-29","Human Resources","Human Resources","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Merseyside","55","55","28130","26210"
"In post","2022","20-29","Human Resources","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","North Yorkshire","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Northumberland, and Tyne and Wear","25","25","31250","30680"
"In post","2022","20-29","Human Resources","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Outer London - South","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Outer London - West and North West","10","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Shropshire and Staffordshire","10","10","32260","31530"
"In post","2022","20-29","Human Resources","Human Resources","South Yorkshire","15","15","31100","30450"
"In post","2022","20-29","Human Resources","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Tees Valley and Durham","15","15","31990","29360"
"In post","2022","20-29","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","West Central Scotland","35","35","24950","21170"
"In post","2022","20-29","Human Resources","Human Resources","West Midlands","25","25","32750","29360"
"In post","2022","20-29","Human Resources","Human Resources","West Wales and The Valleys","25","25","26620","26350"
"In post","2022","20-29","Human Resources","Human Resources","West Yorkshire","50","50","35050","31060"
"In post","2022","20-29","Human Resources","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","East Anglia","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","East Wales","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Greater Manchester","15","15","30670","27570"
"In post","2022","20-29","Human Resources","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Inner London - West","20","20","34350","31040"
"In post","2022","20-29","Human Resources","Operational Delivery","Lancashire","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Merseyside","20","20","23950","21570"
"In post","2022","20-29","Human Resources","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Northumberland, and Tyne and Wear","15","15","27380","27570"
"In post","2022","20-29","Human Resources","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Southern Scotland","10","10","25140","21740"
"In post","2022","20-29","Human Resources","Operational Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","West Central Scotland","10","10","24240","23920"
"In post","2022","20-29","Human Resources","Operational Delivery","West Midlands","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","West Yorkshire","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Other","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Other","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Policy","Inner London - West","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Derbyshire and Nottinghamshire","10","10","28740","26820"
"In post","2022","20-29","Human Resources","Tax","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Derbyshire and Nottinghamshire","10","10","36150","33220"
"In post","2022","20-29","Human Resources","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Greater Manchester","30","30","33330","32000"
"In post","2022","20-29","Human Resources","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Inner London - East","25","25","38900","34550"
"In post","2022","20-29","Human Resources","Unknown","Inner London - West","75","75","35640","34550"
"In post","2022","20-29","Human Resources","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","North Yorkshire","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Northumberland, and Tyne and Wear","80","80","23440","21050"
"In post","2022","20-29","Human Resources","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Unknown","10","10","31590","28000"
"In post","2022","20-29","Human Resources","Unknown","West Central Scotland","15","15","31060","32000"
"In post","2022","20-29","Human Resources","Unknown","West Midlands","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","West Yorkshire","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Inner London - West","15","15","37620","34170"
"In post","2022","20-29","Internal Audit","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Southern Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Other","Inner London - West","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","West Yorkshire","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Berkshire, Buckinghamshire and Oxfordshire","10","10","31480","25740"
"In post","2022","20-29","Legal","Legal","Derbyshire and Nottinghamshire","15","15","39510","38000"
"In post","2022","20-29","Legal","Legal","Devon","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Legal","East Anglia","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Legal","East Wales","10","10","39420","41550"
"In post","2022","20-29","Legal","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Eastern Scotland","55","55","36350","41750"
"In post","2022","20-29","Legal","Legal","Essex","10","10","38440","40000"
"In post","2022","20-29","Legal","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","35130","27130"
"In post","2022","20-29","Legal","Legal","Greater Manchester","30","30","33300","26820"
"In post","2022","20-29","Legal","Legal","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Inner London - East","80","80","38130","37610"
"In post","2022","20-29","Legal","Legal","Inner London - West","245","245","42400","43920"
"In post","2022","20-29","Legal","Legal","Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Lancashire","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Merseyside","20","20","40560","38000"
"In post","2022","20-29","Legal","Legal","North Eastern Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Northumberland, and Tyne and Wear","15","15","40880","38000"
"In post","2022","20-29","Legal","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","South Yorkshire","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Southern Scotland","25","25","38970","41750"
"In post","2022","20-29","Legal","Legal","Surrey, East and West Sussex","10","10","36120","33520"
"In post","2022","20-29","Legal","Legal","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Legal","West Central Scotland","60","60","38740","41750"
"In post","2022","20-29","Legal","Legal","West Midlands","15","15","32290","26090"
"In post","2022","20-29","Legal","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Legal","West Yorkshire","35","35","36390","38000"
"In post","2022","20-29","Legal","Operational Delivery","Bedfordshire and Hertfordshire","20","15","24200","23770"
"In post","2022","20-29","Legal","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","10","10","24840","24590"
"In post","2022","20-29","Legal","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Operational Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Operational Delivery","Derbyshire and Nottinghamshire","40","40","23460","22960"
"In post","2022","20-29","Legal","Operational Delivery","Devon","10","10","23530","22200"
"In post","2022","20-29","Legal","Operational Delivery","East Anglia","15","15","23200","22200"
"In post","2022","20-29","Legal","Operational Delivery","East Wales","20","20","23270","22200"
"In post","2022","20-29","Legal","Operational Delivery","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Operational Delivery","Essex","20","20","24690","23770"
"In post","2022","20-29","Legal","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","23660","22200"
"In post","2022","20-29","Legal","Operational Delivery","Greater Manchester","30","30","24640","22200"
"In post","2022","20-29","Legal","Operational Delivery","Hampshire and Isle of Wight","35","30","24020","23770"
"In post","2022","20-29","Legal","Operational Delivery","Inner London - East","20","20","28450","27050"
"In post","2022","20-29","Legal","Operational Delivery","Inner London - West","155","155","25570","24590"
"In post","2022","20-29","Legal","Operational Delivery","Kent","25","25","24310","23770"
"In post","2022","20-29","Legal","Operational Delivery","Lancashire","10","10","23120","23720"
"In post","2022","20-29","Legal","Operational Delivery","Leicestershire, Rutland and Northamptonshire","15","15","23670","22200"
"In post","2022","20-29","Legal","Operational Delivery","Merseyside","45","45","23010","22200"
"In post","2022","20-29","Legal","Operational Delivery","North Yorkshire","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Operational Delivery","Northumberland, and Tyne and Wear","15","15","23340","22200"
"In post","2022","20-29","Legal","Operational Delivery","Outer London - East and North East","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Operational Delivery","Outer London - South","10","10","[c]","[c]"
