"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","65","[c]","36360","28670"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","90","[c]","35500","33300"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","155","[c]","32530","30320"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","UK Statistics Authority","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Attorney General's Departments","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Cabinet Office","75","[c]","45190","38690"
"Leaver Dept.","2022","Declared non-disabled","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Competition and Markets Authority","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","65","[c]","43140","35690"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Education","45","[c]","38060","36780"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Transport","45","[c]","42990","42470"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department for Work and Pensions","355","[c]","29020","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","Department of Health and Social Care","605","[c]","38780","32330"
"Leaver Dept.","2022","Declared non-disabled","Asian","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","HM Revenue and Customs","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","HM Treasury","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Home Office","160","[c]","33250","28840"
"Leaver Dept.","2022","Declared non-disabled","Asian","Ministry of Defence","55","[c]","35620","35630"
"Leaver Dept.","2022","Declared non-disabled","Asian","Ministry of Justice","185","[c]","28420","23700"
"Leaver Dept.","2022","Declared non-disabled","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Attorney General's Departments","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Cabinet Office","45","[c]","42420","37360"
"Leaver Dept.","2022","Declared non-disabled","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for Education","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for Levelling Up, Housing and Communities","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for Transport","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Department for Work and Pensions","170","[c]","29720","29290"
"Leaver Dept.","2022","Declared non-disabled","Black","Department of Health and Social Care","390","[c]","35550","32330"
"Leaver Dept.","2022","Declared non-disabled","Black","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","HM Revenue and Customs","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Home Office","60","[c]","36510","31520"
"Leaver Dept.","2022","Declared non-disabled","Black","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Ministry of Justice","95","[c]","30900","29400"
"Leaver Dept.","2022","Declared non-disabled","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Cabinet Office","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for Education","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for Transport","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department for Work and Pensions","65","[c]","30060","27570"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Department of Health and Social Care","140","[c]","38410","32330"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Home Office","35","[c]","35990","33530"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Ministry of Justice","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Cabinet Office","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","50","[c]","41640","35010"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Home Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Cabinet Office","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Work and Pensions","70","[c]","31380","27570"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department of Health and Social Care","75","[c]","39450","32450"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Home Office","30","[c]","37960","35060"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Cabinet Office","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Work and Pensions","65","[c]","30920","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department of Health and Social Care","55","[c]","45580","37290"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Attorney General's Departments","95","[c]","45400","43390"
"Leaver Dept.","2022","Declared non-disabled","White","Cabinet Office","660","[c]","47400","40600"
"Leaver Dept.","2022","Declared non-disabled","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Competition and Markets Authority","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","355","[c]","44470","40050"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","120","[c]","45830","41760"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Education","220","[c]","45450","42220"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","290","[c]","29170","25130"
"Leaver Dept.","2022","Declared non-disabled","White","Department for International Trade","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Levelling Up, Housing and Communities","195","[c]","42260","36340"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Transport","320","[c]","36680","34000"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Work and Pensions","1545","[c]","29660","27570"
"Leaver Dept.","2022","Declared non-disabled","White","Department of Health and Social Care","3080","[c]","41920","36540"
"Leaver Dept.","2022","Declared non-disabled","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Food Standards Agency","30","[c]","42230","40180"
"Leaver Dept.","2022","Declared non-disabled","White","Foreign, Commonwealth and Development Office","185","[c]","44420","41260"
"Leaver Dept.","2022","Declared non-disabled","White","HM Revenue and Customs","570","[c]","33520","27720"
"Leaver Dept.","2022","Declared non-disabled","White","HM Treasury","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Home Office","745","[c]","36460","28670"
"Leaver Dept.","2022","Declared non-disabled","White","Ministry of Defence","635","[c]","36480","33300"
"Leaver Dept.","2022","Declared non-disabled","White","Ministry of Justice","770","[c]","33180","29660"
"Leaver Dept.","2022","Declared non-disabled","White","National Crime Agency","30","[c]","48650","44590"
"Leaver Dept.","2022","Declared non-disabled","White","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","35","[c]","43310","37430"
"Leaver Dept.","2022","Declared non-disabled","White","Office of Gas and Electricity Markets","65","[c]","38310","32940"
"Leaver Dept.","2022","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
