"Status","Year","Disability","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Security","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Hampshire and Isle of Wight","AA","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Hampshire and Isle of Wight","AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Security","Hampshire and Isle of Wight","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Hampshire and Isle of Wight","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Herefordshire, Worcestershire and Warwickshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Herefordshire, Worcestershire and Warwickshire","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Herefordshire, Worcestershire and Warwickshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Highlands and Islands","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Highlands and Islands","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - West","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - West","AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - West","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - West","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - West","G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - West","HEO","35","35","37410","36650"
"In post","2022","Declared disabled","Security","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Inner London - West","SEO","35","35","45610","44340"
"In post","2022","Declared disabled","Security","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Kent","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Leicestershire, Rutland and Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lincolnshire","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","North Yorkshire","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","North Yorkshire","AO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Security","North Yorkshire","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","North Yorkshire","HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - East and North East","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - West and North West","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - West and North West","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - West and North West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - West and North West","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Outer London - West and North West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","South Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","South Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","South Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Southern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Southern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Southern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Surrey, East and West Sussex","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Tees Valley and Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","AA","20","15","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Central Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Wales and The Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","HEO","30","30","34700","33300"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cornwall and Isles of Scilly","AA","10","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cornwall and Isles of Scilly","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Dorset and Somerset","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Dorset and Somerset","AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Dorset and Somerset","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
