"Status","Year","Disability","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Northumberland, and Tyne and Wear","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - West and North West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Outer London - West and North West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","South Yorkshire","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tees Valley and Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Central Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
