"Status","Year","Disability","Organisation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","York","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Berkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Birmingham","15","15","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Lambeth","75","75","41470","39840"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Leicestershire CC and Rutland","10","10","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Sheffield","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Sunderland","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Wakefield","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Warrington","50","50","34530","32770"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","West Sussex (North East)","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Infrastructure Commission","HM Treasury","Camden and City of London","10","5","[c]","[c]"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","City of Edinburgh","45","40","33220","30040"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Westminster","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","Belfast","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bristol, City of","20","20","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Manchester","30","25","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Nottingham","5","5","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Walsall","[c]","[c]","[c]","[c]"
