"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Other","East Wales","Outside London","25","25","35730","33370"
"In post","2022","Counter Fraud","Other","Eastern Scotland","Outside London","30","30","33050","28920"
"In post","2022","Counter Fraud","Other","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Other","Greater Manchester","Outside London","25","25","45450","40520"
"In post","2022","Counter Fraud","Other","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Other","Inner London - East","London","30","30","42390","35680"
"In post","2022","Counter Fraud","Other","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other","Merseyside","Outside London","10","10","48270","54160"
"In post","2022","Counter Fraud","Other","Northern Ireland","Outside London","10","10","50210","53640"
"In post","2022","Counter Fraud","Other","Northumberland, and Tyne and Wear","Outside London","25","25","40870","40180"
"In post","2022","Counter Fraud","Other","Outer London - South","London","45","40","41910","37930"
"In post","2022","Counter Fraud","Other","Surrey, East and West Sussex","Outside London","20","15","29610","28920"
"In post","2022","Counter Fraud","Other","West Central Scotland","Outside London","15","15","49290","43710"
"In post","2022","Counter Fraud","Other","West Midlands","Outside London","15","15","47510","52080"
"In post","2022","Counter Fraud","Other","West Yorkshire","Outside London","45","40","39580","33370"
"In post","2022","Counter Fraud","Tax","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","36010","37930"
"In post","2022","Counter Fraud","Tax","Derbyshire and Nottinghamshire","Outside London","130","125","42360","40180"
"In post","2022","Counter Fraud","Tax","East Anglia","Outside London","15","15","32530","33080"
"In post","2022","Counter Fraud","Tax","East Wales","Outside London","95","90","40140","33430"
"In post","2022","Counter Fraud","Tax","Eastern Scotland","Outside London","125","115","34000","28920"
"In post","2022","Counter Fraud","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","115","110","48570","54160"
"In post","2022","Counter Fraud","Tax","Greater Manchester","Outside London","195","185","43370","40180"
"In post","2022","Counter Fraud","Tax","Hampshire and Isle of Wight","Outside London","40","35","40060","35940"
"In post","2022","Counter Fraud","Tax","Inner London - East","London","215","200","45590","40910"
"In post","2022","Counter Fraud","Tax","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Tax","Kent","Outside London","10","10","39090","36980"
"In post","2022","Counter Fraud","Tax","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Tax","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Tax","Merseyside","Outside London","130","125","42680","40520"
"In post","2022","Counter Fraud","Tax","Northern Ireland","Outside London","65","60","41560","40180"
"In post","2022","Counter Fraud","Tax","Northumberland, and Tyne and Wear","Outside London","120","115","41910","40180"
"In post","2022","Counter Fraud","Tax","Outer London - South","London","140","135","46590","40910"
"In post","2022","Counter Fraud","Tax","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Tax","Southern Scotland","Outside London","55","45","34140","28920"
"In post","2022","Counter Fraud","Tax","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Tax","West Central Scotland","Outside London","70","65","39560","35140"
"In post","2022","Counter Fraud","Tax","West Midlands","Outside London","175","160","40480","33430"
"In post","2022","Counter Fraud","Tax","West Yorkshire","Outside London","185","175","39460","33370"
"In post","2022","Counter Fraud","Unknown","Derbyshire and Nottinghamshire","Outside London","35","35","29460","26590"
"In post","2022","Counter Fraud","Unknown","East Anglia","Outside London","25","25","23880","21250"
"In post","2022","Counter Fraud","Unknown","East Wales","Outside London","35","35","28770","26590"
"In post","2022","Counter Fraud","Unknown","Eastern Scotland","Outside London","25","25","29510","26820"
"In post","2022","Counter Fraud","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","25","28750","26820"
"In post","2022","Counter Fraud","Unknown","Greater Manchester","Outside London","85","85","28930","26590"
"In post","2022","Counter Fraud","Unknown","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Inner London - East","London","135","135","35620","31060"
"In post","2022","Counter Fraud","Unknown","Inner London - West","London","105","100","49170","53360"
"In post","2022","Counter Fraud","Unknown","Kent","Outside London","20","20","28900","26590"
"In post","2022","Counter Fraud","Unknown","Merseyside","Outside London","25","25","33290","33080"
"In post","2022","Counter Fraud","Unknown","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Northern Ireland","Outside London","25","25","29090","26590"
"In post","2022","Counter Fraud","Unknown","Northumberland, and Tyne and Wear","Outside London","20","20","31380","26820"
"In post","2022","Counter Fraud","Unknown","Outer London - South","London","65","65","34510","30920"
"In post","2022","Counter Fraud","Unknown","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","West Central Scotland","Outside London","35","35","31030","26590"
"In post","2022","Counter Fraud","Unknown","West Midlands","Outside London","45","45","28750","26590"
"In post","2022","Counter Fraud","Unknown","West Yorkshire","Outside London","60","60","30750","28240"
"In post","2022","Debt","Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","28700","28920"
"In post","2022","Debt","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","165","150","23530","21250"
"In post","2022","Debt","Operational Delivery","East Anglia","Outside London","30","30","25530","24450"
"In post","2022","Debt","Operational Delivery","East Wales","Outside London","345","325","24220","21250"
"In post","2022","Debt","Operational Delivery","Eastern Scotland","Outside London","275","250","23520","22080"
"In post","2022","Debt","Operational Delivery","Essex","Outside London","50","40","24050","22080"
"In post","2022","Debt","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","27760","28920"
"In post","2022","Debt","Operational Delivery","Greater Manchester","Outside London","15","10","30690","26820"
"In post","2022","Debt","Operational Delivery","Hampshire and Isle of Wight","Outside London","10","10","29460","28760"
"In post","2022","Debt","Operational Delivery","Inner London - East","London","240","210","28760","26400"
"In post","2022","Debt","Operational Delivery","Inner London - West","London","15","15","57000","49170"
"In post","2022","Debt","Operational Delivery","Lancashire","Outside London","10","10","29010","27770"
"In post","2022","Debt","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","Merseyside","Outside London","320","295","23930","21250"
"In post","2022","Debt","Operational Delivery","Northern Ireland","Outside London","10","10","27890","26820"
"In post","2022","Debt","Operational Delivery","Northumberland, and Tyne and Wear","Outside London","250","220","23380","21680"
"In post","2022","Debt","Operational Delivery","Outer London - South","London","190","170","29150","26400"
"In post","2022","Debt","Operational Delivery","Shropshire and Staffordshire","Outside London","20","15","38930","40180"
"In post","2022","Debt","Operational Delivery","Southern Scotland","Outside London","265","245","23240","21250"
"In post","2022","Debt","Operational Delivery","Surrey, East and West Sussex","Outside London","50","35","28690","28920"
"In post","2022","Debt","Operational Delivery","Tees Valley and Durham","Outside London","10","5","[c]","[c]"
"In post","2022","Debt","Operational Delivery","West Central Scotland","Outside London","390","330","24150","22020"
"In post","2022","Debt","Operational Delivery","West Midlands","Outside London","305","275","23050","21250"
"In post","2022","Debt","Operational Delivery","West Yorkshire","Outside London","340","305","25330","22080"
"In post","2022","Debt","Other","Bedfordshire and Hertfordshire","Outside London","75","65","26470","25110"
"In post","2022","Debt","Other","Derbyshire and Nottinghamshire","Outside London","20","15","22340","21260"
"In post","2022","Debt","Other","Dorset and Somerset","Outside London","135","115","21990","21260"
"In post","2022","Debt","Other","Greater Manchester","Outside London","280","245","22440","21260"
"In post","2022","Debt","Other","Herefordshire, Worcestershire and Warwickshire","Outside London","220","180","22130","21260"
"In post","2022","Debt","Other","Highlands and Islands","Outside London","100","90","22240","21260"
"In post","2022","Debt","Other","Lancashire","Outside London","40","35","24410","21260"
"In post","2022","Debt","Other","Leicestershire, Rutland and Northamptonshire","Outside London","220","180","22330","21260"
"In post","2022","Debt","Other","Northumberland, and Tyne and Wear","Outside London","445","380","22380","21260"
"In post","2022","Debt","Other","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Debt","Other","South Yorkshire","Outside London","255","220","22630","21260"
"In post","2022","Debt","Other","Unknown","Unknown","70","55","25610","25110"
"In post","2022","Debt","Other","West Central Scotland","Outside London","50","40","22280","21260"
"In post","2022","Debt","Other","West Midlands","Outside London","225","195","22170","21260"
"In post","2022","Debt","Other","West Wales and The Valleys","Outside London","70","60","22100","21260"
"In post","2022","Debt","Other","West Yorkshire","Outside London","295","245","22550","21260"
"In post","2022","Debt","Tax","Derbyshire and Nottinghamshire","Outside London","85","80","21510","21250"
"In post","2022","Debt","Tax","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","East Wales","Outside London","30","30","22490","21250"
"In post","2022","Debt","Tax","Eastern Scotland","Outside London","235","230","21580","21250"
"In post","2022","Debt","Tax","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","Inner London - East","London","10","10","30390","28570"
"In post","2022","Debt","Tax","Merseyside","Outside London","60","60","22850","21250"
"In post","2022","Debt","Tax","Northumberland, and Tyne and Wear","Outside London","240","230","21910","21250"
"In post","2022","Debt","Tax","Outer London - South","London","25","25","26300","25330"
"In post","2022","Debt","Tax","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Debt","Tax","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","West Central Scotland","Outside London","15","15","21650","21250"
"In post","2022","Debt","Tax","West Midlands","Outside London","75","75","21890","21250"
"In post","2022","Debt","Tax","West Yorkshire","Outside London","65","60","21590","21250"
"In post","2022","Debt","Unknown","Derbyshire and Nottinghamshire","Outside London","15","15","24400","21250"
"In post","2022","Debt","Unknown","East Wales","Outside London","10","10","22490","21420"
"In post","2022","Debt","Unknown","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","Inner London - East","London","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","Merseyside","Outside London","15","15","22920","21250"
"In post","2022","Debt","Unknown","Northumberland, and Tyne and Wear","Outside London","15","15","23010","21250"
"In post","2022","Debt","Unknown","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","West Central Scotland","Outside London","10","5","[c]","[c]"
"In post","2022","Debt","Unknown","West Midlands","Outside London","15","15","27150","21250"
"In post","2022","Debt","Unknown","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Inner London - West","London","10","10","38080","33290"
"In post","2022","Digital, Data & Technology","Commercial","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Inner London - West","London","20","15","40430","40520"
"In post","2022","Digital, Data & Technology","Communications","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","140","140","36900","35780"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","275","270","41470","38240"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Cheshire","Outside London","220","215","39900","36740"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","20","20","35270","31660"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Cumbria","Outside London","20","20","32130","29180"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","235","230","38970","35890"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Devon","Outside London","965","925","37240","37280"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Dorset and Somerset","Outside London","270","265","38210","35840"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","East Anglia","Outside London","265","255","34300","32350"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","East Wales","Outside London","985","965","41760","38250"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","30","25","32790","30630"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Eastern Scotland","Outside London","305","305","38610","36360"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Essex","Outside London","245","235","37870","35840"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1350","1310","38820","36460"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Greater Manchester","Outside London","960","940","43500","38720"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","535","525","36630","33300"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","135","130","30600","26670"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Highlands and Islands","Outside London","15","15","31680","29540"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Inner London - East","London","715","710","50490","45240"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Inner London - West","London","1770","1740","48920","45200"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Kent","Outside London","30","30","37260","33700"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Lancashire","Outside London","925","890","41930","36910"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","90","85","35970","34110"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Lincolnshire","Outside London","55","50","29330","26670"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Merseyside","Outside London","415","400","36610","33300"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","North Yorkshire","Outside London","165","160","38970","37070"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Northern Ireland","Outside London","50","50","36050","33370"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","1980","1905","42350","39120"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Outer London - East and North East","London","25","25","36150","33800"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Outer London - South","London","90","90","41910","37930"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Outer London - West and North West","London","195","190","40660","39000"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Overseas","Overseas","40","40","31880","33170"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","415","400","42020","40520"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","South Yorkshire","Outside London","450","435","43700","40670"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Southern Scotland","Outside London","210","210","41300","38500"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","200","195","40370","37430"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Tees Valley and Durham","Outside London","160","155","37450","36370"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","20","20","43720","37990"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","West Central Scotland","Outside London","220","215","36950","33330"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","West Midlands","Outside London","500","490","40500","36500"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","West Wales and The Valleys","Outside London","975","960","39370","38550"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","West Yorkshire","Outside London","700","680","42780","39880"
"In post","2022","Digital, Data & Technology","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Inner London - West","London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Bedfordshire and Hertfordshire","Outside London","20","20","32000","30200"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","35","35","34560","33300"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Cheshire","Outside London","20","20","28870","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Derbyshire and Nottinghamshire","Outside London","10","10","31820","30060"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Devon","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Dorset and Somerset","Outside London","30","30","27930","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","East Anglia","Outside London","40","40","28490","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","East Wales","Outside London","15","15","34410","31440"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Essex","Outside London","15","15","26020","23100"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","230","220","34650","33020"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Hampshire and Isle of Wight","Outside London","125","125","30330","26930"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Inner London - East","London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Inner London - West","London","140","140","39310","37000"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Lincolnshire","Outside London","20","20","26820","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","North Yorkshire","Outside London","15","10","27170","25520"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Northern Ireland","Outside London","10","10","24320","22580"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Northumberland, and Tyne and Wear","Outside London","15","15","26160","25670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Outer London - West and North West","London","35","35","36080","31020"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Shropshire and Staffordshire","Outside London","25","25","33580","33150"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Surrey, East and West Sussex","Outside London","25","25","29990","28270"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","West Central Scotland","Outside London","25","25","28080","26800"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","Inner London - East","London","15","15","31070","27400"
"In post","2022","Digital, Data & Technology","Operational Delivery","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","East Wales","Outside London","55","50","33770","33080"
"In post","2022","Digital, Data & Technology","Operational Delivery","Eastern Scotland","Outside London","15","15","36620","40180"
"In post","2022","Digital, Data & Technology","Operational Delivery","Essex","Outside London","25","25","41370","40520"
"In post","2022","Digital, Data & Technology","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","57310","55210"
"In post","2022","Digital, Data & Technology","Operational Delivery","Greater Manchester","Outside London","35","35","37390","33370"
"In post","2022","Digital, Data & Technology","Operational Delivery","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Inner London - East","London","30","30","46070","41010"
"In post","2022","Digital, Data & Technology","Operational Delivery","Inner London - West","London","60","55","47660","41750"
"In post","2022","Digital, Data & Technology","Operational Delivery","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Merseyside","Outside London","30","30","36660","33080"
"In post","2022","Digital, Data & Technology","Operational Delivery","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Northumberland, and Tyne and Wear","Outside London","75","70","36130","33370"
"In post","2022","Digital, Data & Technology","Operational Delivery","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Shropshire and Staffordshire","Outside London","60","55","35360","33370"
"In post","2022","Digital, Data & Technology","Operational Delivery","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Southern Scotland","Outside London","35","30","34960","33930"
"In post","2022","Digital, Data & Technology","Operational Delivery","Surrey, East and West Sussex","Outside London","25","20","35410","33080"
"In post","2022","Digital, Data & Technology","Operational Delivery","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","West Midlands","Outside London","20","20","38130","36270"
"In post","2022","Digital, Data & Technology","Operational Delivery","West Yorkshire","Outside London","45","45","32290","33080"
"In post","2022","Digital, Data & Technology","Operational Research","Greater Manchester","Outside London","15","15","50430","55210"
"In post","2022","Digital, Data & Technology","Operational Research","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","34410","29850"
"In post","2022","Digital, Data & Technology","Other","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Greater Manchester","Outside London","55","50","41130","36780"
"In post","2022","Digital, Data & Technology","Policy","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Inner London - West","London","105","105","50040","53420"
