"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Treasury","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Treasury","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","G7","Heterosexual / straight","45","40","54950","54840"
"In post","2022","HM Treasury","Economics","G7","LGBO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Economics","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Treasury","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","HEO","Heterosexual / straight","65","65","33550","32320"
"In post","2022","HM Treasury","Economics","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","HM Treasury","Economics","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Treasury","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Treasury","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Treasury","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","G7","Heterosexual / straight","30","30","57420","57430"
"In post","2022","HM Treasury","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Treasury","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Treasury","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","G6","Heterosexual / straight","40","40","64540","63830"
"In post","2022","HM Treasury","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","G7","Heterosexual / straight","70","70","53680","54130"
"In post","2022","HM Treasury","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","HEO","Heterosexual / straight","45","45","34150","33420"
"In post","2022","HM Treasury","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","SEO","Heterosexual / straight","105","95","43840","43340"
"In post","2022","HM Treasury","Internal Audit","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","EO","Heterosexual / straight","85","85","27980","26950"
"In post","2022","HM Treasury","Operational Delivery","EO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","EO","Unknown","15","15","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","G6","Unknown","10","10","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","G7","Unknown","10","10","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Treasury","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Treasury","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Treasury","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Treasury","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","EO","Heterosexual / straight","50","50","25410","24300"
"In post","2022","HM Treasury","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Treasury","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","G6","Heterosexual / straight","185","180","65910","63640"
"In post","2022","HM Treasury","Policy","G6","LGBO","10","10","[c]","[c]"
"In post","2022","HM Treasury","Policy","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Treasury","Policy","G6","Unknown","5","5","[c]","[c]"
"In post","2022","HM Treasury","Policy","G7","Heterosexual / straight","380","370","54280","52530"
"In post","2022","HM Treasury","Policy","G7","LGBO","50","50","54130","52530"
"In post","2022","HM Treasury","Policy","G7","Undeclared","60","55","54560","52530"
"In post","2022","HM Treasury","Policy","G7","Unknown","15","15","[c]","[c]"
"In post","2022","HM Treasury","Policy","HEO","Heterosexual / straight","405","400","33760","32320"
"In post","2022","HM Treasury","Policy","HEO","LGBO","65","65","32660","32320"
"In post","2022","HM Treasury","Policy","HEO","Undeclared","80","80","33930","32320"
"In post","2022","HM Treasury","Policy","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Treasury","Policy","SCS level","Heterosexual / straight","105","100","84930","78000"
"In post","2022","HM Treasury","Policy","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","HM Treasury","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","HM Treasury","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Treasury","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Home Office","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Home Office","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Home Office","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","SEO","Heterosexual / straight","40","40","42680","42410"
"In post","2022","Home Office","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Home Office","Commercial","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Home Office","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","G7","Heterosexual / straight","35","35","57510","57460"
"In post","2022","Home Office","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Communications","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Home Office","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Home Office","Communications","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Home Office","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","SEO","Heterosexual / straight","35","35","44090","44220"
"In post","2022","Home Office","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","EO","Heterosexual / straight","105","95","25720","25310"
"In post","2022","Home Office","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","EO","Heterosexual / straight","40","40","28150","28670"
"In post","2022","Home Office","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","EO","Unknown","45","45","27940","28650"
"In post","2022","Home Office","Digital, Data and Technology","G6","Heterosexual / straight","110","105","73020","73740"
"In post","2022","Home Office","Digital, Data and Technology","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","G6","Unknown","40","40","73140","72880"
"In post","2022","Home Office","Digital, Data and Technology","G7","Heterosexual / straight","330","325","59440","57800"
"In post","2022","Home Office","Digital, Data and Technology","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","G7","Undeclared","50","50","60210","59790"
"In post","2022","Home Office","Digital, Data and Technology","G7","Unknown","120","120","59040","57430"
"In post","2022","Home Office","Digital, Data and Technology","HEO","Heterosexual / straight","190","185","34110","35050"
"In post","2022","Home Office","Digital, Data and Technology","HEO","LGBO","20","15","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","HEO","Unknown","95","95","34800","35050"
"In post","2022","Home Office","Digital, Data and Technology","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","SEO","Heterosexual / straight","335","330","42740","41970"
"In post","2022","Home Office","Digital, Data and Technology","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","SEO","Undeclared","50","50","44020","44970"
"In post","2022","Home Office","Digital, Data and Technology","SEO","Unknown","90","90","42270","41950"
"In post","2022","Home Office","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Home Office","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Home Office","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Economics","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Home Office","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","HEO","Unknown","45","45","33690","32390"
"In post","2022","Home Office","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Home Office","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Home Office","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","EO","Heterosexual / straight","20","20","[c]","[c]"
