"Status","Year","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Treasury","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Birmingham","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Blackpool","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Camden and City of London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Camden and City of London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Camden and City of London","G7","10","[c]","61200","60000"
"New entrant CS","2022","HM Treasury","Camden and City of London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Camden and City of London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Coventry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Darlington","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Darlington","EO","15","[c]","25220","24500"
"New entrant CS","2022","HM Treasury","Darlington","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Darlington","G7","15","[c]","50410","49500"
"New entrant CS","2022","HM Treasury","Darlington","HEO","30","[c]","29910","29320"
"New entrant CS","2022","HM Treasury","Leeds","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Leeds","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Manchester","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Norwich and East Norfolk","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Norwich and East Norfolk","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Sheffield","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Swindon","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Tyneside","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Tyneside","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Westminster","AO","45","[c]","22580","22750"
"New entrant CS","2022","HM Treasury","Westminster","EO","40","[c]","25230","26750"
"New entrant CS","2022","HM Treasury","Westminster","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Westminster","G7","20","[c]","55610","55500"
"New entrant CS","2022","HM Treasury","Westminster","HEO","125","[c]","30700","28500"
"New entrant CS","2022","HM Treasury","Westminster","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Westminster","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Antrim and Newtownabbey","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Ards and North Down","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Barnet","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Barnet","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Barnet","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Barnsley, Doncaster and Rotherham","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Barnsley, Doncaster and Rotherham","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bedford","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bedford","EO","10","[c]","24880","24880"
"New entrant CS","2022","Home Office","Bedford","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Belfast","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Belfast","EO","10","[c]","24880","24880"
"New entrant CS","2022","Home Office","Belfast","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Belfast","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Berkshire","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Birmingham","EO","10","[c]","24880","24880"
"New entrant CS","2022","Home Office","Birmingham","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bournemouth, Christchurch and Poole","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bradford","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Brent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Brent","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Brighton and Hove","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Camden and City of London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Camden and City of London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Camden and City of London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cardiff and Vale of Glamorgan","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cardiff and Vale of Glamorgan","EO","25","[c]","24880","24880"
"New entrant CS","2022","Home Office","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cardiff and Vale of Glamorgan","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Central Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","City of Edinburgh","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","City of Edinburgh","EO","20","[c]","28470","24880"
"New entrant CS","2022","Home Office","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Coventry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Croydon","AA","10","[c]","22460","22460"
"New entrant CS","2022","Home Office","Croydon","AO","30","[c]","25630","25630"
"New entrant CS","2022","Home Office","Croydon","EO","175","[c]","28880","28650"
"New entrant CS","2022","Home Office","Croydon","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Croydon","G7","45","[c]","60890","59930"
"New entrant CS","2022","Home Office","Croydon","HEO","80","[c]","35110","35050"
"New entrant CS","2022","Home Office","Croydon","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Croydon","SEO","40","[c]","42970","41950"
"New entrant CS","2022","Home Office","Croydon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Darlington","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Devon CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Dudley","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Durham","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Durham","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Durham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Kent","AO","80","[c]","21680","21680"
"New entrant CS","2022","Home Office","East Kent","EO","95","[c]","27480","24880"
"New entrant CS","2022","Home Office","East Kent","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Kent","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Lancashire","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Essex Haven Gateway","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Essex Haven Gateway","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Glasgow City","AO","30","[c]","21680","21680"
"New entrant CS","2022","Home Office","Glasgow City","EO","70","[c]","24950","24880"
"New entrant CS","2022","Home Office","Glasgow City","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Glasgow City","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Glasgow City","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester South West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester South West","EO","55","[c]","24930","24880"
"New entrant CS","2022","Home Office","Greater Manchester South West","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester South West","G7","25","[c]","55600","55850"
"New entrant CS","2022","Home Office","Greater Manchester South West","HEO","20","[c]","31040","30820"
"New entrant CS","2022","Home Office","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester South West","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Gwynedd","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Harrow and Hillingdon","EO","75","[c]","30290","28650"
"New entrant CS","2022","Home Office","Harrow and Hillingdon","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hartlepool and Stockton-on-Tees","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hertfordshire CC","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hounslow and Richmond upon Thames","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hounslow and Richmond upon Thames","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hounslow and Richmond upon Thames","EO","45","[c]","28650","28650"
"New entrant CS","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","EO","20","[c]","31710","34630"
"New entrant CS","2022","Home Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Isle of Anglesey","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Kent Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Kingston upon Hull, City of","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Lambeth","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Lancaster and Wyre","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leeds","AO","20","[c]","21680","21680"
"New entrant CS","2022","Home Office","Leeds","EO","50","[c]","25630","24880"
"New entrant CS","2022","Home Office","Leeds","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leeds","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leicester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leicestershire CC and Rutland","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leicestershire CC and Rutland","EO","10","[c]","27810","24880"
"New entrant CS","2022","Home Office","Leicestershire CC and Rutland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Lewisham and Southwark","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Lewisham and Southwark","EO","20","[c]","28650","28650"
"New entrant CS","2022","Home Office","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Lisburn and Castlereagh","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Lisburn and Castlereagh","EO","20","[c]","24880","24880"
"New entrant CS","2022","Home Office","Lisburn and Castlereagh","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Liverpool","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Liverpool","AO","45","[c]","21680","21680"
"New entrant CS","2022","Home Office","Liverpool","EO","90","[c]","24880","24880"
"New entrant CS","2022","Home Office","Liverpool","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Liverpool","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Liverpool","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Liverpool","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Luton","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Luton","EO","15","[c]","34630","34630"
"New entrant CS","2022","Home Office","Luton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Manchester","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Manchester","EO","30","[c]","31470","34630"
"New entrant CS","2022","Home Office","Manchester","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Milton Keynes","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Monmouthshire and Newport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Newry, Mourne and Down","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Newry, Mourne and Down","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North and North East Lincolnshire","AO","10","[c]","21680","21680"
"New entrant CS","2022","Home Office","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Hampshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Northamptonshire","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Yorkshire CC","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Yorkshire CC","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Northumberland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Northumberland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Nottingham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Plymouth","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Plymouth","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Portsmouth","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Portsmouth","EO","15","[c]","26320","24880"
"New entrant CS","2022","Home Office","Portsmouth","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sandwell","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sefton","AA","25","[c]","18240","18240"
"New entrant CS","2022","Home Office","Sefton","AO","45","[c]","21680","21680"
"New entrant CS","2022","Home Office","Sefton","EO","75","[c]","24880","24880"
"New entrant CS","2022","Home Office","Sefton","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sefton","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sheffield","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sheffield","AO","50","[c]","21680","21680"
"New entrant CS","2022","Home Office","Sheffield","EO","70","[c]","25230","24880"
"New entrant CS","2022","Home Office","Sheffield","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sheffield","G7","15","[c]","54560","54050"
"New entrant CS","2022","Home Office","Sheffield","HEO","15","[c]","31280","30820"
"New entrant CS","2022","Home Office","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sheffield","SEO","15","[c]","39790","39420"
"New entrant CS","2022","Home Office","Shropshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Solihull","AO","10","[c]","21680","21680"
"New entrant CS","2022","Home Office","Solihull","EO","60","[c]","25790","24880"
"New entrant CS","2022","Home Office","Solihull","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Solihull","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Hampshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Hampshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Lanarkshire","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Teesside","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Teesside","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Teesside","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Teesside","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South West Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South West Wales","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South West Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Southampton","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Staffordshire CC","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Suffolk CC","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Suffolk CC","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Sunderland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Swansea","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Swansea","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Thurrock","AO","15","[c]","21680","21680"
"New entrant CS","2022","Home Office","Thurrock","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Torbay","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tyneside","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tyneside","EO","60","[c]","25460","24880"
"New entrant CS","2022","Home Office","Tyneside","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tyneside","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tyneside","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Wakefield","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Wakefield","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Wandsworth","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Warwickshire CC","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Essex","EO","20","[c]","29270","24880"
"New entrant CS","2022","Home Office","West Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Kent","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Lothian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Sussex (North East)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Sussex (North East)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Sussex (North East)","EO","85","[c]","28080","25770"
"New entrant CS","2022","Home Office","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Westminster","AA","25","[c]","22450","22460"
"New entrant CS","2022","Home Office","Westminster","AO","10","[c]","25230","25630"
"New entrant CS","2022","Home Office","Westminster","EO","105","[c]","29840","28650"
"New entrant CS","2022","Home Office","Westminster","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Westminster","G7","25","[c]","58190","57430"
"New entrant CS","2022","Home Office","Westminster","HEO","75","[c]","34780","35050"
"New entrant CS","2022","Home Office","Westminster","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Westminster","SEO","40","[c]","42320","41950"
"New entrant CS","2022","Home Office","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","York","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Aberdeen City and Aberdeenshire","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Angus and Dundee City","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Angus and Dundee City","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Angus and Dundee City","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Antrim and Newtownabbey","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Antrim and Newtownabbey","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Antrim and Newtownabbey","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Ards and North Down","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Barnet","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","35","[c]","21640","21170"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","385","[c]","22090","22000"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","10","[c]","68250","72200"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","50","[c]","54610","54830"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","210","[c]","30190","30500"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","210","[c]","41560","40000"
"New entrant CS","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","165","[c]","35370","32000"
"New entrant CS","2022","Ministry of Defence","Berkshire","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Berkshire","AO","70","[c]","26420","25540"
"New entrant CS","2022","Ministry of Defence","Berkshire","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Berkshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Berkshire","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Berkshire","SEO","10","[c]","40500","40000"
"New entrant CS","2022","Ministry of Defence","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Birmingham","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Birmingham","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Birmingham","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Birmingham","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bournemouth, Christchurch and Poole","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bournemouth, Christchurch and Poole","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bristol, City of","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","AO","25","[c]","21950","21170"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","EO","20","[c]","26400","27260"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","HEO","25","[c]","34500","35000"
