"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southampton","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Southampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southampton","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southend-on-Sea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southend-on-Sea","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Staffordshire CC","AA/AO","30","30","23970","23140"
"In post","2022","Mixed","Staffordshire CC","EO","15","15","[c]","[c]"
"In post","2022","Mixed","Staffordshire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Mixed","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Staffordshire CC","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Mixed","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Stoke-on-Trent","AA/AO","10","10","[c]","[c]"
"In post","2022","Mixed","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Suffolk CC","AA/AO","25","25","[c]","[c]"
"In post","2022","Mixed","Suffolk CC","EO","20","20","[c]","[c]"
"In post","2022","Mixed","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Suffolk CC","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Mixed","Suffolk CC","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Sunderland","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Sunderland","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swansea","AA/AO","40","35","21970","21840"
"In post","2022","Mixed","Swansea","EO","20","15","[c]","[c]"
"In post","2022","Mixed","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swansea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swansea","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swindon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swindon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Telford and Wrekin","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Telford and Wrekin","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Telford and Wrekin","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Telford and Wrekin","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Thurrock","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Thurrock","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Torbay","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Torbay","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Torbay","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tower Hamlets","AA/AO","10","10","[c]","[c]"
"In post","2022","Mixed","Tower Hamlets","EO","35","35","28250","27500"
"In post","2022","Mixed","Tower Hamlets","G6/G7","70","70","59700","56360"
"In post","2022","Mixed","Tower Hamlets","SCS level","10","10","[c]","[c]"
"In post","2022","Mixed","Tower Hamlets","SEO/HEO","85","80","37700","35590"
"In post","2022","Mixed","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tyneside","AA/AO","60","55","21220","21260"
"In post","2022","Mixed","Tyneside","EO","30","30","27120","27570"
"In post","2022","Mixed","Tyneside","G6/G7","15","15","[c]","[c]"
"In post","2022","Mixed","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tyneside","SEO/HEO","40","40","34050","33370"
"In post","2022","Mixed","Tyneside","Unknown","10","5","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","20","15","[c]","[c]"
"In post","2022","Mixed","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wakefield","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Wakefield","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Walsall","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Walsall","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Walsall","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wandsworth","AA/AO","20","20","[c]","[c]"
"In post","2022","Mixed","Wandsworth","EO","15","15","[c]","[c]"
"In post","2022","Mixed","Wandsworth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wandsworth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wandsworth","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Warrington","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Warrington","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Warrington","G6/G7","5","5","[c]","[c]"
"In post","2022","Mixed","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Warrington","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Warwickshire CC","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Warwickshire CC","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Warwickshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Essex","EO","5","5","[c]","[c]"
"In post","2022","Mixed","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Mixed","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Lothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Lothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Lothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","West Northamptonshire","EO","5","5","[c]","[c]"
"In post","2022","Mixed","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Surrey","AA/AO","20","20","[c]","[c]"
"In post","2022","Mixed","West Surrey","EO","20","15","[c]","[c]"
"In post","2022","Mixed","West Surrey","G6/G7","5","5","[c]","[c]"
"In post","2022","Mixed","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Surrey","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Mixed","West Surrey","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (North East)","EO","20","20","[c]","[c]"
"In post","2022","Mixed","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (North East)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Westminster","AA/AO","85","80","24910","24370"
"In post","2022","Mixed","Westminster","EO","230","225","28770","28310"
"In post","2022","Mixed","Westminster","G6/G7","725","705","58490","57430"
"In post","2022","Mixed","Westminster","SCS level","85","80","83050","78000"
"In post","2022","Mixed","Westminster","SEO/HEO","840","825","37930","37560"
"In post","2022","Mixed","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wiltshire","AA/AO","25","25","[c]","[c]"
"In post","2022","Mixed","Wiltshire","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Wiltshire","G6/G7","20","20","[c]","[c]"
"In post","2022","Mixed","Wiltshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wiltshire","SEO/HEO","50","45","33620","33000"
"In post","2022","Mixed","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wirral","AA/AO","15","15","[c]","[c]"
"In post","2022","Mixed","Wirral","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wirral","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wolverhampton","AA/AO","10","10","[c]","[c]"
"In post","2022","Mixed","Wolverhampton","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wolverhampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Worcestershire CC","AA/AO","20","20","[c]","[c]"
"In post","2022","Mixed","Worcestershire CC","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Worcestershire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","York","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","York","EO","10","10","[c]","[c]"
"In post","2022","Mixed","York","G6/G7","5","5","[c]","[c]"
"In post","2022","Mixed","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","York","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Mixed","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Aberdeen City and Aberdeenshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Aberdeen City and Aberdeenshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Angus and Dundee City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Angus and Dundee City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Antrim and Newtownabbey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Antrim and Newtownabbey","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ards and North Down","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Armagh City, Banbridge and Craigavon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Armagh City, Banbridge and Craigavon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barking & Dagenham and Havering","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnet","AA/AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Barnet","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Barnet","G6/G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Barnet","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnet","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","AA/AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","35","35","35570","34000"
"In post","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedford","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bexley and Greenwich","AA/AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Bexley and Greenwich","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bexley and Greenwich","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Birmingham","AA/AO","35","30","21110","20970"
"In post","2022","Other ethnicity","Birmingham","EO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Birmingham","G6/G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Birmingham","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Birmingham","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Blackburn with Darwen","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackburn with Darwen","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bradford","AA/AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bristol, City of","AA/AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Bristol, City of","G6/G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bristol, City of","SEO/HEO","15","10","[c]","[c]"
