"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","AO","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","EO","30","30","29610","30330"
"In post","2022","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","AO","30","30","22310","21260"
"In post","2022","Other ethnicity","Debt","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","EO","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","G7","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HEO","30","30","34210","33370"
"In post","2022","Other ethnicity","Digital, Data & Technology","SCS level","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","SEO","30","30","40440","40230"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","G7","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Finance","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","SEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","EO","20","15","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","HEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Legal","EO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Legal","G6","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Legal","G7","45","45","56140","53620"
"In post","2022","Other ethnicity","Legal","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","AA","40","40","21710","21360"
"In post","2022","Other ethnicity","No function","AO","375","350","24580","23420"
"In post","2022","Other ethnicity","No function","EO","450","425","29050","28310"
"In post","2022","Other ethnicity","No function","G6","55","55","67860","66460"
"In post","2022","Other ethnicity","No function","G7","145","140","55500","53960"
"In post","2022","Other ethnicity","No function","HEO","230","225","34440","33660"
"In post","2022","Other ethnicity","No function","SCS level","25","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","SEO","160","160","43460","41010"
"In post","2022","Other ethnicity","No function","Unknown","100","95","31220","29080"
"In post","2022","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","EO","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","G6","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","G7","35","30","54590","54700"
"In post","2022","Other ethnicity","Project Delivery","HEO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","SEO","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","AA","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","AO","35","30","23630","21680"
"In post","2022","Other ethnicity","Unknown","EO","120","110","27750","28650"
"In post","2022","Other ethnicity","Unknown","G6","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","G7","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","HEO","50","50","34740","35070"
"In post","2022","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","SEO","30","30","43790","42710"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Analysis","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Analysis","G7","80","75","54430","54760"
"In post","2022","Undeclared","Analysis","HEO","50","50","34190","33320"
"In post","2022","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","SEO","55","55","40630","40420"
"In post","2022","Undeclared","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","AO","10","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","G7","30","30","53470","53360"
"In post","2022","Undeclared","Commercial","HEO","50","45","33750","33230"
"In post","2022","Undeclared","Commercial","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","SEO","70","70","40880","40590"
"In post","2022","Undeclared","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","60","60","27440","26820"
"In post","2022","Undeclared","Communications","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Communications","HEO","45","45","33760","33370"
"In post","2022","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO","35","35","41150","40740"
"In post","2022","Undeclared","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AO","175","155","22740","22080"
"In post","2022","Undeclared","Counter Fraud","EO","365","325","28680","27570"
"In post","2022","Undeclared","Counter Fraud","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","G7","80","75","56750","55210"
"In post","2022","Undeclared","Counter Fraud","HEO","225","215","34850","33380"
"In post","2022","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO","90","90","41780","40520"
"In post","2022","Undeclared","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","AO","175","155","21960","21260"
"In post","2022","Undeclared","Debt","EO","50","45","28650","27570"
"In post","2022","Undeclared","Debt","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","AO","45","45","22030","21830"
"In post","2022","Undeclared","Digital, Data & Technology","EO","195","185","28250","27570"
"In post","2022","Undeclared","Digital, Data & Technology","G6","75","70","69840","69550"
"In post","2022","Undeclared","Digital, Data & Technology","G7","220","215","55250","54700"
"In post","2022","Undeclared","Digital, Data & Technology","HEO","280","270","34290","33370"
"In post","2022","Undeclared","Digital, Data & Technology","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","SEO","325","320","41730","40580"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","65","55","21930","21380"
"In post","2022","Undeclared","Finance","EO","90","90","27470","26870"
"In post","2022","Undeclared","Finance","G6","25","25","[c]","[c]"
"In post","2022","Undeclared","Finance","G7","75","75","55120","54650"
"In post","2022","Undeclared","Finance","HEO","120","115","34130","33370"
"In post","2022","Undeclared","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO","120","115","41590","40600"
"In post","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Grants Management","EO","35","35","25820","25950"
"In post","2022","Undeclared","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Grants Management","SEO","10","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AO","50","45","21740","21380"
"In post","2022","Undeclared","Human Resources","EO","85","80","28020","27570"
"In post","2022","Undeclared","Human Resources","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G7","40","40","55480","55010"
"In post","2022","Undeclared","Human Resources","HEO","90","85","33510","33300"
"In post","2022","Undeclared","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO","65","60","41480","40590"
"In post","2022","Undeclared","Internal Audit","AO","[c]","[c]","[c]","[c]"
