"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","London","15","15","50450","42100"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","Outside London","165","160","37640","38550"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","25","25","43260","37930"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","235","225","33920","33370"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","London","15","15","46850","43810"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","Outside London","70","65","43350","40520"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","London","670","635","60030","62120"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","Outside London","455","425","47880","43710"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","London","375","360","52400","45180"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","2345","2260","44940","40520"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","London","135","125","40670","38180"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","Outside London","505","470","33750","33370"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","London","60","55","54550","58600"
"In post","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","100","95","41430","33370"
"In post","2022","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","London","20","20","45800","42890"
"In post","2022","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Legal","Outside London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intellectual Property Office","Project Delivery","Outside London","40","40","44610","39910"
"In post","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Met Office","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Met Office","Operational Delivery","Outside London","205","195","41770","39750"
"In post","2022","Project Delivery","Met Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Met Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Met Office","Project Delivery","Outside London","200","190","40690","39650"
"In post","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","London","310","305","51590","45200"
"In post","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","2335","2275","42630","40580"
"In post","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","35","35","46580","50000"
"In post","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","London","35","35","42630","41750"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","25","25","37690","36050"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","London","85","85","45490","41750"
"In post","2022","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","90","90","39120","36050"
"In post","2022","Project Delivery","National Crime Agency","Project Delivery","London","25","25","51250","48900"
"In post","2022","Project Delivery","National Crime Agency","Project Delivery","Outside London","70","65","43060","42940"
"In post","2022","Project Delivery","National Savings and Investments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Savings and Investments","Project Delivery","London","10","10","52840","54100"
"In post","2022","Project Delivery","National Savings and Investments","Project Delivery","Outside London","10","10","41660","44060"
"In post","2022","Project Delivery","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","30","30","43600","39850"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Office of Rail and Road","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Planning Inspectorate","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","London","20","20","37090","33610"
"In post","2022","Project Delivery","Registers of Scotland","Project Delivery","Outside London","15","15","43280","47490"
"In post","2022","Project Delivery","Rural Payments Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Rural Payments Agency","Project Delivery","Outside London","145","135","37350","35900"
"In post","2022","Project Delivery","Scottish Prison Service","Project Delivery","Outside London","15","10","52730","54170"
"In post","2022","Project Delivery","Serious Fraud Office","Project Delivery","London","[c]","[c]","[c]","[c]"
