"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","No function","Unknown","Male","1050","950","29110","28200"
"In post","2022","Unknown","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AO","Female","45","40","22480","21740"
"In post","2022","Unknown","Project Delivery","AO","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","Female","175","160","26060","26440"
"In post","2022","Unknown","Project Delivery","EO","Male","220","215","23340","24300"
"In post","2022","Unknown","Project Delivery","G6","Female","105","100","65370","65610"
"In post","2022","Unknown","Project Delivery","G6","Male","140","135","68080","67000"
"In post","2022","Unknown","Project Delivery","G7","Female","305","295","53910","53720"
"In post","2022","Unknown","Project Delivery","G7","Male","325","320","54170","54540"
"In post","2022","Unknown","Project Delivery","HEO","Female","300","290","33660","33370"
"In post","2022","Unknown","Project Delivery","HEO","Male","335","330","33130","33300"
"In post","2022","Unknown","Project Delivery","SCS level","Female","30","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SEO","Female","240","230","40460","40520"
"In post","2022","Unknown","Project Delivery","SEO","Male","315","310","40550","40520"
"In post","2022","Unknown","Project Delivery","Unknown","Female","30","30","32200","27370"
"In post","2022","Unknown","Project Delivery","Unknown","Male","80","80","37140","33000"
"In post","2022","Unknown","Property","AA","Female","45","40","19040","19010"
"In post","2022","Unknown","Property","AA","Male","85","85","19630","19010"
"In post","2022","Unknown","Property","AO","Female","175","160","22000","22010"
"In post","2022","Unknown","Property","AO","Male","180","180","24930","22040"
"In post","2022","Unknown","Property","EO","Female","125","120","26580","26350"
"In post","2022","Unknown","Property","EO","Male","185","180","27380","26350"
"In post","2022","Unknown","Property","G6","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Property","G6","Male","35","35","68420","67500"
"In post","2022","Unknown","Property","G7","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Property","G7","Male","65","65","54510","54700"
"In post","2022","Unknown","Property","HEO","Female","90","90","32430","32560"
"In post","2022","Unknown","Property","HEO","Male","120","120","33060","33020"
"In post","2022","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Property","SEO","Female","55","50","41600","40610"
"In post","2022","Unknown","Property","SEO","Male","115","110","42550","42520"
"In post","2022","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","AA","Female","40","40","21200","19810"
"In post","2022","Unknown","Security","AA","Male","250","250","21440","19810"
"In post","2022","Unknown","Security","AO","Female","100","100","26100","23540"
"In post","2022","Unknown","Security","AO","Male","460","460","31550","28890"
"In post","2022","Unknown","Security","EO","Female","70","65","27380","26670"
"In post","2022","Unknown","Security","EO","Male","125","125","30800","26900"
"In post","2022","Unknown","Security","G6","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Security","G6","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Security","G7","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Security","G7","Male","40","40","55150","54650"
"In post","2022","Unknown","Security","HEO","Female","65","60","33780","33300"
"In post","2022","Unknown","Security","HEO","Male","120","115","34900","33630"
"In post","2022","Unknown","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Security","SEO","Female","35","35","44250","44500"
"In post","2022","Unknown","Security","SEO","Male","70","65","43500","42340"
"In post","2022","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Female","450","415","21360","21050"
"In post","2022","Unknown","Unknown","AA","Male","380","370","21340","21050"
"In post","2022","Unknown","Unknown","AO","Female","850","805","22720","21680"
"In post","2022","Unknown","Unknown","AO","Male","675","665","23000","21680"
"In post","2022","Unknown","Unknown","EO","Female","1470","1400","27240","27230"
"In post","2022","Unknown","Unknown","EO","Male","1495","1425","27570","27230"
"In post","2022","Unknown","Unknown","G6","Female","195","175","72820","71040"
"In post","2022","Unknown","Unknown","G6","Male","175","170","73100","74240"
"In post","2022","Unknown","Unknown","G7","Female","480","460","56410","57430"
"In post","2022","Unknown","Unknown","G7","Male","435","430","57640","57430"
"In post","2022","Unknown","Unknown","HEO","Female","860","835","35080","34600"
"In post","2022","Unknown","Unknown","HEO","Male","735","730","35190","35050"
"In post","2022","Unknown","Unknown","SCS level","Female","50","45","94500","83230"
"In post","2022","Unknown","Unknown","SCS level","Male","65","60","92730","87210"
"In post","2022","Unknown","Unknown","SEO","Female","560","540","42660","41950"
"In post","2022","Unknown","Unknown","SEO","Male","515","510","43010","41950"
"In post","2022","Unknown","Unknown","Unknown","Female","185","185","32180","31520"
"In post","2022","Unknown","Unknown","Unknown","Male","1610","1610","37930","34460"
"In post","2022","White","Analysis","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","AO","Female","90","85","21520","21380"
"In post","2022","White","Analysis","AO","Male","80","75","21580","21260"
"In post","2022","White","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","EO","Female","305","280","26410","25880"
"In post","2022","White","Analysis","EO","Male","290","285","26720","26360"
"In post","2022","White","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","G6","Female","245","220","70010","66850"
"In post","2022","White","Analysis","G6","Male","285","275","74320","68790"
"In post","2022","White","Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","G7","Female","680","630","54470","53380"
"In post","2022","White","Analysis","G7","Male","885","860","54920","54160"
"In post","2022","White","Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","HEO","Female","860","830","32740","31990"
"In post","2022","White","Analysis","HEO","Male","900","890","33230","33080"
"In post","2022","White","Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","SCS level","Female","70","65","85520","79440"
"In post","2022","White","Analysis","SCS level","Male","90","90","92490","81650"
"In post","2022","White","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","SEO","Female","705","650","40030","39100"
"In post","2022","White","Analysis","SEO","Male","645","635","40520","39840"
"In post","2022","White","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","AA","Female","5","5","[c]","[c]"
"In post","2022","White","Commercial","AA","Male","15","10","[c]","[c]"
"In post","2022","White","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","AO","Female","85","75","22590","21840"
"In post","2022","White","Commercial","AO","Male","85","80","22190","21840"
"In post","2022","White","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","EO","Female","345","320","26390","26350"
"In post","2022","White","Commercial","EO","Male","205","205","26940","26670"
"In post","2022","White","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","G6","Female","135","130","67340","64810"
"In post","2022","White","Commercial","G6","Male","185","185","69450","67690"
"In post","2022","White","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","G7","Female","305","290","52590","53120"
"In post","2022","White","Commercial","G7","Male","320","320","53700","53500"
"In post","2022","White","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","HEO","Female","475","450","32570","33000"
"In post","2022","White","Commercial","HEO","Male","370","365","32880","33000"
"In post","2022","White","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","SCS level","Female","55","55","97320","80750"
"In post","2022","White","Commercial","SCS level","Male","100","100","109040","100340"
"In post","2022","White","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","SEO","Female","605","575","40010","40040"
"In post","2022","White","Commercial","SEO","Male","540","530","40870","40600"
"In post","2022","White","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Unknown","Female","65","65","36590","34500"
"In post","2022","White","Commercial","Unknown","Male","70","70","41790","39930"
"In post","2022","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","AA","Female","10","10","[c]","[c]"
"In post","2022","White","Communications","AA","Male","10","10","[c]","[c]"
"In post","2022","White","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","AO","Female","170","140","21830","21680"
"In post","2022","White","Communications","AO","Male","120","115","21870","21380"
"In post","2022","White","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","EO","Female","840","790","26920","26820"
"In post","2022","White","Communications","EO","Male","755","745","26920","26820"
"In post","2022","White","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","G6","Female","145","140","67400","66420"
"In post","2022","White","Communications","G6","Male","100","100","67790","66250"
"In post","2022","White","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","G7","Female","365","345","54940","54700"
"In post","2022","White","Communications","G7","Male","230","225","54430","54700"
"In post","2022","White","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","HEO","Female","705","675","33540","33370"
"In post","2022","White","Communications","HEO","Male","590","585","33820","33370"
"In post","2022","White","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","SCS level","Female","50","45","88710","84000"
"In post","2022","White","Communications","SCS level","Male","45","45","97690","85940"
"In post","2022","White","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","SEO","Female","535","510","41170","40520"
"In post","2022","White","Communications","SEO","Male","375","370","41200","40520"
"In post","2022","White","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Unknown","Female","5","5","[c]","[c]"
"In post","2022","White","Communications","Unknown","Male","5","5","[c]","[c]"
"In post","2022","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","AA","Male","5","5","[c]","[c]"
"In post","2022","White","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","AO","Female","1120","920","21920","21260"
"In post","2022","White","Counter Fraud","AO","Male","635","600","21870","21260"
"In post","2022","White","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","EO","Female","2785","2455","27840","27570"
"In post","2022","White","Counter Fraud","EO","Male","2000","1885","27930","27570"
"In post","2022","White","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","G6","Female","80","75","68940","67910"
"In post","2022","White","Counter Fraud","G6","Male","165","160","69440","67910"
"In post","2022","White","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","G7","Female","290","270","55910","55210"
"In post","2022","White","Counter Fraud","G7","Male","425","410","56450","55210"
"In post","2022","White","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","HEO","Female","1380","1270","33820","33370"
"In post","2022","White","Counter Fraud","HEO","Male","1390","1345","34230","33370"
"In post","2022","White","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","SCS level","Female","20","20","[c]","[c]"
"In post","2022","White","Counter Fraud","SCS level","Male","25","25","[c]","[c]"
"In post","2022","White","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","SEO","Female","565","535","40580","40520"
"In post","2022","White","Counter Fraud","SEO","Male","635","610","41130","40520"
"In post","2022","White","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","AA","Female","15","15","[c]","[c]"
"In post","2022","White","Debt","AA","Male","15","15","[c]","[c]"
"In post","2022","White","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","AO","Female","1935","1590","21420","21260"
"In post","2022","White","Debt","AO","Male","1045","1000","21500","21260"
"In post","2022","White","Debt","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","EO","Female","515","445","27490","27570"
"In post","2022","White","Debt","EO","Male","325","305","27560","27560"
"In post","2022","White","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","G6","Female","10","10","[c]","[c]"
"In post","2022","White","Debt","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","G7","Female","15","15","[c]","[c]"
"In post","2022","White","Debt","G7","Male","20","20","[c]","[c]"
"In post","2022","White","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","HEO","Female","145","125","33030","33370"
"In post","2022","White","Debt","HEO","Male","75","70","33640","33370"
"In post","2022","White","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","SEO","Female","45","45","39360","40180"
"In post","2022","White","Debt","SEO","Male","30","30","41330","40520"
"In post","2022","White","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","AA","Female","35","30","19530","19010"
"In post","2022","White","Digital, Data & Technology","AA","Male","35","35","19510","19380"
"In post","2022","White","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","AO","Female","310","290","21940","21380"
"In post","2022","White","Digital, Data & Technology","AO","Male","315","310","22190","21430"
"In post","2022","White","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","EO","Female","1005","925","27240","26820"
"In post","2022","White","Digital, Data & Technology","EO","Male","1560","1515","27690","27570"
"In post","2022","White","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","G6","Female","355","350","65990","65470"
"In post","2022","White","Digital, Data & Technology","G6","Male","670","660","68150","66740"
"In post","2022","White","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","G7","Female","1180","1130","53380","53450"
"In post","2022","White","Digital, Data & Technology","G7","Male","2005","1980","55070","54700"
"In post","2022","White","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","HEO","Female","1575","1485","33140","33080"
"In post","2022","White","Digital, Data & Technology","HEO","Male","2130","2090","33940","33300"
"In post","2022","White","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","SCS level","Female","80","80","86840","79050"
"In post","2022","White","Digital, Data & Technology","SCS level","Male","165","165","93240","87800"
"In post","2022","White","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","SEO","Female","1435","1365","40160","40180"
"In post","2022","White","Digital, Data & Technology","SEO","Male","2435","2390","41410","40520"
"In post","2022","White","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Unknown","Female","20","20","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Unknown","Male","35","35","34380","32710"
"In post","2022","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","AA","Female","35","25","20250","21250"
"In post","2022","White","Finance","AA","Male","25","20","[c]","[c]"
"In post","2022","White","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","AO","Female","770","615","21830","21380"
"In post","2022","White","Finance","AO","Male","305","290","21620","21260"
"In post","2022","White","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","EO","Female","910","835","26770","26670"
"In post","2022","White","Finance","EO","Male","535","520","26550","26820"
"In post","2022","White","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","G6","Female","280","270","66710","66580"
"In post","2022","White","Finance","G6","Male","330","325","67650","67220"
"In post","2022","White","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","G7","Female","715","685","54090","53600"
"In post","2022","White","Finance","G7","Male","700","690","54980","54640"
"In post","2022","White","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","HEO","Female","1035","965","32970","33000"
"In post","2022","White","Finance","HEO","Male","715","700","33450","33080"
"In post","2022","White","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","SCS level","Female","100","95","86400","80000"
"In post","2022","White","Finance","SCS level","Male","135","135","89210","80800"
"In post","2022","White","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","SEO","Female","1040","990","40160","40180"
"In post","2022","White","Finance","SEO","Male","860","835","40890","40520"
"In post","2022","White","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Unknown","Female","20","20","[c]","[c]"
"In post","2022","White","Finance","Unknown","Male","25","25","[c]","[c]"
"In post","2022","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","AO","Female","380","315","21290","21300"
"In post","2022","White","Grants Management","AO","Male","250","240","21280","21300"
"In post","2022","White","Grants Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","EO","Female","245","210","25540","25190"
"In post","2022","White","Grants Management","EO","Male","135","130","25640","25250"
"In post","2022","White","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","G6","Male","5","5","[c]","[c]"
"In post","2022","White","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","G7","Female","20","20","[c]","[c]"
"In post","2022","White","Grants Management","G7","Male","15","15","[c]","[c]"
"In post","2022","White","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","HEO","Female","95","85","30210","30230"
"In post","2022","White","Grants Management","HEO","Male","70","70","30510","30230"
"In post","2022","White","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","SEO","Female","50","45","36960","36560"
"In post","2022","White","Grants Management","SEO","Male","35","35","38050","37530"
"In post","2022","White","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","AA","Female","30","30","20190","19810"
"In post","2022","White","Human Resources","AA","Male","15","15","[c]","[c]"
"In post","2022","White","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","AO","Female","900","790","21730","21380"
"In post","2022","White","Human Resources","AO","Male","315","305","21650","21250"
"In post","2022","White","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","EO","Female","1275","1160","26970","26820"
"In post","2022","White","Human Resources","EO","Male","610","590","27500","27570"
"In post","2022","White","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","G6","Female","350","340","66550","66220"
"In post","2022","White","Human Resources","G6","Male","175","175","67350","66970"
"In post","2022","White","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","G7","Female","940","890","53800","54070"
"In post","2022","White","Human Resources","G7","Male","415","410","54700","54700"
"In post","2022","White","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","HEO","Female","1510","1415","32820","32990"
"In post","2022","White","Human Resources","HEO","Male","670","650","33880","33300"
"In post","2022","White","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","SCS level","Female","135","130","88300","80000"
"In post","2022","White","Human Resources","SCS level","Male","75","75","86770","79600"
"In post","2022","White","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","SEO","Female","1020","960","40420","40330"
"In post","2022","White","Human Resources","SEO","Male","485","475","41160","40520"
"In post","2022","White","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Unknown","Female","20","20","[c]","[c]"
"In post","2022","White","Human Resources","Unknown","Male","10","10","[c]","[c]"
"In post","2022","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","AO","Female","10","10","[c]","[c]"
"In post","2022","White","Internal Audit","AO","Male","5","5","[c]","[c]"
"In post","2022","White","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","EO","Female","25","25","[c]","[c]"
"In post","2022","White","Internal Audit","EO","Male","10","10","[c]","[c]"
"In post","2022","White","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","G6","Female","30","30","[c]","[c]"
"In post","2022","White","Internal Audit","G6","Male","35","35","66220","64020"
"In post","2022","White","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","G7","Female","45","40","53490","53790"
"In post","2022","White","Internal Audit","G7","Male","55","55","54050","54130"
"In post","2022","White","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","HEO","Female","60","55","33630","33300"
"In post","2022","White","Internal Audit","HEO","Male","50","45","34140","33300"
"In post","2022","White","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2022","White","Internal Audit","SCS level","Male","10","10","[c]","[c]"
"In post","2022","White","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","SEO","Female","125","115","43270","42530"
"In post","2022","White","Internal Audit","SEO","Male","95","95","43920","42630"
"In post","2022","White","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","AA","Male","5","5","[c]","[c]"
"In post","2022","White","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","AO","Female","755","680","22550","22200"
"In post","2022","White","Legal","AO","Male","285","280","22700","22200"
"In post","2022","White","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","EO","Female","1010","920","27900","27760"
"In post","2022","White","Legal","EO","Male","385","380","27980","27570"
"In post","2022","White","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","G6","Female","600","535","69120","67320"
"In post","2022","White","Legal","G6","Male","425","415","70790","70170"
"In post","2022","White","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","G7","Female","1915","1710","55740","54200"
"In post","2022","White","Legal","G7","Male","1145","1095","56280","55610"
"In post","2022","White","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","HEO","Female","530","495","34990","33610"
"In post","2022","White","Legal","HEO","Male","295","290","34920","33370"
"In post","2022","White","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","SCS level","Female","185","175","85960","82500"
"In post","2022","White","Legal","SCS level","Male","160","160","90250","83900"
"In post","2022","White","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","SEO","Female","455","430","46310","41750"
"In post","2022","White","Legal","SEO","Male","260","250","46230","41750"
"In post","2022","White","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","AA","Female","4410","3680","20430","20890"
"In post","2022","White","No function","AA","Male","3215","2955","20970","20890"
"In post","2022","White","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","AO","Female","33730","28570","22440","21260"
"In post","2022","White","No function","AO","Male","23140","22000","24670","22080"
"In post","2022","White","No function","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","EO","Female","33060","29265","27790","27570"
"In post","2022","White","No function","EO","Male","20430","19595","28770","27570"
"In post","2022","White","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","G6","Female","2470","2335","67580","65830"
"In post","2022","White","No function","G6","Male","2615","2545","68500","66610"
"In post","2022","White","No function","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","G7","Female","6485","6195","54470","53600"
"In post","2022","White","No function","G7","Male","6535","6405","55390","54310"
"In post","2022","White","No function","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","HEO","Female","13155","12365","33360","33170"
"In post","2022","White","No function","HEO","Male","10775","10470","34640","33570"
"In post","2022","White","No function","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","SCS level","Female","1215","1140","87930","79500"
"In post","2022","White","No function","SCS level","Male","1265","1240","91330","82880"
"In post","2022","White","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","SEO","Female","8295","7835","41710","40510"
"In post","2022","White","No function","SEO","Male","6545","6380","43340","40840"
"In post","2022","White","No function","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","Unknown","Female","9810","9040","30060","28200"
"In post","2022","White","No function","Unknown","Male","2755","2630","31730","29230"
"In post","2022","White","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","AO","Female","275","230","21540","21260"
"In post","2022","White","Project Delivery","AO","Male","110","110","21700","21260"
"In post","2022","White","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","EO","Female","1260","1140","25160","26120"
"In post","2022","White","Project Delivery","EO","Male","1340","1305","24060","24870"
"In post","2022","White","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","G6","Female","670","645","67530","67770"
"In post","2022","White","Project Delivery","G6","Male","945","920","68830","67910"
"In post","2022","White","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","G7","Female","1670","1590","53340","54160"
"In post","2022","White","Project Delivery","G7","Male","2130","2095","53930","54540"
"In post","2022","White","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","HEO","Female","2275","2105","31990","33000"
"In post","2022","White","Project Delivery","HEO","Male","2335","2285","32200","33000"
"In post","2022","White","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","SCS level","Female","220","210","87590","79720"
