"Status","Year","Age","Ethnicity","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Asian","Outside London","Undeclared","115","110","26020","24890"
"In post","2022","20-29","Asian","Outside London","Unknown","190","185","27220","26590"
"In post","2022","20-29","Asian","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","London","Heterosexual / straight","1385","1370","32250","31060"
"In post","2022","20-29","Black","London","LGBO","65","60","34370","31060"
"In post","2022","20-29","Black","London","Undeclared","60","60","31880","31060"
"In post","2022","20-29","Black","London","Unknown","35","35","34730","34060"
"In post","2022","20-29","Black","Outside London","Heterosexual / straight","725","710","27020","26820"
"In post","2022","20-29","Black","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Black","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Black","Outside London","Unknown","35","35","28360","27570"
"In post","2022","20-29","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","London","Heterosexual / straight","835","825","36010","33570"
"In post","2022","20-29","Mixed","London","LGBO","140","135","37310","34260"
"In post","2022","20-29","Mixed","London","Undeclared","90","90","36240","34020"
"In post","2022","20-29","Mixed","London","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Outside London","Heterosexual / straight","1035","1010","27130","26590"
"In post","2022","20-29","Mixed","Outside London","LGBO","160","160","26420","26140"
"In post","2022","20-29","Mixed","Outside London","Undeclared","70","65","26710","25120"
"In post","2022","20-29","Mixed","Outside London","Unknown","55","55","29350","29230"
"In post","2022","20-29","Mixed","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","London","Heterosexual / straight","250","245","34540","31060"
"In post","2022","20-29","Other ethnicity","London","LGBO","30","30","35040","32060"
"In post","2022","20-29","Other ethnicity","London","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Outside London","Heterosexual / straight","160","155","26680","26370"
"In post","2022","20-29","Other ethnicity","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","London","Heterosexual / straight","100","95","35450","31380"
"In post","2022","20-29","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","London","Undeclared","290","285","37990","35360"
"In post","2022","20-29","Undeclared","London","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Outside London","Heterosexual / straight","170","165","27220","26590"
"In post","2022","20-29","Undeclared","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Outside London","Undeclared","615","605","29440","27570"
"In post","2022","20-29","Undeclared","Outside London","Unknown","95","95","30650","29230"
"In post","2022","20-29","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","London","Heterosexual / straight","140","140","35450","32080"
"In post","2022","20-29","Unknown","London","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","London","Undeclared","415","415","38420","32790"
"In post","2022","20-29","Unknown","London","Unknown","5730","5705","35200","32120"
"In post","2022","20-29","Unknown","Outside London","Heterosexual / straight","350","340","27080","26820"
"In post","2022","20-29","Unknown","Outside London","LGBO","35","35","29340","26850"
"In post","2022","20-29","Unknown","Outside London","Undeclared","170","170","30450","28970"
"In post","2022","20-29","Unknown","Outside London","Unknown","13745","13485","25980","24880"
"In post","2022","20-29","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Unknown","50","50","38380","38600"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","600","600","29050","28980"
"In post","2022","20-29","White","London","Heterosexual / straight","8760","8720","38580","35490"
"In post","2022","20-29","White","London","LGBO","1620","1610","38660","35050"
"In post","2022","20-29","White","London","Undeclared","770","760","38110","34710"
"In post","2022","20-29","White","London","Unknown","225","225","37290","35050"
"In post","2022","20-29","White","Outside London","Heterosexual / straight","30475","30025","27290","26370"
"In post","2022","20-29","White","Outside London","LGBO","4250","4195","27040","26370"
"In post","2022","20-29","White","Outside London","Undeclared","1625","1600","27130","26370"
"In post","2022","20-29","White","Outside London","Unknown","1660","1635","28120","27130"
"In post","2022","20-29","White","Overseas","Heterosexual / straight","160","160","34070","32900"
"In post","2022","20-29","White","Overseas","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","White","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","White","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","White","Unknown","Heterosexual / straight","110","110","30010","28000"
"In post","2022","20-29","White","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","White","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","London","Heterosexual / straight","3260","3140","40500","35700"
"In post","2022","30-39","Asian","London","LGBO","80","80","45240","41750"
"In post","2022","30-39","Asian","London","Undeclared","155","145","39680","36610"
"In post","2022","30-39","Asian","London","Unknown","185","175","41980","37930"
"In post","2022","30-39","Asian","Outside London","Heterosexual / straight","4735","4460","29930","27570"
"In post","2022","30-39","Asian","Outside London","LGBO","105","100","31620","27570"
"In post","2022","30-39","Asian","Outside London","Undeclared","225","210","28900","26820"
"In post","2022","30-39","Asian","Outside London","Unknown","395","355","29090","27570"
"In post","2022","30-39","Asian","Overseas","Heterosexual / straight","50","50","45640","41490"
"In post","2022","30-39","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","London","Heterosexual / straight","1690","1650","36230","33550"
"In post","2022","30-39","Black","London","LGBO","50","50","39090","32950"
"In post","2022","30-39","Black","London","Undeclared","75","75","37850","33450"
"In post","2022","30-39","Black","London","Unknown","85","80","34500","31060"
"In post","2022","30-39","Black","Outside London","Heterosexual / straight","1445","1385","29750","27570"
"In post","2022","30-39","Black","Outside London","LGBO","35","35","31340","29600"
"In post","2022","30-39","Black","Outside London","Undeclared","40","40","31820","29360"
"In post","2022","30-39","Black","Outside London","Unknown","75","70","29350","27570"
"In post","2022","30-39","Black","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","London","Heterosexual / straight","855","830","44650","41750"
"In post","2022","30-39","Mixed","London","LGBO","100","100","44910","42110"
"In post","2022","30-39","Mixed","London","Undeclared","60","60","42540","36900"
"In post","2022","30-39","Mixed","London","Unknown","45","45","45120","41300"
"In post","2022","30-39","Mixed","Outside London","Heterosexual / straight","1190","1125","31730","27570"
"In post","2022","30-39","Mixed","Outside London","LGBO","130","125","32100","27570"
"In post","2022","30-39","Mixed","Outside London","Undeclared","95","90","31110","27570"
"In post","2022","30-39","Mixed","Outside London","Unknown","85","80","32140","29870"
"In post","2022","30-39","Mixed","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","London","Heterosexual / straight","265","260","42660","37930"
"In post","2022","30-39","Other ethnicity","London","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","London","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","London","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Outside London","Heterosexual / straight","230","225","31800","27810"
"In post","2022","30-39","Other ethnicity","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","London","Heterosexual / straight","190","185","42650","37930"
"In post","2022","30-39","Undeclared","London","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","London","Undeclared","585","570","46950","43810"
"In post","2022","30-39","Undeclared","London","Unknown","55","55","43820","40430"
"In post","2022","30-39","Undeclared","Outside London","Heterosexual / straight","440","420","30680","27570"
"In post","2022","30-39","Undeclared","Outside London","LGBO","65","65","29320","27570"
"In post","2022","30-39","Undeclared","Outside London","Undeclared","1605","1560","33640","31470"
"In post","2022","30-39","Undeclared","Outside London","Unknown","415","385","33430","31940"
"In post","2022","30-39","Undeclared","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","Undeclared","35","35","42090","39780"
"In post","2022","30-39","Undeclared","Overseas","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Heterosexual / straight","180","175","44010","40440"
"In post","2022","30-39","Unknown","London","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","London","Undeclared","345","335","49190","53360"
"In post","2022","30-39","Unknown","London","Unknown","3855","3775","46130","42120"
"In post","2022","30-39","Unknown","Outside London","Heterosexual / straight","610","570","31930","29260"
"In post","2022","30-39","Unknown","Outside London","LGBO","45","45","30190","27120"
"In post","2022","30-39","Unknown","Outside London","Undeclared","290","275","34730","32730"
"In post","2022","30-39","Unknown","Outside London","Unknown","13145","12490","30220","26900"
"In post","2022","30-39","Unknown","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","Unknown","165","165","49560","51500"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","475","470","37360","33570"
"In post","2022","30-39","White","London","Heterosexual / straight","10490","10165","49640","51830"
"In post","2022","30-39","White","London","LGBO","1320","1305","48690","50990"
"In post","2022","30-39","White","London","Undeclared","785","770","48620","51250"
"In post","2022","30-39","White","London","Unknown","390","375","48770","47240"
"In post","2022","30-39","White","Outside London","Heterosexual / straight","48280","45630","32180","29180"
"In post","2022","30-39","White","Outside London","LGBO","4400","4310","31920","28140"
"In post","2022","30-39","White","Outside London","Undeclared","2865","2705","31850","29050"
"In post","2022","30-39","White","Outside London","Unknown","3620","3310","32100","29230"
"In post","2022","30-39","White","Overseas","Heterosexual / straight","550","545","46070","48340"
"In post","2022","30-39","White","Overseas","LGBO","60","60","47720","52400"
"In post","2022","30-39","White","Overseas","Undeclared","40","40","46750","52910"
"In post","2022","30-39","White","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","White","Unknown","Heterosexual / straight","105","105","35130","31060"
"In post","2022","30-39","White","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","White","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","London","Heterosexual / straight","3205","3030","41270","35390"
"In post","2022","40-49","Asian","London","LGBO","70","70","41320","35050"
"In post","2022","40-49","Asian","London","Undeclared","235","220","38860","35070"
"In post","2022","40-49","Asian","London","Unknown","375","330","39740","32750"
"In post","2022","40-49","Asian","Outside London","Heterosexual / straight","3970","3650","31830","27570"
"In post","2022","40-49","Asian","Outside London","LGBO","95","85","29070","26370"
"In post","2022","40-49","Asian","Outside London","Undeclared","265","235","29190","26720"
"In post","2022","40-49","Asian","Outside London","Unknown","680","580","29700","27570"
"In post","2022","40-49","Asian","Overseas","Heterosexual / straight","60","55","47470","52230"
"In post","2022","40-49","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Black","London","Heterosexual / straight","1855","1790","37460","34100"
"In post","2022","40-49","Black","London","LGBO","35","35","39250","33120"
"In post","2022","40-49","Black","London","Undeclared","95","90","36330","31740"
"In post","2022","40-49","Black","London","Unknown","180","165","35770","31060"
"In post","2022","40-49","Black","Outside London","Heterosexual / straight","1465","1410","31200","27570"
"In post","2022","40-49","Black","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","40-49","Black","Outside London","Undeclared","60","60","32660","27570"
"In post","2022","40-49","Black","Outside London","Unknown","80","75","32140","29290"
"In post","2022","40-49","Black","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","40-49","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","London","Heterosexual / straight","540","520","47200","42150"
"In post","2022","40-49","Mixed","London","LGBO","50","50","53110","53490"
"In post","2022","40-49","Mixed","London","Undeclared","45","45","45180","40230"
"In post","2022","40-49","Mixed","London","Unknown","45","45","45410","38260"
"In post","2022","40-49","Mixed","Outside London","Heterosexual / straight","915","855","34120","29290"
"In post","2022","40-49","Mixed","Outside London","LGBO","95","90","35700","31420"
"In post","2022","40-49","Mixed","Outside London","Undeclared","75","70","34010","27570"
"In post","2022","40-49","Mixed","Outside London","Unknown","100","90","32880","27570"
"In post","2022","40-49","Mixed","Overseas","Heterosexual / straight","30","30","[c]","[c]"
