"Status","Year","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","National Crime Agency","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","Unknown","40","[c]","45810","39550"
"Leaver CS","2022","No function","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","120","[c]","56340","51360"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Heterosexual / straight","60","[c]","40060","34000"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Unknown","55","[c]","46390","40930"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","Heterosexual / straight","180","[c]","29910","26900"
"Leaver CS","2022","No function","Scottish Government","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","Unknown","330","[c]","29580","26900"
"Leaver CS","2022","No function","The National Archives","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Heterosexual / straight","195","[c]","23720","19860"
"Leaver CS","2022","No function","UK Statistics Authority","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Unknown","75","[c]","23190","19860"
"Leaver CS","2022","No function","Water Services Regulation Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Heterosexual / straight","35","[c]","58330","55860"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","35","[c]","40690","39650"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Heterosexual / straight","45","[c]","35940","34290"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Heterosexual / straight","45","[c]","55750","57350"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","35","[c]","52990","53000"
"Leaver CS","2022","Project Delivery","HM Land Registry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Heterosexual / straight","620","[c]","35400","33000"
"Leaver CS","2022","Project Delivery","Ministry of Defence","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Undeclared","95","[c]","38570","37630"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Unknown","115","[c]","34560","33000"
"Leaver CS","2022","Project Delivery","National Crime Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Heterosexual / straight","130","[c]","29310","24750"
"Leaver CS","2022","Property","HM Revenue and Customs","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Unknown","90","[c]","27740","22040"
"Leaver CS","2022","Property","Ministry of Defence","Heterosexual / straight","150","[c]","31920","33300"
"Leaver CS","2022","Property","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Unknown","35","[c]","21880","19010"
"Leaver CS","2022","Property","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Heterosexual / straight","35","[c]","34640","32650"
"Leaver CS","2022","Security","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","35","[c]","30810","27500"
"Leaver CS","2022","Security","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Heterosexual / straight","450","[c]","32000","28890"
"Leaver CS","2022","Security","Ministry of Defence","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Undeclared","85","[c]","33400","39070"
"Leaver CS","2022","Security","Ministry of Defence","Unknown","110","[c]","28900","25540"
"Leaver CS","2022","Security","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Heterosexual / straight","510","[c]","27100","25110"
"Leaver CS","2022","Unknown","Department for Work and Pensions","LGBO","45","[c]","26020","24250"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Undeclared","50","[c]","27510","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","705","[c]","26170","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","4530","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Heterosexual / straight","1445","[c]","31970","26900"
"Leaver CS","2022","Unknown","Home Office","LGBO","75","[c]","31170","25630"
"Leaver CS","2022","Unknown","Home Office","Undeclared","255","[c]","33000","28670"
"Leaver CS","2022","Unknown","Home Office","Unknown","320","[c]","30960","27370"
"Leaver CS","2022","Unknown","Ministry of Defence","Heterosexual / straight","1355","[c]","29570","23500"
"Leaver CS","2022","Unknown","Ministry of Defence","LGBO","45","[c]","29850","26350"
"Leaver CS","2022","Unknown","Ministry of Defence","Undeclared","220","[c]","30200","26670"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","490","[c]","33720","32310"
