"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","No function","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Land Registry","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Treasury","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice","London","100","[c]","37030","30610"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice","Outside London","670","[c]","26260","20970"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Statistics Authority","Outside London","45","[c]","25630","23050"
"Leaver CS","2022","Undeclared","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Outside London","55","[c]","37700","36220"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence","Outside London","45","[c]","31990","35530"
"Leaver CS","2022","Undeclared","Security","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","Outside London","30","[c]","24970","21260"
"Leaver CS","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs","Outside London","195","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","London","45","[c]","40220","36590"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Outside London","50","[c]","27750","27140"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Outside London","130","[c]","27990","22750"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Chancellor's other departments","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","UK Statistics Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","UK Statistics Authority","Outside London","30","[c]","23160","19610"
"Leaver CS","2022","Unknown","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","London","65","[c]","78880","71000"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","Outside London","55","[c]","65040","61000"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Education","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","London","30","[c]","43100","49700"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Transport","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Transport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions","Outside London","35","[c]","43690","40640"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care","London","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","HM Land Registry","Outside London","35","[c]","34650","33840"
"Leaver CS","2022","Unknown","Digital, Data & Technology","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Ministry of Defence","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","UK Statistics Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department of Health and Social Care","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department of Health and Social Care","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department of Health and Social Care","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
