"Status","Year","Disability","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Department for International Trade","West Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cheshire","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cheshire","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","G6/G7","40","35","54900","56840"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Devon","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Devon","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Dorset and Somerset","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Anglia","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Anglia","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Wales","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Eastern Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Essex","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","85","80","21630","22560"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","EO","75","70","26700","26050"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","85","80","54640","54940"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","130","120","36250","34860"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Greater Manchester","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Greater Manchester","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Herefordshire, Worcestershire and Warwickshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Inner London - West","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Inner London - West","EO","135","130","29160","27850"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Inner London - West","G6/G7","720","705","57760","53650"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Inner London - West","SCS level","110","110","84600","76680"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Inner London - West","SEO/HEO","585","575","37250","38160"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Kent","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Lancashire","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Leicestershire, Rutland and Northamptonshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Lincolnshire","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Merseyside","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Merseyside","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Merseyside","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Merseyside","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","North Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","G6/G7","35","30","52730","48900"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","SEO/HEO","35","30","34610","36340"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Shropshire and Staffordshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","South Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","South Yorkshire","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Midlands","EO","35","35","25040","24830"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Midlands","G6/G7","65","60","50510","48200"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Midlands","SEO/HEO","125","120","33260","30710"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Wales and The Valleys","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Yorkshire","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","West Yorkshire","SEO/HEO","35","35","34970","36340"
"In post","2022","Declared non-disabled","Department for Transport","Bedfordshire and Hertfordshire","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Bedfordshire and Hertfordshire","EO","55","50","29150","26780"
"In post","2022","Declared non-disabled","Department for Transport","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Bedfordshire and Hertfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","EO","35","30","27760","26780"
"In post","2022","Declared non-disabled","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cheshire","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cornwall and Isles of Scilly","AA/AO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cornwall and Isles of Scilly","EO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cornwall and Isles of Scilly","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cumbria","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cumbria","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Derbyshire and Nottinghamshire","AA/AO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Derbyshire and Nottinghamshire","EO","90","80","27250","26780"
"In post","2022","Declared non-disabled","Department for Transport","Derbyshire and Nottinghamshire","G6/G7","40","40","62980","55320"
"In post","2022","Declared non-disabled","Department for Transport","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Derbyshire and Nottinghamshire","SEO/HEO","95","90","36930","38610"
"In post","2022","Declared non-disabled","Department for Transport","Devon","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Devon","EO","30","25","28090","26780"
"In post","2022","Declared non-disabled","Department for Transport","Devon","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Devon","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Dorset and Somerset","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Dorset and Somerset","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Dorset and Somerset","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Anglia","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Anglia","EO","65","60","27830","26780"
"In post","2022","Declared non-disabled","Department for Transport","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Anglia","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Wales","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Wales","EO","45","40","28550","26780"
"In post","2022","Declared non-disabled","Department for Transport","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Wales","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Yorkshire and Northern Lincolnshire","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Yorkshire and Northern Lincolnshire","EO","35","30","29230","26780"
"In post","2022","Declared non-disabled","Department for Transport","East Yorkshire and Northern Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","East Yorkshire and Northern Lincolnshire","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Eastern Scotland","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Eastern Scotland","EO","45","40","28040","26780"
"In post","2022","Declared non-disabled","Department for Transport","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Eastern Scotland","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Essex","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Essex","EO","30","30","27740","26780"
"In post","2022","Declared non-disabled","Department for Transport","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Essex","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","65","60","22910","21840"
"In post","2022","Declared non-disabled","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","EO","130","120","27390","26780"
"In post","2022","Declared non-disabled","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","35","35","59130","58940"
"In post","2022","Declared non-disabled","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","165","160","36900","34800"
"In post","2022","Declared non-disabled","Department for Transport","Greater Manchester","AA/AO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Greater Manchester","EO","70","65","27540","26780"
"In post","2022","Declared non-disabled","Department for Transport","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Greater Manchester","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Hampshire and Isle of Wight","AA/AO","70","65","23710","21840"
"In post","2022","Declared non-disabled","Department for Transport","Hampshire and Isle of Wight","EO","145","140","27490","26700"
"In post","2022","Declared non-disabled","Department for Transport","Hampshire and Isle of Wight","G6/G7","145","140","65150","60830"
"In post","2022","Declared non-disabled","Department for Transport","Hampshire and Isle of Wight","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Hampshire and Isle of Wight","SEO/HEO","255","245","37400","38650"
"In post","2022","Declared non-disabled","Department for Transport","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Herefordshire, Worcestershire and Warwickshire","EO","40","40","27960","26780"
"In post","2022","Declared non-disabled","Department for Transport","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Highlands and Islands","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Highlands and Islands","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Highlands and Islands","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - East","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - East","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - West","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - West","EO","145","145","30040","30270"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - West","G6/G7","890","865","59130","54870"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - West","SCS level","185","175","88210","79630"
"In post","2022","Declared non-disabled","Department for Transport","Inner London - West","SEO/HEO","780","770","39390","42470"
"In post","2022","Declared non-disabled","Department for Transport","Kent","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Kent","EO","75","70","31490","31130"
"In post","2022","Declared non-disabled","Department for Transport","Kent","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Lancashire","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Lancashire","EO","40","35","28500","26780"
"In post","2022","Declared non-disabled","Department for Transport","Lancashire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Leicestershire, Rutland and Northamptonshire","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Leicestershire, Rutland and Northamptonshire","EO","55","55","27680","26780"
"In post","2022","Declared non-disabled","Department for Transport","Leicestershire, Rutland and Northamptonshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Leicestershire, Rutland and Northamptonshire","SEO/HEO","40","40","37230","35640"
"In post","2022","Declared non-disabled","Department for Transport","Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Lincolnshire","EO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Merseyside","AA/AO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Merseyside","EO","55","50","27600","26780"
"In post","2022","Declared non-disabled","Department for Transport","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Merseyside","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","North Eastern Scotland","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","North Eastern Scotland","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","North Eastern Scotland","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","North Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","North Yorkshire","EO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Northern Ireland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Northumberland, and Tyne and Wear","AA/AO","100","85","22280","21840"
"In post","2022","Declared non-disabled","Department for Transport","Northumberland, and Tyne and Wear","EO","60","55","27050","26780"
"In post","2022","Declared non-disabled","Department for Transport","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Northumberland, and Tyne and Wear","SEO/HEO","60","60","35700","33350"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - East and North East","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - East and North East","EO","60","55","31400","30780"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - East and North East","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - South","EO","30","30","31040","30780"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - South","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - West and North West","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - West and North West","EO","65","65","31650","30780"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Outer London - West and North West","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Overseas","G6/G7","5","5","[c]","[c]"
