"Status","Year","Function_of_post","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Female","Unknown","30","25","27510","26900"
"In post","2022","Commercial","Scottish Government","Male","Heterosexual / straight","30","30","39210","37710"
"In post","2022","Commercial","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Male","Unknown","30","25","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Commercial","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","Male","Unknown","10","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Female","Heterosexual / straight","65","65","45830","43000"
"In post","2022","Commercial","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Male","Heterosexual / straight","115","110","55610","50530"
"In post","2022","Commercial","UK Export Finance","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Female","Heterosexual / straight","35","35","46290","43290"
"In post","2022","Communications","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Female","Heterosexual / straight","150","145","47770","42550"
"In post","2022","Communications","Cabinet Office","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Female","Unknown","70","65","47730","43310"
"In post","2022","Communications","Cabinet Office","Male","Heterosexual / straight","75","75","49630","40600"
"In post","2022","Communications","Cabinet Office","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Male","Unknown","40","40","49920","40600"
"In post","2022","Communications","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","105","95","44670","43590"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","70","65","41220","38620"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education","Female","Heterosexual / straight","110","105","43290","37710"
"In post","2022","Communications","Department for Education","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Department for Education","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Department for Education","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","Department for Education","Male","Heterosexual / straight","55","55","37130","33350"
"In post","2022","Communications","Department for Education","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Department for Education","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Department for Education","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","145","135","39630","36970"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Female","Unknown","35","35","40400","37780"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","55","55","41170","37510"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Female","Heterosexual / straight","35","35","42630","38160"
"In post","2022","Communications","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","40","40","42010","37970"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","30","30","39670","34920"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport","Female","Heterosexual / straight","90","85","37450","32180"
"In post","2022","Communications","Department for Transport","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Department for Transport","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Communications","Department for Transport","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","Department for Transport","Male","Heterosexual / straight","55","55","40770","38650"
"In post","2022","Communications","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","Department for Transport","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","Female","Heterosexual / straight","80","75","41630","39500"
"In post","2022","Communications","Department for Work and Pensions","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","Female","Unknown","30","30","42360","38970"
"In post","2022","Communications","Department for Work and Pensions","Male","Heterosexual / straight","40","40","46260","45020"
"In post","2022","Communications","Department for Work and Pensions","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Female","Heterosexual / straight","170","165","45440","41070"
"In post","2022","Communications","Department of Health and Social Care","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Female","Undeclared","105","100","45220","36330"
"In post","2022","Communications","Department of Health and Social Care","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Male","Heterosexual / straight","95","95","45980","42750"
"In post","2022","Communications","Department of Health and Social Care","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Male","Undeclared","60","60","48070","53360"
"In post","2022","Communications","Department of Health and Social Care","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Female","Heterosexual / straight","30","30","41100","37350"
"In post","2022","Communications","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","35","30","47990","46880"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","30","30","54350","53430"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs","Female","Heterosexual / straight","1360","1275","31470","26820"
"In post","2022","Communications","HM Revenue and Customs","Female","LGBO","95","90","31440","26820"
"In post","2022","Communications","HM Revenue and Customs","Female","Undeclared","95","90","31870","26820"
"In post","2022","Communications","HM Revenue and Customs","Female","Unknown","705","670","29430","26820"
"In post","2022","Communications","HM Revenue and Customs","Male","Heterosexual / straight","1275","1255","30790","26820"
"In post","2022","Communications","HM Revenue and Customs","Male","LGBO","130","125","30400","26820"
"In post","2022","Communications","HM Revenue and Customs","Male","Undeclared","105","100","29740","26820"
"In post","2022","Communications","HM Revenue and Customs","Male","Unknown","885","875","29110","26820"
"In post","2022","Communications","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Communications","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","Female","Heterosexual / straight","225","215","36140","33300"
"In post","2022","Communications","Ministry of Defence","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","Female","Unknown","40","40","40730","37560"
"In post","2022","Communications","Ministry of Defence","Male","Heterosexual / straight","210","210","34830","33300"
"In post","2022","Communications","Ministry of Defence","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","Male","Undeclared","40","35","35970","33290"
"In post","2022","Communications","Ministry of Defence","Male","Unknown","45","45","40430","35830"
"In post","2022","Communications","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","Female","Heterosexual / straight","55","55","45690","41750"
"In post","2022","Communications","Ministry of Justice","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","Female","Unknown","30","30","41350","37600"
"In post","2022","Communications","Ministry of Justice","Male","Heterosexual / straight","50","50","43410","41750"
"In post","2022","Communications","Ministry of Justice","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
