"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","AA/AO","Heterosexual / straight","285","[c]","22870","21260"
"New entrant CS","2022","Mixed","No function","AA/AO","LGBO","45","[c]","22350","21260"
"New entrant CS","2022","Mixed","No function","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","EO","Heterosexual / straight","220","[c]","27830","27570"
"New entrant CS","2022","Mixed","No function","EO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","G6/G7","Heterosexual / straight","30","[c]","55280","54050"
"New entrant CS","2022","Mixed","No function","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SEO/HEO","Heterosexual / straight","155","[c]","34780","33570"
"New entrant CS","2022","Mixed","No function","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Unknown","Heterosexual / straight","175","[c]","29420","26690"
"New entrant CS","2022","Mixed","No function","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","EO","Heterosexual / straight","40","[c]","26880","27230"
"New entrant CS","2022","Mixed","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
