"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","45","45","35440","34280"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","EO","Heterosexual / straight","80","75","26520","25000"
"In post","2022","40-49","Department for Education (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","EO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","605","570","56820","54400"
"In post","2022","40-49","Department for Education (excl. agencies)","G6/G7","LGBO","45","40","58030","57120"
"In post","2022","40-49","Department for Education (excl. agencies)","G6/G7","Undeclared","45","45","58150","58530"
"In post","2022","40-49","Department for Education (excl. agencies)","G6/G7","Unknown","85","80","58110","55210"
"In post","2022","40-49","Department for Education (excl. agencies)","SCS level","Heterosexual / straight","80","75","80980","74100"
"In post","2022","40-49","Department for Education (excl. agencies)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","445","420","35680","36500"
"In post","2022","40-49","Department for Education (excl. agencies)","SEO/HEO","LGBO","35","35","34830","36500"
"In post","2022","40-49","Department for Education (excl. agencies)","SEO/HEO","Undeclared","45","45","36420","36500"
"In post","2022","40-49","Department for Education (excl. agencies)","SEO/HEO","Unknown","80","75","36580","36560"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","85","80","27090","26210"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","565","540","54830","53870"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","35","35","54480","52290"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Undeclared","50","50","53530","53330"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","90","85","55430","54280"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Heterosexual / straight","75","70","81370","77070"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","510","475","35920","36030"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","30","30","35580","35900"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Undeclared","50","50","35270","35900"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","100","95","36660","36600"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","G6/G7","Heterosexual / straight","160","155","58050","57180"
"In post","2022","40-49","Department for International Trade","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","G6/G7","Unknown","60","55","58250","57810"
"In post","2022","40-49","Department for International Trade","SCS level","Heterosexual / straight","40","40","86630","76120"
"In post","2022","40-49","Department for International Trade","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SEO/HEO","Heterosexual / straight","90","90","37820","38160"
"In post","2022","40-49","Department for International Trade","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SEO/HEO","Unknown","30","30","37170","34770"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Heterosexual / straight","35","30","27410","27850"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Heterosexual / straight","245","235","56190","53650"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Undeclared","30","25","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Heterosexual / straight","65","60","85950","78250"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Heterosexual / straight","200","190","36280","36340"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","EO","Heterosexual / straight","35","30","28270","29970"
"In post","2022","40-49","Department for Transport (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","305","295","59890","57990"
"In post","2022","40-49","Department for Transport (excl. agencies)","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","G6/G7","Undeclared","40","40","63850","65440"
"In post","2022","40-49","Department for Transport (excl. agencies)","G6/G7","Unknown","45","45","60830","58890"
"In post","2022","40-49","Department for Transport (excl. agencies)","SCS level","Heterosexual / straight","75","70","86480","79950"
"In post","2022","40-49","Department for Transport (excl. agencies)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","165","160","39270","38650"
"In post","2022","40-49","Department for Transport (excl. agencies)","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Department for Transport (excl. agencies)","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","3830","3280","21380","21260"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","195","180","21380","21260"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","AA/AO","Undeclared","530","465","21310","21260"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","1660","1345","21300","21260"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","7725","7100","28040","27570"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","EO","LGBO","450","435","28020","27570"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","EO","Undeclared","800","735","28000","27570"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","EO","Unknown","2205","1925","28010","27570"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","G6/G7","Heterosexual / straight","785","760","57580","55000"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","G6/G7","LGBO","50","50","57350","55750"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","G6/G7","Undeclared","60","60","57770","54550"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","195","190","57730","55880"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SCS level","Heterosexual / straight","85","80","88010","80800"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","1880","1810","34690","33180"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","115","115","34430","32970"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","180","175","35160","34290"
"In post","2022","40-49","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","430","410","35170","34340"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","35","30","27390","27270"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","275","255","57100","53860"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","150","140","57580","53860"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","75","70","84240","75430"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SCS level","Undeclared","30","30","85840","80000"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","145","130","36890","36840"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","75","70","36130","36820"
"In post","2022","40-49","Disclosure Scotland","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Disclosure Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","530","465","21290","21840"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","300","255","21050","21840"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","AA/AO","Unknown","100","90","20780","21840"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","170","160","26680","26700"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","EO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","EO","Undeclared","55","55","26670","26690"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","G6/G7","Heterosexual / straight","80","80","62180","55320"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","205","205","37510","38650"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SEO/HEO","Undeclared","80","80","37680","38650"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","135","130","25090","26830"
"In post","2022","40-49","Driver and Vehicle Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","AA/AO","Undeclared","30","25","23820","21840"
"In post","2022","40-49","Driver and Vehicle Standards Agency","AA/AO","Unknown","55","50","24110","21840"
"In post","2022","40-49","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","335","325","28500","26780"
"In post","2022","40-49","Driver and Vehicle Standards Agency","EO","LGBO","25","20","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","EO","Undeclared","85","80","28550","26780"
"In post","2022","40-49","Driver and Vehicle Standards Agency","EO","Unknown","150","145","27190","26470"
"In post","2022","40-49","Driver and Vehicle Standards Agency","G6/G7","Heterosexual / straight","35","35","54170","50610"
"In post","2022","40-49","Driver and Vehicle Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","230","230","35080","33350"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SEO/HEO","Undeclared","45","45","35580","33860"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","30","30","34930","32940"
"In post","2022","40-49","Education and Skills Funding Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","G6/G7","Heterosexual / straight","160","155","55660","52080"
"In post","2022","40-49","Education and Skills Funding Agency","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","G6/G7","Unknown","50","45","53610","50630"
"In post","2022","40-49","Education and Skills Funding Agency","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","195","185","35690","36500"
"In post","2022","40-49","Education and Skills Funding Agency","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","SEO/HEO","Unknown","50","50","35830","36500"
"In post","2022","40-49","Education Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","G6/G7","Heterosexual / straight","40","40","68960","70480"
"In post","2022","40-49","Education Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Education Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Education Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Estyn","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","FCDO Services","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","EO","Heterosexual / straight","35","35","27740","26930"
"In post","2022","40-49","FCDO Services","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","G6/G7","Heterosexual / straight","45","40","65560","62850"
"In post","2022","40-49","FCDO Services","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","SEO/HEO","Heterosexual / straight","95","90","39710","39430"
"In post","2022","40-49","FCDO Services","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","FCDO Services","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","EO","Heterosexual / straight","40","40","27080","26750"
"In post","2022","40-49","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","EO","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","G6/G7","Heterosexual / straight","70","70","55680","54880"
"In post","2022","40-49","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","SEO/HEO","Heterosexual / straight","155","155","36340","37350"
"In post","2022","40-49","Food Standards Agency","SEO/HEO","LGBO","10","5","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Food Standards Agency","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
