"Status","Year","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","110","100","32660","30040"
"In post","2022","Accountant in Bankruptcy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Birmingham","75","70","31420","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Bristol, City of","45","45","32720","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","80","75","30590","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","90","80","31610","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","70","65","31460","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","135","125","30020","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","25","25","34470","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","105","95","28840","26380"
"In post","2022","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","40","35","34270","34260"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","140","130","29880","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","180","175","42900","38670"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","10","10","34850","36750"
"In post","2022","Animal and Plant Health Agency","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","60","60","24680","21300"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","25","25","30040","29180"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","90","85","28230","24920"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","35","35","29530","25940"
"In post","2022","Animal and Plant Health Agency","Cheshire East","35","30","33160","29860"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","60","55","31730","29180"
"In post","2022","Animal and Plant Health Agency","Devon CC","210","195","27990","24920"
"In post","2022","Animal and Plant Health Agency","Dorset","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","160","150","25320","21300"
"In post","2022","Animal and Plant Health Agency","East Kent","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","10","10","37620","33130"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","20","20","28570","24920"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","65","60","31310","29180"
"In post","2022","Animal and Plant Health Agency","Gwynedd","70","60","26960","24920"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","15","15","35720","32720"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","45","40","29590","28340"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","10","10","33670","30670"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","65","65","33010","31750"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","15","28720","25260"
"In post","2022","Animal and Plant Health Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","20","20","33650","35900"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","25","25","33510","29800"
"In post","2022","Animal and Plant Health Agency","Manchester","15","15","29560","29180"
"In post","2022","Animal and Plant Health Agency","Mid Kent","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","95","90","28660","24920"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","130","125","31610","29180"
"In post","2022","Animal and Plant Health Agency","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","10","10","33500","30670"
"In post","2022","Animal and Plant Health Agency","Nottingham","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Oxfordshire CC","15","15","41660","42780"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","45","40","34750","29180"
"In post","2022","Animal and Plant Health Agency","Powys","20","20","32650","35900"
"In post","2022","Animal and Plant Health Agency","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scottish Borders","15","15","29830","24920"
"In post","2022","Animal and Plant Health Agency","Shropshire","40","40","34630","33300"
"In post","2022","Animal and Plant Health Agency","Somerset CC","35","35","34500","35900"
"In post","2022","Animal and Plant Health Agency","South and West Derbyshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Ayrshire","25","25","28170","24920"
"In post","2022","Animal and Plant Health Agency","South Lanarkshire","10","10","31120","25720"
"In post","2022","Animal and Plant Health Agency","South Nottinghamshire","20","20","30110","27190"
"In post","2022","Animal and Plant Health Agency","South West Wales","150","140","28350","25160"
"In post","2022","Animal and Plant Health Agency","Staffordshire CC","70","70","25860","21300"
"In post","2022","Animal and Plant Health Agency","Suffolk CC","45","45","31830","29840"
"In post","2022","Animal and Plant Health Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Tyneside","50","50","30990","26440"
"In post","2022","Animal and Plant Health Agency","Unknown","25","25","29460","25520"
"In post","2022","Animal and Plant Health Agency","West Surrey","645","615","33380","28630"
"In post","2022","Animal and Plant Health Agency","West Sussex (North East)","20","20","32950","30040"
"In post","2022","Animal and Plant Health Agency","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Westminster","20","20","44370","52290"
"In post","2022","Animal and Plant Health Agency","Wiltshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Worcestershire CC","170","155","30080","28000"
"In post","2022","Animal and Plant Health Agency","York","70","70","23910","21300"
"In post","2022","Attorney General's Office","Westminster","45","45","51580","51250"
"In post","2022","Cabinet Office (excl. agencies)","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","Belfast","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","Birmingham","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","Blackpool","40","35","56170","58210"
"In post","2022","Cabinet Office (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bristol, City of","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","Buckinghamshire","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","Cambridgeshire CC","15","15","47460","33300"
"In post","2022","Cabinet Office (excl. agencies)","Camden and City of London","70","70","56280","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Central Hampshire","45","40","64070","64750"
"In post","2022","Cabinet Office (excl. agencies)","City of Edinburgh","30","30","35390","32000"
"In post","2022","Cabinet Office (excl. agencies)","Coventry","10","10","66610","63110"
"In post","2022","Cabinet Office (excl. agencies)","Croydon","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Darlington","15","15","62900","62010"
"In post","2022","Cabinet Office (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Glasgow City","250","245","42310","33130"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester South West","245","240","43730","37300"
"In post","2022","Cabinet Office (excl. agencies)","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Leeds","220","215","47420","40460"
"In post","2022","Cabinet Office (excl. agencies)","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Liverpool","85","85","50630","49700"
"In post","2022","Cabinet Office (excl. agencies)","Manchester","135","135","47610","49700"
"In post","2022","Cabinet Office (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Milton Keynes","90","85","34410","33300"
"In post","2022","Cabinet Office (excl. agencies)","Monmouthshire and Newport","30","30","39700","29250"
"In post","2022","Cabinet Office (excl. agencies)","North Hampshire","25","25","45390","40600"
"In post","2022","Cabinet Office (excl. agencies)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North Yorkshire CC","15","15","45630","45150"
"In post","2022","Cabinet Office (excl. agencies)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Norwich and East Norfolk","65","60","51020","49700"
"In post","2022","Cabinet Office (excl. agencies)","Nottingham","35","35","50910","35910"
"In post","2022","Cabinet Office (excl. agencies)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Peterborough","10","10","63300","68150"
"In post","2022","Cabinet Office (excl. agencies)","Plymouth","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Portsmouth","15","15","44500","33300"
"In post","2022","Cabinet Office (excl. agencies)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Sheffield","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South Hampshire","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South Lanarkshire","10","10","70310","64860"
"In post","2022","Cabinet Office (excl. agencies)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Suffolk CC","[c]","[c]","[c]","[c]"
