"Status","Year","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Telford and Wrekin","20","20","69660","64500"
"In post","2022","Cabinet Office (excl. agencies)","Tower Hamlets","1015","995","51990","54700"
"In post","2022","Cabinet Office (excl. agencies)","Tyneside","460","435","29460","25550"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Surrey","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Westminster","5300","5240","49530","40600"
"In post","2022","Cabinet Office (excl. agencies)","Wiltshire","60","60","66690","63750"
"In post","2022","Cabinet Office (excl. agencies)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","York","545","520","32540","32000"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Dorset","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","480","455","34470","30220"
"In post","2022","Charity Commission","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","Charity Commission","Sefton","345","325","31850","29160"
"In post","2022","Charity Commission","Somerset CC","35","35","31780","29540"
"In post","2022","Charity Commission","Westminster","80","80","44120","37910"
"In post","2022","Companies House","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Belfast","25","20","24750","22740"
"In post","2022","Companies House","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cardiff and Vale of Glamorgan","1080","995","31180","25460"
"In post","2022","Companies House","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","City of Edinburgh","40","40","24820","22740"
"In post","2022","Companies House","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Westminster","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Belfast","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","City of Edinburgh","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Tower Hamlets","795","770","61480","57060"
"In post","2022","Criminal Injuries Compensation Authority","Glasgow City","320","295","27620","25120"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Birmingham","30","30","32010","30420"
"In post","2022","Crown Commercial Service","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Liverpool","385","380","37860","38330"
"In post","2022","Crown Commercial Service","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Monmouthshire and Newport","115","115","36050","31250"
"In post","2022","Crown Commercial Service","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Norwich and East Norfolk","155","150","37960","38330"
"In post","2022","Crown Commercial Service","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Tower Hamlets","70","70","54200","55690"
"In post","2022","Crown Commercial Service","Wakefield","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","120","115","34350","30360"
"In post","2022","Crown Office and Procurator Fiscal Service","Angus and Dundee City","105","100","36480","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Caithness and Sutherland, and Ross and Cromarty","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","City of Edinburgh","550","530","38660","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","85","80","34180","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","45","40","32360","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","85","80","33070","28990"
"In post","2022","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","80","75","27330","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Falkirk","65","60","36560","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Glasgow City","650","610","37220","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","130","120","38730","30950"
"In post","2022","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","70","65","35070","28640"
"In post","2022","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","North Lanarkshire","100","95","39450","34600"
"In post","2022","Crown Office and Procurator Fiscal Service","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Perth and Kinross, and Stirling","25","25","37440","36130"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Borders","15","15","23460","21050"
"In post","2022","Crown Office and Procurator Fiscal Service","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","South Lanarkshire","170","155","38880","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","West Lothian","25","20","32540","27230"
"In post","2022","Crown Prosecution Service","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Berkshire","130","120","42610","39750"
"In post","2022","Crown Prosecution Service","Bexley and Greenwich","10","10","37230","24590"
"In post","2022","Crown Prosecution Service","Birmingham","505","475","40340","38000"
"In post","2022","Crown Prosecution Service","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Brighton and Hove","125","115","41250","31560"
"In post","2022","Crown Prosecution Service","Bristol, City of","165","155","41440","48080"
"In post","2022","Crown Prosecution Service","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cambridgeshire CC","15","10","41010","38000"
"In post","2022","Crown Prosecution Service","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cardiff and Vale of Glamorgan","225","210","40350","38180"
"In post","2022","Crown Prosecution Service","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cornwall and Isles of Scilly","30","30","38220","33270"
"In post","2022","Crown Prosecution Service","Croydon","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Devon CC","105","100","39890","38000"
"In post","2022","Crown Prosecution Service","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Durham","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Cumbria","35","30","37920","31270"
