"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Bedfordshire and Hertfordshire","100","[c]","28470","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","135","[c]","28290","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Cheshire","75","[c]","25900","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Cornwall and Isles of Scilly","70","[c]","24260","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Cumbria","30","[c]","27430","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Derbyshire and Nottinghamshire","175","[c]","25800","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Devon","125","[c]","24690","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Dorset and Somerset","45","[c]","27440","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","East Anglia","190","[c]","25490","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","East Wales","110","[c]","24640","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","East Yorkshire and Northern Lincolnshire","80","[c]","25710","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Eastern Scotland","260","[c]","23990","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Essex","155","[c]","28280","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","175","[c]","26330","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Greater Manchester","315","[c]","25120","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Hampshire and Isle of Wight","115","[c]","27130","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","80","[c]","26440","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Highlands and Islands","25","[c]","26910","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Inner London - East","220","[c]","30260","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Inner London - West","90","[c]","31190","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Kent","130","[c]","28740","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Lancashire","430","[c]","23320","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Leicestershire, Rutland and Northamptonshire","130","[c]","25770","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Lincolnshire","40","[c]","25870","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Merseyside","215","[c]","25030","25730"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","North Eastern Scotland","20","[c]","25810","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","North Yorkshire","40","[c]","26980","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Northumberland, and Tyne and Wear","475","[c]","23400","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Outer London - East and North East","145","[c]","29870","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Outer London - South","95","[c]","30320","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Outer London - West and North West","185","[c]","30660","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Shropshire and Staffordshire","135","[c]","26110","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","South Yorkshire","130","[c]","25170","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Southern Scotland","75","[c]","26910","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Surrey, East and West Sussex","255","[c]","26000","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Tees Valley and Durham","120","[c]","25640","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","Unknown","50","[c]","27260","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","West Central Scotland","245","[c]","24310","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","West Midlands","260","[c]","26140","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","West Wales and The Valleys","185","[c]","24720","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","West Yorkshire","240","[c]","26870","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Bedfordshire and Hertfordshire","15","[c]","25420","24520"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Cheshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Dorset and Somerset","15","[c]","21910","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","East Anglia","15","[c]","26620","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","26270","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Greater Manchester","45","[c]","25820","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Herefordshire, Worcestershire and Warwickshire","20","[c]","21990","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Highlands and Islands","25","[c]","22570","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Inner London - East","25","[c]","31050","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Inner London - West","20","[c]","40670","31880"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Kent","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Lancashire","15","[c]","21620","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Leicestershire, Rutland and Northamptonshire","30","[c]","22020","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Merseyside","10","[c]","26710","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Northumberland, and Tyne and Wear","45","[c]","24230","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Outer London - East and North East","15","[c]","30600","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Outer London - South","15","[c]","31060","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South Yorkshire","30","[c]","22380","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Tees Valley and Durham","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","West Midlands","25","[c]","22540","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","West Wales and The Valleys","20","[c]","23670","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","West Yorkshire","20","[c]","25680","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","Inner London - West","20","[c]","49420","40700"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Hampshire and Isle of Wight","15","[c]","21190","21010"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Lancashire","15","[c]","32700","34290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","South Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Bedfordshire and Hertfordshire","20","[c]","27900","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30","[c]","27170","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Cornwall and Isles of Scilly","10","[c]","23130","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Derbyshire and Nottinghamshire","40","[c]","24210","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Devon","20","[c]","24500","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Dorset and Somerset","10","[c]","24190","23690"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","East Anglia","30","[c]","26970","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","East Wales","15","[c]","24850","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","East Yorkshire and Northern Lincolnshire","15","[c]","22370","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Eastern Scotland","35","[c]","24460","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Essex","20","[c]","28300","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","25770","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Greater Manchester","80","[c]","27610","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Hampshire and Isle of Wight","15","[c]","26120","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Herefordshire, Worcestershire and Warwickshire","20","[c]","24990","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Inner London - East","25","[c]","29920","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Inner London - West","60","[c]","33470","25110"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Kent","15","[c]","30150","24250"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Lancashire","85","[c]","25410","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Leicestershire, Rutland and Northamptonshire","40","[c]","23600","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Merseyside","60","[c]","24900","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Northumberland, and Tyne and Wear","100","[c]","25480","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Outer London - East and North East","30","[c]","29820","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Outer London - West and North West","25","[c]","29730","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Shropshire and Staffordshire","10","[c]","23310","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","South Yorkshire","80","[c]","23950","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Southern Scotland","10","[c]","24290","24410"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Surrey, East and West Sussex","15","[c]","24770","22720"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Tees Valley and Durham","25","[c]","25430","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Unknown","20","[c]","31360","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","West Central Scotland","45","[c]","23170","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","West Midlands","75","[c]","24710","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","West Wales and The Valleys","50","[c]","24170","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","West Yorkshire","100","[c]","27720","27570"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","Inner London - West","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","West Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","Inner London - West","35","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","Inner London - West","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","Inner London - West","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","West Yorkshire","25","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","Inner London - West","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
