"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Central Valleys","35","35","22000","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","City of Edinburgh","10","10","22980","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Devon CC","10","10","29080","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Dudley","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","East Ayrshire and North Ayrshire mainland","15","15","25640","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","East Kent","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","East Sussex CC","10","10","28260","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Glasgow City","170","155","22640","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Greater Manchester North West","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Hackney and Newham","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Isle of Wight","115","100","22450","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Leeds","15","10","24070","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Liverpool","10","10","21770","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Mid Lancashire","25","25","26740","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Nottingham","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Plymouth","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Sheffield","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Southampton","15","10","22600","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Sunderland","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Tower Hamlets","35","30","25580","25110"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Tyneside","10","10","25470","24410"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Wandsworth","50","40","25430","25110"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Operational Delivery","York","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Westminster","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Counter Fraud","York","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Economics","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Birmingham","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Croydon","20","20","42290","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","East Kent","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Greater Manchester South West","15","10","36800","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Hackney and Newham","70","65","43300","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Leeds","25","20","32740","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","North Lanarkshire","25","25","33480","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Nottingham","15","15","38300","40350"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Sefton","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Suffolk CC","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Tyneside","35","30","37730","33520"
"In post","2022","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Liverpool","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Tyneside","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Belfast","160","155","31210","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Berkshire","40","40","33540","31020"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Birmingham","180","170","32220","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Bristol, City of","155","145","32460","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Cardiff and Vale of Glamorgan","180","165","30970","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Croydon","350","335","38210","37610"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","East Kent","110","105","32440","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Glasgow City","10","10","32400","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Greater Manchester South West","360","350","33720","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Hackney and Newham","610","595","38590","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Leeds","215","205","32880","31000"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Liverpool","25","20","32620","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Manchester","70","65","28930","26970"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","North Lanarkshire","180","170","31380","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Nottingham","190","180","33270","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Portsmouth","60","60","33730","33220"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Sefton","20","20","35960","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Southend-on-Sea","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Suffolk CC","290","265","28690","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Tyneside","175","170","31030","28570"
"In post","2022","Counter Fraud","HM Revenue and Customs","Legal","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Belfast","185","175","30880","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Berkshire","15","10","31530","31020"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Birmingham","280","260","30200","26990"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Bristol, City of","80","75","30660","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Cardiff and Vale of Glamorgan","80","75","31660","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","City of Edinburgh","85","80","30190","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Croydon","145","135","40630","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","East Kent","40","35","29870","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Glasgow City","190","165","30560","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Greater Manchester South West","195","185","33230","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Hackney and Newham","290","270","35510","33440"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Leeds","340","315","30550","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Leicester","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Liverpool","100","95","30190","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Manchester","195","180","32390","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","North Lanarkshire","50","50","30930","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Nottingham","190","175","33710","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Portsmouth","15","10","30330","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Sefton","325","300","31120","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","South Lanarkshire","15","10","30530","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Suffolk CC","30","30","28700","27690"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Sunderland","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Tyneside","205","195","31700","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Delivery","Westminster","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Research","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Research","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Research","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Research","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Operational Research","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Belfast","10","10","50210","53640"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Birmingham","15","15","47510","52080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Bradford","20","15","29140","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Bristol, City of","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Cardiff and Vale of Glamorgan","25","25","35730","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","City of Edinburgh","30","30","33050","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Croydon","45","40","41910","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Glasgow City","10","10","47550","42120"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Greater Manchester South West","20","20","47170","43710"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Hackney and Newham","30","30","42390","35680"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Leeds","25","25","47090","40520"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Liverpool","10","10","48270","54160"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Manchester","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","North Lanarkshire","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Nottingham","10","10","53530","53640"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Portsmouth","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","Tyneside","25","20","40260","40180"
"In post","2022","Counter Fraud","HM Revenue and Customs","Other","West Sussex (South West)","20","15","29610","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tax","Belfast","65","60","41560","40180"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tax","Berkshire","20","20","36010","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tax","Birmingham","175","160","40480","33430"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tax","Bradford","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tax","Bristol, City of","115","110","48570","54160"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tax","Cardiff and Vale of Glamorgan","95","90","40140","33430"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tax","City of Edinburgh","125","115","34000","28920"
