"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Greater Manchester South West","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Westminster","170","165","41290","35640"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Westminster","15","15","47770","46050"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Monmouthshire and Newport","20","20","29480","29070"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Westminster","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Westminster","15","15","55780","57000"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Other","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Westminster","20","20","56220","57620"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Westminster","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Westminster","25","25","48200","46050"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Westminster","75","70","48560","53230"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","International Trade","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Westminster","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Westminster","10","10","50800","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Westminster","20","20","47840","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Westminster","20","20","43550","38360"
"In post","2022","Analysis","Department for Education","Commercial","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Bristol, City of","15","15","36370","36500"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Coventry","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Darlington","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Manchester","10","10","38550","37590"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Sheffield","25","20","43580","42210"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Westminster","30","30","49580","45250"
"In post","2022","Analysis","Department for Education","Operational Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Darlington","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Manchester","15","15","38240","33000"
"In post","2022","Analysis","Department for Education","Policy","Nottingham","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Sheffield","35","30","47250","49860"
"In post","2022","Analysis","Department for Education","Policy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Westminster","40","35","48500","46840"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Economics","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Devon CC","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","East Cumbria","10","10","31830","31510"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Tyneside","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","York","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Dorset","125","120","34110","29990"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Suffolk CC","320","305","34670","30220"
"In post","2022","Analysis","Department for International Trade","Economics","Westminster","145","145","44230","40330"
"In post","2022","Analysis","Department for International Trade","Operational Research","Westminster","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","Westminster","15","15","39710","32120"
"In post","2022","Analysis","Department for International Trade","Policy","Westminster","10","10","50460","47870"
"In post","2022","Analysis","Department for International Trade","Social Research","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Social Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Social Research","Westminster","20","20","43020","32430"
"In post","2022","Analysis","Department for International Trade","Statistics","Westminster","50","50","44730","41530"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","Westminster","60","55","48610","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Westminster","30","30","50660","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Bristol, City of","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Westminster","110","110","47460","42980"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Wolverhampton","10","10","36650","36340"
"In post","2022","Analysis","Department for Transport","Digital, Data and Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","Westminster","145","145","48530","54110"
"In post","2022","Analysis","Department for Transport","Operational Research","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Bristol, City of","15","15","32820","31380"
"In post","2022","Analysis","Department for Transport","Operational Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Leeds","10","10","24990","21840"
"In post","2022","Analysis","Department for Transport","Operational Research","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Nottingham","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Westminster","15","15","49890","54110"
"In post","2022","Analysis","Department for Transport","Operational Research","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Other","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Other","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Other","Westminster","40","35","50720","54110"
"In post","2022","Analysis","Department for Transport","Science and Engineering","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Social Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Social Research","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Social Research","Westminster","45","45","48980","46710"
"In post","2022","Analysis","Department for Transport","Statistics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","Leeds","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","Westminster","70","70","44730","42470"
"In post","2022","Analysis","Department for Transport","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Westminster","25","25","42040","37380"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Sefton","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","South and West Derbyshire","10","10","38070","31680"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Westminster","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Tyneside","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Westminster","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Leeds","30","25","41300","36490"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Manchester","15","15","36860","31990"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Sheffield","60","50","49770","52150"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Tyneside","15","15","37900","35940"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Westminster","110","105","48740","41240"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Westminster","25","25","36150","35000"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Leeds","20","15","40380","35590"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Sefton","10","10","47060","51170"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Sheffield","45","40","46350","40510"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Tyneside","70","70","42960","36780"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Westminster","45","40","51670","45050"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Leeds","10","10","21890","21260"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Manchester","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Sheffield","20","20","40030","36030"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Tyneside","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Westminster","20","20","37540","25110"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","Westminster","10","10","50110","53360"
"In post","2022","Analysis","Department of Health and Social Care","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Digital, Data and Technology","Westminster","5","5","[c]","[c]"
