"Status","Year","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","London","G6/G7","Male","1285","[c]","59230","56340"
"Leaver Dept.","2022","London","SCS level","Female","290","[c]","97000","93110"
"Leaver Dept.","2022","London","SCS level","Male","270","[c]","93820","88790"
"Leaver Dept.","2022","London","SEO/HEO","Female","2705","[c]","36520","35300"
"Leaver Dept.","2022","London","SEO/HEO","Male","1825","[c]","36830","35590"
"Leaver Dept.","2022","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Male","65","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","AA/AO","Female","220","[c]","21130","21260"
"Leaver Dept.","2022","North East (England)","AA/AO","Male","135","[c]","21230","21260"
"Leaver Dept.","2022","North East (England)","EO","Female","165","[c]","26910","27570"
"Leaver Dept.","2022","North East (England)","EO","Male","105","[c]","26910","27570"
"Leaver Dept.","2022","North East (England)","G6/G7","Female","40","[c]","55070","52040"
"Leaver Dept.","2022","North East (England)","G6/G7","Male","45","[c]","53420","50400"
"Leaver Dept.","2022","North East (England)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SEO/HEO","Female","155","[c]","34160","32960"
"Leaver Dept.","2022","North East (England)","SEO/HEO","Male","100","[c]","34850","34290"
"Leaver Dept.","2022","North East (England)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","AA/AO","Female","295","[c]","20810","21010"
"Leaver Dept.","2022","North West (England)","AA/AO","Male","210","[c]","21070","21260"
"Leaver Dept.","2022","North West (England)","EO","Female","410","[c]","26160","27220"
"Leaver Dept.","2022","North West (England)","EO","Male","275","[c]","26410","27500"
"Leaver Dept.","2022","North West (England)","G6/G7","Female","120","[c]","54460","50630"
"Leaver Dept.","2022","North West (England)","G6/G7","Male","95","[c]","57220","54250"
"Leaver Dept.","2022","North West (England)","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SEO/HEO","Female","350","[c]","34740","34290"
"Leaver Dept.","2022","North West (England)","SEO/HEO","Male","240","[c]","34600","35310"
"Leaver Dept.","2022","North West (England)","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","AA/AO","Female","250","[c]","21580","21260"
"Leaver Dept.","2022","Scotland","AA/AO","Male","175","[c]","21730","21260"
"Leaver Dept.","2022","Scotland","EO","Female","320","[c]","27030","27570"
"Leaver Dept.","2022","Scotland","EO","Male","180","[c]","26810","27570"
"Leaver Dept.","2022","Scotland","G6/G7","Female","45","[c]","57030","54150"
"Leaver Dept.","2022","Scotland","G6/G7","Male","35","[c]","56070","53830"
"Leaver Dept.","2022","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","SEO/HEO","Female","130","[c]","36180","33970"
"Leaver Dept.","2022","Scotland","SEO/HEO","Male","105","[c]","35910","33930"
"Leaver Dept.","2022","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","AA/AO","Female","105","[c]","21400","21820"
"Leaver Dept.","2022","South East (England)","AA/AO","Male","80","[c]","22490","21640"
"Leaver Dept.","2022","South East (England)","EO","Female","155","[c]","27140","27570"
"Leaver Dept.","2022","South East (England)","EO","Male","100","[c]","27280","27570"
"Leaver Dept.","2022","South East (England)","G6/G7","Female","120","[c]","57540","54540"
"Leaver Dept.","2022","South East (England)","G6/G7","Male","90","[c]","58890","55000"
"Leaver Dept.","2022","South East (England)","SCS level","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","SEO/HEO","Female","205","[c]","36090","37320"
"Leaver Dept.","2022","South East (England)","SEO/HEO","Male","160","[c]","36910","38070"
"Leaver Dept.","2022","South East (England)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","AA/AO","Female","205","[c]","20870","20680"
"Leaver Dept.","2022","South West (England)","AA/AO","Male","105","[c]","20580","20390"
"Leaver Dept.","2022","South West (England)","EO","Female","240","[c]","25160","24620"
"Leaver Dept.","2022","South West (England)","EO","Male","160","[c]","25030","26070"
"Leaver Dept.","2022","South West (England)","G6/G7","Female","200","[c]","55560","52610"
"Leaver Dept.","2022","South West (England)","G6/G7","Male","200","[c]","58010","55620"
"Leaver Dept.","2022","South West (England)","SCS level","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","SCS level","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","SEO/HEO","Female","585","[c]","34430","34530"
"Leaver Dept.","2022","South West (England)","SEO/HEO","Male","370","[c]","35650","36330"
"Leaver Dept.","2022","South West (England)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Female","40","[c]","21220","21590"
"Leaver Dept.","2022","Unknown","AA/AO","Male","35","[c]","21560","21840"
"Leaver Dept.","2022","Unknown","EO","Female","75","[c]","27190","27140"
"Leaver Dept.","2022","Unknown","EO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Female","70","[c]","58220","54930"
"Leaver Dept.","2022","Unknown","G6/G7","Male","60","[c]","58360","56320"
"Leaver Dept.","2022","Unknown","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Female","205","[c]","33590","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","Male","170","[c]","33710","32000"
"Leaver Dept.","2022","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","AA/AO","Female","85","[c]","21360","21300"
"Leaver Dept.","2022","Wales","AA/AO","Male","65","[c]","21040","21260"
"Leaver Dept.","2022","Wales","EO","Female","140","[c]","26680","27570"
"Leaver Dept.","2022","Wales","EO","Male","100","[c]","26880","27570"
"Leaver Dept.","2022","Wales","G6/G7","Female","55","[c]","55200","53440"
"Leaver Dept.","2022","Wales","G6/G7","Male","45","[c]","58840","58470"
"Leaver Dept.","2022","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","SEO/HEO","Female","120","[c]","34250","32660"
"Leaver Dept.","2022","Wales","SEO/HEO","Male","120","[c]","34920","33160"
"Leaver Dept.","2022","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","AA/AO","Female","200","[c]","20630","20970"
"Leaver Dept.","2022","West Midlands (England)","AA/AO","Male","115","[c]","20710","20970"
"Leaver Dept.","2022","West Midlands (England)","EO","Female","260","[c]","25950","27570"
"Leaver Dept.","2022","West Midlands (England)","EO","Male","170","[c]","26320","27570"
"Leaver Dept.","2022","West Midlands (England)","G6/G7","Female","85","[c]","57840","51590"
"Leaver Dept.","2022","West Midlands (England)","G6/G7","Male","55","[c]","56050","53500"
"Leaver Dept.","2022","West Midlands (England)","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","SEO/HEO","Female","220","[c]","35160","35610"
"Leaver Dept.","2022","West Midlands (England)","SEO/HEO","Male","155","[c]","34590","33300"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","AA/AO","Female","120","[c]","20780","20970"
"Leaver Dept.","2022","Yorkshire and The Humber","AA/AO","Male","95","[c]","21310","21100"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Female","200","[c]","26540","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Male","170","[c]","26570","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Female","180","[c]","55950","52610"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Male","165","[c]","56290","53360"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Female","385","[c]","34770","34340"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Male","280","[c]","34850","34290"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","AA/AO","Female","925","[c]","21370","21250"
"New entrant CS","2022","East Midlands (England)","AA/AO","Male","690","[c]","21850","21260"
"New entrant CS","2022","East Midlands (England)","EO","Female","410","[c]","26560","26590"
"New entrant CS","2022","East Midlands (England)","EO","Male","375","[c]","26830","26590"
"New entrant CS","2022","East Midlands (England)","G6/G7","Female","40","[c]","53930","49860"
"New entrant CS","2022","East Midlands (England)","G6/G7","Male","35","[c]","55910","52320"
"New entrant CS","2022","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SEO/HEO","Female","255","[c]","34420","33080"
"New entrant CS","2022","East Midlands (England)","SEO/HEO","Male","220","[c]","34070","33080"
"New entrant CS","2022","East Midlands (England)","Unknown","Female","505","[c]","27630","24800"
"New entrant CS","2022","East Midlands (England)","Unknown","Male","170","[c]","29770","28200"
"New entrant CS","2022","East of England","AA/AO","Female","655","[c]","22750","21790"
"New entrant CS","2022","East of England","AA/AO","Male","640","[c]","23540","23140"
"New entrant CS","2022","East of England","EO","Female","390","[c]","27500","27570"
"New entrant CS","2022","East of England","EO","Male","295","[c]","28040","27570"
"New entrant CS","2022","East of England","G6/G7","Female","35","[c]","57070","53050"
"New entrant CS","2022","East of England","G6/G7","Male","40","[c]","62510","60150"
"New entrant CS","2022","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SEO/HEO","Female","160","[c]","35340","33150"
"New entrant CS","2022","East of England","SEO/HEO","Male","155","[c]","36480","35060"
"New entrant CS","2022","East of England","Unknown","Female","645","[c]","27210","24800"
"New entrant CS","2022","East of England","Unknown","Male","255","[c]","27450","24800"
"New entrant CS","2022","London","AA/AO","Female","1100","[c]","24900","24280"
"New entrant CS","2022","London","AA/AO","Male","800","[c]","25630","25110"
"New entrant CS","2022","London","EO","Female","2270","[c]","28760","28650"
"New entrant CS","2022","London","EO","Male","1510","[c]","29050","28650"
"New entrant CS","2022","London","G6/G7","Female","955","[c]","57440","54700"
"New entrant CS","2022","London","G6/G7","Male","820","[c]","59460","56540"
"New entrant CS","2022","London","SCS level","Female","95","[c]","95580","86720"
"New entrant CS","2022","London","SCS level","Male","105","[c]","105110","97000"
"New entrant CS","2022","London","SEO/HEO","Female","2790","[c]","35880","34550"
"New entrant CS","2022","London","SEO/HEO","Male","2230","[c]","36020","34710"
"New entrant CS","2022","London","Unknown","Female","775","[c]","33410","29100"
"New entrant CS","2022","London","Unknown","Male","315","[c]","36380","33700"
"New entrant CS","2022","North East (England)","AA/AO","Female","1230","[c]","21410","21260"
"New entrant CS","2022","North East (England)","AA/AO","Male","815","[c]","21520","21260"
"New entrant CS","2022","North East (England)","EO","Female","530","[c]","26640","26590"
"New entrant CS","2022","North East (England)","EO","Male","395","[c]","26540","26590"
"New entrant CS","2022","North East (England)","G6/G7","Female","75","[c]","52400","49860"
"New entrant CS","2022","North East (England)","G6/G7","Male","85","[c]","54700","52640"
"New entrant CS","2022","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","SEO/HEO","Female","280","[c]","33530","33080"
"New entrant CS","2022","North East (England)","SEO/HEO","Male","285","[c]","33500","33080"
"New entrant CS","2022","North East (England)","Unknown","Female","400","[c]","27360","24920"
"New entrant CS","2022","North East (England)","Unknown","Male","115","[c]","31010","28200"
"New entrant CS","2022","North West (England)","AA/AO","Female","2115","[c]","21300","21250"
"New entrant CS","2022","North West (England)","AA/AO","Male","1545","[c]","21450","21260"
"New entrant CS","2022","North West (England)","EO","Female","1135","[c]","26560","26590"
"New entrant CS","2022","North West (England)","EO","Male","975","[c]","26860","26590"
"New entrant CS","2022","North West (England)","G6/G7","Female","170","[c]","55320","52080"
"New entrant CS","2022","North West (England)","G6/G7","Male","205","[c]","56540","55000"
"New entrant CS","2022","North West (England)","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","SEO/HEO","Female","635","[c]","34000","33080"
"New entrant CS","2022","North West (England)","SEO/HEO","Male","620","[c]","34430","33080"
"New entrant CS","2022","North West (England)","Unknown","Female","1030","[c]","27070","24800"
"New entrant CS","2022","North West (England)","Unknown","Male","375","[c]","29110","26310"
"New entrant CS","2022","Northern Ireland","AA/AO","Female","120","[c]","21210","21250"
"New entrant CS","2022","Northern Ireland","AA/AO","Male","120","[c]","21040","21250"
"New entrant CS","2022","Northern Ireland","EO","Female","85","[c]","26240","26590"
"New entrant CS","2022","Northern Ireland","EO","Male","80","[c]","26070","26590"
"New entrant CS","2022","Northern Ireland","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","SEO/HEO","Female","90","[c]","34060","33080"
"New entrant CS","2022","Northern Ireland","SEO/HEO","Male","85","[c]","34910","33080"
"New entrant CS","2022","Overseas","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","AA/AO","Female","1895","[c]","21630","21250"
"New entrant CS","2022","Scotland","AA/AO","Male","1430","[c]","21870","21250"
"New entrant CS","2022","Scotland","EO","Female","1130","[c]","27070","27230"
"New entrant CS","2022","Scotland","EO","Male","880","[c]","26890","27230"
"New entrant CS","2022","Scotland","G6/G7","Female","265","[c]","55870","52860"
"New entrant CS","2022","Scotland","G6/G7","Male","215","[c]","57480","54700"
"New entrant CS","2022","Scotland","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","SEO/HEO","Female","995","[c]","35340","33080"
"New entrant CS","2022","Scotland","SEO/HEO","Male","750","[c]","36150","33080"
"New entrant CS","2022","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","AA/AO","Female","1250","[c]","23100","21680"
"New entrant CS","2022","South East (England)","AA/AO","Male","1105","[c]","24130","24250"
"New entrant CS","2022","South East (England)","EO","Female","515","[c]","26840","26970"
"New entrant CS","2022","South East (England)","EO","Male","500","[c]","27170","26350"
"New entrant CS","2022","South East (England)","G6/G7","Female","100","[c]","56800","53050"
"New entrant CS","2022","South East (England)","G6/G7","Male","135","[c]","57330","53420"
"New entrant CS","2022","South East (England)","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","SEO/HEO","Female","395","[c]","33950","32630"
"New entrant CS","2022","South East (England)","SEO/HEO","Male","405","[c]","33770","33000"
"New entrant CS","2022","South East (England)","Unknown","Female","835","[c]","28020","24800"
"New entrant CS","2022","South East (England)","Unknown","Male","260","[c]","30340","28200"
"New entrant CS","2022","South West (England)","AA/AO","Female","925","[c]","21110","21170"
"New entrant CS","2022","South West (England)","AA/AO","Male","770","[c]","21640","21260"
"New entrant CS","2022","South West (England)","EO","Female","510","[c]","24870","25000"
"New entrant CS","2022","South West (England)","EO","Male","570","[c]","24400","24920"
"New entrant CS","2022","South West (England)","G6/G7","Female","175","[c]","53290","49860"
"New entrant CS","2022","South West (England)","G6/G7","Male","220","[c]","54970","53500"
"New entrant CS","2022","South West (England)","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","SEO/HEO","Female","715","[c]","33710","33000"
"New entrant CS","2022","South West (England)","SEO/HEO","Male","835","[c]","34600","33080"
"New entrant CS","2022","South West (England)","Unknown","Female","605","[c]","27440","24090"
"New entrant CS","2022","South West (England)","Unknown","Male","365","[c]","31270","28200"
"New entrant CS","2022","Unknown","AA/AO","Female","75","[c]","20810","21030"
"New entrant CS","2022","Unknown","AA/AO","Male","50","[c]","21270","21260"
"New entrant CS","2022","Unknown","EO","Female","60","[c]","28380","27570"
"New entrant CS","2022","Unknown","EO","Male","60","[c]","27410","27500"
"New entrant CS","2022","Unknown","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Female","90","[c]","32020","32000"
"New entrant CS","2022","Unknown","SEO/HEO","Male","80","[c]","31470","29280"
"New entrant CS","2022","Unknown","Unknown","Female","225","[c]","26690","22940"
"New entrant CS","2022","Unknown","Unknown","Male","175","[c]","22440","16190"
"New entrant CS","2022","Wales","AA/AO","Female","1085","[c]","20870","21250"
"New entrant CS","2022","Wales","AA/AO","Male","875","[c]","21040","21250"
"New entrant CS","2022","Wales","EO","Female","410","[c]","26350","26590"
"New entrant CS","2022","Wales","EO","Male","395","[c]","26530","26590"
"New entrant CS","2022","Wales","G6/G7","Female","95","[c]","54320","51380"
"New entrant CS","2022","Wales","G6/G7","Male","110","[c]","56420","53750"
"New entrant CS","2022","Wales","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Wales","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Wales","SEO/HEO","Female","445","[c]","34630","33080"
"New entrant CS","2022","Wales","SEO/HEO","Male","365","[c]","35000","33080"
"New entrant CS","2022","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Female","275","[c]","24520","23170"
"New entrant CS","2022","Wales","Unknown","Male","150","[c]","29190","28760"
"New entrant CS","2022","West Midlands (England)","AA/AO","Female","1130","[c]","21340","21250"
"New entrant CS","2022","West Midlands (England)","AA/AO","Male","745","[c]","21740","21250"
"New entrant CS","2022","West Midlands (England)","EO","Female","760","[c]","26730","27570"
"New entrant CS","2022","West Midlands (England)","EO","Male","605","[c]","26800","26590"
"New entrant CS","2022","West Midlands (England)","G6/G7","Female","135","[c]","55580","50430"
"New entrant CS","2022","West Midlands (England)","G6/G7","Male","140","[c]","56350","52080"
"New entrant CS","2022","West Midlands (England)","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","SEO/HEO","Female","440","[c]","34290","33080"
"New entrant CS","2022","West Midlands (England)","SEO/HEO","Male","405","[c]","34350","33080"
"New entrant CS","2022","West Midlands (England)","Unknown","Female","620","[c]","27430","24800"
"New entrant CS","2022","West Midlands (England)","Unknown","Male","240","[c]","28800","25870"
"New entrant CS","2022","Yorkshire and The Humber","AA/AO","Female","1055","[c]","21520","21260"
"New entrant CS","2022","Yorkshire and The Humber","AA/AO","Male","985","[c]","21820","21260"
"New entrant CS","2022","Yorkshire and The Humber","EO","Female","750","[c]","26280","26590"
"New entrant CS","2022","Yorkshire and The Humber","EO","Male","635","[c]","26740","26590"
"New entrant CS","2022","Yorkshire and The Humber","G6/G7","Female","190","[c]","54710","50430"
"New entrant CS","2022","Yorkshire and The Humber","G6/G7","Male","235","[c]","55640","52700"
"New entrant CS","2022","Yorkshire and The Humber","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","SEO/HEO","Female","580","[c]","34050","33080"
"New entrant CS","2022","Yorkshire and The Humber","SEO/HEO","Male","515","[c]","34290","33080"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Female","665","[c]","27640","24800"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Male","245","[c]","29130","28200"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
