"Status","Year","Function_of_post","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Devon CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Hackney and Newham","EO","10","10","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Hackney and Newham","G6/G7","20","20","63740","65410"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","G6/G7","15","15","60350","59470"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","SEO/HEO","35","30","41020","41420"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Bristol, City of","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Department for Education","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Coventry","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","Department for Education","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Darlington","G6/G7","10","10","54740","50630"
"In post","2022","Legal","Department for Education","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Department for Education","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Sheffield","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Department for Education","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Westminster","G6/G7","15","15","65550","65370"
"In post","2022","Legal","Department for Education","Westminster","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Legal","Department for Transport","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Transport","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Transport","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","Department for Transport","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Transport","Southampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Transport","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Transport","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Leeds","EO","35","30","27520","27570"
"In post","2022","Legal","Department for Work and Pensions","Leeds","SEO/HEO","20","20","32960","31990"
"In post","2022","Legal","Department for Work and Pensions","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Sefton","EO","5","5","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Sefton","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","Barnet","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","Tower Hamlets","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","Tower Hamlets","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","Wiltshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Conwy and Denbighshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Enfield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Westminster","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Milton Keynes","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Milton Keynes","G6/G7","35","20","56110","56040"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Westminster","G6/G7","60","55","66690","66980"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Westminster","SCS level","10","5","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","Westminster","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Coventry","G6/G7","10","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Croydon","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Croydon","G6/G7","20","20","69950","70090"
"In post","2022","Legal","HM Land Registry","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Croydon","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Dorset","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Durham","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Durham","G6/G7","10","10","61840","60520"
"In post","2022","Legal","HM Land Registry","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Durham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Gloucestershire CC","EO","15","15","27130","27130"
"In post","2022","Legal","HM Land Registry","Gloucestershire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Gloucestershire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Gloucestershire CC","SEO/HEO","10","10","34700","33840"
"In post","2022","Legal","HM Land Registry","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Kingston upon Hull, City of","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Kingston upon Hull, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Leicester","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Mid Lancashire","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Mid Lancashire","G6/G7","10","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Nottingham","G6/G7","15","15","60960","60520"
"In post","2022","Legal","HM Land Registry","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Peterborough","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Peterborough","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Plymouth","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Plymouth","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Swansea","G6/G7","15","15","61720","60520"
"In post","2022","Legal","HM Land Registry","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Telford and Wrekin","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Telford and Wrekin","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","Wirral","G6/G7","10","10","64840","64420"
"In post","2022","Legal","HM Land Registry","Wirral","SEO/HEO","15","10","35090","33840"
"In post","2022","Legal","HM Revenue and Customs","Belfast","AA/AO","10","10","21670","21670"
"In post","2022","Legal","HM Revenue and Customs","Belfast","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Belfast","SEO/HEO","15","15","35740","33370"
"In post","2022","Legal","HM Revenue and Customs","Birmingham","AA/AO","10","10","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Birmingham","EO","10","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Birmingham","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Birmingham","SEO/HEO","35","35","36000","33370"
"In post","2022","Legal","HM Revenue and Customs","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Bristol, City of","G6/G7","30","30","56550","55210"
"In post","2022","Legal","HM Revenue and Customs","Bristol, City of","SEO/HEO","20","20","35850","33370"
"In post","2022","Legal","HM Revenue and Customs","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Cardiff and Vale of Glamorgan","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Cardiff and Vale of Glamorgan","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Cardiff and Vale of Glamorgan","SEO/HEO","30","30","35820","33370"
"In post","2022","Legal","HM Revenue and Customs","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Croydon","G6/G7","30","25","72260","74850"
"In post","2022","Legal","HM Revenue and Customs","Croydon","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Croydon","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Glasgow City","EO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Glasgow City","G6/G7","10","10","51950","55210"
"In post","2022","Legal","HM Revenue and Customs","Glasgow City","SEO/HEO","30","30","36140","33730"
"In post","2022","Legal","HM Revenue and Customs","Greater Manchester South West","AA/AO","10","10","21600","21250"
"In post","2022","Legal","HM Revenue and Customs","Greater Manchester South West","EO","25","25","26780","26820"
"In post","2022","Legal","HM Revenue and Customs","Greater Manchester South West","G6/G7","80","75","57980","55210"
"In post","2022","Legal","HM Revenue and Customs","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Greater Manchester South West","SEO/HEO","45","45","35110","33370"
"In post","2022","Legal","HM Revenue and Customs","Hackney and Newham","AA/AO","45","40","25800","25410"
"In post","2022","Legal","HM Revenue and Customs","Hackney and Newham","EO","60","60","31210","31020"
"In post","2022","Legal","HM Revenue and Customs","Hackney and Newham","G6/G7","200","185","67930","63190"
"In post","2022","Legal","HM Revenue and Customs","Hackney and Newham","SCS level","15","15","87580","82340"
"In post","2022","Legal","HM Revenue and Customs","Hackney and Newham","SEO/HEO","95","95","39470","37930"
"In post","2022","Legal","HM Revenue and Customs","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Leeds","EO","15","15","26010","26820"
"In post","2022","Legal","HM Revenue and Customs","Leeds","G6/G7","30","25","61540","58710"
"In post","2022","Legal","HM Revenue and Customs","Leeds","SEO/HEO","55","55","34700","33370"
"In post","2022","Legal","HM Revenue and Customs","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Manchester","G6/G7","10","10","54800","55210"
"In post","2022","Legal","HM Revenue and Customs","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Manchester","SEO/HEO","65","60","35480","33370"
"In post","2022","Legal","HM Revenue and Customs","Mid Lancashire","AA/AO","15","15","21620","21320"
"In post","2022","Legal","HM Revenue and Customs","Mid Lancashire","EO","45","40","27860","28010"
"In post","2022","Legal","HM Revenue and Customs","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Mid Lancashire","SEO/HEO","30","30","34560","33370"
"In post","2022","Legal","HM Revenue and Customs","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Nottingham","AA/AO","30","25","21800","22080"
"In post","2022","Legal","HM Revenue and Customs","Nottingham","EO","25","20","27720","26820"
"In post","2022","Legal","HM Revenue and Customs","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Nottingham","SEO/HEO","35","35","34180","33370"
"In post","2022","Legal","HM Revenue and Customs","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Portsmouth","SEO/HEO","20","20","36210","33680"
"In post","2022","Legal","HM Revenue and Customs","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Sunderland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Sunderland","EO","15","15","27260","26820"
"In post","2022","Legal","HM Revenue and Customs","Sunderland","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Sunderland","SEO/HEO","15","15","34720","33370"
"In post","2022","Legal","HM Revenue and Customs","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Tyneside","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Revenue and Customs","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Treasury","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Treasury","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","15","15","62620","63750"
"In post","2022","Legal","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Harrow and Hillingdon","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Wiltshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Wiltshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Wiltshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Lambeth","EO","15","15","32730","32260"
"In post","2022","Legal","National Crime Agency","Lambeth","G6/G7","30","30","64690","60960"
"In post","2022","Legal","National Crime Agency","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Westminster","G6/G7","10","10","67320","62810"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Glasgow City","G6/G7","20","20","56070","53440"
"In post","2022","Legal","Office of Gas and Electricity Markets","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Tower Hamlets","G6/G7","50","50","65300","66310"
"In post","2022","Legal","Office of Gas and Electricity Markets","Tower Hamlets","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Coventry","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Tower Hamlets","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","Aberdeen City and Aberdeenshire","G6/G7","5","5","[c]","[c]"
