"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","No function","Public Health England","Department of Health and Social Care","245","[c]","39950","36330"
"New entrant CS","2022","No function","Registers of Scotland","Scottish Government","50","[c]","25010","22780"
"New entrant CS","2022","No function","Scottish Courts and Tribunals Service","Scottish Government","265","[c]","22180","22000"
"New entrant CS","2022","No function","Scottish Prison Service","Scottish Government","350","[c]","22550","21640"
"New entrant CS","2022","No function","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Standards and Testing Agency","Department for Education","15","[c]","32010","31120"
"New entrant CS","2022","No function","Teaching Regulation Agency","Department for Education","25","[c]","24430","25000"
"New entrant CS","2022","No function","The Insolvency Service","Department for Business, Energy and Industrial Strategy","40","[c]","23170","21130"
"New entrant CS","2022","No function","The National Archives","The National Archives","55","[c]","28610","24640"
"New entrant CS","2022","No function","UK Health Security Agency","Department of Health and Social Care","1850","[c]","36600","32330"
"New entrant CS","2022","No function","UK Hydrographic Office","Ministry of Defence","85","[c]","26370","20420"
"New entrant CS","2022","No function","UK Statistics Authority","UK Statistics Authority","420","[c]","23920","19860"
"New entrant CS","2022","No function","Vehicle Certification Agency","Department for Transport","15","[c]","24850","21840"
"New entrant CS","2022","No function","Water Services Regulation Authority","Water Services Regulation Authority","15","[c]","48090","36690"
"New entrant CS","2022","No function","Welsh Revenue Authority","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","30","[c]","22100","21300"
"New entrant CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","40","[c]","55100","38770"
"New entrant CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","[c]","24630","25010"
"New entrant CS","2022","Project Delivery","Charity Commission","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","35","[c]","41500","33120"
"New entrant CS","2022","Project Delivery","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Defence Equipment and Support","Ministry of Defence","780","[c]","31430","29000"
"New entrant CS","2022","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","105","[c]","30130","27010"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education (excl. agencies)","Department for Education","15","[c]","39810","36500"
"New entrant CS","2022","Project Delivery","Department for International Trade","Department for International Trade","15","[c]","39300","38160"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","25","[c]","38910","36340"
"New entrant CS","2022","Project Delivery","Department for Transport (excl. agencies)","Department for Transport","65","[c]","46400","48770"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","65","[c]","25830","21260"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Driver and Vehicle Standards Agency","Department for Transport","10","[c]","30530","30730"
"New entrant CS","2022","Project Delivery","Estyn","Estyn","10","[c]","73440","66900"
"New entrant CS","2022","Project Delivery","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","HM Land Registry","35","[c]","29370","22600"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","175","[c]","41450","40180"
"New entrant CS","2022","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","30","[c]","32370","24820"
"New entrant CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","200","[c]","38240","35000"
"New entrant CS","2022","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","25","[c]","31820","30450"
"New entrant CS","2022","Project Delivery","National Crime Agency","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Savings and Investments","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Submarine Delivery Agency","Ministry of Defence","185","[c]","35730","32000"
"New entrant CS","2022","Project Delivery","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","UK Statistics Authority","30","[c]","37490","36840"
"New entrant CS","2022","Project Delivery","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Foreign, Commonwealth and Development Office","10","[c]","28080","24300"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","47060","32000"
"New entrant CS","2022","Property","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Ministry of Defence","25","[c]","24700","21000"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Department for Education","85","[c]","41610","36500"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","70","[c]","42070","38750"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","15","[c]","41610","40000"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Cabinet Office","80","[c]","46860","44000"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Ministry of Justice","15","[c]","39270","34260"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","35","[c]","35110","33080"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
