"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","No function","SCS level","Unknown","220","210","89880","81370"
"In post","2022","40-49","No function","SEO/HEO","Heterosexual / straight","8640","8300","37930","36740"
"In post","2022","40-49","No function","SEO/HEO","LGBO","515","505","37920","36740"
"In post","2022","40-49","No function","SEO/HEO","Undeclared","1070","1030","38060","36820"
"In post","2022","40-49","No function","SEO/HEO","Unknown","2135","2045","37240","36670"
"In post","2022","40-49","No function","Unknown","Heterosexual / straight","3365","3115","32800","32690"
"In post","2022","40-49","No function","Unknown","LGBO","210","205","33870","31420"
"In post","2022","40-49","No function","Unknown","Undeclared","310","285","33370","34340"
"In post","2022","40-49","No function","Unknown","Unknown","740","655","30340","28200"
"In post","2022","40-49","Project Delivery","AA/AO","Heterosexual / straight","65","55","21970","21260"
"In post","2022","40-49","Project Delivery","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Project Delivery","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Project Delivery","AA/AO","Unknown","35","25","22290","22080"
"In post","2022","40-49","Project Delivery","EO","Heterosexual / straight","375","350","25040","26120"
"In post","2022","40-49","Project Delivery","EO","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Project Delivery","EO","Undeclared","45","40","25300","26350"
"In post","2022","40-49","Project Delivery","EO","Unknown","85","80","26310","26820"
"In post","2022","40-49","Project Delivery","G6/G7","Heterosexual / straight","1535","1500","58310","55970"
"In post","2022","40-49","Project Delivery","G6/G7","LGBO","95","95","58590","55210"
"In post","2022","40-49","Project Delivery","G6/G7","Undeclared","180","175","57720","55210"
"In post","2022","40-49","Project Delivery","G6/G7","Unknown","440","430","58270","57320"
"In post","2022","40-49","Project Delivery","SCS level","Heterosexual / straight","170","165","88350","81480"
"In post","2022","40-49","Project Delivery","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Project Delivery","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Project Delivery","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Project Delivery","SEO/HEO","Heterosexual / straight","2100","2030","37080","37730"
"In post","2022","40-49","Project Delivery","SEO/HEO","LGBO","80","80","36990","37040"
"In post","2022","40-49","Project Delivery","SEO/HEO","Undeclared","275","265","37230","38190"
"In post","2022","40-49","Project Delivery","SEO/HEO","Unknown","380","360","37410","38070"
"In post","2022","40-49","Project Delivery","Unknown","Heterosexual / straight","265","260","46110","43510"
"In post","2022","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Unknown","Undeclared","40","35","48770","49290"
"In post","2022","40-49","Project Delivery","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Property","AA/AO","Heterosexual / straight","180","170","21570","22010"
"In post","2022","40-49","Property","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Property","AA/AO","Undeclared","30","25","21310","22030"
"In post","2022","40-49","Property","AA/AO","Unknown","105","95","22520","22010"
"In post","2022","40-49","Property","EO","Heterosexual / straight","230","210","26670","26670"
"In post","2022","40-49","Property","EO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Property","EO","Undeclared","30","25","[c]","[c]"
"In post","2022","40-49","Property","EO","Unknown","75","75","27090","26880"
"In post","2022","40-49","Property","G6/G7","Heterosexual / straight","370","365","57700","57000"
"In post","2022","40-49","Property","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Property","G6/G7","Undeclared","45","45","57860","56660"
"In post","2022","40-49","Property","G6/G7","Unknown","65","65","56940","54850"
"In post","2022","40-49","Property","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Property","SEO/HEO","Heterosexual / straight","685","665","37350","36820"
"In post","2022","40-49","Property","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","40-49","Property","SEO/HEO","Undeclared","90","85","37510","36250"
"In post","2022","40-49","Property","SEO/HEO","Unknown","110","105","37640","37270"
"In post","2022","40-49","Security","AA/AO","Heterosexual / straight","720","715","28020","23540"
"In post","2022","40-49","Security","AA/AO","LGBO","35","35","29950","26880"
"In post","2022","40-49","Security","AA/AO","Undeclared","130","130","31270","38480"
"In post","2022","40-49","Security","AA/AO","Unknown","155","155","31060","34200"
"In post","2022","40-49","Security","EO","Heterosexual / straight","230","220","32420","28860"
"In post","2022","40-49","Security","EO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Security","EO","Undeclared","35","35","37850","42050"
"In post","2022","40-49","Security","EO","Unknown","40","40","29180","26670"
"In post","2022","40-49","Security","G6/G7","Heterosexual / straight","120","120","58940","58030"
"In post","2022","40-49","Security","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Security","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Security","G6/G7","Unknown","30","25","[c]","[c]"
"In post","2022","40-49","Security","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Security","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Security","SEO/HEO","Heterosexual / straight","405","400","38970","38160"
"In post","2022","40-49","Security","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Security","SEO/HEO","Undeclared","65","65","39480","40000"
"In post","2022","40-49","Security","SEO/HEO","Unknown","70","70","38630","37150"
"In post","2022","40-49","Security","Unknown","Heterosexual / straight","45","45","34580","33950"
"In post","2022","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","Heterosexual / straight","2565","2335","22130","21680"
"In post","2022","40-49","Unknown","AA/AO","LGBO","95","90","22170","21680"
"In post","2022","40-49","Unknown","AA/AO","Undeclared","310","275","22370","21680"
"In post","2022","40-49","Unknown","AA/AO","Unknown","510","480","22900","21830"
"In post","2022","40-49","Unknown","EO","Heterosexual / straight","3945","3705","27270","26670"
"In post","2022","40-49","Unknown","EO","LGBO","160","155","26950","26160"
"In post","2022","40-49","Unknown","EO","Undeclared","525","490","27480","27370"
"In post","2022","40-49","Unknown","EO","Unknown","565","545","27760","27230"
"In post","2022","40-49","Unknown","G6/G7","Heterosexual / straight","2540","2435","62270","61440"
"In post","2022","40-49","Unknown","G6/G7","LGBO","135","135","62840","62170"
"In post","2022","40-49","Unknown","G6/G7","Undeclared","275","265","62640","61440"
"In post","2022","40-49","Unknown","G6/G7","Unknown","450","425","63440","62170"
"In post","2022","40-49","Unknown","SCS level","Heterosexual / straight","310","300","85360","79590"
"In post","2022","40-49","Unknown","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","SCS level","Undeclared","35","35","80980","78430"
"In post","2022","40-49","Unknown","SCS level","Unknown","50","45","90200","83230"
"In post","2022","40-49","Unknown","SEO/HEO","Heterosexual / straight","4985","4790","38390","37890"
"In post","2022","40-49","Unknown","SEO/HEO","LGBO","210","205","38050","37890"
"In post","2022","40-49","Unknown","SEO/HEO","Undeclared","600","585","38140","37660"
"In post","2022","40-49","Unknown","SEO/HEO","Unknown","680","655","39690","39660"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","80","75","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Unknown","360","360","40990","35380"
"In post","2022","50-59","Analysis","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","50-59","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","EO","Heterosexual / straight","85","80","27500","26900"
"In post","2022","50-59","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Analysis","EO","Unknown","30","25","26470","25420"
"In post","2022","50-59","Analysis","G6/G7","Heterosexual / straight","295","285","62350","60170"
"In post","2022","50-59","Analysis","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Analysis","G6/G7","Undeclared","55","50","62830","62120"
"In post","2022","50-59","Analysis","G6/G7","Unknown","105","105","58240","57390"
"In post","2022","50-59","Analysis","SCS level","Heterosexual / straight","50","50","94840","81770"
"In post","2022","50-59","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Analysis","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Analysis","SEO/HEO","Heterosexual / straight","255","245","37910","38070"
"In post","2022","50-59","Analysis","SEO/HEO","LGBO","20","15","[c]","[c]"
"In post","2022","50-59","Analysis","SEO/HEO","Undeclared","35","35","37440","37280"
"In post","2022","50-59","Analysis","SEO/HEO","Unknown","90","90","37120","37420"
"In post","2022","50-59","Commercial","AA/AO","Heterosexual / straight","45","40","22780","22270"
"In post","2022","50-59","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","50-59","Commercial","EO","Heterosexual / straight","115","110","27250","26670"
"In post","2022","50-59","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","50-59","Commercial","EO","Unknown","20","20","[c]","[c]"
"In post","2022","50-59","Commercial","G6/G7","Heterosexual / straight","270","265","60120","58140"
"In post","2022","50-59","Commercial","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Commercial","G6/G7","Undeclared","45","40","63730","60930"
"In post","2022","50-59","Commercial","G6/G7","Unknown","345","340","64990","64500"
"In post","2022","50-59","Commercial","SCS level","Heterosexual / straight","65","65","111050","103600"
"In post","2022","50-59","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","SCS level","Unknown","75","75","120420","117980"
"In post","2022","50-59","Commercial","SEO/HEO","Heterosexual / straight","485","475","38600","39360"
"In post","2022","50-59","Commercial","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Commercial","SEO/HEO","Undeclared","75","75","38950","40520"
"In post","2022","50-59","Commercial","SEO/HEO","Unknown","75","75","38880","39510"
"In post","2022","50-59","Commercial","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","AA/AO","Heterosexual / straight","75","70","21880","21690"
"In post","2022","50-59","Communications","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Communications","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2022","50-59","Communications","AA/AO","Unknown","30","25","21860","22080"
"In post","2022","50-59","Communications","EO","Heterosexual / straight","270","255","27240","26820"
"In post","2022","50-59","Communications","EO","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Communications","EO","Undeclared","35","35","28020","26820"
"In post","2022","50-59","Communications","EO","Unknown","105","100","27280","26820"
"In post","2022","50-59","Communications","G6/G7","Heterosexual / straight","150","145","60830","60000"
"In post","2022","50-59","Communications","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Communications","G6/G7","Undeclared","30","30","61240","60560"
"In post","2022","50-59","Communications","G6/G7","Unknown","30","30","59850","58960"
"In post","2022","50-59","Communications","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","50-59","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Communications","SEO/HEO","Heterosexual / straight","375","365","37060","36060"
"In post","2022","50-59","Communications","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","50-59","Communications","SEO/HEO","Undeclared","50","50","38050","37770"
"In post","2022","50-59","Communications","SEO/HEO","Unknown","90","90","36410","33370"
"In post","2022","50-59","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","AA/AO","Heterosexual / straight","600","525","22320","21260"
"In post","2022","50-59","Counter Fraud","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2022","50-59","Counter Fraud","AA/AO","Undeclared","135","115","22280","21260"
"In post","2022","50-59","Counter Fraud","AA/AO","Unknown","215","190","22490","22080"
"In post","2022","50-59","Counter Fraud","EO","Heterosexual / straight","1360","1275","28330","27570"
"In post","2022","50-59","Counter Fraud","EO","LGBO","55","55","29170","28920"
"In post","2022","50-59","Counter Fraud","EO","Undeclared","250","235","28540","27570"
"In post","2022","50-59","Counter Fraud","EO","Unknown","600","550","28670","27570"
"In post","2022","50-59","Counter Fraud","G6/G7","Heterosexual / straight","345","335","60510","58710"
"In post","2022","50-59","Counter Fraud","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Counter Fraud","G6/G7","Undeclared","75","75","61960","61320"
"In post","2022","50-59","Counter Fraud","G6/G7","Unknown","65","65","58320","58310"
