"Status","Year","Function_of_post","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Companies House","Wales","AO","30","25","21210","20100"
"In post","2022","Finance","Companies House","Wales","EO","15","10","25820","24730"
"In post","2022","Finance","Companies House","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Companies House","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Companies House","Wales","HEO","15","15","34850","35620"
"In post","2022","Finance","Companies House","Wales","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","London","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","North West (England)","EO","10","10","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","North West (England)","G7","10","10","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","North West (England)","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Scotland","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","East Midlands (England)","AO","15","15","22200","22200"
"In post","2022","Finance","Crown Prosecution Service","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Yorkshire and The Humber","AO","15","15","21990","22200"
"In post","2022","Finance","Crown Prosecution Service","Yorkshire and The Humber","EO","15","15","25920","25920"
"In post","2022","Finance","Crown Prosecution Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","South West (England)","EO","140","135","21960","21000"
"In post","2022","Finance","Defence Equipment and Support","South West (England)","G6","10","10","67720","67070"
"In post","2022","Finance","Defence Equipment and Support","South West (England)","G7","30","25","55460","56190"
"In post","2022","Finance","Defence Equipment and Support","South West (England)","HEO","75","70","31230","30670"
"In post","2022","Finance","Defence Equipment and Support","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","South West (England)","SEO","55","50","42590","42890"
"In post","2022","Finance","Defence Science and Technology Laboratory","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South East (England)","G7","10","10","48950","47010"
"In post","2022","Finance","Defence Science and Technology Laboratory","South East (England)","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South East (England)","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South West (England)","G7","15","15","53570","48000"
"In post","2022","Finance","Defence Science and Technology Laboratory","South West (England)","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","South West (England)","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","20","20","69850","69220"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","40","35","58850","58100"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","20","20","34540","33640"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","35","35","44970","42700"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","London","EO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","London","G6","10","10","68930","67870"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","London","G7","15","15","57890","56730"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","London","HEO","20","20","41560","41640"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","London","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","East Midlands (England)","G7","10","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","London","EO","10","10","29360","29500"
"In post","2022","Finance","Department for Education (excl. agencies)","London","G6","20","20","67340","65370"
"In post","2022","Finance","Department for Education (excl. agencies)","London","G7","25","25","55440","54160"
"In post","2022","Finance","Department for Education (excl. agencies)","London","HEO","15","15","34920","33740"
"In post","2022","Finance","Department for Education (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","London","SEO","20","20","42530","40960"
"In post","2022","Finance","Department for Education (excl. agencies)","North East (England)","EO","10","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","North East (England)","G6","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","North East (England)","G7","10","10","51280","50080"
"In post","2022","Finance","Department for Education (excl. agencies)","North East (England)","HEO","15","15","30400","30090"
"In post","2022","Finance","Department for Education (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","North East (England)","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","North West (England)","EO","10","10","25090","25000"
"In post","2022","Finance","Department for Education (excl. agencies)","North West (England)","G6","15","15","62420","61010"
"In post","2022","Finance","Department for Education (excl. agencies)","North West (England)","G7","35","35","50750","50350"
"In post","2022","Finance","Department for Education (excl. agencies)","North West (England)","HEO","20","20","31010","29730"
"In post","2022","Finance","Department for Education (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","North West (England)","SEO","20","20","39670","39860"
"In post","2022","Finance","Department for Education (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","West Midlands (England)","EO","30","30","25160","25000"
"In post","2022","Finance","Department for Education (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","West Midlands (England)","G7","20","20","50840","50080"
"In post","2022","Finance","Department for Education (excl. agencies)","West Midlands (England)","HEO","35","35","30330","29360"
"In post","2022","Finance","Department for Education (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","West Midlands (England)","SEO","30","30","38130","36780"
"In post","2022","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","EO","10","10","26070","25000"
"In post","2022","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","G7","15","15","50660","50620"
"In post","2022","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","HEO","20","20","30540","30090"
"In post","2022","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","SEO","20","20","39040","37050"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","G7","10","10","49710","50100"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","HEO","10","10","30390","29850"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SEO","10","10","37380","36970"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","15","15","57330","57040"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","15","15","34290","34090"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","10","10","43260","42060"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G7","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","HEO","10","10","30230","29720"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","EO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","G7","10","10","53210","52240"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","SEO","15","15","40450","39640"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G6","15","15","59430","58970"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G7","20","20","49720","48880"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","HEO","20","15","30440","30040"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SEO","30","30","37740","36970"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G7","10","10","51110","50870"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","SEO","20","20","38360","38050"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G7","20","20","51550","50660"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","HEO","15","15","30610","29720"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","SEO","25","20","38560","37770"
"In post","2022","Finance","Department for International Trade","London","EO","15","15","28560","27620"
"In post","2022","Finance","Department for International Trade","London","G6","10","10","67160","67090"
"In post","2022","Finance","Department for International Trade","London","G7","25","25","54300","53830"
"In post","2022","Finance","Department for International Trade","London","HEO","10","10","34850","33160"
"In post","2022","Finance","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","London","SEO","25","25","42050","41540"
"In post","2022","Finance","Department for International Trade","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","G7","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","15","15","68830","66460"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","30","30","54660","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","20","20","41290","40390"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","London","G6","30","30","67040","66230"
"In post","2022","Finance","Department for Transport (excl. agencies)","London","G7","50","50","55180","54760"
"In post","2022","Finance","Department for Transport (excl. agencies)","London","HEO","15","15","35460","35060"
"In post","2022","Finance","Department for Transport (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","London","SEO","35","35","43520","42890"
"In post","2022","Finance","Department for Transport (excl. agencies)","South East (England)","EO","10","10","26730","26350"
"In post","2022","Finance","Department for Transport (excl. agencies)","South East (England)","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","East Midlands (England)","HEO","10","10","32690","32120"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
