"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Digital, Data and Technology","Inner London - West","SEO/HEO","25","25","40390","39330"
"In post","2022","Analysis","Digital, Data and Technology","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","South Yorkshire","G6/G7","10","10","52780","50650"
"In post","2022","Analysis","Digital, Data and Technology","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","South Yorkshire","SEO/HEO","10","10","34900","32870"
"In post","2022","Analysis","Digital, Data and Technology","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","East Wales","AA/AO","30","30","19860","19860"
"In post","2022","Analysis","Economics","East Wales","EO","15","15","24020","23880"
"In post","2022","Analysis","Economics","East Wales","G6/G7","30","30","52660","51210"
"In post","2022","Analysis","Economics","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","East Wales","SEO/HEO","55","50","32700","30710"
"In post","2022","Analysis","Economics","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Greater Manchester","G6/G7","15","15","56100","55210"
"In post","2022","Analysis","Economics","Greater Manchester","SEO/HEO","35","35","34970","33370"
"In post","2022","Analysis","Economics","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Hampshire and Isle of Wight","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Hampshire and Isle of Wight","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Economics","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Inner London - East","EO","10","10","28080","28310"
"In post","2022","Analysis","Economics","Inner London - East","G6/G7","110","105","63280","60940"
"In post","2022","Analysis","Economics","Inner London - East","SCS level","20","20","101250","97350"
"In post","2022","Analysis","Economics","Inner London - East","SEO/HEO","60","60","36110","34610"
"In post","2022","Analysis","Economics","Inner London - West","AA/AO","10","10","23300","23310"
"In post","2022","Analysis","Economics","Inner London - West","EO","65","65","27790","27680"
"In post","2022","Analysis","Economics","Inner London - West","G6/G7","365","355","59520","55730"
"In post","2022","Analysis","Economics","Inner London - West","SCS level","35","35","93240","78930"
"In post","2022","Analysis","Economics","Inner London - West","SEO/HEO","380","380","35620","34710"
"In post","2022","Analysis","Economics","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Central Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Economics","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Midlands","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","West Midlands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Yorkshire","G6/G7","10","10","51390","51090"
"In post","2022","Analysis","Economics","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Yorkshire","SEO/HEO","10","10","32910","32790"
"In post","2022","Analysis","Finance","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Inner London - East","G6/G7","10","10","60030","59600"
"In post","2022","Analysis","Finance","Inner London - East","SEO/HEO","10","10","37660","38020"
"In post","2022","Analysis","Finance","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Shropshire and Staffordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - West","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - West","SEO/HEO","10","10","40500","39570"
"In post","2022","Analysis","Human Resources","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","SEO/HEO","15","15","33320","31610"
"In post","2022","Analysis","Intelligence Analysis","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hampshire and Isle of Wight","SEO/HEO","15","15","27300","26030"
"In post","2022","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Inner London - East","G6/G7","15","15","62380","57320"
"In post","2022","Analysis","Intelligence Analysis","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Inner London - East","SEO/HEO","15","15","41930","43880"
"In post","2022","Analysis","Intelligence Analysis","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - West","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - West","SEO/HEO","10","10","39670","41350"
"In post","2022","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Inner London - West","G6/G7","10","10","56590","53360"
"In post","2022","Analysis","Medicine","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cumbria","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cumbria","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Wales","AA/AO","20","15","20120","20350"
"In post","2022","Analysis","Operational Delivery","East Wales","EO","105","95","24900","24250"
"In post","2022","Analysis","Operational Delivery","East Wales","G6/G7","30","30","51650","50210"
"In post","2022","Analysis","Operational Delivery","East Wales","SEO/HEO","220","210","33860","31860"
"In post","2022","Analysis","Operational Delivery","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Hampshire and Isle of Wight","EO","45","40","24410","23880"
"In post","2022","Analysis","Operational Delivery","Hampshire and Isle of Wight","G6/G7","20","20","50970","50210"
"In post","2022","Analysis","Operational Delivery","Hampshire and Isle of Wight","SEO/HEO","70","70","33140","30770"
"In post","2022","Analysis","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Inner London - East","EO","20","20","29020","28310"
"In post","2022","Analysis","Operational Delivery","Inner London - East","G6/G7","20","20","58640","54850"
"In post","2022","Analysis","Operational Delivery","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Inner London - East","SEO/HEO","25","25","42570","41750"
"In post","2022","Analysis","Operational Delivery","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Inner London - West","EO","25","25","29550","28400"
"In post","2022","Analysis","Operational Delivery","Inner London - West","G6/G7","30","30","62920","58950"
"In post","2022","Analysis","Operational Delivery","Inner London - West","SEO/HEO","45","45","37650","36650"
"In post","2022","Analysis","Operational Delivery","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
