"Status","Year","Organisation","Parent_department","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Yorkshire","Undeclared","260","255","41630","36820"
"In post","2022","Disclosure Scotland","Scottish Government","West Central Scotland","Heterosexual / straight","220","210","30850","25930"
"In post","2022","Disclosure Scotland","Scottish Government","West Central Scotland","LGBO","20","20","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","West Central Scotland","Unknown","100","95","25670","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands","Heterosexual / straight","90","80","23820","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands","LGBO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands","Unknown","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Wales and The Valleys","Heterosexual / straight","3915","3525","27150","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Wales and The Valleys","LGBO","175","165","24560","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Wales and The Valleys","Undeclared","1385","1145","25490","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Wales and The Valleys","Unknown","735","655","24410","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Bedfordshire and Hertfordshire","Heterosexual / straight","75","70","30010","30130"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Bedfordshire and Hertfordshire","Undeclared","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Bedfordshire and Hertfordshire","Unknown","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","50","50","28050","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Unknown","25","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cheshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cheshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cheshire","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cornwall and Isles of Scilly","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cumbria","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cumbria","Undeclared","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Cumbria","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Derbyshire and Nottinghamshire","Heterosexual / straight","250","235","34000","30730"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Derbyshire and Nottinghamshire","LGBO","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Derbyshire and Nottinghamshire","Undeclared","70","65","35060","32180"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Derbyshire and Nottinghamshire","Unknown","75","75","30910","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Devon","Heterosexual / straight","50","45","29020","27810"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Devon","Undeclared","15","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Devon","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Dorset and Somerset","Heterosexual / straight","45","45","28410","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Dorset and Somerset","Undeclared","10","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Dorset and Somerset","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Anglia","Heterosexual / straight","115","110","29250","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Anglia","Undeclared","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Anglia","Unknown","30","30","26750","26700"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Wales","Heterosexual / straight","65","60","29440","27380"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Wales","Undeclared","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Wales","Unknown","20","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","35","30","29300","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","Unknown","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Eastern Scotland","Heterosexual / straight","75","70","30380","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Eastern Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Eastern Scotland","Undeclared","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Eastern Scotland","Unknown","20","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Essex","Heterosexual / straight","55","50","28970","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Essex","Undeclared","15","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Essex","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","275","260","34820","30730"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","55","50","31450","30060"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","55","55","28010","26700"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Greater Manchester","Heterosexual / straight","100","95","27960","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Greater Manchester","Undeclared","25","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Greater Manchester","Unknown","45","45","25910","26470"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Hampshire and Isle of Wight","Heterosexual / straight","65","60","28960","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Hampshire and Isle of Wight","Undeclared","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Hampshire and Isle of Wight","Unknown","25","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","40","40","29320","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Highlands and Islands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Highlands and Islands","Unknown","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Inner London - East","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Inner London - East","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Kent","Heterosexual / straight","90","85","31320","30690"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Kent","Undeclared","30","25","30250","28930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Kent","Unknown","35","35","30460","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lancashire","Heterosexual / straight","65","60","28390","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lancashire","Undeclared","20","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lancashire","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","65","60","28170","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","Undeclared","15","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","Unknown","25","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lincolnshire","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lincolnshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Lincolnshire","Unknown","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Merseyside","Heterosexual / straight","65","65","28390","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Merseyside","Undeclared","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Merseyside","Unknown","20","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Eastern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Yorkshire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Northumberland, and Tyne and Wear","Heterosexual / straight","155","140","27450","26700"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Northumberland, and Tyne and Wear","LGBO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Northumberland, and Tyne and Wear","Undeclared","70","60","24900","21840"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Northumberland, and Tyne and Wear","Unknown","55","55","26080","26130"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - East and North East","Heterosexual / straight","80","75","32270","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - East and North East","LGBO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - East and North East","Undeclared","35","30","31420","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - East and North East","Unknown","25","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - South","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - South","Undeclared","20","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - South","Unknown","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - West and North West","Heterosexual / straight","90","85","32660","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - West and North West","Undeclared","20","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outer London - West and North West","Unknown","20","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Shropshire and Staffordshire","Heterosexual / straight","110","100","29400","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Shropshire and Staffordshire","LGBO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Shropshire and Staffordshire","Undeclared","30","25","28550","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Shropshire and Staffordshire","Unknown","45","45","27000","26700"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South Yorkshire","Heterosexual / straight","55","50","28930","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South Yorkshire","Undeclared","20","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South Yorkshire","Unknown","20","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Southern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Southern Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Southern Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Surrey, East and West Sussex","Heterosexual / straight","80","75","30950","28400"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Surrey, East and West Sussex","LGBO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Surrey, East and West Sussex","Undeclared","30","25","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Surrey, East and West Sussex","Unknown","40","35","27530","26800"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Tees Valley and Durham","Heterosexual / straight","40","35","30220","27320"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Tees Valley and Durham","Undeclared","15","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Tees Valley and Durham","Unknown","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Central Scotland","Heterosexual / straight","45","40","29300","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Central Scotland","Undeclared","20","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Central Scotland","Unknown","20","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Midlands","Heterosexual / straight","85","85","28560","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Midlands","Undeclared","25","20","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Midlands","Unknown","40","35","26460","26470"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Wales and The Valleys","Heterosexual / straight","245","235","30380","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Wales and The Valleys","LGBO","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Wales and The Valleys","Undeclared","50","45","30940","26910"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Wales and The Valleys","Unknown","160","155","27630","26130"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Yorkshire","Heterosexual / straight","145","135","27680","26700"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Yorkshire","Undeclared","35","30","26920","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Yorkshire","Unknown","75","70","24360","21840"
"In post","2022","Education and Skills Funding Agency","Department for Education","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
