"Status","Year","Age","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Counter Fraud","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Eastern Scotland","City of Edinburgh","35","35","30470","27570"
"In post","2022","20-29","Counter Fraud","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","65","60","31990","26820"
"In post","2022","20-29","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Greater Manchester","Greater Manchester South West","120","120","29480","26820"
"In post","2022","20-29","Counter Fraud","Greater Manchester","Manchester","75","75","28240","26590"
"In post","2022","20-29","Counter Fraud","Hampshire and Isle of Wight","Isle of Wight","10","10","22310","21260"
"In post","2022","20-29","Counter Fraud","Hampshire and Isle of Wight","Portsmouth","10","10","27340","26820"
"In post","2022","20-29","Counter Fraud","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - East","Hackney and Newham","185","185","34660","31020"
"In post","2022","20-29","Counter Fraud","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - East","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - West","Wandsworth","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - West","Westminster","70","70","35600","33100"
"In post","2022","20-29","Counter Fraud","Kent","East Kent","50","50","26070","24250"
"In post","2022","20-29","Counter Fraud","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lancashire","Blackpool","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lancashire","Mid Lancashire","10","10","26250","27570"
"In post","2022","20-29","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Merseyside","East Merseyside","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Merseyside","Liverpool","30","30","27280","26820"
"In post","2022","20-29","Counter Fraud","Merseyside","Sefton","60","55","29300","26820"
"In post","2022","20-29","Counter Fraud","Merseyside","Wirral","10","10","22980","21260"
"In post","2022","20-29","Counter Fraud","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Belfast","45","45","26010","26590"
"In post","2022","20-29","Counter Fraud","Northumberland, and Tyne and Wear","Sunderland","10","10","27300","27570"
"In post","2022","20-29","Counter Fraud","Northumberland, and Tyne and Wear","Tyneside","140","135","29440","27570"
"In post","2022","20-29","Counter Fraud","Outer London - East and North East","Barking & Dagenham and Havering","10","10","31060","31060"
"In post","2022","20-29","Counter Fraud","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Outer London - East and North East","Redbridge and Waltham Forest","75","75","26270","25110"
"In post","2022","20-29","Counter Fraud","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Outer London - South","Croydon","120","115","34690","31020"
"In post","2022","20-29","Counter Fraud","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Southern Scotland","East Ayrshire and North Ayrshire mainland","25","25","22580","21260"
"In post","2022","20-29","Counter Fraud","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tees Valley and Durham","Durham","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Central Scotland","Glasgow City","65","65","24820","21260"
"In post","2022","20-29","Counter Fraud","West Central Scotland","North Lanarkshire","55","55","28580","26820"
"In post","2022","20-29","Counter Fraud","West Midlands","Birmingham","120","120","29190","26820"
"In post","2022","20-29","Counter Fraud","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Wales and The Valleys","Central Valleys","60","60","23970","21260"
"In post","2022","20-29","Counter Fraud","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Yorkshire","Leeds","140","135","29570","26820"
"In post","2022","20-29","Counter Fraud","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Derbyshire and Nottinghamshire","Nottingham","65","60","21590","21250"
"In post","2022","20-29","Debt","Dorset and Somerset","Somerset CC","15","15","21260","21260"
"In post","2022","20-29","Debt","East Wales","Cardiff and Vale of Glamorgan","140","135","23490","21250"
"In post","2022","20-29","Debt","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Eastern Scotland","City of Edinburgh","125","125","21920","21250"
"In post","2022","20-29","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","20-29","Debt","Greater Manchester","Greater Manchester South West","20","20","21840","21260"
"In post","2022","20-29","Debt","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","20","20","21550","21260"
"In post","2022","20-29","Debt","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Highlands and Islands","Na h-Eileanan Siar","15","15","21750","21260"
"In post","2022","20-29","Debt","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","40","35","21430","21260"
"In post","2022","20-29","Debt","Merseyside","Liverpool","105","100","21790","21250"
"In post","2022","20-29","Debt","Northumberland, and Tyne and Wear","Sunderland","55","50","22140","21260"
"In post","2022","20-29","Debt","Northumberland, and Tyne and Wear","Tyneside","145","140","21670","21250"
"In post","2022","20-29","Debt","Outer London - South","Croydon","35","30","25860","25330"
"In post","2022","20-29","Debt","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","South Yorkshire","Barnsley, Doncaster and Rotherham","30","25","21710","21260"
"In post","2022","20-29","Debt","Southern Scotland","South Lanarkshire","65","65","21920","21250"
"In post","2022","20-29","Debt","West Central Scotland","Glasgow City","15","10","24100","21250"
"In post","2022","20-29","Debt","West Central Scotland","North Lanarkshire","45","40","22880","21250"
"In post","2022","20-29","Debt","West Midlands","Birmingham","130","130","21870","21250"
"In post","2022","20-29","Debt","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","West Midlands","Dudley","35","35","21620","21260"
"In post","2022","20-29","Debt","West Wales and The Valleys","Central Valleys","10","10","21260","21260"
"In post","2022","20-29","Debt","West Yorkshire","Bradford","120","115","21730","21250"
"In post","2022","20-29","Debt","West Yorkshire","Leeds","35","35","22580","21250"
"In post","2022","20-29","Digital, Data & Technology","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Bedfordshire and Hertfordshire","Central Bedfordshire","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Bedfordshire and Hertfordshire","Hertfordshire CC","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","20","20","32040","31020"
"In post","2022","20-29","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","10","10","27660","30930"
"In post","2022","20-29","Digital, Data & Technology","Cheshire","Cheshire East","15","15","27330","26670"
"In post","2022","20-29","Digital, Data & Technology","Cheshire","Warrington","20","20","33490","28840"
"In post","2022","20-29","Digital, Data & Technology","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Derbyshire and Nottinghamshire","Nottingham","35","35","33850","33080"
"In post","2022","20-29","Digital, Data & Technology","Derbyshire and Nottinghamshire","South Nottinghamshire","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Devon","Devon CC","160","160","26590","24910"
"In post","2022","20-29","Digital, Data & Technology","Devon","Plymouth","90","90","29730","27130"
"In post","2022","20-29","Digital, Data & Technology","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Dorset and Somerset","Somerset CC","25","25","33020","33290"
"In post","2022","20-29","Digital, Data & Technology","East Anglia","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East Anglia","Norwich and East Norfolk","15","15","27910","26210"
"In post","2022","20-29","Digital, Data & Technology","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East Anglia","Suffolk CC","20","20","26530","25460"
"In post","2022","20-29","Digital, Data & Technology","East Wales","Cardiff and Vale of Glamorgan","45","45","30820","30660"
"In post","2022","20-29","Digital, Data & Technology","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East Wales","Monmouthshire and Newport","120","115","31650","30210"
"In post","2022","20-29","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Eastern Scotland","City of Edinburgh","45","45","31180","30450"
"In post","2022","20-29","Digital, Data & Technology","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Essex","Southend-on-Sea","20","20","33150","33220"
"In post","2022","20-29","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","115","115","29060","28050"
"In post","2022","20-29","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","75","75","32860","29180"
"In post","2022","20-29","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","75","75","29450","26670"
"In post","2022","20-29","Digital, Data & Technology","Greater Manchester","Greater Manchester South West","35","35","35190","33370"
"In post","2022","20-29","Digital, Data & Technology","Greater Manchester","Manchester","185","185","35640","33370"
"In post","2022","20-29","Digital, Data & Technology","Hampshire and Isle of Wight","Central Hampshire","35","35","26760","26350"
"In post","2022","20-29","Digital, Data & Technology","Hampshire and Isle of Wight","North Hampshire","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Hampshire and Isle of Wight","Portsmouth","10","10","25040","26350"
"In post","2022","20-29","Digital, Data & Technology","Hampshire and Isle of Wight","South Hampshire","35","35","30950","30210"
"In post","2022","20-29","Digital, Data & Technology","Hampshire and Isle of Wight","Southampton","15","15","31190","29350"
"In post","2022","20-29","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","15","15","23700","21170"
"In post","2022","20-29","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Inner London - East","Hackney and Newham","40","40","40130","37930"
"In post","2022","20-29","Digital, Data & Technology","Inner London - East","Lambeth","25","25","36380","33100"
"In post","2022","20-29","Digital, Data & Technology","Inner London - East","Tower Hamlets","240","240","41660","37300"
"In post","2022","20-29","Digital, Data & Technology","Inner London - West","Camden and City of London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Inner London - West","Westminster","410","410","38820","36320"
"In post","2022","20-29","Digital, Data & Technology","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Lancashire","Blackpool","45","45","33000","31990"
"In post","2022","20-29","Digital, Data & Technology","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Lincolnshire","Lincolnshire CC","15","15","26610","28030"
"In post","2022","20-29","Digital, Data & Technology","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Merseyside","Liverpool","60","60","30680","30420"
"In post","2022","20-29","Digital, Data & Technology","Merseyside","Sefton","25","25","31630","33080"
"In post","2022","20-29","Digital, Data & Technology","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","North Eastern Scotland","Aberdeen City and Aberdeenshire","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","North Yorkshire","North Yorkshire CC","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","North Yorkshire","York","10","10","34500","35900"
"In post","2022","20-29","Digital, Data & Technology","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Northern Ireland","Belfast","20","20","33460","33080"
"In post","2022","20-29","Digital, Data & Technology","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Northumberland, and Tyne and Wear","Tyneside","270","270","35070","33080"
"In post","2022","20-29","Digital, Data & Technology","Outer London - South","Croydon","30","30","37150","37930"
"In post","2022","20-29","Digital, Data & Technology","Outer London - West and North West","Barnet","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Outer London - West and North West","Harrow and Hillingdon","15","15","31100","30930"
"In post","2022","20-29","Digital, Data & Technology","Outer London - West and North West","Hounslow and Richmond upon Thames","20","20","29930","30000"
"In post","2022","20-29","Digital, Data & Technology","Overseas","Overseas","20","20","30940","30930"
"In post","2022","20-29","Digital, Data & Technology","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Shropshire and Staffordshire","Staffordshire CC","20","20","31160","29830"
"In post","2022","20-29","Digital, Data & Technology","Shropshire and Staffordshire","Telford and Wrekin","45","45","33400","33080"
"In post","2022","20-29","Digital, Data & Technology","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","South Yorkshire","Sheffield","50","50","34250","29360"
"In post","2022","20-29","Digital, Data & Technology","Southern Scotland","South Lanarkshire","35","35","32150","33930"
"In post","2022","20-29","Digital, Data & Technology","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Surrey, East and West Sussex","West Sussex (South West)","40","40","34020","33080"
"In post","2022","20-29","Digital, Data & Technology","Tees Valley and Durham","Darlington","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Unknown","15","15","35790","32400"
"In post","2022","20-29","Digital, Data & Technology","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Central Scotland","Glasgow City","30","30","36670","33220"
"In post","2022","20-29","Digital, Data & Technology","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Midlands","Birmingham","70","70","33630","33370"
"In post","2022","20-29","Digital, Data & Technology","West Midlands","Coventry","35","35","34020","30450"
"In post","2022","20-29","Digital, Data & Technology","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Wales and The Valleys","Swansea","115","115","30880","27130"
"In post","2022","20-29","Digital, Data & Technology","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","West Yorkshire","Leeds","105","105","34010","33370"
"In post","2022","20-29","Digital, Data & Technology","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Bedfordshire and Hertfordshire","Hertfordshire CC","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","20","20","30530","28670"
"In post","2022","20-29","Finance","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","15","15","28130","26100"
"In post","2022","20-29","Finance","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Cheshire","Warrington","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Derbyshire and Nottinghamshire","Nottingham","30","30","29830","26820"
"In post","2022","20-29","Finance","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Devon","Devon CC","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Devon","Plymouth","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2022","20-29","Finance","East Wales","Cardiff and Vale of Glamorgan","15","15","29910","24500"
"In post","2022","20-29","Finance","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Eastern Scotland","City of Edinburgh","25","25","30200","28710"
"In post","2022","20-29","Finance","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Essex","Southend-on-Sea","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","170","165","26300","25000"
"In post","2022","20-29","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","25","25","30810","29360"
"In post","2022","20-29","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","25","25","33890","26670"
"In post","2022","20-29","Finance","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Greater Manchester","Greater Manchester South West","10","10","29060","26820"
"In post","2022","20-29","Finance","Greater Manchester","Manchester","85","85","33100","29360"
"In post","2022","20-29","Finance","Hampshire and Isle of Wight","Central Hampshire","20","20","30270","33000"
"In post","2022","20-29","Finance","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Hampshire and Isle of Wight","Portsmouth","15","15","35360","29830"
"In post","2022","20-29","Finance","Hampshire and Isle of Wight","Southampton","10","10","27810","26450"
"In post","2022","20-29","Finance","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Inner London - East","Hackney and Newham","30","30","39840","37930"
"In post","2022","20-29","Finance","Inner London - East","Tower Hamlets","30","30","40590","41750"
