"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Security","AA/AO","55","[c]","27960","25000"
"Leaver CS","2022","40-49","Security","EO","10","[c]","38680","43920"
"Leaver CS","2022","40-49","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SEO/HEO","15","[c]","36800","35410"
"Leaver CS","2022","40-49","Unknown","AA/AO","570","[c]","21790","21260"
"Leaver CS","2022","40-49","Unknown","EO","380","[c]","27930","27570"
"Leaver CS","2022","40-49","Unknown","G6/G7","120","[c]","62150","60790"
"Leaver CS","2022","40-49","Unknown","SCS level","20","[c]","95170","84860"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","255","[c]","39340","39030"
"Leaver CS","2022","40-49","Unknown","Unknown","40","[c]","36200","32700"
"Leaver CS","2022","50-59","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","G6/G7","15","[c]","61450","59830"
"Leaver CS","2022","50-59","Analysis","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","G6/G7","50","[c]","65980","66270"
"Leaver CS","2022","50-59","Commercial","SCS level","20","[c]","133820","129390"
"Leaver CS","2022","50-59","Commercial","SEO/HEO","35","[c]","37730","37850"
"Leaver CS","2022","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SEO/HEO","15","[c]","41460","40580"
"Leaver CS","2022","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","AA/AO","15","[c]","21640","21260"
"Leaver CS","2022","50-59","Counter Fraud","EO","35","[c]","27890","27570"
"Leaver CS","2022","50-59","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","SEO/HEO","15","[c]","38230","38450"
"Leaver CS","2022","50-59","Debt","AA/AO","30","[c]","21760","21260"
"Leaver CS","2022","50-59","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","EO","20","[c]","27390","27350"
"Leaver CS","2022","50-59","Digital, Data & Technology","G6/G7","70","[c]","59760","57800"
"Leaver CS","2022","50-59","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","SEO/HEO","95","[c]","39870","38940"
"Leaver CS","2022","50-59","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","EO","15","[c]","28980","28840"
"Leaver CS","2022","50-59","Finance","G6/G7","20","[c]","61250","58770"
"Leaver CS","2022","50-59","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","SEO/HEO","45","[c]","39980","39760"
"Leaver CS","2022","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","AA/AO","15","[c]","21260","21300"
"Leaver CS","2022","50-59","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","AA/AO","20","[c]","21380","21130"
"Leaver CS","2022","50-59","Human Resources","EO","20","[c]","27730","27570"
"Leaver CS","2022","50-59","Human Resources","G6/G7","35","[c]","57970","56240"
"Leaver CS","2022","50-59","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","SEO/HEO","45","[c]","38730","37420"
"Leaver CS","2022","50-59","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","AA/AO","20","[c]","22280","22200"
"Leaver CS","2022","50-59","Legal","EO","10","[c]","28710","28430"
"Leaver CS","2022","50-59","Legal","G6/G7","65","[c]","59840","56750"
"Leaver CS","2022","50-59","Legal","SCS level","10","[c]","95040","82750"
"Leaver CS","2022","50-59","Legal","SEO/HEO","30","[c]","38270","38310"
"Leaver CS","2022","50-59","No function","AA/AO","1505","[c]","21300","21260"
"Leaver CS","2022","50-59","No function","EO","1300","[c]","28060","27570"
"Leaver CS","2022","50-59","No function","G6/G7","475","[c]","60850","58790"
"Leaver CS","2022","50-59","No function","SCS level","125","[c]","98690","95140"
"Leaver CS","2022","50-59","No function","SEO/HEO","710","[c]","38270","37450"
"Leaver CS","2022","50-59","No function","Unknown","295","[c]","33290","29590"
"Leaver CS","2022","50-59","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","EO","25","[c]","24170","23310"
"Leaver CS","2022","50-59","Project Delivery","G6/G7","70","[c]","60210","59980"
"Leaver CS","2022","50-59","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","SEO/HEO","110","[c]","37110","38160"
"Leaver CS","2022","50-59","Project Delivery","Unknown","20","[c]","40530","40530"
"Leaver CS","2022","50-59","Property","AA/AO","60","[c]","21100","21640"
"Leaver CS","2022","50-59","Property","EO","10","[c]","26480","26400"
"Leaver CS","2022","50-59","Property","G6/G7","15","[c]","57860","57150"
"Leaver CS","2022","50-59","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","SEO/HEO","45","[c]","39020","40430"
"Leaver CS","2022","50-59","Security","AA/AO","130","[c]","30810","39070"
"Leaver CS","2022","50-59","Security","EO","35","[c]","33930","29250"
"Leaver CS","2022","50-59","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","SEO/HEO","40","[c]","39910","35480"
"Leaver CS","2022","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","920","[c]","21580","21260"
"Leaver CS","2022","50-59","Unknown","EO","620","[c]","28320","27570"
"Leaver CS","2022","50-59","Unknown","G6/G7","235","[c]","63570","61960"
"Leaver CS","2022","50-59","Unknown","SCS level","40","[c]","95380","95570"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","440","[c]","38530","37440"
"Leaver CS","2022","50-59","Unknown","Unknown","50","[c]","42200","34550"
"Leaver CS","2022","60-64","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","SEO/HEO","10","[c]","37780","37280"
"Leaver CS","2022","60-64","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","EO","10","[c]","28470","27280"
"Leaver CS","2022","60-64","Commercial","G6/G7","25","[c]","66600","64490"
"Leaver CS","2022","60-64","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","SEO/HEO","30","[c]","39560","40580"
"Leaver CS","2022","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","AA/AO","20","[c]","21420","21260"
"Leaver CS","2022","60-64","Counter Fraud","EO","60","[c]","27870","27570"
"Leaver CS","2022","60-64","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","SEO/HEO","25","[c]","36900","35980"
"Leaver CS","2022","60-64","Debt","AA/AO","25","[c]","21250","21260"
"Leaver CS","2022","60-64","Debt","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","AA/AO","10","[c]","23660","21710"
"Leaver CS","2022","60-64","Digital, Data & Technology","EO","25","[c]","29120","28470"
"Leaver CS","2022","60-64","Digital, Data & Technology","G6/G7","40","[c]","58920","57290"
"Leaver CS","2022","60-64","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","SEO/HEO","65","[c]","39410","40000"
"Leaver CS","2022","60-64","Finance","AA/AO","15","[c]","21970","21840"
"Leaver CS","2022","60-64","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","G6/G7","20","[c]","55330","52750"
"Leaver CS","2022","60-64","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","SEO/HEO","40","[c]","39590","39300"
"Leaver CS","2022","60-64","Grants Management","AA/AO","10","[c]","21280","21300"
"Leaver CS","2022","60-64","Grants Management","EO","10","[c]","26150","26320"
"Leaver CS","2022","60-64","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","AA/AO","15","[c]","21870","21810"
"Leaver CS","2022","60-64","Human Resources","EO","20","[c]","27370","27570"
"Leaver CS","2022","60-64","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","SEO/HEO","45","[c]","38520","38420"
"Leaver CS","2022","60-64","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","AA/AO","15","[c]","22960","22200"
"Leaver CS","2022","60-64","Legal","EO","20","[c]","28310","28430"
"Leaver CS","2022","60-64","Legal","G6/G7","60","[c]","62970","62590"
"Leaver CS","2022","60-64","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","SEO/HEO","15","[c]","43540","35980"
"Leaver CS","2022","60-64","No function","AA/AO","970","[c]","21140","21010"
"Leaver CS","2022","60-64","No function","EO","860","[c]","28220","27570"
"Leaver CS","2022","60-64","No function","G6/G7","250","[c]","61910","59630"
"Leaver CS","2022","60-64","No function","SCS level","65","[c]","107500","113620"
"Leaver CS","2022","60-64","No function","SEO/HEO","545","[c]","39030","37580"
"Leaver CS","2022","60-64","No function","Unknown","215","[c]","30140","29680"
"Leaver CS","2022","60-64","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","EO","30","[c]","24230","23020"
"Leaver CS","2022","60-64","Project Delivery","G6/G7","50","[c]","62270","61090"
"Leaver CS","2022","60-64","Project Delivery","SCS level","10","[c]","90870","84920"
"Leaver CS","2022","60-64","Project Delivery","SEO/HEO","90","[c]","38400","39650"
"Leaver CS","2022","60-64","Project Delivery","Unknown","15","[c]","43750","45280"
"Leaver CS","2022","60-64","Property","AA/AO","35","[c]","21690","21500"
"Leaver CS","2022","60-64","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","G6/G7","25","[c]","59240","56590"
"Leaver CS","2022","60-64","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","SEO/HEO","50","[c]","38740","36980"
"Leaver CS","2022","60-64","Security","AA/AO","95","[c]","30900","39070"
"Leaver CS","2022","60-64","Security","EO","25","[c]","35900","33370"
"Leaver CS","2022","60-64","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","SEO/HEO","30","[c]","45960","40590"
"Leaver CS","2022","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","AA/AO","750","[c]","21760","21430"
"Leaver CS","2022","60-64","Unknown","EO","480","[c]","29040","27720"
"Leaver CS","2022","60-64","Unknown","G6/G7","240","[c]","65640","63180"
"Leaver CS","2022","60-64","Unknown","SCS level","60","[c]","103620","95930"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","545","[c]","39450","38160"
"Leaver CS","2022","60-64","Unknown","Unknown","55","[c]","44330","39040"
"Leaver CS","2022","65+","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","SEO/HEO","10","[c]","38780","38790"
"Leaver CS","2022","65+","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","AA/AO","35","[c]","21990","21260"
"Leaver CS","2022","65+","Counter Fraud","EO","45","[c]","28010","27570"
"Leaver CS","2022","65+","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","SEO/HEO","10","[c]","37160","37530"
"Leaver CS","2022","65+","Debt","AA/AO","50","[c]","21190","21010"
"Leaver CS","2022","65+","Debt","EO","15","[c]","27760","27570"
"Leaver CS","2022","65+","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","EO","35","[c]","28650","27570"
"Leaver CS","2022","65+","Digital, Data & Technology","G6/G7","20","[c]","60980","59440"
"Leaver CS","2022","65+","Digital, Data & Technology","SEO/HEO","35","[c]","37260","35910"
"Leaver CS","2022","65+","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","AA/AO","20","[c]","21980","21830"
"Leaver CS","2022","65+","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","SEO/HEO","20","[c]","39590","40150"
"Leaver CS","2022","65+","Grants Management","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","AA/AO","15","[c]","20970","21050"
"Leaver CS","2022","65+","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","SEO/HEO","15","[c]","38350","34290"
"Leaver CS","2022","65+","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","AA/AO","15","[c]","23110","23720"
"Leaver CS","2022","65+","Legal","EO","15","[c]","28180","28430"
"Leaver CS","2022","65+","Legal","G6/G7","25","[c]","65260","64510"
"Leaver CS","2022","65+","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","AA/AO","1205","[c]","21170","21260"
"Leaver CS","2022","65+","No function","EO","700","[c]","28020","27570"
"Leaver CS","2022","65+","No function","G6/G7","115","[c]","62270","60640"
"Leaver CS","2022","65+","No function","SCS level","30","[c]","99750","97580"
"Leaver CS","2022","65+","No function","SEO/HEO","275","[c]","38610","36740"
"Leaver CS","2022","65+","No function","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","EO","35","[c]","23020","22090"
"Leaver CS","2022","65+","Project Delivery","G6/G7","20","[c]","61630","59590"
"Leaver CS","2022","65+","Project Delivery","SEO/HEO","65","[c]","38080","36520"
"Leaver CS","2022","65+","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","AA/AO","40","[c]","19910","19850"
"Leaver CS","2022","65+","Property","EO","20","[c]","26890","27000"
"Leaver CS","2022","65+","Property","G6/G7","10","[c]","63360","61960"
"Leaver CS","2022","65+","Property","SEO/HEO","35","[c]","39630","36460"
"Leaver CS","2022","65+","Security","AA/AO","70","[c]","24800","21590"
"Leaver CS","2022","65+","Security","EO","20","[c]","29890","26850"
"Leaver CS","2022","65+","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","SEO/HEO","25","[c]","36800","36460"
"Leaver CS","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","705","[c]","21690","21430"
"Leaver CS","2022","65+","Unknown","EO","365","[c]","28820","28850"
"Leaver CS","2022","65+","Unknown","G6/G7","95","[c]","67470","63180"
"Leaver CS","2022","65+","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","295","[c]","38750","37200"
"Leaver CS","2022","65+","Unknown","Unknown","15","[c]","42730","34160"
"Leaver CS","2022","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","AA/AO","15","[c]","21010","21740"
"Leaver Dept.","2022","16-19","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","EO","20","[c]","27080","26440"
"Leaver Dept.","2022","20-29","Analysis","G6/G7","45","[c]","53610","53130"
"Leaver Dept.","2022","20-29","Analysis","SEO/HEO","185","[c]","34690","33800"
"Leaver Dept.","2022","20-29","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","EO","15","[c]","25760","26670"
"Leaver Dept.","2022","20-29","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","SEO/HEO","70","[c]","36050","34800"
"Leaver Dept.","2022","20-29","Communications","AA/AO","15","[c]","23940","24490"
"Leaver Dept.","2022","20-29","Communications","EO","40","[c]","28090","27800"
"Leaver Dept.","2022","20-29","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","SEO/HEO","65","[c]","36190","34570"
"Leaver Dept.","2022","20-29","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","EO","15","[c]","27490","27570"
"Leaver Dept.","2022","20-29","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","AA/AO","15","[c]","21220","21260"
"Leaver Dept.","2022","20-29","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","EO","40","[c]","27160","26880"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","SEO/HEO","115","[c]","35620","35310"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","AA/AO","10","[c]","22650","22200"
"Leaver Dept.","2022","20-29","Finance","EO","35","[c]","25840","25340"
"Leaver Dept.","2022","20-29","Finance","G6/G7","15","[c]","54760","53910"
"Leaver Dept.","2022","20-29","Finance","SEO/HEO","60","[c]","35440","34550"
"Leaver Dept.","2022","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","AA/AO","20","[c]","21150","21300"
"Leaver Dept.","2022","20-29","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","AA/AO","30","[c]","21780","21170"
"Leaver Dept.","2022","20-29","Human Resources","EO","85","[c]","26900","27500"
"Leaver Dept.","2022","20-29","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","SEO/HEO","100","[c]","32510","32330"
"Leaver Dept.","2022","20-29","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","AA/AO","30","[c]","23420","23770"
"Leaver Dept.","2022","20-29","Legal","EO","25","[c]","27150","27050"
"Leaver Dept.","2022","20-29","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","AA/AO","860","[c]","21200","21010"
"Leaver Dept.","2022","20-29","No function","EO","1355","[c]","27100","27570"
"Leaver Dept.","2022","20-29","No function","G6/G7","295","[c]","54120","53600"
"Leaver Dept.","2022","20-29","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","SEO/HEO","2010","[c]","33850","32790"
"Leaver Dept.","2022","20-29","No function","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","EO","75","[c]","24880","26160"
"Leaver Dept.","2022","20-29","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","SEO/HEO","90","[c]","32780","32200"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","AA/AO","10","[c]","21530","22010"
"Leaver Dept.","2022","20-29","Property","EO","10","[c]","26760","26880"
"Leaver Dept.","2022","20-29","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","EO","15","[c]","27640","27500"
"Leaver Dept.","2022","20-29","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","SEO/HEO","20","[c]","34990","34550"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","360","[c]","22110","21680"
"Leaver Dept.","2022","20-29","Unknown","EO","335","[c]","26960","26350"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","60","[c]","57500","57460"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","350","[c]","36900","36130"
"Leaver Dept.","2022","20-29","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","G6/G7","80","[c]","56840","54680"
"Leaver Dept.","2022","30-39","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","SEO/HEO","75","[c]","38170","38340"
"Leaver Dept.","2022","30-39","Commercial","EO","10","[c]","26570","26510"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","25","[c]","56030","53240"
"Leaver Dept.","2022","30-39","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","95","[c]","37530","38740"
"Leaver Dept.","2022","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","50","[c]","57950","56340"
"Leaver Dept.","2022","30-39","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","95","[c]","37560","37280"
"Leaver Dept.","2022","30-39","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","10","[c]","27210","27570"
