"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Security","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Other","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
