"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Bedford","85","80","28490","27570"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","15","10","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","375","355","35470","30680"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Luton","110","100","26450","26410"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","315","290","30480","29290"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","105","95","31370","28140"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","125","115","31390","27570"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","90","85","32140","27570"
"In post","2022","Asian","Cheshire","Cheshire East","45","40","25740","26350"
"In post","2022","Asian","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Warrington","45","45","32020","28840"
"In post","2022","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Asian","Cumbria","East Cumbria","10","10","[c]","[c]"
"In post","2022","Asian","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Derby","110","95","25870","23030"
"In post","2022","Asian","Derbyshire and Nottinghamshire","East Derbyshire","5","5","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","15","15","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Nottingham","690","650","31560","27570"
"In post","2022","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","25","25","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","30","25","[c]","[c]"
"In post","2022","Asian","Devon","Devon CC","45","45","33170","28750"
"In post","2022","Asian","Devon","Plymouth","20","15","[c]","[c]"
"In post","2022","Asian","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","10","10","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Dorset","10","10","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Somerset CC","15","15","[c]","[c]"
"In post","2022","Asian","East Anglia","Breckland and South Norfolk","5","5","[c]","[c]"
"In post","2022","Asian","East Anglia","Cambridgeshire CC","90","85","33770","27900"
"In post","2022","Asian","East Anglia","North and West Norfolk","5","5","[c]","[c]"
"In post","2022","Asian","East Anglia","Norwich and East Norfolk","15","15","[c]","[c]"
"In post","2022","Asian","East Anglia","Peterborough","215","175","24300","21680"
"In post","2022","Asian","East Anglia","Suffolk CC","55","55","29260","27570"
"In post","2022","Asian","East Wales","Cardiff and Vale of Glamorgan","300","285","31100","26820"
"In post","2022","Asian","East Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","Monmouthshire and Newport","125","120","34020","30710"
"In post","2022","Asian","East Wales","Powys","5","5","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","10","10","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Angus and Dundee City","50","45","27040","22140"
"In post","2022","Asian","Eastern Scotland","City of Edinburgh","195","185","34170","30840"
"In post","2022","Asian","Eastern Scotland","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Falkirk","15","15","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Essex Haven Gateway","25","20","[c]","[c]"
"In post","2022","Asian","Essex","Essex Thames Gateway","45","40","26770","24250"
"In post","2022","Asian","Essex","Heart of Essex","35","35","34810","29290"
"In post","2022","Asian","Essex","Southend-on-Sea","35","30","34390","33080"
"In post","2022","Asian","Essex","Thurrock","20","15","[c]","[c]"
"In post","2022","Asian","Essex","West Essex","60","50","38800","29290"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","400","390","35920","33090"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","210","195","34240","29180"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","40","35","31320","27130"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","20","20","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","125","120","36950","33300"
"In post","2022","Asian","Greater Manchester","Greater Manchester North East","110","100","27640","27570"
"In post","2022","Asian","Greater Manchester","Greater Manchester North West","110","95","24620","24110"
"In post","2022","Asian","Greater Manchester","Greater Manchester South East","65","60","25140","22840"
"In post","2022","Asian","Greater Manchester","Greater Manchester South West","740","705","29880","26820"
"In post","2022","Asian","Greater Manchester","Manchester","830","795","31880","27570"
"In post","2022","Asian","Hampshire and Isle of Wight","Central Hampshire","70","70","32000","28560"
"In post","2022","Asian","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","North Hampshire","55","55","26850","26350"
"In post","2022","Asian","Hampshire and Isle of Wight","Portsmouth","60","55","29260","26930"
"In post","2022","Asian","Hampshire and Isle of Wight","South Hampshire","100","85","30300","24250"
"In post","2022","Asian","Hampshire and Isle of Wight","Southampton","55","50","33400","27570"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","150","135","27030","26670"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","60","55","29750","26610"
"In post","2022","Asian","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
