"Status","Year","Age","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Sunderland","Female","10","5","[c]","[c]"
"In post","2022","16-19","North East (England)","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Tyneside","Female","20","20","[c]","[c]"
"In post","2022","16-19","North East (England)","Tyneside","Male","30","30","22200","21260"
"In post","2022","16-19","North West (England)","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Blackpool","Male","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester South West","Female","10","10","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester South West","Male","10","10","[c]","[c]"
"In post","2022","16-19","North West (England)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Liverpool","Female","25","25","[c]","[c]"
"In post","2022","16-19","North West (England)","Liverpool","Male","20","20","[c]","[c]"
"In post","2022","16-19","North West (England)","Manchester","Female","20","20","[c]","[c]"
"In post","2022","16-19","North West (England)","Manchester","Male","10","10","[c]","[c]"
"In post","2022","16-19","North West (England)","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2022","16-19","North West (England)","Mid Lancashire","Male","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","City of Edinburgh","Female","25","20","[c]","[c]"
"In post","2022","16-19","Scotland","City of Edinburgh","Male","20","20","[c]","[c]"
"In post","2022","16-19","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Clackmannanshire and Fife","Male","5","5","[c]","[c]"
"In post","2022","16-19","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","East Ayrshire and North Ayrshire mainland","Male","10","10","[c]","[c]"
"In post","2022","16-19","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Glasgow City","Female","15","15","[c]","[c]"
"In post","2022","16-19","Scotland","Glasgow City","Male","15","15","[c]","[c]"
"In post","2022","16-19","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Lanarkshire","Male","10","5","[c]","[c]"
"In post","2022","16-19","Scotland","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","South Lanarkshire","Female","10","10","[c]","[c]"
"In post","2022","16-19","Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Central Hampshire","Male","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","East Kent","Female","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","East Kent","Male","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Medway","Female","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Milton Keynes","Female","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Milton Keynes","Male","20","20","[c]","[c]"
"In post","2022","16-19","South East (England)","Oxfordshire CC","Female","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","South Hampshire","Female","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","South Hampshire","Male","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","West Surrey","Male","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","20","20","[c]","[c]"
"In post","2022","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","75","75","18470","18030"
"In post","2022","16-19","South West (England)","Bristol, City of","Female","15","15","[c]","[c]"
"In post","2022","16-19","South West (England)","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon CC","Female","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Dorset","Female","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Plymouth","Male","15","15","[c]","[c]"
"In post","2022","16-19","South West (England)","Wiltshire","Female","10","10","[c]","[c]"
"In post","2022","16-19","South West (England)","Wiltshire","Male","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Cardiff and Vale of Glamorgan","Female","15","15","[c]","[c]"
"In post","2022","16-19","Wales","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2022","16-19","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Flintshire and Wrexham","Male","10","10","[c]","[c]"
"In post","2022","16-19","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Monmouthshire and Newport","Female","5","5","[c]","[c]"
"In post","2022","16-19","Wales","Monmouthshire and Newport","Male","10","10","[c]","[c]"
"In post","2022","16-19","Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Swansea","Female","45","35","19240","18310"
"In post","2022","16-19","Wales","Swansea","Male","35","30","19380","18310"
"In post","2022","16-19","West Midlands (England)","Birmingham","Female","15","15","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Birmingham","Male","20","20","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Staffordshire CC","Female","5","5","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Staffordshire CC","Male","5","5","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Wolverhampton","Male","5","5","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","5","5","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Bradford","Female","5","5","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Bradford","Male","15","10","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Leeds","Female","20","20","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Leeds","Male","25","25","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Sheffield","Female","5","5","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","York","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","York","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Derby","Female","85","85","24660","23170"
"In post","2022","20-29","East Midlands (England)","Derby","Male","55","55","25890","26590"
"In post","2022","20-29","East Midlands (England)","East Derbyshire","Female","15","15","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","East Derbyshire","Male","10","10","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Leicester","Female","225","220","24170","23140"
"In post","2022","20-29","East Midlands (England)","Leicester","Male","170","170","24290","22600"
"In post","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","Female","165","160","23900","23140"
"In post","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","Male","145","145","25110","24880"
"In post","2022","20-29","East Midlands (England)","Lincolnshire CC","Female","190","185","25340","24780"
"In post","2022","20-29","East Midlands (England)","Lincolnshire CC","Male","125","125","24950","25610"
"In post","2022","20-29","East Midlands (England)","North Northamptonshire","Female","55","50","23860","21260"
"In post","2022","20-29","East Midlands (England)","North Northamptonshire","Male","30","30","23980","21680"
"In post","2022","20-29","East Midlands (England)","North Nottinghamshire","Female","95","90","24980","24620"
"In post","2022","20-29","East Midlands (England)","North Nottinghamshire","Male","75","75","25400","25710"
"In post","2022","20-29","East Midlands (England)","Nottingham","Female","840","820","27470","26590"
"In post","2022","20-29","East Midlands (England)","Nottingham","Male","750","745","27770","26590"
"In post","2022","20-29","East Midlands (England)","South and West Derbyshire","Female","95","90","25590","24910"
"In post","2022","20-29","East Midlands (England)","South and West Derbyshire","Male","40","40","26210","26610"
"In post","2022","20-29","East Midlands (England)","South Nottinghamshire","Female","85","85","26950","26610"
"In post","2022","20-29","East Midlands (England)","South Nottinghamshire","Male","55","55","25480","24440"
"In post","2022","20-29","East Midlands (England)","West Northamptonshire","Female","110","105","24480","24090"
"In post","2022","20-29","East Midlands (England)","West Northamptonshire","Male","75","75","24360","24730"
"In post","2022","20-29","East of England","Bedford","Female","90","90","26600","27570"
"In post","2022","20-29","East of England","Bedford","Male","70","70","27730","28140"
"In post","2022","20-29","East of England","Breckland and South Norfolk","Female","40","40","25430","24970"
"In post","2022","20-29","East of England","Breckland and South Norfolk","Male","45","45","23980","24260"
"In post","2022","20-29","East of England","Cambridgeshire CC","Female","235","230","26900","26350"
"In post","2022","20-29","East of England","Cambridgeshire CC","Male","240","235","28020","27260"
"In post","2022","20-29","East of England","Central Bedfordshire","Female","15","15","[c]","[c]"
"In post","2022","20-29","East of England","Central Bedfordshire","Male","25","25","[c]","[c]"
"In post","2022","20-29","East of England","Essex Haven Gateway","Female","55","55","25520","24800"
"In post","2022","20-29","East of England","Essex Haven Gateway","Male","40","40","25920","24950"
"In post","2022","20-29","East of England","Essex Thames Gateway","Female","95","95","25530","24250"
"In post","2022","20-29","East of England","Essex Thames Gateway","Male","40","40","26300","24250"
"In post","2022","20-29","East of England","Heart of Essex","Female","150","150","27650","26970"
"In post","2022","20-29","East of England","Heart of Essex","Male","90","90","27090","27260"
"In post","2022","20-29","East of England","Hertfordshire CC","Female","245","240","29070","29290"
"In post","2022","20-29","East of England","Hertfordshire CC","Male","165","165","30950","29290"
"In post","2022","20-29","East of England","Luton","Female","55","55","25420","24880"
"In post","2022","20-29","East of England","Luton","Male","35","35","24670","24890"
"In post","2022","20-29","East of England","North and West Norfolk","Female","30","30","24030","24350"
"In post","2022","20-29","East of England","North and West Norfolk","Male","35","35","24970","25710"
"In post","2022","20-29","East of England","Norwich and East Norfolk","Female","155","150","25030","24000"
"In post","2022","20-29","East of England","Norwich and East Norfolk","Male","125","120","24910","24730"
"In post","2022","20-29","East of England","Peterborough","Female","100","95","25670","24800"
"In post","2022","20-29","East of England","Peterborough","Male","65","60","26200","24880"
"In post","2022","20-29","East of England","Southend-on-Sea","Female","45","45","30350","29290"
"In post","2022","20-29","East of England","Southend-on-Sea","Male","30","30","30140","26820"
"In post","2022","20-29","East of England","Suffolk CC","Female","330","325","25530","24920"
"In post","2022","20-29","East of England","Suffolk CC","Male","265","265","26370","26590"
"In post","2022","20-29","East of England","Thurrock","Female","30","30","23860","21680"
"In post","2022","20-29","East of England","Thurrock","Male","35","35","23300","21680"
"In post","2022","20-29","East of England","West Essex","Female","40","40","26640","24890"
"In post","2022","20-29","East of England","West Essex","Male","25","25","[c]","[c]"
"In post","2022","20-29","London","Barking & Dagenham and Havering","Female","70","70","29740","31060"
"In post","2022","20-29","London","Barking & Dagenham and Havering","Male","45","45","30040","31060"
"In post","2022","20-29","London","Barnet","Female","255","240","30850","31060"
"In post","2022","20-29","London","Barnet","Male","110","105","30200","28650"
"In post","2022","20-29","London","Bexley and Greenwich","Female","210","205","28990","30280"
"In post","2022","20-29","London","Bexley and Greenwich","Male","130","130","30120","31060"
"In post","2022","20-29","London","Brent","Female","75","75","29970","31060"
"In post","2022","20-29","London","Brent","Male","55","50","31110","31060"
"In post","2022","20-29","London","Bromley","Female","45","45","29470","31060"
"In post","2022","20-29","London","Bromley","Male","15","15","[c]","[c]"
"In post","2022","20-29","London","Camden and City of London","Female","195","195","30330","28310"
"In post","2022","20-29","London","Camden and City of London","Male","150","145","33250","31060"
"In post","2022","20-29","London","Croydon","Female","820","810","33220","31020"
"In post","2022","20-29","London","Croydon","Male","635","635","34910","31060"
"In post","2022","20-29","London","Ealing","Female","55","50","30630","31060"
