"Status","Year","Region_ITL2","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Dorset and Somerset","Dorset","Outside London","Heterosexual / straight","1550","1460","29990","27380"
"In post","2022","Dorset and Somerset","Dorset","Outside London","LGBO","75","75","29690","27570"
"In post","2022","Dorset and Somerset","Dorset","Outside London","Undeclared","205","195","30630","28010"
"In post","2022","Dorset and Somerset","Dorset","Outside London","Unknown","370","345","28870","27130"
"In post","2022","Dorset and Somerset","Somerset CC","Outside London","Heterosexual / straight","1740","1625","32050","28080"
"In post","2022","Dorset and Somerset","Somerset CC","Outside London","LGBO","80","80","28550","27570"
"In post","2022","Dorset and Somerset","Somerset CC","Outside London","Undeclared","250","235","32090","29290"
"In post","2022","Dorset and Somerset","Somerset CC","Outside London","Unknown","400","370","31550","27570"
"In post","2022","East Anglia","Breckland and South Norfolk","Outside London","Heterosexual / straight","385","365","29480","27120"
"In post","2022","East Anglia","Breckland and South Norfolk","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","East Anglia","Breckland and South Norfolk","Outside London","Undeclared","30","30","32180","27250"
"In post","2022","East Anglia","Breckland and South Norfolk","Outside London","Unknown","80","75","28280","26750"
"In post","2022","East Anglia","Cambridgeshire CC","Outside London","Heterosexual / straight","2470","2355","33710","31550"
"In post","2022","East Anglia","Cambridgeshire CC","Outside London","LGBO","115","115","30480","27570"
"In post","2022","East Anglia","Cambridgeshire CC","Outside London","Undeclared","395","375","35070","33100"
"In post","2022","East Anglia","Cambridgeshire CC","Outside London","Unknown","505","475","32050","29120"
"In post","2022","East Anglia","North and West Norfolk","Outside London","Heterosexual / straight","735","685","28270","27570"
"In post","2022","East Anglia","North and West Norfolk","Outside London","LGBO","35","30","28150","27570"
"In post","2022","East Anglia","North and West Norfolk","Outside London","Undeclared","65","60","31440","31650"
"In post","2022","East Anglia","North and West Norfolk","Outside London","Unknown","110","100","27740","26680"
"In post","2022","East Anglia","Norwich and East Norfolk","Outside London","Heterosexual / straight","1385","1275","29460","27570"
"In post","2022","East Anglia","Norwich and East Norfolk","Outside London","LGBO","95","95","28070","24330"
"In post","2022","East Anglia","Norwich and East Norfolk","Outside London","Undeclared","195","180","30520","27570"
"In post","2022","East Anglia","Norwich and East Norfolk","Outside London","Unknown","325","285","29930","27570"
"In post","2022","East Anglia","Peterborough","Outside London","Heterosexual / straight","1240","1125","29060","26350"
"In post","2022","East Anglia","Peterborough","Outside London","LGBO","45","40","27080","24800"
"In post","2022","East Anglia","Peterborough","Outside London","Undeclared","180","160","28560","27130"
"In post","2022","East Anglia","Peterborough","Outside London","Unknown","175","155","29400","27130"
"In post","2022","East Anglia","Suffolk CC","Outside London","Heterosexual / straight","2835","2655","29750","27570"
"In post","2022","East Anglia","Suffolk CC","Outside London","LGBO","135","135","28670","27570"
"In post","2022","East Anglia","Suffolk CC","Outside London","Undeclared","400","375","29500","27570"
"In post","2022","East Anglia","Suffolk CC","Outside London","Unknown","960","880","30040","27570"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","8225","7740","35610","30980"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Outside London","LGBO","625","610","33100","27570"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Outside London","Undeclared","970","905","37130","33080"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Outside London","Unknown","2115","1965","29380","26820"
"In post","2022","East Wales","Flintshire and Wrexham","Outside London","Heterosexual / straight","1410","1345","28660","26750"
"In post","2022","East Wales","Flintshire and Wrexham","Outside London","LGBO","95","95","26790","24730"
"In post","2022","East Wales","Flintshire and Wrexham","Outside London","Undeclared","405","385","29600","28430"
"In post","2022","East Wales","Flintshire and Wrexham","Outside London","Unknown","340","310","27190","24900"
"In post","2022","East Wales","Monmouthshire and Newport","Outside London","Heterosexual / straight","3950","3705","35270","30770"
"In post","2022","East Wales","Monmouthshire and Newport","Outside London","LGBO","285","280","33760","30710"
"In post","2022","East Wales","Monmouthshire and Newport","Outside London","Undeclared","300","285","35840","31320"
"In post","2022","East Wales","Monmouthshire and Newport","Outside London","Unknown","1535","1430","34620","30710"
"In post","2022","East Wales","Powys","Outside London","Heterosexual / straight","470","440","30970","27570"
"In post","2022","East Wales","Powys","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","East Wales","Powys","Outside London","Undeclared","70","65","29540","26670"
"In post","2022","East Wales","Powys","Outside London","Unknown","40","40","27980","23170"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","Heterosexual / straight","1450","1365","29440","26930"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","LGBO","65","60","27610","26930"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","Undeclared","195","180","29660","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","Unknown","275","260","28690","26670"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","Heterosexual / straight","1450","1310","28620","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","LGBO","90","85","27540","26520"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","Undeclared","205","185","29410","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","Unknown","365","325","27230","26850"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","Heterosexual / straight","575","510","27250","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","LGBO","35","30","27140","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","Undeclared","80","75","25750","26780"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","Unknown","165","150","25710","26750"
"In post","2022","Eastern Scotland","Angus and Dundee City","Outside London","Heterosexual / straight","1365","1285","28170","27230"
"In post","2022","Eastern Scotland","Angus and Dundee City","Outside London","LGBO","115","110","25570","22140"
"In post","2022","Eastern Scotland","Angus and Dundee City","Outside London","Undeclared","110","100","24650","21260"
"In post","2022","Eastern Scotland","Angus and Dundee City","Outside London","Unknown","490","455","25950","23230"
"In post","2022","Eastern Scotland","City of Edinburgh","Outside London","Heterosexual / straight","8035","7700","40490","36130"
"In post","2022","Eastern Scotland","City of Edinburgh","Outside London","LGBO","755","740","37220","33070"
"In post","2022","Eastern Scotland","City of Edinburgh","Outside London","Undeclared","675","645","39610","35000"
"In post","2022","Eastern Scotland","City of Edinburgh","Outside London","Unknown","4240","4010","36060","31540"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Outside London","Heterosexual / straight","800","745","31110","27570"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Outside London","LGBO","30","25","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Outside London","Undeclared","90","80","33730","32710"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Outside London","Unknown","415","385","29450","27230"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","Outside London","Heterosexual / straight","85","75","30490","27570"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Eastern Scotland","Falkirk","Outside London","Heterosexual / straight","1060","935","28170","27570"
"In post","2022","Eastern Scotland","Falkirk","Outside London","LGBO","55","55","27790","27570"
"In post","2022","Eastern Scotland","Falkirk","Outside London","Undeclared","75","70","28830","27570"
"In post","2022","Eastern Scotland","Falkirk","Outside London","Unknown","690","605","28770","27570"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","Heterosexual / straight","605","570","32700","30040"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","Undeclared","55","50","34870","27570"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","Unknown","755","710","31130","30020"
"In post","2022","Eastern Scotland","West Lothian","Outside London","Heterosexual / straight","275","255","35670","27930"
"In post","2022","Eastern Scotland","West Lothian","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Eastern Scotland","West Lothian","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2022","Eastern Scotland","West Lothian","Outside London","Unknown","120","115","31680","27570"
"In post","2022","Essex","Essex Haven Gateway","Outside London","Heterosexual / straight","680","640","31830","29290"
"In post","2022","Essex","Essex Haven Gateway","Outside London","LGBO","30","30","33620","29750"
"In post","2022","Essex","Essex Haven Gateway","Outside London","Undeclared","100","90","32810","29290"
"In post","2022","Essex","Essex Haven Gateway","Outside London","Unknown","145","135","30010","28200"
"In post","2022","Essex","Essex Thames Gateway","Outside London","Heterosexual / straight","665","605","28270","29140"
"In post","2022","Essex","Essex Thames Gateway","Outside London","LGBO","35","35","28690","29290"
"In post","2022","Essex","Essex Thames Gateway","Outside London","Undeclared","65","60","26620","25110"
"In post","2022","Essex","Essex Thames Gateway","Outside London","Unknown","185","160","27270","25110"
"In post","2022","Essex","Heart of Essex","Outside London","Heterosexual / straight","855","810","33140","30110"
"In post","2022","Essex","Heart of Essex","Outside London","LGBO","55","55","32770","29360"
"In post","2022","Essex","Heart of Essex","Outside London","Undeclared","95","85","30770","28700"
"In post","2022","Essex","Heart of Essex","Outside London","Unknown","235","225","30250","27260"
"In post","2022","Essex","Southend-on-Sea","Outside London","Heterosexual / straight","635","575","34090","31880"
"In post","2022","Essex","Southend-on-Sea","Outside London","LGBO","40","40","30220","29290"
"In post","2022","Essex","Southend-on-Sea","Outside London","Undeclared","125","110","34110","33370"
"In post","2022","Essex","Southend-on-Sea","Outside London","Unknown","305","270","32770","29290"
"In post","2022","Essex","Thurrock","Outside London","Heterosexual / straight","255","240","27700","26780"
"In post","2022","Essex","Thurrock","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Essex","Thurrock","Outside London","Undeclared","45","40","28180","27370"
"In post","2022","Essex","Thurrock","Outside London","Unknown","55","55","24740","21680"
"In post","2022","Essex","West Essex","Outside London","Heterosexual / straight","530","475","31370","29290"
"In post","2022","Essex","West Essex","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Essex","West Essex","Outside London","Undeclared","65","60","30660","27750"
"In post","2022","Essex","West Essex","Outside London","Unknown","75","65","33990","29290"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","10710","10280","38260","35190"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","475","465","33560","31600"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Undeclared","1435","1365","40410","39650"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","1120","1070","35230","32370"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","Heterosexual / straight","4525","4240","35790","32010"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","LGBO","365","355","34860","31860"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","Undeclared","595","555","35520","32180"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","Unknown","1240","1140","33270","27720"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","Heterosexual / straight","1020","925","31110","27570"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","LGBO","60","55","28700","27570"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","Undeclared","170","155","31180","27570"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","Unknown","275","245","29310","27130"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","Heterosexual / straight","345","325","32860","27570"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","LGBO","25","20","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","Undeclared","45","40","31360","27570"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","Unknown","85","75","33090","28230"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","Heterosexual / straight","4200","4035","35270","33300"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","LGBO","195","190","33210","29230"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","Undeclared","600","570","37660","34710"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","Unknown","2675","2575","40320","38070"
"In post","2022","Greater Manchester","Greater Manchester North East","Outside London","Heterosexual / straight","830","780","28850","27570"
"In post","2022","Greater Manchester","Greater Manchester North East","Outside London","LGBO","65","60","29880","27570"
"In post","2022","Greater Manchester","Greater Manchester North East","Outside London","Undeclared","115","105","27820","27570"
"In post","2022","Greater Manchester","Greater Manchester North East","Outside London","Unknown","240","210","26590","26760"
"In post","2022","Greater Manchester","Greater Manchester North West","Outside London","Heterosexual / straight","1445","1320","26480","25700"
"In post","2022","Greater Manchester","Greater Manchester North West","Outside London","LGBO","75","70","25780","23170"
"In post","2022","Greater Manchester","Greater Manchester North West","Outside London","Undeclared","150","135","25350","24340"
"In post","2022","Greater Manchester","Greater Manchester North West","Outside London","Unknown","465","410","24900","23170"
"In post","2022","Greater Manchester","Greater Manchester South East","Outside London","Heterosexual / straight","700","640","26470","25060"
"In post","2022","Greater Manchester","Greater Manchester South East","Outside London","LGBO","45","45","24660","21260"
"In post","2022","Greater Manchester","Greater Manchester South East","Outside London","Undeclared","95","85","25370","24800"
"In post","2022","Greater Manchester","Greater Manchester South East","Outside London","Unknown","225","200","25150","23170"
"In post","2022","Greater Manchester","Greater Manchester South West","Outside London","Heterosexual / straight","4295","4075","33190","30360"
"In post","2022","Greater Manchester","Greater Manchester South West","Outside London","LGBO","370","360","31580","27570"
"In post","2022","Greater Manchester","Greater Manchester South West","Outside London","Undeclared","490","460","32970","30360"
"In post","2022","Greater Manchester","Greater Manchester South West","Outside London","Unknown","2105","2000","31020","26820"
"In post","2022","Greater Manchester","Manchester","Outside London","Heterosexual / straight","6585","6280","35020","31420"
"In post","2022","Greater Manchester","Manchester","Outside London","LGBO","650","640","33620","30090"
"In post","2022","Greater Manchester","Manchester","Outside London","Undeclared","795","745","34250","30780"
"In post","2022","Greater Manchester","Manchester","Outside London","Unknown","1860","1760","32910","28200"
"In post","2022","Hampshire and Isle of Wight","Central Hampshire","Outside London","Heterosexual / straight","2445","2360","35090","33300"
"In post","2022","Hampshire and Isle of Wight","Central Hampshire","Outside London","LGBO","130","125","32860","31350"
"In post","2022","Hampshire and Isle of Wight","Central Hampshire","Outside London","Undeclared","335","325","34950","33300"
"In post","2022","Hampshire and Isle of Wight","Central Hampshire","Outside London","Unknown","1415","1355","41410","38110"
"In post","2022","Hampshire and Isle of Wight","Isle of Wight","Outside London","Heterosexual / straight","655","610","27570","26610"
"In post","2022","Hampshire and Isle of Wight","Isle of Wight","Outside London","LGBO","55","50","26560","26100"
"In post","2022","Hampshire and Isle of Wight","Isle of Wight","Outside London","Undeclared","80","70","28070","27380"
"In post","2022","Hampshire and Isle of Wight","Isle of Wight","Outside London","Unknown","120","110","28930","27950"
"In post","2022","Hampshire and Isle of Wight","North Hampshire","Outside London","Heterosexual / straight","765","720","33430","27570"
"In post","2022","Hampshire and Isle of Wight","North Hampshire","Outside London","LGBO","35","35","33030","28330"
"In post","2022","Hampshire and Isle of Wight","North Hampshire","Outside London","Undeclared","135","130","35260","29330"
"In post","2022","Hampshire and Isle of Wight","North Hampshire","Outside London","Unknown","120","110","38270","30330"
"In post","2022","Hampshire and Isle of Wight","Portsmouth","Outside London","Heterosexual / straight","2675","2505","32090","27760"
"In post","2022","Hampshire and Isle of Wight","Portsmouth","Outside London","LGBO","115","105","30130","27570"
"In post","2022","Hampshire and Isle of Wight","Portsmouth","Outside London","Undeclared","455","420","33370","30820"
"In post","2022","Hampshire and Isle of Wight","Portsmouth","Outside London","Unknown","570","515","29060","24880"
"In post","2022","Hampshire and Isle of Wight","South Hampshire","Outside London","Heterosexual / straight","2950","2555","30890","27570"
"In post","2022","Hampshire and Isle of Wight","South Hampshire","Outside London","LGBO","140","125","30580","30210"
"In post","2022","Hampshire and Isle of Wight","South Hampshire","Outside London","Undeclared","270","240","32310","30760"
"In post","2022","Hampshire and Isle of Wight","South Hampshire","Outside London","Unknown","770","650","30510","26840"
"In post","2022","Hampshire and Isle of Wight","Southampton","Outside London","Heterosexual / straight","950","880","34140","27690"
"In post","2022","Hampshire and Isle of Wight","Southampton","Outside London","LGBO","65","65","31520","27570"
"In post","2022","Hampshire and Isle of Wight","Southampton","Outside London","Undeclared","155","140","33450","28070"
"In post","2022","Hampshire and Isle of Wight","Southampton","Outside London","Unknown","165","150","29700","26830"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","Heterosexual / straight","340","325","29080","27020"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","LGBO","15","15","[c]","[c]"
