"Status","Year","Age","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","G6","Heterosexual / straight","35","[c]","71360","72000"
"Leaver CS","2022","60-64","Inner London - West","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","G6","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","G7","Heterosexual / straight","50","[c]","59030","59030"
"Leaver CS","2022","60-64","Inner London - West","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","HEO","Heterosexual / straight","35","[c]","36640","36170"
"Leaver CS","2022","60-64","Inner London - West","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","SCS level","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","SEO","Heterosexual / straight","35","[c]","44970","44360"
"Leaver CS","2022","60-64","Inner London - West","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","EO","Heterosexual / straight","30","[c]","29360","29290"
"Leaver CS","2022","60-64","Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","AO","Heterosexual / straight","40","[c]","21630","21490"
"Leaver CS","2022","60-64","Merseyside","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","EO","Heterosexual / straight","35","[c]","27130","27350"
"Leaver CS","2022","60-64","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
