"Status","Year","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Ministry of Defence","Unknown","90","85","38860","38070"
"In post","2022","Asian","Ministry of Justice","Heterosexual / straight","3945","3680","30060","26400"
"In post","2022","Asian","Ministry of Justice","LGBO","95","85","28690","24310"
"In post","2022","Asian","Ministry of Justice","Undeclared","250","230","28890","25120"
"In post","2022","Asian","Ministry of Justice","Unknown","160","140","32430","28200"
"In post","2022","Asian","National Crime Agency","Heterosexual / straight","265","255","37990","36740"
"In post","2022","Asian","National Crime Agency","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","95","95","40330","35010"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Heterosexual / straight","85","85","39110","33400"
"In post","2022","Asian","Office of Gas and Electricity Markets","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Unknown","45","45","47270","39980"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Heterosexual / straight","265","255","35680","31540"
"In post","2022","Asian","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Scottish Government","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Scottish Government","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","The National Archives","Heterosexual / straight","30","30","34880","35530"
"In post","2022","Asian","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Heterosexual / straight","80","80","49860","42660"
"In post","2022","Asian","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Heterosexual / straight","160","145","32680","30460"
"In post","2022","Asian","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Welsh Government","Heterosexual / straight","60","60","39260","38160"
"In post","2022","Asian","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Heterosexual / straight","490","470","40160","32160"
"In post","2022","Black","Attorney General's Departments","LGBO","15","15","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Undeclared","20","20","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Unknown","75","70","41960","35000"
"In post","2022","Black","Cabinet Office","Heterosexual / straight","260","260","42420","37760"
"In post","2022","Black","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Heterosexual / straight","35","35","40810","34870"
"In post","2022","Black","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","440","435","38670","34880"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Undeclared","20","20","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","20","20","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Heterosexual / straight","95","95","38750","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","Heterosexual / straight","285","280","39900","36760"
"In post","2022","Black","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Department for Education","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Heterosexual / straight","230","230","35240","32560"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Department for International Trade","Heterosexual / straight","120","120","40450","38160"
"In post","2022","Black","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Heterosexual / straight","180","180","40230","36590"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Department for Transport","Heterosexual / straight","230","230","38300","35060"
"In post","2022","Black","Department for Transport","LGBO","15","15","[c]","[c]"
"In post","2022","Black","Department for Transport","Undeclared","15","15","[c]","[c]"
"In post","2022","Black","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Heterosexual / straight","3260","3110","29620","30220"
"In post","2022","Black","Department for Work and Pensions","LGBO","80","80","28790","29360"
"In post","2022","Black","Department for Work and Pensions","Undeclared","220","200","28760","28400"
"In post","2022","Black","Department for Work and Pensions","Unknown","515","460","28880","30330"
"In post","2022","Black","Department of Health and Social Care","Heterosexual / straight","550","520","37490","32790"
"In post","2022","Black","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Undeclared","45","45","37600","34810"
"In post","2022","Black","Department of Health and Social Care","Unknown","55","55","49710","40060"
"In post","2022","Black","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Heterosexual / straight","30","30","35630","32590"
"In post","2022","Black","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Heterosexual / straight","235","235","38950","34770"
"In post","2022","Black","Foreign, Commonwealth and Development Office","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Unknown","15","15","[c]","[c]"
"In post","2022","Black","HM Land Registry","Heterosexual / straight","55","55","34330","30600"
"In post","2022","Black","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2022","Black","HM Revenue and Customs","Heterosexual / straight","1550","1500","33940","33080"
"In post","2022","Black","HM Revenue and Customs","LGBO","40","40","33630","30750"
"In post","2022","Black","HM Revenue and Customs","Undeclared","75","70","35690","33370"
"In post","2022","Black","HM Revenue and Customs","Unknown","225","215","33030","32240"
"In post","2022","Black","HM Treasury","Heterosexual / straight","85","80","40460","36650"
"In post","2022","Black","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Treasury","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","HM Treasury","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Home Office","Heterosexual / straight","1655","1565","33170","29080"
"In post","2022","Black","Home Office","LGBO","25","25","[c]","[c]"
"In post","2022","Black","Home Office","Undeclared","100","95","32810","29080"
"In post","2022","Black","Home Office","Unknown","20","15","[c]","[c]"
"In post","2022","Black","Ministry of Defence","Heterosexual / straight","695","685","33500","32370"
"In post","2022","Black","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2022","Black","Ministry of Defence","Undeclared","25","25","[c]","[c]"
"In post","2022","Black","Ministry of Defence","Unknown","40","35","33040","29990"
"In post","2022","Black","Ministry of Justice","Heterosexual / straight","3545","3425","31090","28310"
"In post","2022","Black","Ministry of Justice","LGBO","70","70","31380","28900"
"In post","2022","Black","Ministry of Justice","Undeclared","195","185","31260","29870"
"In post","2022","Black","Ministry of Justice","Unknown","275","255","30790","30300"
"In post","2022","Black","National Crime Agency","Heterosexual / straight","90","85","36940","37150"
"In post","2022","Black","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","National Crime Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","55","50","44370","46360"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Gas and Electricity Markets","Heterosexual / straight","60","60","38100","34620"
"In post","2022","Black","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Office of Gas and Electricity Markets","Unknown","25","25","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","Heterosexual / straight","85","85","36430","31540"
"In post","2022","Black","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","Heterosexual / straight","40","40","41570","39000"
"In post","2022","Black","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","Heterosexual / straight","90","80","31700","30460"
"In post","2022","Black","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2022","Black","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","Heterosexual / straight","235","220","45570","48830"
"In post","2022","Mixed","Attorney General's Departments","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","Unknown","25","25","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","Heterosexual / straight","190","190","44950","40600"
"In post","2022","Mixed","Cabinet Office","LGBO","35","35","44980","41630"
"In post","2022","Mixed","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","Heterosexual / straight","30","30","48520","46190"
"In post","2022","Mixed","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","285","275","43410","40050"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","LGBO","45","45","41910","40050"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","Undeclared","30","30","43500","40050"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","Heterosexual / straight","75","75","44070","38020"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
