"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","London","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","Harrow and Hillingdon","SEO","25","25","43550","41750"
"In post","2022","No function","London","Harrow and Hillingdon","Unknown","60","55","33270","33700"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","AA","130","115","24040","24950"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","AO","580","540","29300","31020"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","EO","455","435","31150","31060"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","G6","25","25","63150","61710"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","G7","60","55","52660","52700"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","HEO","245","235","34340","33910"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","SCS level","10","10","90940","87250"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","SEO","150","150","42820","41340"
"In post","2022","No function","London","Hounslow and Richmond upon Thames","Unknown","85","80","32160","28690"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","AA","90","85","25760","25740"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","AO","345","330","31800","31910"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","EO","240","230","32510","31060"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","G7","5","5","[c]","[c]"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","HEO","55","50","40240","40860"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","SEO","20","20","52010","52170"
"In post","2022","No function","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","75","75","33340","33700"
"In post","2022","No function","London","Lambeth","AA","55","50","25110","25740"
"In post","2022","No function","London","Lambeth","AO","315","300","29680","30520"
"In post","2022","No function","London","Lambeth","EO","970","935","33640","32260"
"In post","2022","No function","London","Lambeth","G6","120","110","74560","71700"
"In post","2022","No function","London","Lambeth","G7","200","195","58080","54970"
"In post","2022","No function","London","Lambeth","HEO","530","515","40640","40860"
"In post","2022","No function","London","Lambeth","SCS level","75","70","107080","99990"
"In post","2022","No function","London","Lambeth","SEO","360","355","46160","48900"
"In post","2022","No function","London","Lambeth","Unknown","155","150","41740","35710"
"In post","2022","No function","London","Lewisham and Southwark","AA","25","25","21530","21650"
"In post","2022","No function","London","Lewisham and Southwark","AO","155","135","28570","25110"
"In post","2022","No function","London","Lewisham and Southwark","EO","390","375","30520","31060"
"In post","2022","No function","London","Lewisham and Southwark","G6","10","10","68630","66460"
"In post","2022","No function","London","Lewisham and Southwark","G7","10","10","[c]","[c]"
"In post","2022","No function","London","Lewisham and Southwark","HEO","50","50","35380","35620"
"In post","2022","No function","London","Lewisham and Southwark","SCS level","15","15","92220","89660"
"In post","2022","No function","London","Lewisham and Southwark","SEO","35","30","45000","42870"
"In post","2022","No function","London","Lewisham and Southwark","Unknown","425","410","35590","34100"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","AA","20","15","21650","21650"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","AO","80","75","24120","23720"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","EO","355","335","31930","31060"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","G7","5","5","[c]","[c]"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","HEO","60","60","39600","37180"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","SEO","30","25","48470","48900"
"In post","2022","No function","London","Merton, Kingston upon Thames and Sutton","Unknown","75","70","33330","32890"
"In post","2022","No function","London","Redbridge and Waltham Forest","AA","25","20","21650","21650"
"In post","2022","No function","London","Redbridge and Waltham Forest","AO","75","65","24560","25110"
"In post","2022","No function","London","Redbridge and Waltham Forest","EO","435","400","30700","31060"
"In post","2022","No function","London","Redbridge and Waltham Forest","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","Redbridge and Waltham Forest","G7","10","10","[c]","[c]"
"In post","2022","No function","London","Redbridge and Waltham Forest","HEO","30","30","35500","36250"
"In post","2022","No function","London","Redbridge and Waltham Forest","SEO","15","15","44260","42300"
"In post","2022","No function","London","Redbridge and Waltham Forest","Unknown","145","140","33640","32090"
"In post","2022","No function","London","Tower Hamlets","AA","10","5","[c]","[c]"
"In post","2022","No function","London","Tower Hamlets","AO","230","210","23940","23720"
"In post","2022","No function","London","Tower Hamlets","EO","400","385","29250","29510"
"In post","2022","No function","London","Tower Hamlets","G6","170","160","70050","67750"
"In post","2022","No function","London","Tower Hamlets","G7","355","340","56290","54870"
"In post","2022","No function","London","Tower Hamlets","HEO","370","360","34550","34260"
"In post","2022","No function","London","Tower Hamlets","SCS level","150","140","91220","85990"
"In post","2022","No function","London","Tower Hamlets","SEO","270","265","43920","42640"
"In post","2022","No function","London","Tower Hamlets","Unknown","95","90","32210","30200"
"In post","2022","No function","London","Wandsworth","AA","80","75","25920","25740"
"In post","2022","No function","London","Wandsworth","AO","455","440","31200","31850"
"In post","2022","No function","London","Wandsworth","EO","180","175","33030","31060"
"In post","2022","No function","London","Wandsworth","G6","5","5","[c]","[c]"
"In post","2022","No function","London","Wandsworth","G7","5","5","[c]","[c]"
"In post","2022","No function","London","Wandsworth","HEO","55","55","38860","38420"
"In post","2022","No function","London","Wandsworth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","Wandsworth","SEO","30","25","52400","53340"
"In post","2022","No function","London","Wandsworth","Unknown","50","50","34660","35650"
"In post","2022","No function","London","Westminster","AA","105","95","21460","21650"
"In post","2022","No function","London","Westminster","AO","815","780","24930","24370"
"In post","2022","No function","London","Westminster","EO","3015","2945","28980","28310"
"In post","2022","No function","London","Westminster","G6","3055","2960","66660","65440"
"In post","2022","No function","London","Westminster","G7","7310","7135","55220","54160"
"In post","2022","No function","London","Westminster","HEO","7160","7080","33880","33570"
"In post","2022","No function","London","Westminster","SCS level","1935","1865","87400","78000"
"In post","2022","No function","London","Westminster","SEO","4445","4355","41690","40650"
"In post","2022","No function","London","Westminster","Unknown","80","80","42320","41060"
"In post","2022","No function","North East (England)","Darlington","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","North East (England)","Darlington","AO","75","65","21800","20970"
"In post","2022","No function","North East (England)","Darlington","EO","145","135","26570","26240"
"In post","2022","No function","North East (England)","Darlington","G6","35","35","62430","61960"
"In post","2022","No function","North East (England)","Darlington","G7","145","140","51390","50130"
"In post","2022","No function","North East (England)","Darlington","HEO","150","145","30460","30070"
"In post","2022","No function","North East (England)","Darlington","SCS level","15","15","86680","78100"
"In post","2022","No function","North East (England)","Darlington","SEO","145","140","37360","36570"
"In post","2022","No function","North East (England)","Darlington","Unknown","65","65","26540","24090"
"In post","2022","No function","North East (England)","Durham","AA","295","265","21070","20890"
"In post","2022","No function","North East (England)","Durham","AO","2095","1870","24850","23140"
"In post","2022","No function","North East (England)","Durham","EO","975","875","28300","27570"
"In post","2022","No function","North East (England)","Durham","G6","20","20","76290","72200"
"In post","2022","No function","North East (England)","Durham","G7","55","55","56990","54920"
"In post","2022","No function","North East (England)","Durham","HEO","335","310","34320","33840"
"In post","2022","No function","North East (England)","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North East (England)","Durham","SEO","185","175","45220","43870"
"In post","2022","No function","North East (England)","Durham","Unknown","210","205","30670","28540"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","AA","115","105","21100","20890"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","AO","605","555","24480","23140"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","EO","460","420","28170","27570"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","G6","5","5","[c]","[c]"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","G7","10","10","57970","53770"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","HEO","90","85","33950","33180"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","SEO","45","45","46850","49060"
"In post","2022","No function","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","165","155","30690","28480"
"In post","2022","No function","North East (England)","Northumberland","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","North East (England)","Northumberland","AO","35","30","21100","21260"
"In post","2022","No function","North East (England)","Northumberland","EO","170","155","27510","27570"
"In post","2022","No function","North East (England)","Northumberland","G6","10","10","71170","67150"
"In post","2022","No function","North East (England)","Northumberland","G7","10","10","55500","49080"
"In post","2022","No function","North East (England)","Northumberland","HEO","20","20","32560","32470"
"In post","2022","No function","North East (England)","Northumberland","SEO","15","15","41780","41770"
"In post","2022","No function","North East (England)","Northumberland","Unknown","55","55","31430","31420"
"In post","2022","No function","North East (England)","South Teesside","AA","20","20","19200","19200"
"In post","2022","No function","North East (England)","South Teesside","AO","340","305","21090","21260"
"In post","2022","No function","North East (England)","South Teesside","EO","295","260","27200","27570"
"In post","2022","No function","North East (England)","South Teesside","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North East (England)","South Teesside","G7","5","5","[c]","[c]"
"In post","2022","No function","North East (England)","South Teesside","HEO","35","35","32070","31990"
"In post","2022","No function","North East (England)","South Teesside","SEO","30","25","42100","41930"
"In post","2022","No function","North East (England)","South Teesside","Unknown","155","140","29010","28200"
"In post","2022","No function","North East (England)","Sunderland","AA","150","105","21220","21250"
"In post","2022","No function","North East (England)","Sunderland","AO","1710","1370","21520","21260"
"In post","2022","No function","North East (England)","Sunderland","EO","1145","1020","27580","27570"
"In post","2022","No function","North East (England)","Sunderland","G6","15","10","64490","66610"
"In post","2022","No function","North East (England)","Sunderland","G7","50","50","55820","55210"
"In post","2022","No function","North East (England)","Sunderland","HEO","225","215","33760","33370"
"In post","2022","No function","North East (England)","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North East (England)","Sunderland","SEO","80","75","40640","40520"
"In post","2022","No function","North East (England)","Sunderland","Unknown","90","90","29120","28200"
"In post","2022","No function","North East (England)","Tyneside","AA","285","215","20810","21250"
"In post","2022","No function","North East (England)","Tyneside","AO","4565","3915","21360","21260"
"In post","2022","No function","North East (England)","Tyneside","EO","1995","1795","26880","27570"
"In post","2022","No function","North East (England)","Tyneside","G6","105","100","64810","66380"
"In post","2022","No function","North East (England)","Tyneside","G7","305","295","52610","54160"
"In post","2022","No function","North East (England)","Tyneside","HEO","1045","1000","32500","33080"
"In post","2022","No function","North East (England)","Tyneside","SCS level","30","30","91600","92180"
"In post","2022","No function","North East (England)","Tyneside","SEO","485","460","40040","40180"
"In post","2022","No function","North East (England)","Tyneside","Unknown","425","400","29210","28200"
"In post","2022","No function","North West (England)","Blackburn with Darwen","AA","10","10","[c]","[c]"
"In post","2022","No function","North West (England)","Blackburn with Darwen","AO","130","110","21500","21260"
"In post","2022","No function","North West (England)","Blackburn with Darwen","EO","160","140","27600","27570"
"In post","2022","No function","North West (England)","Blackburn with Darwen","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Blackburn with Darwen","G7","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","Blackburn with Darwen","HEO","25","25","32260","31990"
"In post","2022","No function","North West (England)","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Blackburn with Darwen","SEO","10","10","[c]","[c]"
"In post","2022","No function","North West (England)","Blackburn with Darwen","Unknown","85","80","29250","26310"
"In post","2022","No function","North West (England)","Blackpool","AA","15","10","19690","19200"
"In post","2022","No function","North West (England)","Blackpool","AO","1625","1475","21140","21260"
"In post","2022","No function","North West (England)","Blackpool","EO","1630","1485","27470","27570"
"In post","2022","No function","North West (England)","Blackpool","G6","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","Blackpool","G7","30","30","50200","49170"
"In post","2022","No function","North West (England)","Blackpool","HEO","170","160","32390","31990"
"In post","2022","No function","North West (England)","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Blackpool","SEO","45","45","37330","36190"
"In post","2022","No function","North West (England)","Blackpool","Unknown","100","100","28890","27260"
"In post","2022","No function","North West (England)","Cheshire East","AA","50","45","20770","20890"
"In post","2022","No function","North West (England)","Cheshire East","AO","195","180","25310","24260"
"In post","2022","No function","North West (England)","Cheshire East","EO","170","160","28070","27570"
"In post","2022","No function","North West (England)","Cheshire East","G6","10","10","70640","66660"
"In post","2022","No function","North West (England)","Cheshire East","G7","40","40","56140","52670"
"In post","2022","No function","North West (England)","Cheshire East","HEO","65","60","32960","31920"
"In post","2022","No function","North West (England)","Cheshire East","SCS level","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","Cheshire East","SEO","55","50","45090","45100"
"In post","2022","No function","North West (England)","Cheshire East","Unknown","95","85","28940","26410"
"In post","2022","No function","North West (England)","Cheshire West and Chester","AA","10","10","19200","19200"
"In post","2022","No function","North West (England)","Cheshire West and Chester","AO","105","100","21210","21260"
"In post","2022","No function","North West (England)","Cheshire West and Chester","EO","165","150","27190","27570"
"In post","2022","No function","North West (England)","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Cheshire West and Chester","G7","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","Cheshire West and Chester","HEO","20","15","32450","31990"
"In post","2022","No function","North West (England)","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Cheshire West and Chester","SEO","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","Cheshire West and Chester","Unknown","130","120","28880","26310"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","AA","130","120","21110","20890"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","AO","635","585","26510","25700"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","EO","285","260","29930","27570"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","G6","10","10","[c]","[c]"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","G7","15","15","67920","65940"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","HEO","145","135","35210","36650"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","SEO","70","70","47310","46550"
"In post","2022","No function","North West (England)","Chorley and West Lancashire","Unknown","70","70","31290","32690"
"In post","2022","No function","North West (England)","East Cumbria","AA","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","East Cumbria","AO","135","125","21840","21300"
"In post","2022","No function","North West (England)","East Cumbria","EO","145","130","26990","27570"
"In post","2022","No function","North West (England)","East Cumbria","G6","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","East Cumbria","G7","20","20","58050","53110"
"In post","2022","No function","North West (England)","East Cumbria","HEO","40","40","31330","30450"
"In post","2022","No function","North West (England)","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","East Cumbria","SEO","35","30","43900","42340"
"In post","2022","No function","North West (England)","East Cumbria","Unknown","90","80","30200","28200"
"In post","2022","No function","North West (England)","East Lancashire","AA","10","5","[c]","[c]"
"In post","2022","No function","North West (England)","East Lancashire","AO","125","105","20980","21260"
"In post","2022","No function","North West (England)","East Lancashire","EO","205","185","27410","27570"
"In post","2022","No function","North West (England)","East Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","East Lancashire","G7","10","10","[c]","[c]"
"In post","2022","No function","North West (England)","East Lancashire","HEO","15","15","32350","31990"
"In post","2022","No function","North West (England)","East Lancashire","SEO","10","10","40300","37040"
"In post","2022","No function","North West (England)","East Lancashire","Unknown","125","115","28450","25560"
"In post","2022","No function","North West (England)","East Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","East Merseyside","AO","200","175","21280","20970"
"In post","2022","No function","North West (England)","East Merseyside","EO","405","360","27560","27570"
"In post","2022","No function","North West (England)","East Merseyside","G6","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","East Merseyside","G7","20","20","61120","64500"
"In post","2022","No function","North West (England)","East Merseyside","HEO","60","60","33150","32910"
"In post","2022","No function","North West (England)","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","East Merseyside","SEO","30","30","42260","42520"
"In post","2022","No function","North West (England)","East Merseyside","Unknown","195","185","30120","28200"
"In post","2022","No function","North West (England)","Greater Manchester North East","AA","45","40","20670","20890"
"In post","2022","No function","North West (England)","Greater Manchester North East","AO","275","245","23830","21840"
"In post","2022","No function","North West (England)","Greater Manchester North East","EO","485","455","27680","27570"
"In post","2022","No function","North West (England)","Greater Manchester North East","G6","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","Greater Manchester North East","G7","15","15","54750","49170"
"In post","2022","No function","North West (England)","Greater Manchester North East","HEO","80","75","33570","32320"
"In post","2022","No function","North West (England)","Greater Manchester North East","SEO","35","30","44850","46360"
"In post","2022","No function","North West (England)","Greater Manchester North East","Unknown","205","190","28790","26310"
"In post","2022","No function","North West (England)","Greater Manchester North West","AA","70","65","21160","20890"
"In post","2022","No function","North West (England)","Greater Manchester North West","AO","985","880","21940","21260"
"In post","2022","No function","North West (England)","Greater Manchester North West","EO","595","530","27470","27570"
"In post","2022","No function","North West (England)","Greater Manchester North West","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Greater Manchester North West","G7","15","15","55620","49170"
"In post","2022","No function","North West (England)","Greater Manchester North West","HEO","85","85","33610","32650"
"In post","2022","No function","North West (England)","Greater Manchester North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Greater Manchester North West","SEO","40","40","44710","44450"
"In post","2022","No function","North West (England)","Greater Manchester North West","Unknown","210","195","29400","28200"
"In post","2022","No function","North West (England)","Greater Manchester South East","AA","10","10","19450","19200"
"In post","2022","No function","North West (England)","Greater Manchester South East","AO","460","410","21160","21260"
"In post","2022","No function","North West (England)","Greater Manchester South East","EO","310","290","27330","27570"
"In post","2022","No function","North West (England)","Greater Manchester South East","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Greater Manchester South East","G7","10","10","52850","49170"
"In post","2022","No function","North West (England)","Greater Manchester South East","HEO","25","25","33170","32560"
"In post","2022","No function","North West (England)","Greater Manchester South East","SEO","20","15","43050","44530"
"In post","2022","No function","North West (England)","Greater Manchester South East","Unknown","145","135","29970","28200"
"In post","2022","No function","North West (England)","Greater Manchester South West","AA","55","45","20530","21250"
"In post","2022","No function","North West (England)","Greater Manchester South West","AO","1330","1205","21360","21250"
"In post","2022","No function","North West (England)","Greater Manchester South West","EO","760","715","26610","26820"
"In post","2022","No function","North West (England)","Greater Manchester South West","G6","50","50","65240","66610"
"In post","2022","No function","North West (England)","Greater Manchester South West","G7","180","180","54280","55210"
"In post","2022","No function","North West (England)","Greater Manchester South West","HEO","670","655","32520","33080"
"In post","2022","No function","North West (England)","Greater Manchester South West","SCS level","15","15","80650","74600"
"In post","2022","No function","North West (England)","Greater Manchester South West","SEO","290","285","39520","40180"
"In post","2022","No function","North West (England)","Greater Manchester South West","Unknown","235","220","29690","26360"
"In post","2022","No function","North West (England)","Lancaster and Wyre","AA","55","45","21350","20890"
"In post","2022","No function","North West (England)","Lancaster and Wyre","AO","255","240","24620","23960"
"In post","2022","No function","North West (England)","Lancaster and Wyre","EO","170","160","28190","27570"
"In post","2022","No function","North West (England)","Lancaster and Wyre","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Lancaster and Wyre","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Lancaster and Wyre","HEO","40","40","35160","36480"
"In post","2022","No function","North West (England)","Lancaster and Wyre","SEO","20","15","47020","50920"
"In post","2022","No function","North West (England)","Lancaster and Wyre","Unknown","45","40","29690","28200"
"In post","2022","No function","North West (England)","Liverpool","AA","155","145","20510","20890"
"In post","2022","No function","North West (England)","Liverpool","AO","2230","1995","22140","21250"
"In post","2022","No function","North West (England)","Liverpool","EO","1450","1330","26970","26820"
"In post","2022","No function","North West (England)","Liverpool","G6","65","60","67980","67910"
"In post","2022","No function","North West (England)","Liverpool","G7","210","200","54150","55210"
"In post","2022","No function","North West (England)","Liverpool","HEO","800","775","33000","33080"
"In post","2022","No function","North West (England)","Liverpool","SCS level","15","15","105210","107700"
"In post","2022","No function","North West (England)","Liverpool","SEO","330","320","40110","40180"
"In post","2022","No function","North West (England)","Liverpool","Unknown","370","345","28570","25480"
"In post","2022","No function","North West (England)","Manchester","AA","240","215","20200","20890"
"In post","2022","No function","North West (England)","Manchester","AO","1330","1230","22690","21260"
"In post","2022","No function","North West (England)","Manchester","EO","1315","1255","27040","27570"
"In post","2022","No function","North West (England)","Manchester","G6","135","130","66330","65650"
"In post","2022","No function","North West (England)","Manchester","G7","380","370","52570","50630"
"In post","2022","No function","North West (England)","Manchester","HEO","810","775","32180","32010"
"In post","2022","No function","North West (England)","Manchester","SCS level","40","35","92970","92520"
"In post","2022","No function","North West (England)","Manchester","SEO","520","495","39540","39350"
"In post","2022","No function","North West (England)","Manchester","Unknown","385","365","29590","28200"
"In post","2022","No function","North West (England)","Mid Lancashire","AA","165","145","20810","20890"
"In post","2022","No function","North West (England)","Mid Lancashire","AO","2290","2005","22140","21260"
"In post","2022","No function","North West (England)","Mid Lancashire","EO","1095","995","27520","27570"
"In post","2022","No function","North West (England)","Mid Lancashire","G6","35","35","73030","67910"
"In post","2022","No function","North West (England)","Mid Lancashire","G7","70","70","54350","55210"
"In post","2022","No function","North West (England)","Mid Lancashire","HEO","345","320","33660","33600"
"In post","2022","No function","North West (England)","Mid Lancashire","SCS level","10","10","90010","83000"
"In post","2022","No function","North West (England)","Mid Lancashire","SEO","185","175","42700","40520"
"In post","2022","No function","North West (England)","Mid Lancashire","Unknown","235","215","30210","28200"
"In post","2022","No function","North West (England)","Sefton","AA","20","15","20750","21250"
"In post","2022","No function","North West (England)","Sefton","AO","590","500","21310","21260"
"In post","2022","No function","North West (England)","Sefton","EO","1000","920","27170","27570"
"In post","2022","No function","North West (England)","Sefton","G6","35","35","67440","66610"
"In post","2022","No function","North West (England)","Sefton","G7","155","150","56980","55000"
"In post","2022","No function","North West (England)","Sefton","HEO","340","330","32020","31990"
"In post","2022","No function","North West (England)","Sefton","SCS level","20","20","85270","77200"
"In post","2022","No function","North West (England)","Sefton","SEO","295","275","43950","40520"
"In post","2022","No function","North West (England)","Sefton","Unknown","115","110","28560","24800"
"In post","2022","No function","North West (England)","Warrington","AA","95","85","20870","20890"
"In post","2022","No function","North West (England)","Warrington","AO","615","550","24300","23140"
"In post","2022","No function","North West (England)","Warrington","EO","820","795","31360","30640"
"In post","2022","No function","North West (England)","Warrington","G6","15","15","72260","71790"
"In post","2022","No function","North West (England)","Warrington","G7","50","50","56110","55740"
"In post","2022","No function","North West (England)","Warrington","HEO","405","395","38230","38160"
"In post","2022","No function","North West (England)","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","Warrington","SEO","185","180","45260","45480"
"In post","2022","No function","North West (England)","Warrington","Unknown","65","60","29470","29600"
"In post","2022","No function","North West (England)","West Cumbria","AA","40","35","20750","20890"
"In post","2022","No function","North West (England)","West Cumbria","AO","145","130","24150","21380"
"In post","2022","No function","North West (England)","West Cumbria","EO","135","125","27960","27570"
"In post","2022","No function","North West (England)","West Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","North West (England)","West Cumbria","G7","10","10","59290","50530"
"In post","2022","No function","North West (England)","West Cumbria","HEO","40","40","32930","31990"
"In post","2022","No function","North West (England)","West Cumbria","SEO","15","15","42110","40660"
"In post","2022","No function","North West (England)","West Cumbria","Unknown","60","50","29750","29390"
"In post","2022","No function","North West (England)","Wirral","AA","15","10","19700","19200"
"In post","2022","No function","North West (England)","Wirral","AO","935","805","21330","21260"
"In post","2022","No function","North West (England)","Wirral","EO","670","585","27330","27570"
"In post","2022","No function","North West (England)","Wirral","G6","10","10","[c]","[c]"
"In post","2022","No function","North West (England)","Wirral","G7","25","25","52370","50470"
"In post","2022","No function","North West (England)","Wirral","HEO","145","130","33360","33840"
"In post","2022","No function","North West (England)","Wirral","SCS level","5","5","[c]","[c]"
"In post","2022","No function","North West (England)","Wirral","SEO","70","65","40360","39100"
"In post","2022","No function","North West (England)","Wirral","Unknown","130","120","28550","26310"
"In post","2022","No function","Northern Ireland","Antrim and Newtownabbey","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Antrim and Newtownabbey","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Antrim and Newtownabbey","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Antrim and Newtownabbey","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Ards and North Down","AO","10","10","25590","26840"
"In post","2022","No function","Northern Ireland","Ards and North Down","EO","10","10","[c]","[c]"
"In post","2022","No function","Northern Ireland","Ards and North Down","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Ards and North Down","G7","5","5","[c]","[c]"
"In post","2022","No function","Northern Ireland","Ards and North Down","HEO","10","10","[c]","[c]"
"In post","2022","No function","Northern Ireland","Ards and North Down","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Ards and North Down","SEO","10","10","44390","45090"
"In post","2022","No function","Northern Ireland","Armagh City, Banbridge and Craigavon","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Armagh City, Banbridge and Craigavon","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Armagh City, Banbridge and Craigavon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Armagh City, Banbridge and Craigavon","SEO","5","5","[c]","[c]"
"In post","2022","No function","Northern Ireland","Belfast","AA","10","5","21250","21250"
"In post","2022","No function","Northern Ireland","Belfast","AO","685","625","21400","21250"
"In post","2022","No function","Northern Ireland","Belfast","EO","505","470","27240","26820"
"In post","2022","No function","Northern Ireland","Belfast","G6","30","25","68200","67910"
"In post","2022","No function","Northern Ireland","Belfast","G7","130","125","54350","55210"
"In post","2022","No function","Northern Ireland","Belfast","HEO","405","395","33910","33370"
"In post","2022","No function","Northern Ireland","Belfast","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Northern Ireland","Belfast","SEO","175","170","39910","40180"
"In post","2022","No function","Northern Ireland","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Causeway Coast and Glens","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Causeway Coast and Glens","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Derry City and Strabane","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Fermanagh and Omagh","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Fermanagh and Omagh","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Fermanagh and Omagh","HEO","[c]","[c]","[c]","[c]"
