"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","National Savings and Investments","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Savings and Investments","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Savings and Investments","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Savings and Investments","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Savings and Investments","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Savings and Investments","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Savings and Investments","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Savings and Investments","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland Office","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland Office","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Other","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Gas and Electricity Markets","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Qualifications and Examinations Regulation","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of Rail and Road","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Public Guardian","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Public Guardian","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Public Guardian","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Public Guardian","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Secretary of State for Wales","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Office of the Secretary of State for Wales","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectorate","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Knowledge and Information Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Knowledge and Information Management","EO","20","[c]","24990","25010"
"Leaver CS","2022","30-39","Public Health England","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Knowledge and Information Management","G7","10","[c]","52500","52610"
"Leaver CS","2022","30-39","Public Health England","Knowledge and Information Management","HEO","15","[c]","31280","31590"
"Leaver CS","2022","30-39","Public Health England","Knowledge and Information Management","SEO","25","[c]","38450","38150"
"Leaver CS","2022","30-39","Public Health England","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Operational Delivery","AO","10","[c]","20850","19880"
"Leaver CS","2022","30-39","Public Health England","Operational Delivery","EO","35","[c]","24680","23940"
"Leaver CS","2022","30-39","Public Health England","Operational Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Operational Delivery","G7","25","[c]","52960","53860"
"Leaver CS","2022","30-39","Public Health England","Operational Delivery","HEO","35","[c]","31490","32310"
"Leaver CS","2022","30-39","Public Health England","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Operational Delivery","SEO","55","[c]","39320","40060"
"Leaver CS","2022","30-39","Public Health England","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Science and Engineering","G7","10","[c]","50640","50380"
"Leaver CS","2022","30-39","Public Health England","Science and Engineering","HEO","15","[c]","34180","32650"
"Leaver CS","2022","30-39","Public Health England","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Science and Engineering","SEO","35","[c]","39550","40060"
"Leaver CS","2022","30-39","Public Health England","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Public Health England","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Queen Elizabeth II Centre","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Registers of Scotland","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Royal Fleet Auxiliary","Other","Unknown","60","[c]","34070","32700"
"Leaver CS","2022","30-39","Rural Payments Agency","Operational Delivery","AO","15","[c]","21260","21300"
"Leaver CS","2022","30-39","Rural Payments Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Rural Payments Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","AO","10","[c]","23070","23780"
"Leaver CS","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Forestry","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Forestry","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Forestry","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Forestry","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Government (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Government (excl. agencies)","Unknown","EO","10","[c]","29020","29510"
"Leaver CS","2022","30-39","Scottish Government (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Government (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Government (excl. agencies)","Unknown","HEO","20","[c]","33850","31540"
"Leaver CS","2022","30-39","Scottish Government (excl. agencies)","Unknown","SEO","15","[c]","42810","40810"
"Leaver CS","2022","30-39","Scottish Housing Regulator","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Prison Service","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scottish Prison Service","Operational Delivery","AO","25","[c]","23520","21640"
"Leaver CS","2022","30-39","Scottish Prison Service","Operational Delivery","EO","20","[c]","33690","35000"
"Leaver CS","2022","30-39","Scottish Prison Service","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
