"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","London","HEO","185","185","33120","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","London","SCS level","60","60","86960","76700"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","London","SEO","105","100","41170","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Outside London","EO","15","15","25100","24260"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Outside London","G6","25","25","64870","62400"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Outside London","G7","85","80","50960","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Outside London","HEO","65","65","30130","28970"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Outside London","SCS level","10","10","77750","76100"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Outside London","SEO","65","60","38780","38140"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Unknown","G6","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","London","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","London","SEO","15","15","41140","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","G6","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","SCS level","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Social Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","London","G7","10","10","55040","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","London","HEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","G7","10","10","51670","51350"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","EO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","G6","20","20","66480","66230"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","G7","40","40","53410","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","HEO","30","30","32920","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","SCS level","15","15","87410","73020"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","SEO","30","25","41320","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","G7","25","25","50830","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Unknown","Outside London","AA","190","175","22240","23230"
"In post","2022","Disclosure Scotland","Unknown","Outside London","AO","25","25","25870","25930"
"In post","2022","Disclosure Scotland","Unknown","Outside London","EO","60","55","30030","30040"
"In post","2022","Disclosure Scotland","Unknown","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Disclosure Scotland","Unknown","Outside London","G7","15","15","55920","53860"
"In post","2022","Disclosure Scotland","Unknown","Outside London","HEO","35","30","34650","35540"
"In post","2022","Disclosure Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Unknown","Outside London","SEO","30","25","45030","47240"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","Outside London","AA","10","10","18310","18310"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","Outside London","AO","25","20","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","Outside London","EO","40","35","26520","26130"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","Outside London","G7","15","15","53540","52360"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","Outside London","HEO","50","50","31400","31040"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","Outside London","SEO","30","25","41130","40040"
"In post","2022","Driver and Vehicle Licensing Agency","Communications","Outside London","AO","15","10","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Communications","Outside London","EO","30","25","26430","26410"
"In post","2022","Driver and Vehicle Licensing Agency","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Communications","Outside London","HEO","20","20","31390","31040"
"In post","2022","Driver and Vehicle Licensing Agency","Communications","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","AO","45","45","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","EO","180","175","26860","26470"
"In post","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","G6","25","25","75350","72940"
"In post","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","G7","120","115","60510","58820"
"In post","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","HEO","185","175","34970","32940"
"In post","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","SEO","255","250","44660","42370"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","Outside London","AA","10","10","18310","18310"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","Outside London","AO","25","20","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","Outside London","EO","25","25","26460","26470"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","Outside London","G7","15","15","53490","54110"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","Outside London","HEO","35","30","32150","31370"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","Outside London","SEO","25","25","42100","41090"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Outside London","AO","25","25","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Outside London","EO","50","45","26470","26470"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Outside London","G7","10","10","53200","54810"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Outside London","HEO","60","60","31660","31040"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Outside London","SEO","35","35","39680","39040"
"In post","2022","Driver and Vehicle Licensing Agency","Medicine","Outside London","G6","40","35","88860","86520"
"In post","2022","Driver and Vehicle Licensing Agency","Medicine","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Medicine","Outside London","HEO","10","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","AA","1185","940","18350","18310"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","AO","2675","2325","21920","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","EO","515","485","26560","26580"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","G7","15","15","50620","49240"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","HEO","100","95","31620","31370"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","SEO","40","40","39890","39360"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","Outside London","AO","30","25","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","Outside London","EO","40","35","26550","26580"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","Outside London","G7","10","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","Outside London","HEO","40","40","32040","31850"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","Outside London","SEO","20","20","39980","40070"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","EO","40","35","26410","26350"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","G7","10","10","56900","52300"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","HEO","20","15","31740","31850"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","SEO","15","15","40880","41090"
"In post","2022","Driver and Vehicle Licensing Agency","Property","Outside London","AO","15","10","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Property","Outside London","EO","15","15","26360","26240"
"In post","2022","Driver and Vehicle Licensing Agency","Property","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Property","Outside London","HEO","25","20","31380","31040"
"In post","2022","Driver and Vehicle Licensing Agency","Property","Outside London","SEO","10","10","38980","38650"
"In post","2022","Driver and Vehicle Licensing Agency","Security","Outside London","AA","55","50","24730","24720"
"In post","2022","Driver and Vehicle Licensing Agency","Security","Outside London","AO","10","10","26420","24570"
"In post","2022","Driver and Vehicle Licensing Agency","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Outside London","HEO","10","10","32230","31890"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Outside London","SEO","15","15","41280","41650"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Outside London","EO","10","10","27100","26700"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Outside London","HEO","15","15","31680","31380"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Outside London","SEO","10","10","40510","40990"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","London","EO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","EO","20","20","27060","26740"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","HEO","15","15","31290","30730"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","AO","10","10","19840","21840"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","EO","50","45","26370","26130"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","G7","20","20","57760","56300"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","HEO","70","70","31900","31040"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","SEO","60","60","42980","42200"
"In post","2022","Driver and Vehicle Standards Agency","Finance","Outside London","EO","25","25","26480","26350"
"In post","2022","Driver and Vehicle Standards Agency","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Finance","Outside London","G7","15","15","51700","51770"
"In post","2022","Driver and Vehicle Standards Agency","Finance","Outside London","HEO","25","25","32120","32180"
"In post","2022","Driver and Vehicle Standards Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Finance","Outside London","SEO","30","30","41490","41650"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","AO","10","10","21840","21840"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","EO","25","25","29530","30200"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","G7","10","10","50030","49700"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","HEO","30","30","32830","32320"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","SEO","35","30","40420","40090"
"In post","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","EO","15","10","26630","26780"
"In post","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","HEO","15","15","32170","31860"
"In post","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","SEO","15","15","42080","40790"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","London","AO","35","35","29570","30830"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","London","EO","265","250","31170","30780"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","London","HEO","40","40","36360","36180"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","London","SEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","AO","1005","935","24600","21840"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","EO","2200","2045","27840","26780"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","G7","30","30","51800","50360"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","HEO","350","345","32730","32180"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","SEO","75","75","40260","40080"
"In post","2022","Driver and Vehicle Standards Agency","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Operational Research","Outside London","AO","15","15","21840","21840"
"In post","2022","Driver and Vehicle Standards Agency","Operational Research","Outside London","EO","15","10","26330","26130"
"In post","2022","Driver and Vehicle Standards Agency","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Operational Research","Outside London","HEO","15","15","32540","33010"
"In post","2022","Driver and Vehicle Standards Agency","Operational Research","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","Outside London","HEO","60","55","32870","33330"
"In post","2022","Driver and Vehicle Standards Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Policy","Outside London","SEO","25","25","40190","39470"
"In post","2022","Driver and Vehicle Standards Agency","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Project Delivery","Outside London","EO","10","10","26400","26410"
"In post","2022","Driver and Vehicle Standards Agency","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Project Delivery","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Project Delivery","Outside London","HEO","10","10","31770","31210"
"In post","2022","Driver and Vehicle Standards Agency","Project Delivery","Outside London","SEO","10","10","40850","39970"
"In post","2022","Driver and Vehicle Standards Agency","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Property","Outside London","AO","10","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Property","Outside London","EO","15","15","26410","26470"
"In post","2022","Driver and Vehicle Standards Agency","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Property","Outside London","HEO","20","20","31800","31040"
"In post","2022","Driver and Vehicle Standards Agency","Property","Outside London","SEO","15","15","40520","40180"
"In post","2022","Education and Skills Funding Agency","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Commercial","Outside London","EO","10","10","25300","25000"
"In post","2022","Education and Skills Funding Agency","Commercial","Outside London","G6","15","15","61910","61350"
"In post","2022","Education and Skills Funding Agency","Commercial","Outside London","G7","30","30","50660","50400"
"In post","2022","Education and Skills Funding Agency","Commercial","Outside London","HEO","40","35","30550","30090"
"In post","2022","Education and Skills Funding Agency","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Commercial","Outside London","SEO","55","50","38210","36960"
"In post","2022","Education and Skills Funding Agency","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Communications","London","G7","5","5","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Communications","London","SEO","5","5","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Communications","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Communications","Outside London","G7","20","20","51220","50400"
"In post","2022","Education and Skills Funding Agency","Communications","Outside London","HEO","10","10","30710","30200"
"In post","2022","Education and Skills Funding Agency","Communications","Outside London","SEO","35","30","38380","36960"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","EO","25","25","25670","26000"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","G6","15","15","62180","61350"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","G7","55","55","50190","50130"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","HEO","65","65","30480","29910"
