"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","No function","Science and Engineering","Outside London","30","30","18610","17450"
"In post","2022","16-19","No function","Tax","Outside London","40","40","21520","21250"
"In post","2022","16-19","No function","Unknown","London","5","5","[c]","[c]"
"In post","2022","16-19","No function","Unknown","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","No function","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Other","Outside London","20","20","18390","18030"
"In post","2022","16-19","Project Delivery","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","Science and Engineering","Outside London","80","80","18200","17140"
"In post","2022","16-19","Property","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Property","Outside London","30","30","22050","22010"
"In post","2022","16-19","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Security","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Security","Unknown","London","5","5","[c]","[c]"
"In post","2022","16-19","Security","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Outside London","45","45","22690","21680"
"In post","2022","16-19","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Outside London","65","60","22200","21050"
"In post","2022","20-29","Analysis","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Digital, Data and Technology","London","20","20","44410","45250"
"In post","2022","20-29","Analysis","Digital, Data and Technology","Outside London","25","25","31550","32870"
"In post","2022","20-29","Analysis","Economics","London","625","620","39410","35000"
"In post","2022","20-29","Analysis","Economics","Outside London","180","180","31860","30710"
"In post","2022","20-29","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Finance","London","10","10","36810","34250"
"In post","2022","20-29","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Human Resources","London","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Intelligence Analysis","Outside London","20","20","26660","25540"
"In post","2022","20-29","Analysis","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Medicine","London","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Operational Delivery","London","55","55","36520","33710"
"In post","2022","20-29","Analysis","Operational Delivery","Outside London","130","130","30170","30210"
"In post","2022","20-29","Analysis","Operational Research","London","80","80","39800","37050"
"In post","2022","20-29","Analysis","Operational Research","Outside London","120","115","32210","31000"
"In post","2022","20-29","Analysis","Other","London","90","90","36860","33400"
"In post","2022","20-29","Analysis","Other","Outside London","15","15","35930","30950"
"In post","2022","20-29","Analysis","Policy","London","125","125","44470","40650"
"In post","2022","20-29","Analysis","Policy","Outside London","70","70","34470","31990"
"In post","2022","20-29","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Science and Engineering","Outside London","135","135","28150","29230"
"In post","2022","20-29","Analysis","Social Research","London","170","170","37690","35010"
"In post","2022","20-29","Analysis","Social Research","Outside London","300","300","34430","30710"
"In post","2022","20-29","Analysis","Statistics","London","320","315","39260","37930"
"In post","2022","20-29","Analysis","Statistics","Outside London","390","385","33960","32010"
"In post","2022","20-29","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","London","35","35","32900","31040"
"In post","2022","20-29","Analysis","Unknown","Outside London","40","40","27230","21260"
"In post","2022","20-29","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Commercial","London","210","210","39610","40360"
"In post","2022","20-29","Commercial","Commercial","Outside London","575","570","30360","29360"
"In post","2022","20-29","Commercial","Commercial","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Operational Delivery","London","55","55","36910","33000"
"In post","2022","20-29","Commercial","Operational Delivery","Outside London","25","20","27760","26130"
"In post","2022","20-29","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Policy","London","10","10","41280","37300"
"In post","2022","20-29","Commercial","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Science and Engineering","Outside London","20","20","30410","31600"
"In post","2022","20-29","Commercial","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","London","85","85","53030","54700"
"In post","2022","20-29","Commercial","Unknown","Outside London","50","50","43570","38140"
"In post","2022","20-29","Commercial","Unknown","Unknown","15","15","34240","32000"
"In post","2022","20-29","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Communications","London","535","530","36940","34710"
"In post","2022","20-29","Communications","Communications","Outside London","205","200","30110","30010"
"In post","2022","20-29","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Operational Delivery","London","15","15","37000","37630"
"In post","2022","20-29","Communications","Operational Delivery","Outside London","440","435","27830","26590"
"In post","2022","20-29","Communications","Other","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Policy","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tax","Outside London","820","810","28010","26820"
"In post","2022","20-29","Communications","Unknown","London","115","115","38360","36900"
"In post","2022","20-29","Communications","Unknown","Outside London","55","55","28890","26590"
"In post","2022","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Counter Fraud","London","145","145","29580","26380"
"In post","2022","20-29","Counter Fraud","Counter Fraud","Outside London","485","475","26730","27570"
"In post","2022","20-29","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","London","30","30","36940","37610"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","Outside London","25","25","30420","33080"
"In post","2022","20-29","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Legal","London","130","130","32940","31020"
"In post","2022","20-29","Counter Fraud","Legal","Outside London","295","290","28270","26820"
"In post","2022","20-29","Counter Fraud","Operational Delivery","London","35","35","33370","31020"
"In post","2022","20-29","Counter Fraud","Operational Delivery","Outside London","375","370","26680","26590"
"In post","2022","20-29","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tax","London","30","30","41860","37610"
"In post","2022","20-29","Counter Fraud","Tax","Outside London","145","145","35440","33080"
"In post","2022","20-29","Counter Fraud","Unknown","London","105","105","34270","30750"
"In post","2022","20-29","Counter Fraud","Unknown","Outside London","200","195","28030","26590"
"In post","2022","20-29","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Operational Delivery","London","25","25","27980","25330"
"In post","2022","20-29","Debt","Operational Delivery","Outside London","565","545","22410","21250"
"In post","2022","20-29","Debt","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Other","Outside London","300","285","21830","21260"
"In post","2022","20-29","Debt","Tax","London","5","5","[c]","[c]"
"In post","2022","20-29","Debt","Tax","Outside London","350","340","21640","21250"
"In post","2022","20-29","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Unknown","Outside London","35","30","22950","21250"
"In post","2022","20-29","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Communications","London","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","London","515","515","38230","35760"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Outside London","1955","1945","32120","31040"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Human Resources","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","London","10","10","35230","32120"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Outside London","90","90","26790","26570"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Medicine","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Operational Delivery","London","10","10","38280","40050"
"In post","2022","20-29","Digital, Data & Technology","Operational Delivery","Outside London","70","70","32750","33080"
"In post","2022","20-29","Digital, Data & Technology","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Policy","London","25","25","37970","34980"
"In post","2022","20-29","Digital, Data & Technology","Policy","Outside London","20","20","34970","36370"
"In post","2022","20-29","Digital, Data & Technology","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","London","10","10","28870","30930"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","Outside London","145","140","28720","30930"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","Overseas","15","15","31670","30930"
"In post","2022","20-29","Digital, Data & Technology","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Tax","Outside London","10","10","33060","33080"
"In post","2022","20-29","Digital, Data & Technology","Unknown","London","185","185","43500","40600"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Outside London","95","95","35000","33370"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Unknown","15","15","36760","34650"
"In post","2022","20-29","Finance","Commercial","London","10","10","33540","32790"
"In post","2022","20-29","Finance","Commercial","Outside London","50","45","30720","30090"
"In post","2022","20-29","Finance","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Corporate Finance","London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Corporate Finance","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Digital, Data and Technology","Outside London","50","50","33610","30500"
"In post","2022","20-29","Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Finance","London","380","380","40550","40050"
"In post","2022","20-29","Finance","Finance","Outside London","890","870","29860","27660"
"In post","2022","20-29","Finance","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Human Resources","London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Operational Delivery","London","20","20","36430","33350"
"In post","2022","20-29","Finance","Operational Delivery","Outside London","155","150","23590","21250"
"In post","2022","20-29","Finance","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Project Delivery","Outside London","10","10","28560","29660"
"In post","2022","20-29","Finance","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Property","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Security","London","10","10","41460","37000"
"In post","2022","20-29","Finance","Security","Outside London","15","15","32590","31990"
"In post","2022","20-29","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Tax","London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Tax","Outside London","20","20","26270","21250"
"In post","2022","20-29","Finance","Unknown","London","60","60","41210","40600"
"In post","2022","20-29","Finance","Unknown","Outside London","20","20","32440","33080"
"In post","2022","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","Outside London","375","370","22350","21300"
"In post","2022","20-29","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","London","440","435","36090","32790"
"In post","2022","20-29","Human Resources","Human Resources","Outside London","710","705","28530","27130"
"In post","2022","20-29","Human Resources","Human Resources","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","London","30","30","33280","31060"
"In post","2022","20-29","Human Resources","Operational Delivery","Outside London","130","125","26760","27570"
"In post","2022","20-29","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Other","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Policy","London","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Outside London","25","25","26160","26590"
"In post","2022","20-29","Human Resources","Unknown","London","105","105","37130","34550"
"In post","2022","20-29","Human Resources","Unknown","Outside London","170","165","28710","24100"
"In post","2022","20-29","Human Resources","Unknown","Unknown","10","10","31590","28000"
"In post","2022","20-29","Internal Audit","Internal Audit","London","20","20","37290","34130"
"In post","2022","20-29","Internal Audit","Internal Audit","Outside London","25","25","32400","31110"
"In post","2022","20-29","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Other","London","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Legal","London","330","330","41370","43920"
"In post","2022","20-29","Legal","Legal","Outside London","405","405","36980","38000"
"In post","2022","20-29","Legal","Operational Delivery","London","200","200","25660","24590"
"In post","2022","20-29","Legal","Operational Delivery","Outside London","500","495","23850","23720"
"In post","2022","20-29","Legal","Other","London","145","140","28070","26950"
"In post","2022","20-29","Legal","Other","Outside London","10","10","26660","25480"
"In post","2022","20-29","Legal","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Tax","London","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Tax","Outside London","25","25","39570","33370"
"In post","2022","20-29","Legal","Unknown","London","20","20","45050","40680"
"In post","2022","20-29","Legal","Unknown","Outside London","15","15","34900","33370"
"In post","2022","20-29","No function","Commercial","London","25","25","42050","40650"
"In post","2022","20-29","No function","Commercial","Outside London","20","20","31340","29260"
"In post","2022","20-29","No function","Communications","London","50","50","36960","33880"
"In post","2022","20-29","No function","Communications","Outside London","15","15","31960","30450"
"In post","2022","20-29","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Digital, Data and Technology","London","20","20","39640","41030"
"In post","2022","20-29","No function","Digital, Data and Technology","Outside London","20","20","31510","29360"
"In post","2022","20-29","No function","Economics","London","185","185","40070","34710"
"In post","2022","20-29","No function","Economics","Outside London","15","15","34460","35250"
"In post","2022","20-29","No function","Finance","London","15","15","41990","40230"
"In post","2022","20-29","No function","Finance","Outside London","15","15","35890","34400"
"In post","2022","20-29","No function","Geography","Outside London","110","110","25600","26740"
"In post","2022","20-29","No function","Human Resources","London","15","15","41340","34710"
"In post","2022","20-29","No function","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","No function","Intelligence Analysis","London","15","15","32890","32350"
"In post","2022","20-29","No function","Intelligence Analysis","Outside London","50","50","26490","26330"
"In post","2022","20-29","No function","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
