"Status","Year","Function_of_post","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Attorney General's Departments","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","Westminster","London","20","20","41620","35070"
"In post","2022","Analysis","Chancellor's other departments","Camden and City of London","London","175","160","69590","65470"
"In post","2022","Analysis","Chancellor's other departments","City of Edinburgh","Outside London","10","10","73790","69690"
"In post","2022","Analysis","Chancellor's other departments","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","Westminster","London","20","20","50940","48770"
"In post","2022","Analysis","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Tower Hamlets","London","130","125","62170","56360"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","25","25","36510","36070"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","Outside London","10","10","33120","27470"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Hackney and Newham","London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Outside London","35","35","34960","30770"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","London","260","255","44210","37890"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Westminster","London","135","135","48540","55730"
"In post","2022","Analysis","Department for Education","Bristol, City of","Outside London","20","20","37340","39240"
"In post","2022","Analysis","Department for Education","Coventry","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Darlington","Outside London","10","10","42030","42580"
"In post","2022","Analysis","Department for Education","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Manchester","Outside London","25","25","38800","37590"
"In post","2022","Analysis","Department for Education","Nottingham","Outside London","10","10","41670","41990"
"In post","2022","Analysis","Department for Education","Sheffield","Outside London","60","55","45780","49860"
"In post","2022","Analysis","Department for Education","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Westminster","London","70","65","49030","45940"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset","Outside London","125","120","34110","29990"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Cumbria","Outside London","10","10","31830","31510"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Suffolk CC","Outside London","325","310","34700","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","York","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Westminster","London","250","250","44110","40270"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
