"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Commercial Service","Commercial","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","North West (England)","Merseyside","10","10","38000","38980"
"In post","2022","Crown Commercial Service","Communications","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","East of England","East Anglia","35","35","40430","38330"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","Inner London - East","30","30","56300","56160"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","North West (England)","Merseyside","55","50","41340","38980"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Wales","East Wales","15","15","47300","51100"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","North West (England)","Merseyside","30","30","43740","38980"
"In post","2022","Crown Commercial Service","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","East of England","East Anglia","10","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","North West (England)","Merseyside","25","25","41880","40670"
"In post","2022","Crown Commercial Service","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Internal Audit","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","East of England","East Anglia","30","30","38660","31840"
"In post","2022","Crown Commercial Service","Operational Delivery","London","Inner London - East","20","20","58050","57600"
"In post","2022","Crown Commercial Service","Operational Delivery","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","North West (England)","Merseyside","80","75","35980","30420"
"In post","2022","Crown Commercial Service","Operational Delivery","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Wales","East Wales","25","25","32400","28570"
"In post","2022","Crown Commercial Service","Operational Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","West Midlands (England)","West Midlands","15","15","31610","25520"
"In post","2022","Crown Commercial Service","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","North West (England)","Merseyside","10","10","46200","51100"
"In post","2022","Crown Commercial Service","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Wales","East Wales","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Statistics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Scotland","Eastern Scotland","15","15","36950","33070"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Scotland","Eastern Scotland","30","30","42630","39730"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Scotland","West Central Scotland","30","30","40790","35540"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Scotland","Eastern Scotland","15","15","39470","40550"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Scotland","Eastern Scotland","45","40","34360","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Scotland","Eastern Scotland","15","15","39560","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Scotland","Eastern Scotland","265","250","53520","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Scotland","Highlands and Islands","30","30","56000","56920"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Scotland","North Eastern Scotland","40","35","50750","53000"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Scotland","Southern Scotland","105","100","53250","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Scotland","West Central Scotland","285","265","55560","54720"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Scotland","Eastern Scotland","460","430","28100","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Scotland","Highlands and Islands","65","60","24700","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Scotland","North Eastern Scotland","80","80","26690","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Scotland","Southern Scotland","210","190","26720","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Scotland","West Central Scotland","630","585","27730","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","Scotland","Eastern Scotland","15","10","42720","36130"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Yorkshire and The Humber","North Yorkshire","15","15","37910","34390"
"In post","2022","Crown Prosecution Service","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","Inner London - West","40","35","41560","39750"
"In post","2022","Crown Prosecution Service","Communications","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","Inner London - West","25","25","45220","39750"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Wales","East Wales","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","20","20","34430","32050"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","20","20","37290","30700"
"In post","2022","Crown Prosecution Service","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","30","30","24560","22200"
"In post","2022","Crown Prosecution Service","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","Inner London - West","30","30","35800","31560"
"In post","2022","Crown Prosecution Service","Finance","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","North Yorkshire","20","20","36450","31730"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","West Yorkshire","30","25","25600","25480"
"In post","2022","Crown Prosecution Service","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","London","Inner London - West","55","55","42200","33930"
"In post","2022","Crown Prosecution Service","Human Resources","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","Merseyside","45","45","31990","30130"
"In post","2022","Crown Prosecution Service","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","West Midlands (England)","West Midlands","10","10","34180","30130"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","North Yorkshire","30","30","37800","30930"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","London","Inner London - West","15","15","44250","39750"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","145","135","51330","49580"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","85","80","50620","51470"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","Lincolnshire","15","15","53290","55610"
"In post","2022","Crown Prosecution Service","Legal","East of England","Bedfordshire and Hertfordshire","100","90","56770","60710"
"In post","2022","Crown Prosecution Service","Legal","East of England","East Anglia","50","45","50960","52410"
"In post","2022","Crown Prosecution Service","Legal","East of England","Essex","110","100","54210","53050"
"In post","2022","Crown Prosecution Service","Legal","London","Inner London - East","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","London","Inner London - West","745","705","59740","60710"
"In post","2022","Crown Prosecution Service","Legal","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","London","Outer London - West and North West","10","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","North East (England)","Northumberland, and Tyne and Wear","115","105","52620","53350"
"In post","2022","Crown Prosecution Service","Legal","North East (England)","Tees Valley and Durham","45","40","53500","55610"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","Cheshire","15","15","65350","57400"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","Cumbria","20","15","52830","54910"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","Greater Manchester","185","170","53210","55610"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","Lancashire","95","90","52100","54200"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","Merseyside","155","145","51380","51470"
"In post","2022","Crown Prosecution Service","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65","60","56520","54770"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","Hampshire and Isle of Wight","135","125","56920","54770"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","Kent","60","55","55370","53050"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","Surrey, East and West Sussex","105","100","56280","57980"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","Cornwall and Isles of Scilly","15","15","51110","52410"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","Devon","55","50","50790","54200"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","100","95","52340","51470"
"In post","2022","Crown Prosecution Service","Legal","Wales","East Wales","155","145","52420","54200"
"In post","2022","Crown Prosecution Service","Legal","Wales","West Wales and The Valleys","50","45","52390","54200"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","Shropshire and Staffordshire","40","40","54930","55610"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","West Midlands","265","250","52500","51470"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","40","35","54120","55610"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","North Yorkshire","25","25","65760","66930"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","South Yorkshire","50","50","50300","51470"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","West Yorkshire","225","215","51750","49580"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","120","110","26040","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","60","55","25740","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","Bedfordshire and Hertfordshire","70","60","26330","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","East Anglia","65","55","27030","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","Essex","85","80","28110","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","Inner London - East","20","20","25890","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","Inner London - West","675","630","28570","27050"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","Outer London - East and North East","20","20","24510","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","Outer London - South","15","15","25870","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","Outer London - West and North West","15","15","25240","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","115","105","26360","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","Tees Valley and Durham","45","40","25590","24600"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","Cheshire","10","10","29850","28430"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","Cumbria","15","15","23210","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","Greater Manchester","160","145","26500","25650"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","Lancashire","80","75","26840","25950"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","Merseyside","170","160","26090","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","55","50","28160","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","Hampshire and Isle of Wight","115","105","28490","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","Kent","75","70","27180","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","Surrey, East and West Sussex","85","80","27900","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","10","10","24280","22960"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","Devon","35","35","26540","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","26920","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Wales","East Wales","125","120","26080","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Wales","West Wales and The Valleys","25","25","25960","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","25","25","24890","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","West Midlands","210","195","26150","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","35","35","24870","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","North Yorkshire","30","30","31280","26220"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","South Yorkshire","80","70","25610","23720"
