"Status","Year","Organisation","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester South West","Outside London","245","240","43730","37300"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Liverpool","Outside London","85","85","50630","49700"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Manchester","Outside London","135","135","47610","49700"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Belfast","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","City of Edinburgh","Outside London","30","30","35390","32000"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Glasgow City","Outside London","250","245","42310","33130"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","South Lanarkshire","Outside London","10","10","70310","64860"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Berkshire","Outside London","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Buckinghamshire","Outside London","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Central Hampshire","Outside London","45","40","64070","64750"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Milton Keynes","Outside London","90","85","34410","33300"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","North Hampshire","Outside London","25","25","45390","40600"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Portsmouth","Outside London","15","15","44500","33300"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Bristol, City of","Outside London","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Dorset","Outside London","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Wiltshire","Outside London","60","60","66690","63750"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","Outside London","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","Wales","Monmouthshire and Newport","Outside London","30","30","39700","29250"
"In post","2022","Cabinet Office (excl. agencies)","Wales","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Birmingham","Outside London","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Coventry","Outside London","10","10","66610","63110"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Telford and Wrekin","Outside London","20","20","69660","64500"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Leeds","Outside London","220","215","47420","40460"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire CC","Outside London","15","15","45630","45150"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Sheffield","Outside London","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","York","Outside London","545","520","32540","32000"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Suffolk CC","Outside London","480","455","34470","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset","Outside London","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","London","Westminster","London","80","80","44120","37910"
"In post","2022","Charity Commission","North West (England)","Sefton","Outside London","345","325","31850","29160"
"In post","2022","Charity Commission","South West (England)","Somerset CC","Outside London","35","35","31780","29540"
"In post","2022","Charity Commission","Wales","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2022","Companies House","East Midlands (England)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Westminster","London","5","5","[c]","[c]"
"In post","2022","Companies House","North East (England)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Belfast","Outside London","25","20","24750","22740"
"In post","2022","Companies House","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Scotland","City of Edinburgh","Outside London","40","40","24820","22740"
"In post","2022","Companies House","Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South East (England)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South East (England)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South East (England)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Wales","Cardiff and Vale of Glamorgan","Outside London","1080","995","31180","25460"
"In post","2022","Companies House","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands (England)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands (England)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Tower Hamlets","London","795","770","61480","57060"
"In post","2022","Competition and Markets Authority","Northern Ireland","Belfast","Outside London","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","City of Edinburgh","Outside London","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Wales","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","Glasgow City","Outside London","320","295","27620","25120"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","Norwich and East Norfolk","Outside London","155","150","37960","38330"
"In post","2022","Crown Commercial Service","East of England","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Tower Hamlets","London","70","70","54200","55690"
"In post","2022","Crown Commercial Service","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Liverpool","Outside London","385","380","37860","38330"
"In post","2022","Crown Commercial Service","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Scotland","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Dorset","Outside London","[c]","[c]","[c]","[c]"
