"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Unknown","Outside London","G6","135","[c]","73900","75340"
"Leaver CS","2022","Unknown","Unknown","Outside London","G7","220","[c]","57540","58730"
"Leaver CS","2022","Unknown","Unknown","Outside London","HEO","605","[c]","34580","34600"
"Leaver CS","2022","Unknown","Unknown","Outside London","SCS level","40","[c]","91710","83230"
"Leaver CS","2022","Unknown","Unknown","Outside London","SEO","350","[c]","43730","44040"
"Leaver CS","2022","Unknown","Unknown","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","AO","20","[c]","23330","21430"
"Leaver CS","2022","Unknown","Unknown","Unknown","EO","10","[c]","29230","28980"
"Leaver CS","2022","Unknown","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","G7","30","[c]","54630","53720"
"Leaver Dept.","2022","Analysis","Economics","London","HEO","50","[c]","32650","33210"
"Leaver Dept.","2022","Analysis","Economics","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","Outside London","HEO","10","[c]","31010","29540"
"Leaver Dept.","2022","Analysis","Social Research","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","London","G7","15","[c]","56450","55150"
"Leaver Dept.","2022","Analysis","Statistics","London","HEO","25","[c]","34530","34510"
"Leaver Dept.","2022","Analysis","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","London","SEO","15","[c]","46330","46480"
"Leaver Dept.","2022","Analysis","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","Outside London","HEO","15","[c]","30410","29540"
"Leaver Dept.","2022","Analysis","Statistics","Outside London","SEO","15","[c]","40280","39850"
"Leaver Dept.","2022","Analysis","Statistics","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","London","G6","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","London","G6","15","[c]","68720","67370"
"Leaver Dept.","2022","Commercial","Commercial","London","G7","30","[c]","54770","53860"
"Leaver Dept.","2022","Commercial","Commercial","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","London","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","London","SEO","50","[c]","42350","41320"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","EO","25","[c]","26110","26510"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","G6","10","[c]","66990","67810"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","G7","35","[c]","50700","51600"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","HEO","55","[c]","32450","33000"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","SEO","70","[c]","39520","39810"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","G7","10","[c]","56350","54700"
"Leaver Dept.","2022","Commercial","Unknown","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","London","EO","40","[c]","28930","28500"
"Leaver Dept.","2022","Communications","Communications","London","G6","30","[c]","70780","71400"
"Leaver Dept.","2022","Communications","Communications","London","G7","40","[c]","53960","53600"
"Leaver Dept.","2022","Communications","Communications","London","HEO","70","[c]","34760","33880"
"Leaver Dept.","2022","Communications","Communications","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","London","SEO","50","[c]","42170","41820"
"Leaver Dept.","2022","Communications","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Outside London","EO","10","[c]","26100","26030"
"Leaver Dept.","2022","Communications","Communications","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Outside London","G7","25","[c]","56370","55210"
"Leaver Dept.","2022","Communications","Communications","Outside London","HEO","30","[c]","32330","31440"
"Leaver Dept.","2022","Communications","Communications","Outside London","SEO","15","[c]","38270","37710"
"Leaver Dept.","2022","Communications","Communications","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","HEO","15","[c]","35520","34800"
"Leaver Dept.","2022","Communications","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","SEO","15","[c]","41100","40600"
"Leaver Dept.","2022","Communications","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Outside London","AO","10","[c]","21190","21260"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Outside London","EO","45","[c]","27350","27570"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Outside London","HEO","20","[c]","32830","31990"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","Outside London","AO","45","[c]","21180","21260"
"Leaver Dept.","2022","Debt","Other","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Tax","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Tax","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","EO","25","[c]","28830","28630"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","G7","45","[c]","58000","56630"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","HEO","75","[c]","34850","33650"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","SCS level","10","[c]","99570","93500"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","SEO","65","[c]","42640","41990"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","EO","55","[c]","26970","26670"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","G6","15","[c]","68250","65980"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","G7","80","[c]","53620","52640"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","HEO","105","[c]","32870","32300"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","SEO","125","[c]","38470","37910"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
