"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Department for Education","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Commercial","SEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Education","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Communications","EO","10","10","27580","28500"
"In post","2022","No function","Department for Education","Communications","G6","5","5","[c]","[c]"
"In post","2022","No function","Department for Education","Communications","G7","25","25","52780","52030"
"In post","2022","No function","Department for Education","Communications","HEO","25","25","31720","32300"
"In post","2022","No function","Department for Education","Communications","SEO","40","40","38860","37100"
"In post","2022","No function","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Digital, Data and Technology","G7","10","10","50930","49860"
"In post","2022","No function","Department for Education","Digital, Data and Technology","HEO","10","10","31280","30200"
"In post","2022","No function","Department for Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Digital, Data and Technology","SEO","25","25","40290","40260"
"In post","2022","No function","Department for Education","Finance","EO","10","10","[c]","[c]"
"In post","2022","No function","Department for Education","Finance","G6","20","20","64010","64180"
"In post","2022","No function","Department for Education","Finance","G7","35","35","51990","52070"
"In post","2022","No function","Department for Education","Finance","HEO","15","15","30500","29360"
"In post","2022","No function","Department for Education","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Education","Finance","SEO","30","30","38050","36780"
"In post","2022","No function","Department for Education","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Operational Delivery","AO","20","20","21920","21250"
"In post","2022","No function","Department for Education","Operational Delivery","EO","150","145","26180","26000"
"In post","2022","No function","Department for Education","Operational Delivery","G6","135","130","64310","63270"
"In post","2022","No function","Department for Education","Operational Delivery","G7","385","375","51940","50630"
"In post","2022","No function","Department for Education","Operational Delivery","HEO","365","350","30810","30090"
"In post","2022","No function","Department for Education","Operational Delivery","SCS level","45","45","84580","76190"
"In post","2022","No function","Department for Education","Operational Delivery","SEO","445","430","38270","36960"
"In post","2022","No function","Department for Education","Policy","AO","30","30","22460","21250"
"In post","2022","No function","Department for Education","Policy","EO","280","270","26420","25000"
"In post","2022","No function","Department for Education","Policy","G6","325","305","64420","64180"
"In post","2022","No function","Department for Education","Policy","G7","805","770","52610","53420"
"In post","2022","No function","Department for Education","Policy","HEO","515","490","31490","30320"
"In post","2022","No function","Department for Education","Policy","SCS level","160","155","84310","74100"
"In post","2022","No function","Department for Education","Policy","SEO","775","740","39020","37100"
"In post","2022","No function","Department for Education","Project Delivery","G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Education","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Property","G7","10","10","[c]","[c]"
"In post","2022","No function","Department for Education","Property","HEO","10","5","[c]","[c]"
"In post","2022","No function","Department for Education","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Property","SEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Education","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Economics","EO","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Economics","G7","15","15","55710","54650"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Economics","HEO","15","15","32510","32560"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Economics","SEO","10","10","38670","38780"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","620","575","21690","21300"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","625","595","26170","25230"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","G6","20","20","62290","61710"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","G7","60","55","50750","50450"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","310","300","30670","30040"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","210","200","39080","37690"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Other","AO","10","10","23780","24370"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Other","EO","35","30","27730","28170"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Other","G6","10","10","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Other","G7","20","20","51830","51970"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Other","HEO","30","30","32690","32070"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Other","SEO","20","20","39580","38750"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","AO","75","75","23630","24370"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","EO","320","310","27030","26790"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","G6","325","310","62850","62850"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","G7","945","905","52150","52290"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","HEO","1100","1080","32000","32560"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","SCS level","140","135","82750","76420"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","SEO","980","945","38540","38750"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Policy","Unknown","30","30","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","AA","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","AO","165","155","23780","24370"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","145","135","27670","27960"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","G6","15","15","64010","63810"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","G7","40","35","53260","52290"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","HEO","105","100","32850","32560"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO","80","75","40100","39050"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Veterinarian","AO","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Veterinarian","EO","15","15","24970","24920"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Veterinarian","G6","20","20","62140","61710"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Veterinarian","G7","75","70","52490","53900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Veterinarian","HEO","10","10","30110","29550"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Veterinarian","SEO","210","195","40520","37480"
"In post","2022","No function","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","G7","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","International Trade","EO","90","90","27210","26370"
"In post","2022","No function","Department for International Trade","International Trade","G6","175","175","64180","62660"
"In post","2022","No function","Department for International Trade","International Trade","G7","465","460","53240","51970"
"In post","2022","No function","Department for International Trade","International Trade","HEO","280","275","32660","31800"
"In post","2022","No function","Department for International Trade","International Trade","SCS level","115","110","82760","75440"
"In post","2022","No function","Department for International Trade","International Trade","SEO","335","330","39340","38300"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Operational Delivery","AO","10","10","25370","25140"
"In post","2022","No function","Department for International Trade","Operational Delivery","EO","35","35","28150","28310"
"In post","2022","No function","Department for International Trade","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Operational Delivery","G7","20","20","54290","52070"
"In post","2022","No function","Department for International Trade","Operational Delivery","HEO","50","50","33160","32120"
"In post","2022","No function","Department for International Trade","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Operational Delivery","SEO","15","15","38760","38160"
"In post","2022","No function","Department for International Trade","Other","AO","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Other","EO","15","15","27530","26890"
"In post","2022","No function","Department for International Trade","Other","G6","10","10","64270","62600"
"In post","2022","No function","Department for International Trade","Other","G7","30","30","53700","51970"
"In post","2022","No function","Department for International Trade","Other","HEO","15","15","33730","32120"
"In post","2022","No function","Department for International Trade","Other","SCS level","10","10","101390","95650"
"In post","2022","No function","Department for International Trade","Other","SEO","20","20","43000","40200"
"In post","2022","No function","Department for International Trade","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Policy","EO","10","10","[c]","[c]"
"In post","2022","No function","Department for International Trade","Policy","G6","20","20","64910","62830"
"In post","2022","No function","Department for International Trade","Policy","G7","55","55","53060","51970"
"In post","2022","No function","Department for International Trade","Policy","HEO","55","55","33270","32120"
"In post","2022","No function","Department for International Trade","Policy","SCS level","10","10","79140","75080"
"In post","2022","No function","Department for International Trade","Policy","SEO","65","65","39430","38160"
"In post","2022","No function","Department for International Trade","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Project Delivery","G6","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Project Delivery","G7","10","10","54670","51970"
"In post","2022","No function","Department for International Trade","Project Delivery","HEO","10","10","33400","33070"
"In post","2022","No function","Department for International Trade","Project Delivery","SEO","15","15","42170","40230"
"In post","2022","No function","Department for International Trade","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","EO","10","10","26990","27530"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","AO","170","160","22480","22560"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","115","110","27230","27530"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","G6","20","20","63280","63470"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","G7","90","85","51110","48420"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","HEO","165","160","32170","32700"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO","125","120","38600","37650"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Other","G7","10","10","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Other","HEO","20","20","32780","32780"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Other","SEO","15","10","40850","40720"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning","EO","15","15","26790","27850"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning","G6","10","10","68150","67740"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning","G7","30","30","53180","53130"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning","HEO","35","35","33900","33210"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning","SEO","50","45","41280","40720"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6","220","185","63880","58810"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","G7","145","135","46440","47660"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","HEO","15","10","32780","32780"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Policy","EO","200","195","27830","27850"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Policy","G6","235","230","64390","63470"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Policy","G7","565","550","53220","53130"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Policy","HEO","405","400","32860","33210"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Policy","SCS level","130","125","85940","76230"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Policy","SEO","325","320","39260","39600"
"In post","2022","No function","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Corporate Finance","G6","10","10","[c]","[c]"
"In post","2022","No function","Department for Transport","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2022","No function","Department for Transport","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Human Resources","G6","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Human Resources","G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Human Resources","SEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","International Trade","SEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Transport","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Medicine","G6","40","35","88860","86520"
"In post","2022","No function","Department for Transport","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Medicine","HEO","10","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Operational Delivery","AA","1195","950","18350","18310"
"In post","2022","No function","Department for Transport","Operational Delivery","AO","4080","3630","23030","21840"
"In post","2022","No function","Department for Transport","Operational Delivery","EO","3170","2965","28010","26780"
"In post","2022","No function","Department for Transport","Operational Delivery","G6","20","20","67430","66090"
"In post","2022","No function","Department for Transport","Operational Delivery","G7","125","120","58590","55300"
"In post","2022","No function","Department for Transport","Operational Delivery","HEO","685","675","33610","33100"
"In post","2022","No function","Department for Transport","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Operational Delivery","SEO","310","305","45230","42520"
"In post","2022","No function","Department for Transport","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Other","EO","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Other","HEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Policy","AO","55","50","22260","21840"
"In post","2022","No function","Department for Transport","Policy","EO","125","120","27930","26780"
"In post","2022","No function","Department for Transport","Policy","G6","175","170","66020","65490"
"In post","2022","No function","Department for Transport","Policy","G7","405","395","54490","54110"
"In post","2022","No function","Department for Transport","Policy","HEO","380","365","33850","34710"
"In post","2022","No function","Department for Transport","Policy","SCS level","70","65","77590","73890"
"In post","2022","No function","Department for Transport","Policy","SEO","330","320","41870","42470"
"In post","2022","No function","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2022","No function","Department for Transport","Science and Engineering","G6","10","10","65780","66000"
"In post","2022","No function","Department for Transport","Science and Engineering","G7","30","30","57790","54760"
"In post","2022","No function","Department for Transport","Science and Engineering","HEO","50","45","37700","37260"
"In post","2022","No function","Department for Transport","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Science and Engineering","SEO","50","50","45500","43620"
"In post","2022","No function","Department for Transport","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport","Unknown","AO","40","35","26090","25730"
"In post","2022","No function","Department for Transport","Unknown","EO","160","160","28650","29970"
"In post","2022","No function","Department for Transport","Unknown","G6","55","50","75250","67740"
"In post","2022","No function","Department for Transport","Unknown","G7","140","140","64540","56190"
"In post","2022","No function","Department for Transport","Unknown","HEO","95","90","34060","34710"
"In post","2022","No function","Department for Transport","Unknown","SCS level","70","70","98310","93000"
"In post","2022","No function","Department for Transport","Unknown","SEO","75","75","41610","42470"
"In post","2022","No function","Department for Work and Pensions","Knowledge and Information Management","AO","20","20","21820","21260"
"In post","2022","No function","Department for Work and Pensions","Knowledge and Information Management","EO","105","100","28100","27570"
"In post","2022","No function","Department for Work and Pensions","Knowledge and Information Management","G6","10","10","66670","66250"
"In post","2022","No function","Department for Work and Pensions","Knowledge and Information Management","G7","45","45","53940","54070"
"In post","2022","No function","Department for Work and Pensions","Knowledge and Information Management","HEO","100","95","33860","32900"
"In post","2022","No function","Department for Work and Pensions","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Knowledge and Information Management","SEO","35","35","38530","38770"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","AA","200","160","20350","20480"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","AO","23150","19930","21340","21260"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","EO","38070","34310","28100","27570"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","G6","200","195","65030","62300"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","G7","685","665","54120","49920"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","HEO","3180","2980","33440","32470"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","SCS level","75","75","83980","76740"
"In post","2022","No function","Department for Work and Pensions","Operational Delivery","SEO","1320","1255","44590","40670"
"In post","2022","No function","Department for Work and Pensions","Other","AA","25","25","20380","20480"
"In post","2022","No function","Department for Work and Pensions","Other","AO","1110","1025","21590","21260"
"In post","2022","No function","Department for Work and Pensions","Other","EO","3380","3155","28190","27570"
"In post","2022","No function","Department for Work and Pensions","Other","G6","15","15","66650","66580"
"In post","2022","No function","Department for Work and Pensions","Other","G7","40","35","52120","49170"
"In post","2022","No function","Department for Work and Pensions","Other","HEO","470","440","33420","32250"
"In post","2022","No function","Department for Work and Pensions","Other","SCS level","45","45","96780","83450"
"In post","2022","No function","Department for Work and Pensions","Other","SEO","115","110","37430","35980"
"In post","2022","No function","Department for Work and Pensions","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Policy","G7","35","35","54330","53430"
"In post","2022","No function","Department for Work and Pensions","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Policy","SEO","35","30","42390","41200"
"In post","2022","No function","Department for Work and Pensions","Psychology","EO","15","15","28940","27570"
"In post","2022","No function","Department for Work and Pensions","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Psychology","HEO","35","30","35420","34340"
"In post","2022","No function","Department for Work and Pensions","Psychology","SEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Science and Engineering","AO","5","5","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Science and Engineering","EO","135","135","26510","26370"
"In post","2022","No function","Department for Work and Pensions","Science and Engineering","G6","20","15","72360","72340"
"In post","2022","No function","Department for Work and Pensions","Science and Engineering","G7","65","60","55600","55300"
"In post","2022","No function","Department for Work and Pensions","Science and Engineering","HEO","100","90","33060","31710"
"In post","2022","No function","Department for Work and Pensions","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions","Science and Engineering","SEO","135","125","41620","40000"
"In post","2022","No function","Department of Health and Social Care","Commercial","EO","5","5","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Commercial","G6","5","5","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Commercial","G7","5","5","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Commercial","HEO","5","5","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Commercial","SEO","10","10","39940","40650"
"In post","2022","No function","Department of Health and Social Care","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Communications","HEO","5","5","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
