"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","Department for International Trade","Security","SEO","5","5","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Knowledge and Information Management","HEO","10","10","32150","31820"
"In post","2022","Security","Department for Transport","Knowledge and Information Management","SEO","10","10","41110","40280"
"In post","2022","Security","Department for Transport","Security","AA","55","50","24730","24720"
"In post","2022","Security","Department for Transport","Security","AO","10","10","26420","24570"
"In post","2022","Security","Department for Transport","Security","EO","5","5","[c]","[c]"
"In post","2022","Security","Department for Transport","Security","G6","5","5","[c]","[c]"
"In post","2022","Security","Department for Transport","Security","G7","25","25","54710","54650"
"In post","2022","Security","Department for Transport","Security","HEO","40","40","36060","35430"
"In post","2022","Security","Department for Transport","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Security","SEO","55","55","43180","43360"
"In post","2022","Security","Department for Work and Pensions","Security","AO","20","20","20960","21260"
"In post","2022","Security","Department for Work and Pensions","Security","EO","45","35","27490","27570"
"In post","2022","Security","Department for Work and Pensions","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions","Security","G7","10","10","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions","Security","HEO","40","35","32890","31990"
"In post","2022","Security","Department for Work and Pensions","Security","SEO","20","20","37450","36520"
"In post","2022","Security","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Estyn","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Estyn","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","AO","5","5","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","EO","20","20","32600","32760"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","G6","10","10","69420","68900"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","G7","45","45","56480","56850"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","HEO","65","65","35730","35700"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","SCS level","15","15","80080","78010"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","SEO","25","25","43470","43300"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Policy","G7","10","10","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","AO","95","95","26210","23950"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","EO","65","65","29870","28990"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","G6","10","10","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","G7","35","35","57570","57550"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","HEO","135","125","35230","34350"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","SEO","50","45","45000","44640"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Security","Unknown","10","10","18970","17520"
"In post","2022","Security","HM Revenue and Customs","Security","AO","10","5","[c]","[c]"
"In post","2022","Security","HM Revenue and Customs","Security","EO","30","25","28250","26820"
"In post","2022","Security","HM Revenue and Customs","Security","G6","15","15","71370","72200"
"In post","2022","Security","HM Revenue and Customs","Security","G7","50","45","56730","55210"
"In post","2022","Security","HM Revenue and Customs","Security","HEO","35","30","34040","33370"
"In post","2022","Security","HM Revenue and Customs","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Revenue and Customs","Security","SEO","60","60","41040","40520"
"In post","2022","Security","HM Treasury","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Treasury","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Treasury","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","AO","20","15","24360","24360"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","EO","250","240","28850","29200"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","G6","15","15","67440","67550"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","G7","50","50","58030","58550"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","HEO","310","300","35540","35500"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Intelligence Analysis","SEO","190","190","44120","44500"
"In post","2022","Security","Ministry of Defence","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Other","EO","15","15","23190","22120"
"In post","2022","Security","Ministry of Defence","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Security","AA","2420","2355","20630","19810"
"In post","2022","Security","Ministry of Defence","Security","AO","2730","2685","33010","39070"
"In post","2022","Security","Ministry of Defence","Security","EO","605","595","36560","42660"
"In post","2022","Security","Ministry of Defence","Security","G6","15","15","75300","72720"
"In post","2022","Security","Ministry of Defence","Security","G7","60","60","56290","56730"
"In post","2022","Security","Ministry of Defence","Security","HEO","345","340","40990","36460"
"In post","2022","Security","Ministry of Defence","Security","SCS level","10","10","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Security","SEO","190","185","44470","42170"
"In post","2022","Security","Ministry of Defence","Security","Unknown","120","120","31800","28120"
"In post","2022","Security","Ministry of Justice","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice","Security","AO","85","85","28310","26610"
"In post","2022","Security","Ministry of Justice","Security","EO","165","165","32180","30160"
"In post","2022","Security","Ministry of Justice","Security","G6","15","15","73990","71890"
"In post","2022","Security","Ministry of Justice","Security","G7","45","45","63080","63210"
"In post","2022","Security","Ministry of Justice","Security","HEO","285","285","34610","34000"
"In post","2022","Security","Ministry of Justice","Security","SCS level","5","5","[c]","[c]"
"In post","2022","Security","Ministry of Justice","Security","SEO","180","180","50150","50320"
"In post","2022","Security","Ministry of Justice","Security","Unknown","55","50","38170","37170"
"In post","2022","Security","National Crime Agency","Security","AO","10","10","23750","24470"
"In post","2022","Security","National Crime Agency","Security","EO","15","15","32180","32260"
"In post","2022","Security","National Crime Agency","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","Security","HEO","15","15","39420","40170"
"In post","2022","Security","National Crime Agency","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scottish Government","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scottish Government","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scottish Government","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Security","EO","10","10","24050","23880"
"In post","2022","Security","UK Statistics Authority","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Security","G7","15","15","51710","51170"
"In post","2022","Security","UK Statistics Authority","Security","HEO","20","20","30500","30210"
"In post","2022","Security","UK Statistics Authority","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Security","SEO","10","10","37160","36840"
"In post","2022","Security","Water Services Regulation Authority","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Operational Delivery","EO","15","15","26870","26330"
"In post","2022","Unknown","Attorney General's Departments","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Operational Delivery","SEO","30","30","38890","38180"
"In post","2022","Unknown","Attorney General's Departments","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Policy","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Policy","G7","35","30","56590","54760"
"In post","2022","Unknown","Attorney General's Departments","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","EO","10","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","G7","10","10","52430","50850"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","SEO","10","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","20","20","24210","24370"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","15","15","28090","27960"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","G7","15","15","53560","53530"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","20","20","33250","32720"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","10","10","38540","38750"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","G7","10","10","54660","53870"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","AO","10","5","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","SEO","10","10","39230","38750"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","G7","10","10","57040","58700"
"In post","2022","Unknown","Department for International Trade","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Unknown","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Commercial","EO","20","15","26900","27570"
"In post","2022","Unknown","Department for Work and Pensions","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Commercial","HEO","30","25","33110","32170"
"In post","2022","Unknown","Department for Work and Pensions","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","AO","25","25","21310","21260"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","EO","120","110","27630","27570"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","G7","20","20","50170","49170"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","HEO","80","75","32920","31990"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","SEO","45","45","36610","35310"
"In post","2022","Unknown","Department for Work and Pensions","Policy","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Policy","EO","80","75","29790","31060"
"In post","2022","Unknown","Department for Work and Pensions","Policy","G6","80","70","67430","66250"
"In post","2022","Unknown","Department for Work and Pensions","Policy","G7","200","190","52930","54070"
"In post","2022","Unknown","Department for Work and Pensions","Policy","HEO","200","195","34940","36650"
"In post","2022","Unknown","Department for Work and Pensions","Policy","SCS level","30","30","81920","78000"
"In post","2022","Unknown","Department for Work and Pensions","Policy","SEO","195","185","38880","39960"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","EO","35","30","27430","27570"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","G7","15","15","49340","49170"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","HEO","70","60","34150","34290"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","SEO","25","25","37500","36540"
"In post","2022","Unknown","Department for Work and Pensions","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","AO","115","110","21700","21260"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","EO","135","125","28260","27570"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","G6","30","30","68160","66250"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","G7","45","45","53640","53000"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","HEO","65","65","34600","34610"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","SEO","45","45","39490","39910"
"In post","2022","Unknown","Department of Health and Social Care","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Human Resources","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","EO","15","15","26090","26940"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","G6","30","30","65720","66230"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","G7","65","65","52400","53360"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","HEO","40","35","32350","32790"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","SCS level","20","20","86190","72940"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","SEO","35","30","41060","40650"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","EO","10","5","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","EO","15","15","29460","29300"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","G6","20","20","68750","68200"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","G7","45","45","56960","56590"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","HEO","50","50","35530","37090"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","SCS level","20","15","97310","96170"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","SEO","15","15","45920","44230"
"In post","2022","Unknown","HM Revenue and Customs","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Economics","AO","10","10","22750","22750"
"In post","2022","Unknown","HM Treasury","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Commercial","EO","20","20","26920","27370"
"In post","2022","Unknown","Home Office","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Commercial","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Home Office","Commercial","HEO","15","15","34290","35070"
"In post","2022","Unknown","Home Office","Commercial","SEO","60","60","42560","42130"
"In post","2022","Unknown","Home Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Communications","G6","15","15","68870","68720"
"In post","2022","Unknown","Home Office","Communications","G7","50","50","57500","57440"
"In post","2022","Unknown","Home Office","Communications","HEO","45","45","37440","37320"
"In post","2022","Unknown","Home Office","Communications","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Home Office","Communications","SEO","55","55","43700","42930"
"In post","2022","Unknown","Home Office","Counter Fraud","AA","10","5","[c]","[c]"
"In post","2022","Unknown","Home Office","Counter Fraud","AO","25","25","21670","21680"
"In post","2022","Unknown","Home Office","Counter Fraud","EO","120","105","25830","25310"
"In post","2022","Unknown","Home Office","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Counter Fraud","HEO","25","25","31920","30980"
"In post","2022","Unknown","Home Office","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Counter Fraud","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Home Office","Digital, Data and Technology","EO","95","90","28000","28650"
"In post","2022","Unknown","Home Office","Digital, Data and Technology","G6","175","175","72790","73510"
"In post","2022","Unknown","Home Office","Digital, Data and Technology","G7","520","515","59410","57680"
"In post","2022","Unknown","Home Office","Digital, Data and Technology","HEO","325","320","34310","35050"
"In post","2022","Unknown","Home Office","Digital, Data and Technology","SCS level","30","30","109210","111110"
"In post","2022","Unknown","Home Office","Digital, Data and Technology","SEO","485","480","42740","41970"
