"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","135","125","35960","35910"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Security","East Midlands (England)","AA/AO","Heterosexual / straight","90","90","25000","21220"
"In post","2022","Security","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","East Midlands (England)","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2022","Security","East Midlands (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Security","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Security","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","East Midlands (England)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","AA/AO","Heterosexual / straight","260","255","27700","22900"
"In post","2022","Security","East of England","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Security","East of England","AA/AO","Undeclared","40","40","29840","26340"
"In post","2022","Security","East of England","AA/AO","Unknown","50","50","26840","24070"
"In post","2022","Security","East of England","EO","Heterosexual / straight","65","60","35640","32670"
"In post","2022","Security","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","East of England","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Security","East of England","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Security","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","SEO/HEO","Heterosexual / straight","120","115","42260","38300"
"In post","2022","Security","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Security","East of England","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Security","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","AA/AO","Heterosexual / straight","295","290","26390","24140"
"In post","2022","Security","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","London","AA/AO","Undeclared","30","25","[c]","[c]"
"In post","2022","Security","London","AA/AO","Unknown","65","65","29710","28190"
"In post","2022","Security","London","EO","Heterosexual / straight","125","120","31800","30370"
"In post","2022","Security","London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Security","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Security","London","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Security","London","G6/G7","Heterosexual / straight","150","150","61680","60380"
"In post","2022","Security","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Security","London","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Security","London","G6/G7","Unknown","35","35","60630","59730"
"In post","2022","Security","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Security","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Security","London","SEO/HEO","Heterosexual / straight","390","385","40880","39960"
"In post","2022","Security","London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Security","London","SEO/HEO","Undeclared","65","60","43080","42000"
"In post","2022","Security","London","SEO/HEO","Unknown","100","95","40710","39580"
"In post","2022","Security","London","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Security","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Security","North East (England)","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Security","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","North East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Security","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Security","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","North East (England)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Security","North East (England)","SEO/HEO","Heterosexual / straight","60","60","36380","35310"
"In post","2022","Security","North East (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","North East (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","North East (England)","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Security","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","AA/AO","Heterosexual / straight","125","120","23430","20310"
"In post","2022","Security","North West (England)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","North West (England)","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Security","North West (England)","AA/AO","Unknown","30","30","[c]","[c]"
"In post","2022","Security","North West (England)","EO","Heterosexual / straight","35","35","28600","26350"
"In post","2022","Security","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","North West (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Security","North West (England)","G6/G7","Heterosexual / straight","35","35","57030","55210"
"In post","2022","Security","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","North West (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Security","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","SEO/HEO","Heterosexual / straight","110","110","35350","35310"
"In post","2022","Security","North West (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Security","North West (England)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","North West (England)","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2022","Security","North West (England)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Security","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","AA/AO","Heterosexual / straight","295","295","20880","20560"
"In post","2022","Security","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2022","Security","Northern Ireland","AA/AO","Unknown","40","40","20320","20560"
"In post","2022","Security","Northern Ireland","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Security","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Security","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Heterosexual / straight","60","60","34660","34220"
"In post","2022","Security","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","AA/AO","Heterosexual / straight","845","805","28170","23540"
"In post","2022","Security","Scotland","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","Security","Scotland","AA/AO","Undeclared","100","95","32700","39070"
"In post","2022","Security","Scotland","AA/AO","Unknown","245","240","29510","25680"
"In post","2022","Security","Scotland","EO","Heterosexual / straight","95","90","39180","43920"
"In post","2022","Security","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Scotland","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Security","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","SEO/HEO","Heterosexual / straight","60","60","45350","43860"
"In post","2022","Security","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","AA/AO","Heterosexual / straight","920","910","28110","25540"
"In post","2022","Security","South East (England)","AA/AO","LGBO","55","55","28910","27680"
"In post","2022","Security","South East (England)","AA/AO","Undeclared","125","125","31820","39070"
"In post","2022","Security","South East (England)","AA/AO","Unknown","210","205","30430","27680"
"In post","2022","Security","South East (England)","EO","Heterosexual / straight","170","165","35730","34920"
"In post","2022","Security","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Security","South East (England)","EO","Undeclared","30","30","39270","44290"
"In post","2022","Security","South East (England)","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Security","South East (England)","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Security","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Security","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","SEO/HEO","Heterosexual / straight","180","170","40450","37280"
"In post","2022","Security","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Security","South East (England)","SEO/HEO","Unknown","40","40","41230","40580"
"In post","2022","Security","South East (England)","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Security","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","South West (England)","AA/AO","Heterosexual / straight","620","600","25000","21170"
"In post","2022","Security","South West (England)","AA/AO","LGBO","35","35","26230","23540"
"In post","2022","Security","South West (England)","AA/AO","Undeclared","95","90","28220","21830"
"In post","2022","Security","South West (England)","AA/AO","Unknown","125","125","27010","25000"
"In post","2022","Security","South West (England)","EO","Heterosexual / straight","110","110","30950","26670"
"In post","2022","Security","South West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","South West (England)","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","South West (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Security","South West (England)","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Security","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","South West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","South West (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Security","South West (England)","SEO/HEO","Heterosexual / straight","110","110","37160","34910"
"In post","2022","Security","South West (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","South West (England)","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Security","South West (England)","SEO/HEO","Unknown","35","35","35360","37270"
"In post","2022","Security","South West (England)","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Security","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","South West (England)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Heterosexual / straight","45","45","27700","27370"
"In post","2022","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Wales","AA/AO","Heterosexual / straight","140","135","21830","20310"
"In post","2022","Security","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2022","Security","Wales","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Security","Wales","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Security","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Wales","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Security","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","SEO/HEO","Heterosexual / straight","45","45","35690","33300"
"In post","2022","Security","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","Wales","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Security","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","AA/AO","Heterosexual / straight","165","165","25410","20310"
"In post","2022","Security","West Midlands (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Security","West Midlands (England)","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Security","West Midlands (England)","AA/AO","Unknown","30","30","26600","23810"
"In post","2022","Security","West Midlands (England)","EO","Heterosexual / straight","35","35","28790","26670"
"In post","2022","Security","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Security","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","West Midlands (England)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SEO/HEO","Heterosexual / straight","70","65","38310","38160"
"In post","2022","Security","West Midlands (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Security","West Midlands (England)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Security","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","AA/AO","Heterosexual / straight","210","200","27810","23540"
"In post","2022","Security","Yorkshire and The Humber","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","AA/AO","Undeclared","40","40","34270","39070"
"In post","2022","Security","Yorkshire and The Humber","AA/AO","Unknown","60","60","28570","26750"
"In post","2022","Security","Yorkshire and The Humber","EO","Heterosexual / straight","75","75","34200","32890"
"In post","2022","Security","Yorkshire and The Humber","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","G6/G7","Heterosexual / straight","35","35","54930","52060"
"In post","2022","Security","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","95","90","37660","35680"
"In post","2022","Security","Yorkshire and The Humber","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East Midlands (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East of England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Social Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","EO","Unknown","25","25","[c]","[c]"
"In post","2022","Social Research","London","G6/G7","Heterosexual / straight","140","135","60560","59540"
"In post","2022","Social Research","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Social Research","London","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2022","Social Research","London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Social Research","London","SCS level","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Social Research","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","SEO/HEO","Heterosexual / straight","200","195","38740","38020"
"In post","2022","Social Research","London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Social Research","London","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Social Research","London","SEO/HEO","Unknown","30","30","40070","41540"
"In post","2022","Social Research","North East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North East (England)","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Social Research","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North West (England)","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Social Research","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North West (England)","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Social Research","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
