"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Midlands (England)","South Nottinghamshire","HEO","5","5","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","AO","30","30","23120","20970"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","EO","30","25","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","SEO","5","5","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","AO","20","20","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","EO","40","35","27170","27570"
"In post","2022","Asian","East of England","Bedford","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","HEO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","SEO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Bedford","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","AA","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","AO","15","15","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","EO","30","30","27590","27570"
"In post","2022","Asian","East of England","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","G7","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","HEO","20","15","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","EO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","EO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","SEO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","AO","25","25","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","EO","15","10","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","EO","15","15","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","G7","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Hertfordshire CC","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Hertfordshire CC","AO","80","70","25410","25060"
"In post","2022","Asian","East of England","Hertfordshire CC","EO","140","130","29850","29290"
"In post","2022","Asian","East of England","Hertfordshire CC","G6","15","15","[c]","[c]"
"In post","2022","Asian","East of England","Hertfordshire CC","G7","25","25","[c]","[c]"
"In post","2022","Asian","East of England","Hertfordshire CC","HEO","60","55","35920","36910"
"In post","2022","Asian","East of England","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Hertfordshire CC","SEO","35","35","43470","41950"
"In post","2022","Asian","East of England","Hertfordshire CC","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Luton","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Luton","AO","20","15","[c]","[c]"
"In post","2022","Asian","East of England","Luton","EO","70","65","26970","27570"
"In post","2022","Asian","East of England","Luton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Luton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Luton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Luton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Luton","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","AA","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","AO","135","105","21650","21680"
"In post","2022","Asian","East of England","Peterborough","EO","45","40","25800","25310"
"In post","2022","Asian","East of England","Peterborough","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","HEO","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","SEO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","EO","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","HEO","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","SEO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","AO","15","10","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","EO","25","25","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","HEO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","SEO","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","AO","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","EO","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","EO","30","30","27800","28740"
"In post","2022","Asian","East of England","West Essex","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","HEO","10","5","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","AO","20","15","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","EO","135","125","30940","31060"
"In post","2022","Asian","London","Barking & Dagenham and Havering","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","HEO","10","10","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","London","Barnet","AA","20","10","[c]","[c]"
"In post","2022","Asian","London","Barnet","AO","65","60","24490","23960"
"In post","2022","Asian","London","Barnet","EO","135","120","29660","31060"
"In post","2022","Asian","London","Barnet","G6","15","15","[c]","[c]"
"In post","2022","Asian","London","Barnet","G7","45","45","58370","56650"
"In post","2022","Asian","London","Barnet","HEO","80","80","34770","33950"
"In post","2022","Asian","London","Barnet","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","London","Barnet","SEO","70","70","42350","40750"
"In post","2022","Asian","London","Barnet","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","AA","10","10","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","AO","35","30","28210","27800"
"In post","2022","Asian","London","Bexley and Greenwich","EO","50","45","31060","31060"
"In post","2022","Asian","London","Bexley and Greenwich","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","HEO","5","5","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","SEO","5","5","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","London","Brent","AA","5","5","[c]","[c]"
"In post","2022","Asian","London","Brent","AO","30","25","24590","24310"
"In post","2022","Asian","London","Brent","EO","80","70","30990","31060"
"In post","2022","Asian","London","Brent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Brent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Brent","HEO","15","15","[c]","[c]"
"In post","2022","Asian","London","Brent","SEO","5","5","[c]","[c]"
"In post","2022","Asian","London","Brent","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","London","Bromley","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bromley","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bromley","EO","15","15","[c]","[c]"
"In post","2022","Asian","London","Bromley","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bromley","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bromley","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bromley","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Camden and City of London","AA","20","15","[c]","[c]"
"In post","2022","Asian","London","Camden and City of London","AO","100","90","24330","24310"
"In post","2022","Asian","London","Camden and City of London","EO","110","110","29340","28850"
"In post","2022","Asian","London","Camden and City of London","G6","15","15","[c]","[c]"
"In post","2022","Asian","London","Camden and City of London","G7","25","25","[c]","[c]"
"In post","2022","Asian","London","Camden and City of London","HEO","50","45","36070","35130"
"In post","2022","Asian","London","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Camden and City of London","SEO","30","30","44750","43670"
"In post","2022","Asian","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Croydon","AA","50","40","22400","22460"
"In post","2022","Asian","London","Croydon","AO","365","325","25520","25630"
"In post","2022","Asian","London","Croydon","EO","510","475","29740","29370"
"In post","2022","Asian","London","Croydon","G6","35","35","72490","71310"
"In post","2022","Asian","London","Croydon","G7","160","155","60020","59790"
"In post","2022","Asian","London","Croydon","HEO","385","370","36350","35330"
"In post","2022","Asian","London","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Croydon","SEO","255","255","43600","42410"
"In post","2022","Asian","London","Croydon","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","London","Ealing","AO","15","15","[c]","[c]"
"In post","2022","Asian","London","Ealing","EO","125","115","31260","31060"
"In post","2022","Asian","London","Ealing","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Ealing","G7","5","5","[c]","[c]"
"In post","2022","Asian","London","Ealing","HEO","5","5","[c]","[c]"
"In post","2022","Asian","London","Ealing","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Ealing","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","London","Enfield","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Enfield","AO","5","5","[c]","[c]"
"In post","2022","Asian","London","Enfield","EO","55","50","30920","31060"
"In post","2022","Asian","London","Enfield","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Enfield","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Enfield","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Enfield","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Hackney and Newham","AA","10","10","[c]","[c]"
"In post","2022","Asian","London","Hackney and Newham","AO","250","205","24990","25110"
"In post","2022","Asian","London","Hackney and Newham","EO","500","465","31190","31060"
"In post","2022","Asian","London","Hackney and Newham","G6","30","30","74290","74850"
"In post","2022","Asian","London","Hackney and Newham","G7","110","110","60960","62120"
"In post","2022","Asian","London","Hackney and Newham","HEO","330","320","37960","37930"
"In post","2022","Asian","London","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Hackney and Newham","SEO","135","130","43760","43810"
"In post","2022","Asian","London","Hackney and Newham","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","London","Haringey and Islington","AA","10","10","[c]","[c]"
"In post","2022","Asian","London","Haringey and Islington","AO","65","60","27320","25110"
"In post","2022","Asian","London","Haringey and Islington","EO","75","65","30990","31060"
"In post","2022","Asian","London","Haringey and Islington","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Haringey and Islington","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Haringey and Islington","HEO","15","15","[c]","[c]"
"In post","2022","Asian","London","Haringey and Islington","SCS level","[c]","[c]","[c]","[c]"
