"Status","Year","Ethnicity","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Vehicle Certification Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Vehicle Certification Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Vehicle Certification Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Vehicle Certification Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Veterinary Medicines Directorate","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Veterinary Medicines Directorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Veterinary Medicines Directorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","Outside London","Female","35","35","39550","38160"
"In post","2022","Asian","Welsh Government (excl. agencies)","Outside London","Male","30","30","39810","38160"
"In post","2022","Asian","Welsh Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Revenue Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","London","Female","10","10","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","London","Male","10","10","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","London","Female","145","145","41140","36440"
"In post","2022","Black","Cabinet Office (excl. agencies)","London","Male","75","75","47090","40600"
"In post","2022","Black","Cabinet Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","Female","25","25","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","Male","15","15","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","London","Female","10","10","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","London","Female","200","190","39070","30110"
"In post","2022","Black","Crown Prosecution Service","London","Male","70","70","43790","34070"
"In post","2022","Black","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Outside London","Female","90","90","38830","31280"
"In post","2022","Black","Crown Prosecution Service","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","London","Female","5","5","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","London","Male","10","5","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Outside London","Female","75","75","31580","31000"
"In post","2022","Black","Defence Equipment and Support","Outside London","Male","125","120","35240","34770"
"In post","2022","Black","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","215","215","40660","35710"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","105","105","43000","40050"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","Female","70","70","38160","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","Male","30","30","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","London","Female","100","100","41940","40230"
"In post","2022","Black","Department for Education (excl. agencies)","London","Male","40","40","42770","40370"
"In post","2022","Black","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Outside London","Female","70","70","36820","36500"
"In post","2022","Black","Department for Education (excl. agencies)","Outside London","Male","40","40","36750","36500"
"In post","2022","Black","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","105","105","35820","32560"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","55","55","36200","32560"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","35","35","36540","35900"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","Female","80","80","38400","35000"
"In post","2022","Black","Department for International Trade","London","Male","50","50","41740","38540"
"In post","2022","Black","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","100","100","42580","39600"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","60","60","41180","38160"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","London","Female","105","105","40790","37660"
"In post","2022","Black","Department for Transport (excl. agencies)","London","Male","60","60","42410","40060"
"In post","2022","Black","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","London","Female","1615","1510","31090","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","London","Male","620","605","31390","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Outside London","Female","1160","1065","26600","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Outside London","Male","610","595","27830","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","London","Female","110","105","39860","33880"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","London","Male","25","25","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Disclosure Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Standards Agency","London","Male","15","15","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Standards Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","London","Female","15","15","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","London","Male","5","5","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education and Skills Funding Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","FCDO Services","London","Female","5","5","[c]","[c]"
"In post","2022","Black","FCDO Services","London","Male","5","5","[c]","[c]"
"In post","2022","Black","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","FCDO Services","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Black","FCDO Services","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Black","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","FCDO Services","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","Male","5","5","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","130","130","37900","35700"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","35","35","38090","33850"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Forestry and Land Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Forestry and Land Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","London","Male","5","5","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Legal Department","London","Female","130","125","42940","43920"
"In post","2022","Black","Government Legal Department","London","Male","55","55","40380","31180"
"In post","2022","Black","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Legal Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Property Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","London","Female","5","5","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Courts and Tribunals Service","London","Female","475","445","27770","24310"
"In post","2022","Black","HM Courts and Tribunals Service","London","Male","190","190","27430","24310"
"In post","2022","Black","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Courts and Tribunals Service","Outside London","Female","210","190","25380","21410"
"In post","2022","Black","HM Courts and Tribunals Service","Outside London","Male","65","60","25260","20970"
"In post","2022","Black","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
