"Status","Year","Ethnicity","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Bexley and Greenwich","London","AA/AO","45","40","27360","25190"
"In post","2022","Asian","Bexley and Greenwich","London","EO","50","45","31060","31060"
"In post","2022","Asian","Bexley and Greenwich","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bexley and Greenwich","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bexley and Greenwich","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Bexley and Greenwich","London","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Birmingham","Outside London","AA/AO","1090","980","21260","21250"
"In post","2022","Asian","Birmingham","Outside London","EO","1005","950","26820","27570"
"In post","2022","Asian","Birmingham","Outside London","G6/G7","145","140","54470","54160"
"In post","2022","Asian","Birmingham","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Birmingham","Outside London","SEO/HEO","695","680","35450","33370"
"In post","2022","Asian","Birmingham","Outside London","Unknown","90","90","27010","24090"
"In post","2022","Asian","Blackburn with Darwen","Outside London","AA/AO","45","35","21090","21260"
"In post","2022","Asian","Blackburn with Darwen","Outside London","EO","65","60","27570","27570"
"In post","2022","Asian","Blackburn with Darwen","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Blackburn with Darwen","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Blackburn with Darwen","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Blackburn with Darwen","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Blackpool","Outside London","AA/AO","30","30","21260","21260"
"In post","2022","Asian","Blackpool","Outside London","EO","60","60","27570","27570"
"In post","2022","Asian","Blackpool","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Blackpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Blackpool","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Asian","Blackpool","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bradford","Outside London","AA/AO","475","410","21190","21250"
"In post","2022","Asian","Bradford","Outside London","EO","260","240","27240","27570"
"In post","2022","Asian","Bradford","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Bradford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bradford","Outside London","SEO/HEO","60","60","34730","33370"
"In post","2022","Asian","Bradford","Outside London","Unknown","30","30","29280","28200"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brent","London","AA/AO","35","30","24120","24310"
"In post","2022","Asian","Brent","London","EO","80","70","30990","31060"
"In post","2022","Asian","Brent","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brent","London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Asian","Brent","London","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bristol, City of","Outside London","AA/AO","50","45","21570","21260"
"In post","2022","Asian","Bristol, City of","Outside London","EO","55","50","26660","26820"
"In post","2022","Asian","Bristol, City of","Outside London","G6/G7","30","30","53200","51520"
"In post","2022","Asian","Bristol, City of","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Bristol, City of","Outside London","SEO/HEO","65","60","35100","33370"
"In post","2022","Asian","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bromley","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bromley","London","EO","15","15","[c]","[c]"
"In post","2022","Asian","Bromley","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bromley","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Buckinghamshire","Outside London","AA/AO","35","30","24990","23170"
"In post","2022","Asian","Buckinghamshire","Outside London","EO","40","35","27850","27570"
"In post","2022","Asian","Buckinghamshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Buckinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Buckinghamshire","Outside London","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Asian","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","AA/AO","30","25","21050","21260"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","EO","125","120","27440","27570"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","Outside London","EO","30","30","27590","27570"
"In post","2022","Asian","Cambridgeshire CC","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Camden and City of London","London","AA/AO","115","105","24000","24210"
"In post","2022","Asian","Camden and City of London","London","EO","110","110","29340","28850"
"In post","2022","Asian","Camden and City of London","London","G6/G7","35","35","67030","60640"
"In post","2022","Asian","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Camden and City of London","London","SEO/HEO","80","75","39410","36840"
"In post","2022","Asian","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","AA/AO","100","90","21560","21250"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","EO","90","85","26490","26820"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","80","80","37130","34170"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","Outside London","AA/AO","55","50","22670","21250"
"In post","2022","Asian","City of Edinburgh","Outside London","EO","45","45","27810","27230"
"In post","2022","Asian","City of Edinburgh","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","Outside London","SEO/HEO","70","70","38370","36210"
"In post","2022","Asian","City of Edinburgh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Coventry","Outside London","AA/AO","45","40","21440","21260"
"In post","2022","Asian","Coventry","Outside London","EO","130","120","26510","27130"
"In post","2022","Asian","Coventry","Outside London","G6/G7","80","80","53450","50400"
"In post","2022","Asian","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Coventry","Outside London","SEO/HEO","190","185","34270","33840"
"In post","2022","Asian","Coventry","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Croydon","London","AA/AO","410","365","25160","25630"
"In post","2022","Asian","Croydon","London","EO","510","475","29740","29370"
"In post","2022","Asian","Croydon","London","G6/G7","195","190","62270","61720"
"In post","2022","Asian","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Croydon","London","SEO/HEO","640","620","39250","37930"
"In post","2022","Asian","Croydon","London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derby","Outside London","AA/AO","55","45","21430","21260"
"In post","2022","Asian","Derby","Outside London","EO","40","35","27410","27570"
"In post","2022","Asian","Derby","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derby","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derby","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Derby","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dudley","Outside London","AA/AO","45","40","20920","21260"
"In post","2022","Asian","Dudley","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Asian","Dudley","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dudley","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Dudley","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","AA/AO","35","25","22370","21680"
"In post","2022","Asian","Durham","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ealing","London","AA/AO","15","15","[c]","[c]"
"In post","2022","Asian","Ealing","London","EO","125","115","31260","31060"
"In post","2022","Asian","Ealing","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Ealing","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Ealing","London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
