"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Finance","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Operational Delivery","AO","105","95","21390","21250"
"In post","2022","30-39","Finance","Operational Delivery","EO","50","50","26760","26820"
"In post","2022","30-39","Finance","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Operational Delivery","G7","15","15","56530","55060"
"In post","2022","30-39","Finance","Operational Delivery","HEO","40","40","32560","33370"
"In post","2022","30-39","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Operational Delivery","SEO","25","25","40360","40180"
"In post","2022","30-39","Finance","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Policy","G7","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","G7","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Security","G6","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Security","G7","15","15","53910","53000"
"In post","2022","30-39","Finance","Security","HEO","15","15","33320","31990"
"In post","2022","30-39","Finance","Security","SEO","15","15","38820","39960"
"In post","2022","30-39","Finance","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","AO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Tax","SEO","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","AO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","EO","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","G6","10","10","64980","65240"
"In post","2022","30-39","Finance","Unknown","G7","35","30","56380","56440"
"In post","2022","30-39","Finance","Unknown","HEO","20","20","34020","33370"
"In post","2022","30-39","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","SEO","20","20","42000","42390"
"In post","2022","30-39","Grants Management","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Operational Delivery","AO","250","230","21260","21300"
"In post","2022","30-39","Grants Management","Operational Delivery","EO","125","115","25020","24920"
"In post","2022","30-39","Grants Management","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2022","30-39","Grants Management","Operational Delivery","HEO","45","40","29570","29180"
"In post","2022","30-39","Grants Management","Operational Delivery","SEO","10","10","36220","35900"
"In post","2022","30-39","Human Resources","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Human Resources","AA","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Human Resources","AO","215","190","21900","21170"
"In post","2022","30-39","Human Resources","Human Resources","EO","340","320","26880","26670"
"In post","2022","30-39","Human Resources","Human Resources","G6","110","105","66390","66230"
"In post","2022","30-39","Human Resources","Human Resources","G7","275","265","53670","54000"
"In post","2022","30-39","Human Resources","Human Resources","HEO","520","500","32780","32330"
"In post","2022","30-39","Human Resources","Human Resources","SCS level","30","25","80870","76200"
"In post","2022","30-39","Human Resources","Human Resources","SEO","370","355","40390","40180"
"In post","2022","30-39","Human Resources","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Operational Delivery","AO","45","40","21300","21250"
"In post","2022","30-39","Human Resources","Operational Delivery","EO","140","140","27020","27570"
"In post","2022","30-39","Human Resources","Operational Delivery","G7","10","10","53950","53430"
"In post","2022","30-39","Human Resources","Operational Delivery","HEO","60","55","32520","33080"
"In post","2022","30-39","Human Resources","Operational Delivery","SEO","35","35","39360","39330"
"In post","2022","30-39","Human Resources","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Other","HEO","15","15","34170","37240"
"In post","2022","30-39","Human Resources","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","AO","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","EO","15","15","26670","26590"
"In post","2022","30-39","Human Resources","Tax","G7","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","HEO","20","20","31820","33080"
"In post","2022","30-39","Human Resources","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","AO","45","45","21090","21050"
"In post","2022","30-39","Human Resources","Unknown","EO","45","45","25540","24920"
"In post","2022","30-39","Human Resources","Unknown","G6","35","30","65120","64500"
"In post","2022","30-39","Human Resources","Unknown","G7","80","80","54330","54700"
"In post","2022","30-39","Human Resources","Unknown","HEO","100","95","32910","32000"
"In post","2022","30-39","Human Resources","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","SEO","60","60","39400","40180"
"In post","2022","30-39","Internal Audit","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","G6","5","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","G7","30","30","52240","50220"
"In post","2022","30-39","Internal Audit","Internal Audit","HEO","25","25","33780","33420"
"In post","2022","30-39","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","SEO","50","50","40890","40520"
"In post","2022","30-39","Internal Audit","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Finance","AO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Finance","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","HEO","10","5","[c]","[c]"
"In post","2022","30-39","Legal","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Legal","EO","95","95","28890","27760"
"In post","2022","30-39","Legal","Legal","G6","325","310","67250","65630"
"In post","2022","30-39","Legal","Legal","G7","1240","1185","53330","51830"
"In post","2022","30-39","Legal","Legal","HEO","165","160","38720","38000"
"In post","2022","30-39","Legal","Legal","SCS level","25","20","83430","82420"
"In post","2022","30-39","Legal","Legal","SEO","225","215","47290","41750"
"In post","2022","30-39","Legal","Operational Delivery","AO","190","170","22680","22200"
"In post","2022","30-39","Legal","Operational Delivery","EO","190","175","26820","26820"
"In post","2022","30-39","Legal","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Operational Delivery","HEO","55","55","32270","31830"
"In post","2022","30-39","Legal","Operational Delivery","SEO","20","20","39200","38540"
"In post","2022","30-39","Legal","Other","AO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Other","EO","55","50","27380","27350"
"In post","2022","30-39","Legal","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Other","G7","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Other","HEO","25","25","32770","31180"
"In post","2022","30-39","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Policy","G7","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","G6","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Tax","G7","20","20","55140","55210"
"In post","2022","30-39","Legal","Tax","HEO","50","50","33770","33370"
"In post","2022","30-39","Legal","Tax","SEO","15","15","40890","40520"
"In post","2022","30-39","Legal","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","EO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","G6","15","10","72160","73430"
"In post","2022","30-39","Legal","Unknown","G7","20","20","59750","61530"
"In post","2022","30-39","Legal","Unknown","HEO","20","20","34140","33370"
"In post","2022","30-39","Legal","Unknown","SCS level","20","20","70800","67770"
"In post","2022","30-39","Legal","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","AO","10","5","[c]","[c]"
"In post","2022","30-39","No function","Commercial","EO","15","15","29050","29240"
"In post","2022","30-39","No function","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","G7","20","20","60220","61030"
"In post","2022","30-39","No function","Commercial","HEO","25","25","33680","33900"
"In post","2022","30-39","No function","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","SEO","45","45","47300","46600"
"In post","2022","30-39","No function","Commercial","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","No function","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Communications","EO","10","10","[c]","[c]"
"In post","2022","30-39","No function","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Communications","G7","10","10","54330","53500"
"In post","2022","30-39","No function","Communications","HEO","10","10","31080","30450"
"In post","2022","30-39","No function","Communications","SEO","15","15","38280","36960"
"In post","2022","30-39","No function","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","G7","15","15","52960","49860"
"In post","2022","30-39","No function","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","SEO","25","25","40960","40410"
"In post","2022","30-39","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Economics","G6","30","25","67410","67290"
"In post","2022","30-39","No function","Economics","G7","55","55","57530","57620"
"In post","2022","30-39","No function","Economics","HEO","20","20","35210","33140"
"In post","2022","30-39","No function","Economics","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","No function","Economics","SEO","10","10","[c]","[c]"
"In post","2022","30-39","No function","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Finance","G6","10","10","[c]","[c]"
"In post","2022","30-39","No function","Finance","G7","20","15","53000","53420"
"In post","2022","30-39","No function","Finance","HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","No function","Finance","SEO","10","10","[c]","[c]"
"In post","2022","30-39","No function","Geography","AO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Geography","EO","20","20","26970","26740"
"In post","2022","30-39","No function","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Geography","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Geography","HEO","55","55","33290","33290"
"In post","2022","30-39","No function","Geography","SEO","10","10","42510","42510"
"In post","2022","30-39","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","G6","10","10","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","G7","35","35","73260","75500"
"In post","2022","30-39","No function","Inspector of Education and Training","SEO","65","65","49800","51360"
"In post","2022","30-39","No function","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","EO","100","95","28400","27380"
"In post","2022","30-39","No function","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","HEO","15","15","30470","30810"
"In post","2022","30-39","No function","Intelligence Analysis","SEO","15","15","42700","41490"
"In post","2022","30-39","No function","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Internal Audit","HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","International Trade","EO","15","15","27600","26660"
"In post","2022","30-39","No function","International Trade","G6","75","75","63550","62170"
"In post","2022","30-39","No function","International Trade","G7","210","210","53180","51970"
"In post","2022","30-39","No function","International Trade","HEO","80","80","33400","33080"
"In post","2022","30-39","No function","International Trade","SCS level","35","35","75810","72600"
"In post","2022","30-39","No function","International Trade","SEO","105","105","39580","38540"
"In post","2022","30-39","No function","Knowledge and Information Management","AO","15","15","21350","20970"
"In post","2022","30-39","No function","Knowledge and Information Management","EO","45","45","27730","27570"
"In post","2022","30-39","No function","Knowledge and Information Management","G6","10","10","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","G7","25","25","54750","54070"
"In post","2022","30-39","No function","Knowledge and Information Management","HEO","45","45","32150","31990"
"In post","2022","30-39","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","SEO","25","20","41550","41750"
"In post","2022","30-39","No function","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Legal","G6","5","5","[c]","[c]"
"In post","2022","30-39","No function","Legal","G7","30","30","56530","57540"
"In post","2022","30-39","No function","Legal","HEO","105","105","32200","30450"
"In post","2022","30-39","No function","Legal","SEO","80","75","39030","38590"
"In post","2022","30-39","No function","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Medicine","G6","30","25","80220","80540"
"In post","2022","30-39","No function","Medicine","G7","25","25","53360","53620"
"In post","2022","30-39","No function","Medicine","HEO","10","5","[c]","[c]"
"In post","2022","30-39","No function","Medicine","SCS level","30","25","89830","89370"
"In post","2022","30-39","No function","Medicine","SEO","20","20","41320","40850"
"In post","2022","30-39","No function","Operational Delivery","AA","1485","1340","20790","20890"
"In post","2022","30-39","No function","Operational Delivery","AO","15330","14035","23860","21840"
"In post","2022","30-39","No function","Operational Delivery","EO","13000","12295","28580","27570"
"In post","2022","30-39","No function","Operational Delivery","G6","225","220","65970","65310"
"In post","2022","30-39","No function","Operational Delivery","G7","810","790","53220","53360"
"In post","2022","30-39","No function","Operational Delivery","HEO","3875","3755","33970","33080"
"In post","2022","30-39","No function","Operational Delivery","SCS level","75","70","81970","75500"
"In post","2022","30-39","No function","Operational Delivery","SEO","1825","1780","41930","40520"
"In post","2022","30-39","No function","Operational Delivery","Unknown","4360","4035","29000","27980"
"In post","2022","30-39","No function","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","G7","35","35","48380","47010"
"In post","2022","30-39","No function","Operational Research","HEO","10","10","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","SEO","25","25","40910","39540"
"In post","2022","30-39","No function","Other","AA","30","25","21500","21640"
"In post","2022","30-39","No function","Other","AO","250","225","21840","21260"
"In post","2022","30-39","No function","Other","EO","805","765","28140","27570"
"In post","2022","30-39","No function","Other","G6","50","50","67720","66510"
"In post","2022","30-39","No function","Other","G7","165","160","52630","51970"
"In post","2022","30-39","No function","Other","HEO","185","180","32890","32010"
"In post","2022","30-39","No function","Other","SCS level","25","25","82380","82890"
"In post","2022","30-39","No function","Other","SEO","115","110","39980","39960"
"In post","2022","30-39","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","G7","10","10","52320","53130"
"In post","2022","30-39","No function","Planning","HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Planning","SEO","25","25","40650","40000"
"In post","2022","30-39","No function","Planning Inspectors","G6","15","15","62010","58810"
"In post","2022","30-39","No function","Planning Inspectors","G7","35","30","45160","47660"
"In post","2022","30-39","No function","Planning Inspectors","HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Policy","AA","10","10","[c]","[c]"
"In post","2022","30-39","No function","Policy","AO","40","35","23390","21840"
"In post","2022","30-39","No function","Policy","EO","255","245","27520","27510"
"In post","2022","30-39","No function","Policy","G6","1055","1020","64670","64590"
"In post","2022","30-39","No function","Policy","G7","2485","2425","53670","53380"
"In post","2022","30-39","No function","Policy","HEO","1340","1310","33520","33570"
"In post","2022","30-39","No function","Policy","SCS level","325","315","76870","73500"
"In post","2022","30-39","No function","Policy","SEO","1380","1340","39790","39910"
"In post","2022","30-39","No function","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","G6","15","15","63790","63400"
"In post","2022","30-39","No function","Project Delivery","G7","45","45","51900","51730"
"In post","2022","30-39","No function","Project Delivery","HEO","35","35","32360","33430"
"In post","2022","30-39","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","SEO","30","25","39790","39980"
"In post","2022","30-39","No function","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Psychology","AO","15","15","22190","21640"
"In post","2022","30-39","No function","Psychology","EO","145","140","27890","27380"
"In post","2022","30-39","No function","Psychology","G7","20","20","56520","57420"
"In post","2022","30-39","No function","Psychology","HEO","240","230","31000","31180"
"In post","2022","30-39","No function","Psychology","SEO","185","175","44430","44200"
"In post","2022","30-39","No function","Science and Engineering","AA","5","5","[c]","[c]"
"In post","2022","30-39","No function","Science and Engineering","AO","65","60","22450","23080"
"In post","2022","30-39","No function","Science and Engineering","EO","150","140","27240","27510"
"In post","2022","30-39","No function","Science and Engineering","G6","20","20","67510","66560"
"In post","2022","30-39","No function","Science and Engineering","G7","345","340","51090","48860"
"In post","2022","30-39","No function","Science and Engineering","HEO","345","330","32230","32310"
"In post","2022","30-39","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Science and Engineering","SEO","565","545","40220","40060"
"In post","2022","30-39","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","G7","10","10","54490","53620"
"In post","2022","30-39","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Tax","AO","590","540","21270","21250"
"In post","2022","30-39","No function","Tax","EO","555","540","26940","26590"
"In post","2022","30-39","No function","Tax","G6","115","110","68270","67910"
"In post","2022","30-39","No function","Tax","G7","525","515","55890","55210"
"In post","2022","30-39","No function","Tax","HEO","1320","1285","33820","33370"
"In post","2022","30-39","No function","Tax","SCS level","15","10","77840","77860"
"In post","2022","30-39","No function","Tax","SEO","340","340","40050","40180"
"In post","2022","30-39","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Unknown","AO","265","245","21530","21250"
"In post","2022","30-39","No function","Unknown","EO","275","265","27170","26820"
"In post","2022","30-39","No function","Unknown","G6","205","205","67070","65190"
"In post","2022","30-39","No function","Unknown","G7","395","390","55600","54700"
"In post","2022","30-39","No function","Unknown","HEO","635","625","33210","33370"
"In post","2022","30-39","No function","Unknown","SCS level","95","95","77860","74500"
"In post","2022","30-39","No function","Unknown","SEO","210","205","40820","40600"
"In post","2022","30-39","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","G7","10","10","50070","48370"
"In post","2022","30-39","No function","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","SEO","80","75","37410","37160"
"In post","2022","30-39","Project Delivery","Commercial","EO","25","25","23280","23250"
"In post","2022","30-39","Project Delivery","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","G7","35","30","51480","51280"
"In post","2022","30-39","Project Delivery","Commercial","HEO","80","75","30170","29990"
"In post","2022","30-39","Project Delivery","Commercial","SEO","80","80","39100","38640"
"In post","2022","30-39","Project Delivery","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","G7","25","25","49920","47010"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","SEO","10","10","41570","40190"
"In post","2022","30-39","Project Delivery","Economics","G6","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Economics","G7","35","30","54860","55060"
"In post","2022","30-39","Project Delivery","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","G7","20","20","55460","56380"
"In post","2022","30-39","Project Delivery","Finance","HEO","15","15","33140","31800"
"In post","2022","30-39","Project Delivery","Finance","SEO","15","15","43670","43480"
"In post","2022","30-39","Project Delivery","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","HEO","[c]","[c]","[c]","[c]"
